upgrade_bells_golden_desc;The bells of the [FromFrom.GetWonderTypeShortCap] have been coated with a thin layer of gold.;Les cloches du monument ont été recouvertes d'une fine couche d'or.;Die Glocken des [FromFrom.GetWonderTypeShortCap] wurden mit einer dünnen Goldschicht überzogen.;;Las campanas de [FromFrom.GetWonderTypeShortCap] han sido cubiertas con una ligera capa de oro.;;;;;;;;;x
upgrade_bodhi_tree;Bodhi Tree;Arbre bodhi;Bodhi-Baum;;Árbol Bodhi;;;;;;;;;x
upgrade_bodhi_tree_desc;A descendant of the sacred tree in under which Siddhartha Gautama, the spiritual teacher who became known as the Buddha, attained enlightenment.;Un descendant de l'arbre sacré dans lequel Siddhartha Gautama, le professeur spirituel devenu connu sous le nom de Bouddha, atteignit l'illumination.;Ein Nachkomme des heiligen Baumes, unter dem Siddhartha Gautama, der spirituelle Lehrer, der als Buddha bekannt wurde, Erleuchtung erlangte.;;"Descendiente del árbol sagrado donde alcanzó la iluminación ;;;;;;;;;x
upgrade_brewery;Brewery;Brasserie;Brauerei;;Destilería;;;;;;;;x
upgrade_brewery_desc;A brewery to create your own alcohol. While unlikely to turn a profit, it might make you popular.;Une brasserie pour fabriquer son propre alcool. Bien que peu susceptible de générer un profit, cela pourrait vous rendre populaire.;Eine Brauerei, in der eigener Alkohol hergestellt werden kann. Obwohl es unwahrscheinlich ist, dass ein Gewinn erzielt wird, kann sie zumindest beliebt machen.;;Una destilería donde crear tu propio alcohol. Aunque es improbable que dé beneficios, te hará popular.;;;;;;;;x
upgrade_catacombs;Catacombs;Catacombes;Katakomben;;Catacumbas;;;;;;;;;x
upgrade_catacombs_desc;While subterranean passageways are a source of fascination, they are primarily a sacred space for religious practice.;Si les passages souterrains sont une source de fascination, ils constituent avant tout un espace sacré pour la pratique religieuse.;Unterirdische Gänge sind zwar faszinierend, aber dies ist vor allem ein heiliger Ort für religiöse Rituale.;;Si bien los pasadizos subterráneos son una fuente de fascinación, son sobre todo un espacio sagrado para la práctica religiosa.;;;;;;;;;x
upgrade_cave_complex;Cave Complex;Grande cave;Höhlenkomplex;;Complejo de cuevas;;;;;;;;;x
upgrade_cave_complex_desc;A complex of caves.;Un ensemble de caves.;Ein Komplex voller Höhlen.;;Un complejo de cuevas;;;;;;;;;x
upgrade_caves_natural;Natural Caves;Grottes naturelles;Natürliche Höhle;;Cuevas naturales;;;;;;;;;x
upgrade_caves_natural_desc;A series of impressive natural hollows, these rooms are only partially improved upon by human engineering.;Série de creux naturels impressionnants, ces salles ont eu à peine à être améliorées par l’ingénierie humaine.;Diese natürlicher Höhlen ist ein beeindruckender Ort und wird durch die menschliche Ingenieurtechnik nur teilweise gestützt.;;Una serie de hondonadas naturales impresionantes, estas habitaciones solo han sido parcialmente mejoradas por la ingeniería humana.;;;;;;;;;x
upgrade_chaitya-grihas;Chaitya-Grihas;Chaitya-grihas;Chaitya-Hallen;;Chaitya grihas;;;;;;;;;x
upgrade_chaitya-grihas_desc;A prayer hall that surrounds the stupas.;Une salle de prière qui entoure les stupas.;Eine Gebetshalle, die die Stupa umgibt.;;Una sala de oración que rodea a las estupas.;;;;;;;;;x
upgrade_chariot_race_course;Chariot Race Course;Course de chars;Streitwagen-Rennbahn;;Hipódromo de cuadrigas;;;;;;;;;x
upgrade_chariot_race_course_desc;A place for chariots to practice and race each other.;Un endroit où les chars peuvent s'entraîner et s'affronter.;Ein Ort, an dem der Umgang mit Streitwagen geübt und gegeneinander Rennen bestritten werden können.;;Un lugar para la práctica y competición de cuadrigas.;;;;;;;;;x
upgrade_cherubim;Cherubim;Chérubins;Cherubim;;Querubines;;;;;;;;;x
upgrade_cherubim_desc;Two gigantic Cherubim made out of cedar wood, their outstretched wings touching in the middle of the Holy Place.;Deux chérubins gigantesques en bois de cèdre, leurs ailes déployées se touchant au milieu du lieu saint.;Zwei gigantische Cherubim aus Zedernholz, deren ausgestreckte Flügel sich mitten im Heiligen Ort berührten.;;Dos gigantescos querubines hechos de madera de cedro, con sus alas extendidas tocándose, en el centro del lugar santo.;;;;;;;;;x
upgrade_choir_rooms;Choir Rooms;Salles de chorale;Chorzimmer;;Salas de coro;;;;;;;;;x
upgrade_choir_rooms_desc;The acoustics of these rooms make them suited for practice singing.;L'acoustique de ces salles les rend aptes à la pratique du chant.;Aufgrund der Akustik dieser Räume eignen sie sich zum Üben von Gesängen.;;La acústica de estas salas las hacen adecuadas para la práctica del canto.;;;;;;;;;x
upgrade_collection_architecture;Architecture Collection;Collection d'architecture;Architektursammlung;;Colección de arquitectura;;;;;;;;;x
upgrade_collection_architecture_desc;The secrets of building great edifices, roads, and bridges are revealed in the classical works of Vitruvius and other recent authors.;Les secrets de la construction de grands édifices, de routes et de ponts sont révélés dans les œuvres classiques de Vitruve et d'autres auteurs récents.;Die Geheimnisse des Baus großer Gebäude, Straßen und Brücken werden in den klassischen Werken von Vitruvius und anderen jüngeren Autoren offenbart.;;Los secretos de la construcción de grandes edificios, caminos y puentes se revelan en las obras clásicas de Vitruvio y otros autores recientes.;;;;;;;;;x
upgrade_collection_drama;Poetry and Drama Collection;Collection de poésie et de pièce de théâtre;Sammlung von Gedichten und Dramen;;Colección de poesía y drama.;;;;;;;;;x
upgrade_collection_drama_desc;These works reveal the human soul, the meaning of love, and the tragedy of life.;Ces oeuvres révèlent l'âme humaine, le sens de l'amour et la tragédie de la vie.;Diese Werke zeigen die menschliche Seele, die Bedeutung der Liebe und die Tragödien des Lebens auf.;;Estas obras revelan el alma humana, el significado del amor y la tragedia de la vida.;;;;;;;;;x
upgrade_collection_history;History Collection;Collection d'histoire;Geschichtssammlung;;Colección de historia;;;;;;;;;x
upgrade_collection_history_desc;Manuscripts recording the known history of modern civilization and warfare.;Manuscrits retraçant l'histoire connue de la civilisation moderne et de la guerre.;Manuskripte, die die bekannte Geschichte der modernen Zivilisation und Kriegsführung dokumentieren.;;Manuscritos que registran la historia conocida de la civilización moderna y la guerra.;;;;;;;;;x
upgrade_collection_math;Math and Philosophy Collection;Collection de mathématiques et de philosophie;Mathematik- und Philosophiesammlung;;Colección de Matemáticas y Filosofía;;;;;;;;;x
upgrade_collection_math_desc;From the works of Plato, to the most recent treatises on mathematics.;Collection allant des travaux de Platon aux plus récents traités de mathématiques.;Von den Werken Platons bis zu den neuesten Abhandlungen zur Mathematik ist alles enthalten.;;Desde las obras de Platón hasta los más recientes tratados de matemáticas.;;;;;;;;;x
upgrade_collection_science;Natural Sciences Collection;Collection de science naturelle;Naturwissenschaftliche Sammlung;;Colección de Ciencias Naturales;;;;;;;;;x
upgrade_collection_science_desc;By reading what many others observed of the world and creatures that live in it we may gain precious knowledge. Is the world actually flat?;En lisant ce que beaucoup d'autres ont observé du monde et des créatures qui y vivent, nous pouvons acquérir une connaissance précieuse. Le monde est-il réellement plat?;Wenn wir lesen, was viele andere von der Welt und den darin lebenden Kreaturen beobachtet haben, können wir wertvolles Wissen gewinnen. Ist die Welt tatsächlich flach?;;Al leer lo que muchos otros observaron del mundo y las criaturas que viven en él, podemos obtener un conocimiento precioso. ¿Es el mundo realmente plano?;;;;;;;;;x
upgrade_collection_stations;Agistry Collection Stations;Postes de collecte de taxes;Tierhüter-Sammelstationen;;Puestos de recaudación de pasturaje;;;;;;;;;x
upgrade_collection_stations_desc;Agisters regulate both agistment and pannage, two of the major money-making abrogations for a royal forest. The organizations is not entirely unlike an extra layer of tax stations.;Les agisters régissent à la fois le pacage et le panage, deux des principales abrogations génératrices de revenus d'une forêt royale. Cette organisation n'est pas vraiment différente d'une couche supplémentaire de stations fiscales.;Tierhüter regeln sowohl die Viehverstellung als auch die Hutewälder, zwei der wichtigsten Einnahmequellen eines königlichen Waldes. Die Organisation ist ähnlich der einer zusätzlichen Schicht von Steuerstationen;;Los pasturajeros regulan tanto el pasturaje como la montanera, dos de las principales formas de ganar dinero con un bosque real. Los puestos no se diferencian mucho de una oficina de impuestos más..;;;;;;;;;x
upgrade_commerative_stupa;Commerative Stupa;Stupa commémoratif;Gedenk-Stupa;;Estupa conmemorativa;;;;;;;;;x
upgrade_commerative_stupa_desc;Built to commemorative events in lives of Buddha and his disciples.;Construit pour les événements commémoratifs dans la vie de Bouddha et ses disciples.;Gebaut zu Gedenken an das Leben Buddhas und seiner Schüler.;;Construido para conmemorar eventos de la vida de Buda y sus discípulos.;;;;;;;;;x
upgrade_cothon;Cothon;Cothon;Kothon;;Cothon;;;;;;;;;x
upgrade_cothon_desc;An inner harbor.;Un port intérieur.;Ein küstlich angelegtes Hafenbecken.;;Un puerto interior.;;;;;;;;;x
upgrade_crown_industries;Crown Industries;Industries de la Couronne;Kronen-Industrie;;Industrias de la corona;;;;;;;;;x
upgrade_crown_industries_desc;Royal metalworks, royal armories, royal shipwrights, royal carpentries. If it's skilled and in the kingwoods, it belongs to the crown.;Métallerie royale, armoiries royales, constructeurs de navires royaux, charpenteries royales. Si c'est qualifié et dans les forêts royales, cela appartient à la Couronne.;Königliche Metallwerke, königliche Waffenkammern, königliche Schiffsbauer, königliche Schreinereien. Wenn es geschickt ist und dem Königswald angehört, gehört es der Krone.;;Metalurgia real, armerías, astilleros y carpinterías reales. Si está cualificado y está en los bosques reales, pertenece a la corona.;;;;;;;;;x
upgrade_custodian_of_temple;Custodian of the Temple;Gardien du temple;Tempelverwalter;;Custodio del templo;;;;;;;;;x
upgrade_custodian_of_temple_desc;As the authority on all daily business and rituals the Custodian of the Temple is heeded by all.;Ayant autorité sur les activités quotidiennes et les rituels, le gardien du temple est pris en compte par tous.;Als Autorität für alle täglichen Angelegenheiten und Rituale wird der Tempelverwalter von allen geschätzt.;;Como autoridad en todos los asuntos y rituales diarios, el Custodio del templo es escuchado por todos.;;;;;;;;x
upgrade_custodian_of_the_mosque;Custodian of the Mosque;Gardien de la mosquée;Moscheeverwalter;;Custodio de la mezquita;;;;;;;;;x
upgrade_custodian_of_the_mosque_desc;As the authority on all daily business and rituals, the Custodian of the Mosque is heeded by all.;Ayant autorité sur les activités quotidiennes et les rituels, le gardien de la mosquée est pris en compte par tous.;Als Autorität für alle täglichen Angelegenheiten und Rituale wird der Moscheeverwalter von allen geschätzt.;;Como autoridad en todos los asuntos y rituales diarios, el Custodio de la mezquita es escuchado por todos.;;;;;;;;x
upgrade_decorations;Elaborate Decorations;Décorations élaborées;Aufwändige Dekorationen;;Decoraciones elaboradas;;;;;;;;;x
upgrade_decorations_desc;Elaborate decorations will help elevate the spirit of the faithful to the heavens.;Des décorations élaborées aideront à élever l'esprit des fidèles au ciel.;Aufwändige Dekorationen tragen dazu bei, den Geist der Gläubigen in den Himmel zu heben.;;Las decoraciones elaboradas ayudarán a elevar a los cielos el espíritu de los fieles.;;;;;;;;;x
upgrade_deep_defense_architecture;Deep Defense Architecture;Architecture étudiée pour la défense;Tiefe Verteidigungsarchitektur;;Arquitectura de defensa profunda;;;;;;;;;;x
upgrade_deep_defense_architecture_desc;Adapt and reshape areas of the defenses to be especially vulnerable to attack from the next layer, turning losses for the defenders into massacres for the attackers.;Adapter et remodeler les zones des défenses de manière à ce qu'elles soient particulièrement vulnérables aux attaques de la couche suivante. Ainsi, les quelques pertes subies par les défenseurs sont compensées par un massacre des attaquants.;Passt Bereiche der Verteidigung an und gestalten diese neu, damit sie besonders anfällig für Angriffe aus der nächsten Schicht sind. Dadurch werden Verluste für die Verteidiger zu Massakern für die Angreifer.;;Adapta y reforma áreas de las defensas para ser especialmente vulnerables a ataques desde la capa siguiente, que conviertan las pérdidas de los defensores en masacres de los atacantes.;;;;;;;;;;x
upgrade_dome;Qubba;Koubba;Qubba;;Qubba;;;;;;;;;x
upgrade_dome_desc;A symbolic representation of the vault of Heaven, the dome surmounts the Qibla wall.;Représentation symbolique de la voûte céleste, la coupole surmonte le mur de la kiblat.;Die Kuppel überragt die Qibla als symbolische Darstellung des Himmelsgewölbes.;;Una representación simbólica de la bóveda del Cielo, una bóveda corona el muro de la alquibla.;;;;;;;;;x
upgrade_dueling_room;Dueling Room;Salle de duel;Duellzimmer;;Sala de duelos;;;;;;;;;x
upgrade_dueling_room_desc;A room dedicated to the practice of one-on-one combat.;Une salle dédiée à la pratique du combat singulier.;Ein Raum, in dem Einzelkämpfe praktiziert werden.;;Una sala dedicada a la práctica del combate individual.;;;;;;;;;x
upgrade_dungeon;Dungeon;Cachot;Kerker;;Mazmorra;;;;;;;;;x
upgrade_dungeon_desc;It's a dungeon, but bigger.;C'est un cachot, mais plus grand.;Ein normaler Kerker, nur etwas größer.;;Una mazmorra, pero mayor;;;;;;;;;x
upgrade_earthquake_damage_large;Earthquake Damage;Dégâts dus à un tremblement de terre;Erdbebenschäden;;Daños por terremoto;;;;;;;;;x
upgrade_earthquake_damage_large_desc;This great work has taken damage from an earthquake and has not been repaired.;Ce grand ouvrage a été endommagé par un tremblement de terre et n'a pas été réparé.;Dieses Große Bauwerk hat durch ein Erdbeben Schäden erlitten und wurde nicht repariert.;;Esta gran obra resultó dañada en un terremoto y no ha sido reparada.;;;;;;;;;x
upgrade_earthquake_damage_medium;Earthquake Damage;Dégâts dus à un tremblement de terre;Erdbebenschäden;;Daños por terremoto;;;;;;;;;x
upgrade_earthquake_damage_medium_desc;This great work has taken damage from an earthquake and has not been repaired.;Ce grand ouvrage a été endommagé par un tremblement de terre et n'a pas été réparé.;Dieses Große Bauwerk hat durch ein Erdbeben Schäden erlitten und wurde nicht repariert.;;Esta gran obra resultó dañada en un terremoto y no ha sido reparada.;;;;;;;;;x
upgrade_earthquake_damage_small;Earthquake Damage;Dégâts dus à un tremblement de terre;Erdbebenschäden;;Daños por terremoto;;;;;;;;;x
upgrade_earthquake_damage_small_desc;This great work has taken damage from an earthquake and has not been repaired.;Ce grand ouvrage a été endommagé par un tremblement de terre et n'a pas été réparé.;Dieses Große Bauwerk hat durch ein Erdbeben Schäden erlitten und wurde nicht repariert.;;Esta gran obra resultó dañada en un terremoto y no ha sido reparada.;;;;;;;;;x
upgrade_estate_fourth;Fourth Estate;Quatrième État;Vierter Landesstand;;Cuarto estamento;;;;;;;;;x
upgrade_estate_fourth_desc;The royal forests now cover over a third of the country, more than the lords, burghers, or clergy individually, and more than the rest of the monarchs' domains in their entirety. It is truly the fourth estate of the realm.;Les forêts royales couvrent maintenant plus du tiers du pays, plus que les nobles, les bourgeois ou le clergé pris individuellement, et plus que le reste des domaines du monarque dans leur ensemble. C'est vraiment le quatrième État du pays.;Die königlichen Wälder bedecken jetzt ein Drittel des Landes. Das ist mehr als Fürsten, Bürger oder Kleriker alleine haben und mehr als die übrigen Herrschaftsgebiete der Monarchen in ihrer Gesamtheit. Es ist wirklich der vierte Stand des Reiches.;;Los bosques reales ahora ocupan un tercio del país, más que nobles, burgueses o el clero individual y más que el resto de los dominios del monarca en su totalidad. Es ciertamente un cuarto estamento del reino.;;;;;;;;;x
upgrade_estates_choice;Choice Estates;Domaines de choix;Ausgewählte Stände;;Fincas elegidas;;;;;;;;;x
upgrade_estates_choice_desc;The crown has begun to reserve choice areas and the finest forests in the land for royal hunting trips. Though some grumble, this is widely seen to be simply the monarch's due.;La Couronne a commencé à réserver des zones de choix et les meilleures forêts du pays pour des séjours de chasse royaux. Bien que quelques personnes soient mécontentes, c'est en général simplement considéré comme un privilège du monarque.;Die Krone hat damit begonnen, ausgewählte Gebiete und die schönsten Wälder des Landes für königliche Jagdunternehmungen zu reservieren. Obwohl dies mit ein wenig murren in der Bevölkerung einhergeht, wird es weithin als für den Monarchen gerechtfertigt angesehen.;;La corona ha comenzado a reservar algunas áreas a su elección y los mejores bosques de la tierra para las cacerías reales. Aunque con algunas quejas, se ve mayoritariamente como algo propio de monarcas.;;;;;;;;;x
upgrade_estates_expansive;Expansive Estates;Domaines étendus;Wertvolle Stände;;Fincas amplias;;;;;;;;;x
upgrade_estates_expansive_desc;More than mere hunting preserves, these lands are the private playground of the monarch, and include valuable economic areas.;Plus que de simples réserves de chasse, ces terres sont le terrain de jeu privé du monarque et comprennent des zones économiques précieuses.;Dieses Land ist mehr als nur ein Jagdrevier, es ist der private Spielplatz des Monarchen und umfasst wertvolle Wirtschaftsräume.;;Más que meros cotos de caza, estas tierras son el parque privado del monarca e incluyen áreas económicas valiosas.;;;;;;;;;x
upgrade_estates_vast;Vast Estates;Vastes domaines;Weitläufige Stände;;Fincas extensas;;;;;;;;;x
upgrade_estates_vast_desc;Entire towns are subsumed by this kingdom-within-a-kingdom, and prosperous villages often find that the monarch's men have "discovered" maps placing their settlements firmly inside the nearest royal forest.;Des villes entières sont absorbées par ce royaume dans le royaume, et des villages prospères constatent souvent que les officiers royaux ont « découvert » des cartes montrant que leurs terres font fermement partie de la forêt royale la plus proche.;Ganze Städte werden von diesem Königreich im Königreichs eingenommen und wohlhabende Dörfer stellen oft fest, dass die Männer des Monarchen Karten "entdeckt" haben, die ihre Siedlungenim nächstgelegenen königlichen Wald platzieren.;;Pueblos enteros están incluidos en este reino dentro de un reino, y aldeas prósperas ven a menudo que los hombres del monarca han "descubierto" mapas que colocan sus asentamientos decididamente dentro del bosque real más cercano.;;;;;;;;;x
upgrade_eternal_flame;Eternal Flame;Flemme éternelle;Ewige Flamme;;Llama eterna;;;;;;;;;x
upgrade_eternal_flame_desc;The Eternal Flame is constantly tended, to ensure it never goes out.;La flamme éternelle est constamment entretenue afin de ne jamais s'éteindre.;Die Ewige Flamme wird ständig gepflegt, um sicherzustellen, dass sie niemals erlischt.;;La llama eterna se alimenta constantemente para que no se apague nunca.;;;;;;;;;x
upgrade_extra_pyramids;Extra Pyramids;Pyramides supplémentaires;Zusätzliche Pyramiden;;Pirámides extra;;;;;;;;;x
upgrade_extra_pyramids_desc;Outside of the main [FromFrom.GetWonderTypeShortCap] two smaller, yet similar, monuments can be found. They are said to be resting place of the ones most dear to [Root.GetTitledFirstName].;En dehors de la principale [FromFrom.GetWonderTypeShortCap], vous trouverez deux monuments plus petits mais similaires. On dit qu'ils sont le lieu de repos de ceux qui sont les plus chers [Root.Get_au_TitledFirstName].;Außerhalb des Hauptbereichs der [FromFrom.GetWonderTypeShortCap] befinden sich zwei kleinere, aber ähnliche Monumente. Sie sollen Ruhestätte derjenigen sein, die [Root.GetTitledFirstName] am liebsten sind.;;Más allá del [FromFrom.GetWonderTypeShortCap] se pueden encontrar otros dos monumentos más pequeños, pero similares. Dicen que son el lugar de descanso de los seres queridos de [Root.GetTitledFirstName].;;;;;;;;;x
upgrade_extra_supports;Extra Support;Consolidation de la structure;Verstärkte Mauern;;Apoyo adicional;;;;;;;;;x
upgrade_extra_supports_desc;A reinforced building structure, designed to prevent damage from earthquakes.;Une structure de bâtiment renforcée, conçue pour prévenir les dommages causés par les tremblements de terre.;Eine verstärkte Gebäudestruktur, die Schäden durch Erdbeben verhindern soll.;;Una estructura de construcción reforzada, diseñada para prevenir daños de terremotos.;;;;;;;;;x
upgrade_forest_laws;Codified Forest Laws;Lois forestières codifiées;Waldgesetze;;Leyes forestales codificadas;;;;;;;;;x
upgrade_forest_laws_desc;A separate legal system for the royal forests that, where necessary, supersedes the common law of the land.;Un système juridique distinct pour les forêts royales qui, le cas échéant, remplace le droit commun de la terre.;Ein separates Rechtssystem für die königlichen Wälder ersetzt wenn nötig das gewöhnliche Recht des Landes.;;Un sistema legal separado para los bosques reales que, en caso necesario, sustituye al derecho consuetudinario de la tierra.;;;;;;;;;x
upgrade_fountain_of_youth;Fountain of Youth;Fontaine de jouvence;Jungbrunnen;;Fuente de la juventud;;;;;;;;;x
upgrade_fountain_of_youth_desc;There is an eerie sheen to the water in this well...;L'eau de ce puits a un mystérieux éclat...;In diesem Brunnen strahlt das Wasser unheimlich ...;;Hay un brillo misterioso en el agua de este pozo…;;;;;;;;;x
upgrade_fountains;Fountains;Fontaines;Springbrunnen;;Fuentes;;;;;;;;;x
upgrade_fountains_desc;Beautiful fountains, attracting small birds, adding to the atmosphere.;De belles fontaines qui attirent de petits oiseaux et améliorent l'endroit.;Wunderschöne Springbrunnen ziehen kleine Vögel an und tragen zur Atmosphäre bei.;;Hermosas fuentes que atraen pequeños pájaros, aumentando la atmósfera.;;;;;;;;;x
upgrade_freeminer_charters;Freeminer Charters;Mineur libre à chartes;Freibriefe für Bergleute;;Cartas de mineros libres;;;;;;;;;x
upgrade_freeminer_charters_desc;Residents of the royal forest have the rights to local mineral deposits, in exchange for their services in war-time.;Les résidents de la forêt royale ont des droits sur les gisements minéraux locaux, en échange de leurs services en temps de guerre.;Bewohner des königlichen Waldes erhalten das Rechte an lokale Mineralvorkommen, im Austausch für ihre Dienste in Kriegszeiten.;;Los residentes del bosque real tienen derecho a los yacimientos minerales locales a cambio de sus servicios en tiempos de guerra.;;;;;;;;;x
upgrade_garden_inner;Inner Garden;Jardin intérieur;Innerer Garten;;Jardín interior;;;;;;;;;x
upgrade_garden_inner_desc;Within the walls of the fortress is a small and tranquil garden, serving as a place for the world-weary warrior to recharge his energy.;Dans l'enceinte de la forteresse se trouve un petit jardin tranquille qui permet au guerrier épuisé de se ressourcer.;Innerhalb der Mauern der Festung befindet sich ein kleiner und ruhiger Garten, in dem der weltmüde Krieger seine Energie aufladen kann.;;Dentro de los muros de esta fortaleza hay un jardín pequeño y tranquilo que sirve para que el guerrero cansado del mundo recargue sus fuerzas.;;;;;;;;;x
upgrade_garden_outer;Outer Wall and Open Garden;Mur extérieur et jardin publique;Außenmauern und offene Gärten;;Muro exterior y jardín abierto;;;;;;;;;x
upgrade_garden_outer_desc;By building an outer garden, the faithful can relax before and after the prayers.;En construisant un jardin extérieur, les fidèles peuvent se détendre avant et après les prières.;Durch den Bau eines äußeren Gartens können sich die Gläubigen vor und nach den Gebeten entspannen.;;Al construir un jardín exterior, los fieles pueden relajarse antes y después de las oraciones.;;;;;;;;;x
upgrade_gargoyles;Gargoyles;Gargouilles;Wasserspeier;;Gárgolas;;;;;;;;;x
upgrade_gargoyles_desc;The ugly creatures sticking out from the facade of the [FromFrom.GetWonderTypeShortCap] have an ominous air to them.;Les créatures laides qui ressortent de la façade du monument ont un air sinistre.;Diese hässlichen Kreaturen, die aus der Fassade der [FromFrom.GetWonderTypeShortCap] herausragen, erzeugen eine bedrohliche Atmosphäre.;;Las feas criaturas que sobresalen en la fachada del [FromFrom.GetWonderTypeShortCap] tienen un aire siniestro.;;;;;;;;;x
upgrade_gatehouse_forts;Gatehouse Forts;Forts avec corps de garde;Befestigtes Torhaus;;Garitas fortalezas;;;;;;;;;;x
upgrade_gatehouse_forts_desc;Turn each gatehouse into a full-scale fortress in its own right, and so turn each layer of the walls into a separate mini-siege.;Transformez chaque guérite en une véritable forteresse et faites de chaque mur un mini-siège nécessaire.;Verwandelt jedes Torhaus in eine vollwertige Festung und sorgt dafür jede Schicht der Wände einer eigene Minibelagerung standhält.;;Haz de cada puerta de entrada una fortaleza completa por sí misma y así convertirás cada capa de las murallas en un mini asedio separado.;;;;;;;;;;x
upgrade_giant_banners;Giant Banners;Bannières géantes;Riesige Banner;;Estandartes gigantes;;;;;;;;;x
upgrade_giant_banners_desc;There can be no doubt as to who is the owner of this building.;Il ne peut y avoir aucun doute sur l'identité du propriétaire de ce bâtiment.;Es kann darf kein Zweifel darin bestehen, wer der Eigentümer dieses Gebäudes ist.;;Que no quede duda de quién posee este edificio.;;;;;;;;;x
upgrade_giant_cross;Giant Cross;Croix géante;Riesiges Kreuz;;Cruz gigante;;;;;;;;;x
upgrade_giant_cross_desc;On top of the [FromFrom.GetWonderTypeShortCap] is a big cross, embellishing the silhouette of the building.;En haut du monument se trouve une grande croix, embellissant la silhouette du bâtiment.;Auf der Spitze der [FromFrom.GetWonderTypeShortCap] befindet sich ein großes Kreuz, das die Silhouette des Gebäudes verschönert.;;En la cima de [FromFrom.GetWonderTypeShortCap] hay una gran cruz que embellece la silueta del edificio.;;;;;;;;;x
upgrade_golden_crown;Golden Crown;Couronne d'or;Goldene Krone;;Corona dorada;;;;;;;;x
upgrade_golden_crown_desc;A crown made of pure gold encircles the magnificent head of the statue.;Une couronne d'or pur est posée sur la tête de la magnifique tête de la statue.;Eine Krone aus purem Gold umgibt den prächtigen Kopf der Statue.;;Una corona de oro puro rodea la magnífica cabeza de la estatua.;;;;;;;;x
upgrade_golden_throne;Golden Throne;Trône d'or;Goldener Thron;;Trono dorado;;;;;;;;x
upgrade_golden_throne_desc;A throne made entirely of gold, not even gilded, just completely gold. What a waste.;Un trône fait entièrement d'or.;Ein Thron aus Gold, nicht vergoldet, einfach nur aus Gold. Was für eine Verschwendung.;;Un trono hecho de oro, no con un baño dorado, totalmente de oro. Qué desperdicio.;;;;;;;;x
upgrade_gompa;Gompa;Gompa;Gönpa;;Gompa;;;;;;;;;x
