#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
PROV1148;Dasapura;;Dasapura;;;;;;;;;;;x
PROV1149;Dhara;;Dhara;;;;;;;;;;;x
PROV1150;Sarangpur;;Sarangpur;;;;;;;;;;;x
PROV1151;Laksmanavati;;Laksmanavati;;;;;;;;;;;x
PROV1152;Mudgagiri;;Mudgagiri;;;;;;;;;;;x
PROV1153;Kotivarsa;;Kotivarsa;;;;;;;;;;;x
PROV1154;Magadha;;Magadha;;;;;;;;;;;x
PROV1155;Sripuri;;Sripuri;;;;;;;;;;;x
PROV1156;Kodalaka Mandala;;Kodalaka Mandala;;;;;;;;;;;x
PROV1157;Balkonda;;Balkonda;;;;;;;;;;;x
PROV1158;Bidar;;Bidar;;;;;;;;;;;x
PROV1159;Ramagiri;;Ramagiri;;;;;;;;;;;x
PROV1160;Rayapura;;Rayapura;;;;;;;;;;;x
PROV1161;Kasmira;;Kasmira;;;;;;;;;;;x
PROV1162;Kusinagara;;Kusinagara;;;;;;;;;;;x
PROV1163;Varanasi;;Varanasi;;;;;;;;;;;x
PROV1164;Chauragarh;;Chauragarh;;;;;;;;;;;x
PROV1165;Bandhugadha;;Bandhugadha;;;;;;;;;;;x
PROV1166;Jaunpur;;Jaunpur;;;;;;;;;;;x
PROV1167;Lakhnau;;Lakhnau;;;;;;;;;;;x
PROV1168;Katehar;;Katehar;;;;;;;;;;;x
PROV1169;Kalpi;;Kalpi;;;;;;;;;;;x
PROV1170;Vidisa;;Vidisa;;;;;;;;;;;x
PROV1171;Kalanjara;;Kalanjara;;;;;;;;;;;x
PROV1172;Gwalior;;Gwalior;;;;;;;;;;;x
PROV1173;Sambhal;;Sambhal;;;;;;;;;;;x
PROV1174;Godwad;;Godwad;;;;;;;;;;;x
PROV1175;Aror;;Aror;;;;;;;;;;;x
PROV1176;Medantaka;;Medantaka;;;;;;;;;;;x
PROV1177;Kundina;;Kundina;;;;;;;;;;;x
PROV1178;Karur;;Karur;;;;;;;;;;;x
PROV1179;Sakala;;Sakala;;;;;;;;;;;x
PROV1180;Udabhanda;;Udabhanda;;;;;;;;;;;x
PROV1181;Oshrusana;;Oshrusana;;;;;;;;;;;x
PROV1182;Ghazna;;Ghazna;;;;;;;;;;;x
PROV1183;Bost;;Bost;;;;;;;;;;;x
PROV1184;Kalat;;Kalat;;;;;;;;;;;x
PROV1185;Kabul;Kaboul;Kabul;;;;;;;;;;;x
PROV1186;Chach;;Chach;;;;;;;;;;;x
PROV1187;Kunduz;;Kunduz;;;;;;;;;;;x
PROV1188;Khuttal;;Khuttal;;;;;;;;;;;x
PROV1189;Bamian;Bâmiyân;Bamian;;;;;;;;;;;x #Nandana castle and Peshawar city go here
PROV1190;Gurjaratra;Gurjaratra;Gurjaratra;;;;;;;;;;;x
PROV1191;Bannu;;Bannu;;;;;;;;;;;x
PROV1192;Bhera;;Bhera;;;;;;;;;;;x
PROV1193;Trigarta;;Trigarta;;;;;;;;;;;x
PROV1194;Nagadipa;;Nagadipa;;;;;;;;;;;x
PROV1195;Pihiti;;Pihiti;;;;;;;;;;;x
PROV1196;Srirangapatna;;Srirangapatna;;;;;;;;;;;x
PROV1197;Dwarasamudra;;Dwarasamudra;;;;;;;;;;;x
PROV1198;Vatapi;;Vatapi;;;;;;;;;;;x
PROV1199;Penugonda;;Penugonda;;;;;;;;;;;x
PROV1200;Kanara;;Kanara;;;;;;;;;;;x
PROV1201;Kongu;;Kongu;;;;;;;;;;;x
PROV1202;Kudalasangama;;Kudalasangama;;;;;;;;;;;x
PROV1203;Idatarainadu;;Idatarainadu;;;;;;;;;;;x
PROV1204;Nellore;;Nellore;;;;;;;;;;;x
PROV1205;Narim;;Narim;;;;;;;;;;;x
PROV1206;Taradavadi;;Taradavadi;;;;;;;;;;;x
PROV1207;Amaravati;;Amaravati;;;;;;;;;;;x
PROV1208;Kambampet;;Kambampet;;;;;;;;;;;x
PROV1209;Racakonda;;Racakonda;;;;;;;;;;;x
PROV1210;Manyakheta;;Manyakheta;;;;;;;;;;;x
PROV1211;Pannagallu;;Pannagallu;;;;;;;;;;;x
PROV1212;Lattalura;;Lattalura;;;;;;;;;;;x
PROV1213;Kondana;;Kondana;;;;;;;;;;;x
PROV1214;Tirunelveli;;Tirunelveli;;;;;;;;;;;x
PROV1215;Dakhina Desa;;Dakhina Desa;;;;;;;;;;;x
PROV1216;Talakad;;Talakad;;;;;;;;;;;x
PROV1217;Nandagiri;;Nandagiri;;;;;;;;;;;x
PROV1218;Alampur;;Alampur;;;;;;;;;;;x
PROV1219;Potapi;;Potapi;;;;;;;;;;;x
PROV1220;Goa;;Goa;;;;;;;;;;;x
PROV1221;Vijayawada;;Vijayawada;;;;;;;;;;;x
PROV1222;Rajamahendravaram;;Rajamahendravaram;;;;;;;;;;;x
PROV1223;Ishim;;Ishim;;;;;;;;;;;x
PROV1224;Kalinganagar;;Kalinganagar;;;;;;;;;;;x
PROV1225;Puri;;Puri;;;;;;;;;;;x
PROV1226;Nandapur;;Nandapur;;;;;;;;;;;x
PROV1227;Cakrakuta;;Cakrakuta;;;;;;;;;;;x
PROV1228;Swetaka Mandala;;Swetaka Mandala;;;;;;;;;;;x
PROV1229;Khinjali Mandala;;Khinjali Mandala;;;;;;;;;;;x
PROV1230;Suvarnapura;;Suvarnapura;;;;;;;;;;;x
PROV1231;Viraja;;Viraja;;;;;;;;;;;x
PROV1232;Midnapore;;Midnapore;;;;;;;;;;;x
PROV1233;Saptagrama;;Saptagrama;;;;;;;;;;;x
PROV1234;Damin-i-koh;;Damin-i-koh;;;;;;;;;;;x
PROV1235;Tamralipti;;Tamralipti;;;;;;;;;;;x
PROV1236;Candradvipa;;Candradvipa;;;;;;;;;;;x
PROV1237;Rajrappa;;Rajrappa;;;;;;;;;;;x
PROV1238;Mallabhum;;Mallabhum;;;;;;;;;;;x
PROV1239;Vijayapura;;Vijayapura;;;;;;;;;;;x
PROV1240;Kumara Mandala;;Kumara Mandala;;;;;;;;;;;x
PROV1241;Jharkand;;Jharkand;;;;;;;;;;;x
PROV1242;Radha;;Radha;;;;;;;;;;;x
PROV1243;Gauda;;Gauda;;;;;;;;;;;x
PROV1244;Kamatapur;;Kamatapur;;;;;;;;;;;x
PROV1245;Srihatta;;Srihatta;;;;;;;;;;;x
PROV1246;Goalpara;;Goalpara;;;;;;;;;;;x
PROV1247;Khijjingakota;;Khijjingakota;;;;;;;;;;;x
PROV1248;Munda;;Munda;;;;;;;;;;;x
PROV1249;Sambalpur;;Sambalpur;;;;;;;;;;;x
PROV1250;Ayodhya;;Ayodhya;;;;;;;;;;;x
PROV1251;Sasaram;;Sasaram;;;;;;;;;;;x
PROV1252;Barasuru;;Barasuru;;;;;;;;;;;x
PROV1253;Nilagiri;;Nilagiri;;;;;;;;;;;x #Nalgonda
PROV1254;Vairagara;;Vairagara;;;;;;;;;;;x
PROV1255;Vemulavada;;Vemulavada;;;;;;;;;;;x
PROV1256;Orangallu;;Orangallu;;;;;;;;;;;x
PROV1257;Medak;;Medak;;;;;;;;;;;x
PROV1258;Nanded;;Nanded;;;;;;;;;;;x
PROV1259;Vatsagulma;;Vatsagulma;;;;;;;;;;;x
PROV1260;Nasikya;;Nasikya;;;;;;;;;;;x
PROV1261;Parnakheta;;Parnakheta;;;;;;;;;;;x
PROV1262;Thalner;;Thalner;;;;;;;;;;;x
PROV1263;Burhanpur;;Burhanpur;;;;;;;;;;;x
PROV1264;Nandurbar;;Nandurbar;;;;;;;;;;;x
PROV1265;Sagar;;Sagar;;;;;;;;;;;x
PROV1266;Somnath;;Somnath;;;;;;;;;;;x
PROV1267;Vardhamana;;Vardhamana;;;;;;;;;;;x
PROV1268;Dhamalpur;;Dhamalpur;;;;;;;;;;;x
PROV1269;Canda;;Canda;;;;;;;;;;;x
PROV1270;Kiranapura;;Kiranapura;;;;;;;;;;;x
PROV1271;Tripuri;;Tripuri;;;;;;;;;;;x
PROV1272;Ratanpur;;Ratanpur;;;;;;;;;;;x
PROV1273;Turgay;;Turgay;;;;;;;;;;;x
PROV1274;Damoh;;Damoh;;;;;;;;;;;x
PROV1275;Zaranj;;Zaranj;;;;;;;;;;;x
PROV1276;Gaya;;Gaya;;;;;;;;;;;x
PROV1277;Tummana;;Tummana;;;;;;;;;;;x
PROV1278;Gurgi;;Gurgi;;;;;;;;;;;x
PROV1279;Rohana;;Rohana;;;;;;;;;;;x
PROV1280;Gojjam;;Gojjam;;;;;;;;;;;x
PROV1281;Chunar;;Chunar;;;;;;;;;;;x
PROV1282;Dotawo;;Dotawo;;;;;;;;;;;x
PROV1283;Asni;;Asni;;;;;;;;;;;x
PROV1284;Bharauli;;Bharauli;;;;;;;;;;;x
PROV1285;Acalapura;;Acalapura;;;;;;;;;;;x
PROV1286;Kherla;;Kherla;;;;;;;;;;;x
PROV1287;Asirgarh;;Asirgarh;;;;;;;;;;;x
PROV1288;Ujjayini;;Ujjayini;;;;;;;;;;;x
PROV1289;Dadhipadra;;Dadhipadra;;;;;;;;;;;x
PROV1290;Khetaka;;Khetaka;;;;;;;;;;;x
PROV1291;Mohadavasaka;;Mohadavasaka;;;;;;;;;;;x
PROV1292;Sarasvata Mandala;;Sarasvata Mandala;;;;;;;;;;;x
PROV1294;Satyapura;;Satyapura;;;;;;;;;;;x
PROV1295;Kutch;;Kutch;;;;;;;;;;;x
PROV1296;Dimapur;;Dimapur;;;;;;;;;;;x
PROV1297;Debul;;Debul;;;;;;;;;;;x
PROV1298;Chanderi;;Chanderi;;;;;;;;;;;x
PROV1299;Candhoba;;Candhoba;;;;;;;;;;;x
PROV1300;Kota;;Kota;;;;;;;;;;;x
PROV1301;Mahoba;;Mahoba;;;;;;;;;;;x
PROV1302;Chitrakut;;Chitrakut;;;;;;;;;;;x
PROV1303;Ranikot;;Ranikot;;;;;;;;;;;x
PROV1304;Ludrava;;Ludrava;;;;;;;;;;;x
PROV1305;Lake Balkhash;Lac Balkhach;Balchaschsee;;;;;;;;;;;x
PROV1306;Tura;;Tura;;;;;;;;;;;x
PROV1307;Indus;;Indus;;;;;;;;;;;x
PROV1308;Indus;;Indus;;;;;;;;;;;x
PROV1309;Indus;;Indus;;;;;;;;;;;x
PROV1310;Indus;;Indus;;;;;;;;;;;x
PROV1311;Ganges;;Ganges;;;;;;;;;;;x
PROV1312;Ganges;;Ganges;;;;;;;;;;;x
PROV1313;Ganges;;Ganges;;;;;;;;;;;x
PROV1314;Ganges;;Ganges;;;;;;;;;;;x
PROV1315;Ganges;;Ganges;;;;;;;;;;;x
PROV1316;Brahmaputra;;Brahmaputra;;;;;;;;;;;x
PROV1317;Brahmaputra;;Brahmaputra;;;;;;;;;;;x
PROV1318;Samatata;;Samatata;;;;;;;;;;;x
PROV1319;Bikrampur;;Bikrampur;;;;;;;;;;;x
PROV1320;Aydhab;;Aydhab;;;;;;;;;;;x
PROV1321;Kamarupanagara;;Kamarupanagara;;;;;;;;;;;x
PROV1322;Nobatia;Nobatie;Nobatia;;;;;;;;;;;x
PROV1323;Nabadwipa;;Nabadwipa;;;;;;;;;;;x
PROV1324;Suvarnagram;;Suvarnagram;;;;;;;;;;;x
PROV1325;Madhupur;;Madhupur;;;;;;;;;;;x
PROV1326;Napata;;Napata;;;;;;;;;;;x
PROV1327;Rothas;;Rothas;;;;;;;;;;;x
PROV1328;Prayaga;;Prayaga;;;;;;;;;;;x
PROV1330;Suakin;;Suakin;;;;;;;;;;;x
PROV1331;Sonda;;Sonda;;;;;;;;;;;x
PROV1332;Trinkitat;;Trinkitat;;;;;;;;;;;x
PROV1333;Siwistan;;Siwistan;;;;;;;;;;;x
PROV1334;Alodia;Alodie;Alodia;;;;;;;;;;;x
PROV1335;Kosti;;Kosti;;;;;;;;;;;x
PROV1336;Vijnot;;Vijnot;;;;;;;;;;;x
PROV1337;Uch;;Uch;;;;;;;;;;;x
PROV1338;Multan;;Multan;;;;;;;;;;;x
PROV1339;Rajanpur;;Rajanpur;;;;;;;;;;;x
PROV1340;Karor;;Karor;;;;;;;;;;;x
PROV1341;Nandana;;Nandana;;;;;;;;;;;x
PROV1342;Purushapura;;Purushapura;;;;;;;;;;;x
PROV1343;Massawa;;Massawa;;;;;;;;;;;x
PROV1344;Zeila;;Zeila;;;;;;;;;;;x
PROV1345;Medapata;;Medapata;;;;;;;;;;;x
PROV1346;Ajayameru;;Ajayameru;;;;;;;;;;;x
PROV1348;Arakanese Mountains;Montagnes arakanaises;Arakan-Joma-Gebirge;;;;;;;;;;;x
PROV1349;Vikramapura;;Vikramapura;;;;;;;;;;;x
PROV1350;Reni;;Reni;;;;;;;;;;;x
PROV1352;Sarasvati;;Sarasvati;;;;;;;;;;;x
PROV1353;Vairata;;Vairata;;;;;;;;;;;x
PROV1354;Nagauda;;Nagauda;;;;;;;;;;;x
PROV1355;Ranthambore;;Ranthambore;;;;;;;;;;;x
PROV1356;Kanyakubja;;Kanyakubja;;;;;;;;;;;x
PROV1357;Sripatha;;Sripatha;;;;;;;;;;;x
PROV1358;Vodamayutja;;Vodamayutja;;;;;;;;;;;x
PROV1359;Mathura;;Mathura;;;;;;;;;;;x
PROV1360;Maldives;;Maldives;;;;;;;;;;;x
PROV1361;Shorkot;;Shorkot;;;;;;;;;;;x
PROV1362;Lahur;Lahore;Lahur;;;;;;;;;;;x
PROV1363;Dipalpur;;Dipalpur;;;;;;;;;;;x
PROV1364;Tribandapura;;Tribandapura;;;;;;;;;;;x
PROV1365;Delhi;;Delhi;;;;;;;;;;;x
PROV1366;Hisar;;Hisar;;;;;;;;;;;x
PROV1367;Sthanisvara;;Sthanisvara;;;;;;;;;;;x
PROV1368;Hastinapura;;Hastinapura;;;;;;;;;;;x
PROV1369;Socotra;;Socotra;;;;;;;;;;;x
PROV1370;Armail;;Armail;;;;;;;;;;;x
PROV1371;Quzdar;;Quzdar;;;;;;;;;;;x
PROV1372;Kandail;;Kandail;;;;;;;;;;;x
PROV1373;Assab;;Assab;;;;;;;;;;;x
PROV1374;Sibi;;Sibi;;;;;;;;;;;x
PROV1375;Kafirkot;;Kafirkot;;;;;;;;;;;x
PROV1376;Bori;;Bori;;;;;;;;;;;x
PROV1377;Maymana;;Maymana;;;;;;;;;;;x
PROV1379;Asayita;;Asayita;;;;;;;;;;;x
PROV1380;Semien;Simien;Semien;;;;;;;;;;;x
PROV1381;Pundravardhana;;Pundravardhana;;;;;;;;;;;x
PROV1413;Venadu;;Venadu;;;;;;;;;;;x
PROV1414;Kotthasara;;Kotthasara;;;;;;;;;;;x
PROV1415;Pithapuram;;Pithapuram;;;;;;;;;;;x
PROV1416;Kolhapur;;Kolhapur;;;;;;;;;;;x
PROV1417;Wag;;Wag;;;;;;;;;;;x
PROV1418;Haruppeswara;;Haruppeswara;;;;;;;;;;;x
PROV1419;Mithila;;Mithila;;;;;;;;;;;x
PROV1420;Simaramapura;;Simaramapura;;;;;;;;;;;x
PROV1421;Sravasti;;Sravasti;;;;;;;;;;;x
PROV1422;Naimisa;;Naimisa;;;;;;;;;;;x
PROV1423;Fergana;;Fergana;;;;;;;;;;;x
PROV1425;Ili;;Ili;;;;;;;;;;;x
PROV1428;Damot;;Damot;;;;;;;;;;;x
PROV1429;Begemder;;Begemder;;;;;;;;;;;x
PROV1431;Otrar;;Otrar;;;;;;;;;;;x
PROV1432;Karluk;;Karluk;;;;;;;;;;;x
PROV1433;Kazakh;;Kazakh;;;;;;;;;;;x
PROV1434;Balkhash;;Balkhash;;;;;;;;;;;x
PROV1436;Lakomelza;;Lakomelza;;;;;;;;;;;x
PROV1437;Tigrinya;;Tigrinya;;;;;;;;;;;x
PROV908;Rub' al Khali Desert;Désert Rub al-Khali;Rub al-Khali Wüste;;;;;;;;;;;x
