#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

EVTNAMELoR.400;An Innocent Proposal;Une innocente proposition;Ein Unschuldiger Antrag;;Una Propuesta Inocente;;;;;;;;;x
EVTDESCLoR.402;It is a fine day for racing and the Hippodrome is packed with people wanting to see their [Root.GetTitle] conquer... or fail miserably in the attempt. Spyridon, the star of the Greens, looks at you with scorn as your chariots line up. "I shall endeavour not to embarrass you too much, Your Imperial Majesty," he says through clenched teeth.\n\nThe trumpets blow, and the race begins! One by one, the Green chariots fall apart and topple over, giving you a clear path. Only Spyridon's armored chariot remains of the Green team, but as your Blue allies move to block him, their chariots disintegrate as well. It seems both teams had the same idea. Still, you skillfully navigate through the wreckage and manage to hold off Spyridon long enough to win the race!;C'est un beau jour pour faire la course et l'hippodrome est plein de spectateurs venus voir [Root.Get_only_le_Title][Root.GetTitle] gagner... ou chuter lamentablement. Spyridon, la vedette des Verts, vous regarde avec mépris alors que vous placez votre char sur la ligne de départ. « Je m'efforcerai de ne pas vous trop vous gêner, Votre Majesté Impériale », dit-il en serrant les dents...\n    Les trompettes retentissent, la course commence ! Un par un, les chars des Verts se désagrègent et se renversent, ce qui vous ouvre une voie royale. Seul Spyridon et son char renforcé restent encore en lice. Toutefois, vos alliés des Bleus se déplacent pour le bloquer. Or, leurs chars se désintègrent eux aussi. Il semble que les deux équipes ont eu la même idée. Néanmoins, vous naviguez habilement à travers les décombres et parvenez à tenir à distance Spyridon assez longtemps pour gagner la course !;Was ein schöner Tag für ein Rennen! Das Hippodrom ist zum Bersten gefüllt mit Zuschauern, die ihre[Root.GetnMale] [Root.GetTitle] siegen sehen wollen ... oder vielleicht würden sie es vorziehen, wenn Ihr gnadenlos versagt. Spyridon, der beste Fahrer der Grünen, schaut Euch voller Verachtung an, als Ihr Euren Streitwagen aufstellt. "Ich werde versuchen, Euch nicht zu sehr zu blamieren, Eure kaiserliche Majestät", sagt er verbissen.\n\nDie Fanfaren plärren! Das Rennen beginnt! Die Streitwagen der Grünen fallen auseinander. Spyridon mit seinem gepanzerten Wagen bleibt als einziger Grüner im Rennen, aber als Eure blauen Verbündeten versuchen, ihn zu blockieren, fallen auch ihre Streitwagen auseinander. Es Euch, den Trümmern der Wagen auszuweichen, während Ihr Spyridon lange genug auf Distanz haltet, um das Rennen zu gewinnen!;;Es un magnífico día para las carreras y el Hipódromo está lleno de gente que quiere ver a su [Root.GetTitle] conquistar ... o fracasar miserablemente en el intento. Spyridon, la estrella de los Verdes, te mira con desprecio cuando tus carros se preparan. "Trataré de no avergonzarle demasiado, Su Majestad Imperial", él te dice entre dientes. \n\nSuenan las trompetas, y comienza la competición. Uno a uno, los carros Verdes se desmoronán, pierden el equilibrio y se caen, dejándote vía libre. Del equipo Verde solamente queda el carro con armadura de Spyridon, pero a medida que tus aliados Azules se mueven para bloquearle, sus carros también se van desmoronando y cayendo. Parece que ambos equipos tuvieron la misma idea. Aún así, con gran habilidad puedes sortear los escombros y lograr mantener suficientemente a raya a Spyridon como para ganar la carrera!;;;;;;;;;x
EVTDESCLoR.403;It is a fine day for racing and the Hippodrome is packed with people wanting to see their [Root.GetTitle] conquer... or fail miserably in the attempt. Spyridon, the star of the Greens, looks at you with scorn as your chariots line up. "I shall endeavour not to embarrass you too much, Your Imperial Majesty," he says through clenched teeth.\n\nThe trumpets blow, and the race begins! One by one, the Green chariots fall apart and topple over, giving you a clear path. Only Spyridon's armored chariot remains of the Green team, but as your Blue allies move to block him, their chariots disintegrate as well. It seems both teams had the same idea. Without their aid, Spyridon steers his chariot past you and wins the race!;C'est un beau jour pour faire la course et l'hippodrome est plein de gens venus pour voir [Root.Get_only_le_Title][Root.GetTitle] gagner... ou chuter lamentablement. Spyridon, la vedette des Verts, vous regarde avec mépris alors que les chars sont en file. « Je m'efforcerai de ne pas vous trop vous gêner, Votre Majesté Impériale », dit-il en serrant les dents...\n    Les trompettes sonnent le départ, la course commence ! Un par un, les chars des Verts se désagrègent et se renversent, ce qui vous ouvre une voie royale. Seulement Spyridon et son char renforcé, reste seul en lice. Toutefois, vos alliés des Bleus se déplacent pour le bloquer. Or, leurs chars se désintègrent eux-aussi. Il semble que les deux équipes ont eu la même idée. Sans leur aide, le rapide Spyridon vous dépasse et gagne la course !;Was ein schöner Tag für ein Rennen! Das Hippodrom ist zum Bersten gefüllt mit Zuschauern, die ihre[Root.GetnMale] [Root.GetTitle] siegen sehen wollen ... oder vielleicht würden sie es vorziehen, wenn Ihr gnadenlos versagt. Spyridon, der beste Fahrer der Grünen, schaut Euch voller Verachtung an, als Ihr Euren Streitwagen aufstellt. "Ich werde versuchen, Euch nicht zu sehr zu blamieren, Eure kaiserliche Majestät", sagt er verbissen.\n\nDie Fanfaren plärren! Das Rennen beginnt! Die Streitwagen der Grünen fallen auseinander. Spyridon mit seinem gepanzerten Wagen bleibt als einziger Grüner im Rennen, aber als Eure blauen Verbündeten versuchen, ihn zu blockieren, fallen auch ihre Streitwagen auseinander. Ohne die Hilfe der Blauen könnt Ihr Spyridon nicht in Schach halten und er gewinnt das Rennen!;;"Es un magnífico día para las carreras y el Hipódromo está lleno de gente que quiere ver a su [Root.GetTitle] conquistar ... o fracasar miserablemente en el intento. Spyridon, la estrella de los Verdes, te mira con desprecio cuando tus carros se preparan. "No voy a tratar de avergonzarle a usted demasiado, Su Majestad Imperial", él te dice entre dientes. \n\nSuenan las trompetas, y comienza la competición! Uno a uno, los carros Verdes se desmoronán, pierden el equilibrio y se caen, dejándote vía libre. Del equipo Verde solamente queda el carro con armadura de Spyridon, pero a medida que tus aliados Azules se mueven para bloquearle, sus carros también se van desmoronando y cayendo. Parece que ambos equipos tuvieron la misma idea. ¡Sin ayuda de los demás, Spyridon conduce su carro, dejándote atrás y gana la carrera!";;;;;;;;;x
EVTDESCLoR.404;It is a fine day for racing and the Hippodrome is packed with people wanting to see their [Root.GetTitle] conquer... or fail miserably in the attempt. Spyridon, the star of the Greens, looks at you with scorn as your chariots line up. "I shall endeavour not to embarrass you too much, Your Imperial Majesty," he says through clenched teeth.\n\nThe trumpets blow, and the race begins! One by one, the Green chariots fall apart and topple over, giving you a clear path. Only Spyridon's armored chariot remains of the Green team, but as your Blue allies move to block him, their chariots disintegrate as well. It seems both teams had the same idea. The furious crowds storm the arena in disgust at this blatant attempt by both teams to cheat!;C'est un beau jour pour faire la Course et l'hippodrome est plein de spectateurs venus voir [Root.Get_only_le_Title][Root.GetTitle] gagner... ou chuter lamentablement. Spyridon, la vedette des Verts, vous regarde avec mépris alors que les chars sont en file. « Je m'efforcerai de ne pas vous trop vous gêner, Votre Majesté Impériale », dit-il en grinçant des dents...\n    Les trompettes sonnent le départ, la course commence ! Un par un, les chars des Verts se désagrègent et se renversent, ce qui vous ouvre une voie royale. Seulement Spyridon et son char renforcé, reste seul en lice. Toutefois, vos alliés des Bleus se déplacent pour le bloquer. Or, leurs chars se désintègrent eux aussi. Il semble que les deux équipes ont eu la même idée. La foule, furieuse, envahit la piste par rage et dégoût contre cette flagrante tentative des deux équipes de tricher !;Was ein schöner Tag für ein Rennen! Das Hippodrom ist zum Bersten gefüllt mit Zuschauern, die ihre[Root.GetnMale] [Root.GetTitle] siegen sehen wollen ... oder vielleicht würden sie es vorziehen, wenn Ihr gnadenlos versagt. Spyridon, der beste Fahrer der Grünen, schaut Euch voller Verachtung an, als Ihr Euren Streitwagen aufstellt. "Ich werde versuchen, Euch nicht zu sehr zu blamieren, Eure kaiserliche Majestät", sagt er verbissen.\n\nDie Fanfaren plärren! Das Rennen beginnt! Die Streitwagen der Grünen fallen auseinander. Spyridon mit seinem gepanzerten Wagen bleibt als einziger Grüner im Rennen, aber als Eure blauen Verbündeten versuchen, ihn zu blockieren, fallen auch ihre Streitwagen auseinander. Eine aufgebrachte Menge stürmt die Arena, angewidert vom schamlosen Betrug beider Seiten!;;Es un magnífico día para las carreras y el Hipódromo está lleno de gente que quiere ver a su [Root.GetTitle] conquistar ... o fracasar miserablemente en el intento. Spyridon, la estrella de los Verdes, te mira con desprecio cuando tus carros se preparan. "No voy a tratar de avergonzarle a usted demasiado, Su Majestad Imperial", él te dice entre dientes. \n\nSuenan las trompetas, y comienza la competición! Uno a uno, los carros Verdes pierden el equilibrio y se caen, dejándote vía libre. Del equipo Verde solamente queda el carro con armadura de Spyridon, pero a medida que tus aliados Azules se mueven para bloquearle, sus carros también van cayendo. Parece que ambos equipos tuvieron la misma idea. ¡El gran público está furioso e irrumpe en la arena por la indignación frente a estos flagrantes intentos, de ambos equipos, de hacer trampa!;;;;;;;;;x
EVTDESCLoR.405;As you walk at a brisk pace through an empty corridor in the Imperial Palace, on your way to another tiring meeting with your advisors, you hear a faint whisper from one of the window curtains. After readying your dagger you pull the curtains aside to reveal Anaximandros, the gnome-man who recruited you into chariot racing!\n\n"You! I should have you drawn and quartered," you hiss at the man. "The entire Blue team had their chariots fall out from under them!" Anaximandros smiles at you, and speaks: "Calm yourself, Majesty. Your chariot held together, did it not? I have a new and cunning plan for the next race - one that cannot fail. Your epic victory will be celebrated for centuries to come.";Alors que vous traversez à vive allure un couloir vide du Palais impérial, en route pour une nouvelle et épuisante réunion avec vos conseillers, un murmure en provenance des rideaux attire votre attention. Vous tirez votre poignard de son fourreau, puis écartez les rideaux pour révéler Anaximandros, le nain, qui vous a recruté dans les courses de chars !\n    « Toi ! je t'aurais écartelé », soufflez-vous à l'homme. « Toute l'équipe Bleue a vu leurs chars s'effondrer sous leurs pieds ! ». Anaximandros vous sourit, et parle : « Calmez-vous, Majesté. Votre char est resté intact, du coup j'ai un nouveau plan, une ruse infaillible pour la prochaine course - celle qui marquera les esprits par votre victoire épique et qui sera célébrée pour les siècles à venir... »;Ihr durchquert zügig einen leeren Korridor des kaiserlichen Palastes, da Ihr auf dem Weg zu einem weiteren ermüdenden Treffen mit Euren Ratgebern seid, als aus einem der Vorhänge ein leises Flüstern dringt. Ihr greift nach Eurem Dolch und reißt den Vorhang zur Seite. Dahinter steht Anaximandros, der Zwerg-Mensch, der Euch zum Streitwagenfahren gebracht hat!\n\n"Ihr! Ich hätte euch hängen und vierteilen lassen sollen", zischt Ihr. "Der ganzen blauen Mannschaft sind die Streitwagen unter dem Hintern weggebrochen!" Anaximandros lächelt Euch an. "Majestät, beruhigt Euch. Euer Wagen hat gehalten, oder etwa nicht? Ich habe einen neuen und raffinierten Plan für das nächste Rennen - todsicher! Euer Sieg wird für Jahrhunderte gefeiert werden.";;Te diriges hacia otra pesada reunión con tus consejeros, y mientras caminas a paso ligero a través de un pasillo vacío del Palacio Imperial, oyes un débil susurro proveniente de una de las cortinas de la ventana. Después de preparar tu daga, corres las cortinas para desvelar Anaximandros, el hombre gnomo que te reclutó en la carrera de carros!n\n"¡Tú! Debería haberte desfigurado y descuartizado," siseas al hombre. "Todo el equipo Azul cayó de los carros! " Anaximandros  te sonríe y dice: "Cálmese, Su Majestad, su carro se mantuvo unido ¿verdad? Tengo un nuevo e ingenioso plan para la próxima carrera – uno que no fallará. Su victoria épica va a ser celebrada durante los siglos venideros.";;;;;;;;;x
EVTDESCLoR.406;You resume your chariot training and although you are an even better racer now, it still may not be enough to best the other competitors, many of whom have been driving chariots since early childhood. Anaximandros approaches to tell you of his new scheme.\n\n"Behold, Majesty," he says, and produces a small bottle from within his cloak. "One drop of this concoction, which my associates and I only acquired at great cost I might add, is enough to send a man running for the latrines within minutes. Each member of the Green team will be offered some spiced wine by their quartermaster - a man in our employ - just before the race is about to begin. I think you can see where I am going with this, Your Grace...";Vous reprenez votre entraînement à la course de chars mais, même si vos progrès sont indéniables, ils ne suffiront sans doute pas à battre vos adversaires qui, pour une majorité, conduisent un char depuis leur plus jeune âge. Anaximandros approche pour vous parlez de son nouveau plan.\n    « Voici, Majesté », dit-il, et il sort un petit flacon de l'intérieur de son manteau. « Une goutte de ce mélange, que mes collaborateurs et moi avons acquis à grands frais, si je puis me permettre d'ajouter, suffit pour envoyer un homme vers les latrines dans les minutes qui suivent. Chaque membre de l'équipe des Verts boira un verre de vin épicé offert à leur intendant - un homme acquis à notre cause - juste avant que la course ne commence. Je pense que vous voyez où je veux en venir, Votre Grâce... »;Ihr übt weiter mit Eurem Streitwagen und auch wenn Ihr nun ein besserer Rennfahrer seid, zweifelt Ihr, ob es reichen wird, um die anderen Fahrer zu schlagen. Viele von ihnen fahren schon seit ihrer frühen Kindheit. Anaximandros trifft sich mit Euch, um Euch seinen neuen Plan zu unterbreiten.\n\n"Hier, Majestät", sagt er und zieht ein kleines Fläschchen unter seinem Umhang hervor. "Ein Tropfen dieser Mischung ist genug, um einen erwachsenen Mann innerhalb von Minuten zur Latrine rennen zu lassen. Meine Kollegen und ich haben dieses Fläschchen nur unter großen Kosten beschaffen können, muss ich hinzufügen. Die Quartiermeister, Männer die wir bezahlen, werden jedem Mitglied der grünen Mannschaft kurz vor Beginn des Rennens etwas Gewürzwein anbieten. Ihr seht, was wir beabsichtigen, Eure Majestät...";;Reanudas tu entrenamiento de carros y aunque ahora eres un corredor mucho mejor, todavía no será suficiente para vencer a los otros competidores, muchos de ellos han conducido carros desde la más tierna infancia. Anaximandros se acerca para hablarte de su nuevo plan.\n\n"Mirad, su Majestad" te dice, y saca una pequeña botella de debajo de su capa. "Una  gota de este brebaje, que mis colaboradores y yo solamente conseguimos a un alto coste, es suficiente para enviar a un hombre para las letrinas en cuestión de minutos". El intendente del equipo Verde –que es empleado nuestro- ofrecerá una copa de vino especiado a cada miembro del equipo Verde justo antes de que comience la carrera. Creo que ya puede ver a dónde voy con esto, Su Gracia ...";;;;;;;;;x
EVTDESCLoR.407;Once again you ride into the Hippodrome in your chariot to the cheers of the people. It looks like nearly all of Constantinople has turned up for this momentous race. Spyridon, your old nemesis, is instructing the rest of the Green team when their quartermaster offers them a sip of wine to fortify their resolve. All accept this offer, except Spyridon. Instead, he loudly proclaims, he will offer his wine to the Blue team who need it more. Before you can object, the other Blue racers happily share the wine between them...\n\nThe trumpets blare and the race begins. Within seconds the first few racers leap off their chariots, sprinting for the latrines. Soon only you and Spyridon remain. Fortune favours you, however, as Spyridon collides with the last racer to abandon his chariot. This delays him enough to grant you victory!;Une fois de plus, vous conduisez votre char à l'hippodrome sous les acclamations de la foule. On dirait que toute la cité de Constantinople s'est retrouvée ici pour cette course mémorable. Spyridon, votre pire cauchemar, donne ses instructions au reste de l'équipe des Verts lorsque leur intendant leur offre une gorgée de vin pour fortifier leur courage. Tous acceptent la généreuse offre, sauf Spyridon, qui clame haut et fort qu'il offrira son vin à l'équipe Bleue qui en aura bien plus besoin que lui. Avant que vous ne puissiez vous opposer, vos coéquipiers, trop heureux de partager le vin entre eux, accourent... Les trompettes sonnent enfin et la course commence. En quelques secondes, les premiers coureurs sautent hors de leurs chars, et se précipitent vers les latrines. Bientôt seuls Spyridon et vous restez en piste. La Fortune vous favorise, lorsqu'il entre en collision avec le dernier coureur qui a abandonné son char et le retarde suffisamment pour que vous l'emportiez !;Ein weiteres Mal lenkt Ihr Euren Streitwagen unter dem Jubel der Massen ins Hippodrom. Es sieht so aus, als sei fast ganz Konstantinopel zu diesem besonderen Rennen gekommen. Euer alter Erzfeind Spyridon gibt gerade letzte Anweisungen an seine grünen Fahrer, als ihr Quartiermeister ihnen einen Schluck Wein anbietet, um ihnen Mut zu machen. Alle nehmen an, außer Spyridon. Stattdessen bietet er den Wein der blauen Mannschaft an. Bevor Ihr widersprechen könnt, teilen die anderen blauen Fahrer den Wein fröhlich unter sich auf ...\n\nDie Fanfaren plärren und das Rennen beginnt. Schon nach wenigen Sekunden rennen die ersten Fahrer in Richtung der Latrinen. Bald fahrt Ihr alleine gegen Spyridon. Das Schicksal ist Euch dennoch hold. Spyridon kracht in einen Fahrer und bleibt so weit zurück, dass Ihr gewinnen könnt.;;Una vez más, con ovaciones de la gente, entras en el Hipódromo montado en tu carro. Parece que casi toda Constantinopla haya acudido para esta memorable carrera. Spyridon, tu antiguo enemigo, está dando instrucciones al resto del equipo Verde cuando su intendente les ofrece un sorbito de vino para fortalecer su determinación. Todos aceptan esta oferta, excepto Spyridon que, en vez de ello, proclama con voz bien alta que ofrecerá el vino al equipo Azul, que es el que  más lo necesita. Antes de que puedas oponerte, los demás corredores Azules comparten felizmente el vino...\n\nLa carrera comienza al estruendo de las trompetas. En cuestión de segundos los primeros corredores saltan de sus carruajes y corren a toda velocidad hacia las letrinas. Pronto solamente quedáis tú y Spyridon. Sin embargo, la suerte te sonríe cuando Spyridon colisiona con el último corredor que abandona su carruaje. ¡Esto le retrasa lo suficiente como para otorgarte la victoria a tí!;;;;;;;;;x
EVTDESCLoR.408;Once again you ride into the Hippodrome in your chariot to the cheers of the people. It looks like nearly all of Constantinople has turned up for this momentous race. Spyridon, your old nemesis, is instructing the rest of the Green team when their quartermaster offers them a sip of wine to fortify their resolve. All accept this offer, except Spyridon. Instead, he loudly proclaims, he will offer his wine to the Blue team who need it more. Before you can object, the other Blue racers happily share the wine between them...\n\nThe trumpets blare and the race begins. Within seconds the first few racers leap off their chariots, sprinting for the latrines. Soon only you and Spyridon remain and sadly for you, he proves to be the better chariot racer. He overtakes you in the final lap and rides his chariot to victory.;Une fois de plus, vous conduisez votre char à l'hippodrome sous les acclamations de la foule. On dirait que toute la cité de Constantinople s'est retrouvée ici pour cette course mémorable. Spyridon, votre pire cauchemar, donne ses instructions au reste de l'équipe des Verts lorsque leur intendant leur offre une gorgée de vin pour fortifier leur courage. Tous acceptent la généreuse offre, sauf Spyridon. Il clame haut et fort qu'il offrira son vin à l'équipe Bleue qui en aura bien plus besoin que lui. Avant que vous ne puissiez vous opposer, les autres coureurs des Bleus, trop heureux de partager le vin entre eux, accourent... Les trompettes sonnent enfin et la course commence. En quelques secondes, les premiers coureurs sautent hors de leurs chars, et se précipitent vers les latrines. Bientôt seuls Spyridon et vous restez en piste. Et malheureusement pour vous, il se révèle être le meilleur coureur de char. Il vous rattrape dans le dernier tour et vous ravis la victoire haut la main.;Ein weiteres Mal lenkt Ihr Euren Streitwagen unter dem Jubel der Massen ins Hippodrom. Es sieht so aus, als sei fast ganz Konstantinopel zu diesem besonderen Rennen gekommen. Euer alter Erzfeind Spyridon gibt gerade letzte Anweisungen an seine grünen Fahrer, als ihr Quartiermeister ihnen einen Schluck Wein anbietet, um ihnen Mut zu machen. Alle nehmen an, außer Spyridon. Stattdessen bietet er den Wein der blauen Mannschaft an. Bevor Ihr widersprechen könnt, teilen die anderen blauen Fahrer den Wein fröhlich unter sich auf ...\n\nDie Fanfaren plärren und das Rennen beginnt. Schon nach wenigen Sekunden rennen die ersten Fahrer in Richtung der Latrinen. Bald fahrt Ihr alleine gegen Spyridon. Unglücklicherweise stellt er unter Beweis, dass er der bessere Fahrer ist. Er überholt Euch in der letzten Runde und gewinnt.;;Una vez más, con ovaciones de la gente, entras en el Hipódromo montado en tu carro. Parece que casi toda Constantinopla haya acudido para esta memorable carrera. Spyridon, tu antiguo enemigo, está dando instrucciones al resto del equipo Verde cuando su intendente les ofrece un sorbito de vino para fortalecer su determinación. Todos aceptan esta oferta, excepto Spyridon que, en vez de ello, proclama con voz bien alta que ofrecerá el vino al equipo Azul, que es el que  más lo necesita. Antes de que puedas oponerte, los demás corredores azules comparten felizmente el vino...\n\nLa carrera comienza al estruendo de las trompetas. En cuestión de segundos los primeros corredores saltan de sus carruajes y corren a toda velocidad hacia las letrinas. Pronto solamente quedáis tú y Spyridon y, por desgracia tuya, él demuestra ser el mejor corredor de carros. Te adelanta en la última vuelta y dirige su carro hacia la victoria.;;;;;;;;;x
EVTDESCLoR.409;Once again you ride into the Hippodrome in your chariot to the cheers of the people. It looks like nearly all of Constantinople has turned up for this momentous race. Spyridon, your old nemesis, is instructing the rest of the Green team when their quartermaster offers them a sip of wine to fortify their resolve. All accept this offer, except Spyridon. Instead, he loudly proclaims, he will offer his wine to the Blue team who need it more. Before you can object, the other Blue racers happily share the wine between them...\n\nThe trumpets blare and the race begins. Within seconds the first few racers leap off their chariots, sprinting for the latrines. Soon only you and Spyridon remain, but the crowd is up in arms over this disgraceful display. It is obvious to all that foul play is involved. They jump into the arena!;Une fois de plus, vous conduisez votre char à l'hippodrome sous les acclamations de la foule. On dirait que toute la cité de Constantinople s'est retrouvée ici pour cette course mémorable. Spyridon, votre pire cauchemar, donne ses instructions au reste de l'équipe des Verts lorsque leur intendant leur offre une gorgée de vin pour fortifier leur courage. Tous acceptent cette offre généreuse, sauf Spyridon, qui clame haut et fort qu'il offrira son vin à l'équipe Bleue qui en aura bien plus besoin que lui. Avant que vous ne puissiez vous opposer, vos coéquipiers, trop heureux de partager le vin entre eux, accourent... Les trompettes sonnent enfin et la course commence. En quelques secondes, les premiers coureurs sautent hors de leurs chars, et se précipitent vers les latrines. Mais la foule est ivre de colère devant ce spectacle navrant, grotesque et honteux. Il est évident pour tous qu'une action déloyale a été commise et les milliers de spectateurs sautent dans l'arène !;Ein weiteres Mal lenkt Ihr Euren Streitwagen unter dem Jubel der Massen ins Hippodrom. Es sieht so aus, als sei fast ganz Konstantinopel zu diesem besonderen Rennen gekommen. Euer alter Erzfeind Spyridon gibt gerade letzte Anweisungen an seine grünen Fahrer, als ihr Quartiermeister ihnen einen Schluck Wein anbietet, um ihnen Mut zu machen. Alle nehmen an, außer Spyridon. Stattdessen bietet er den Wein der blauen Mannschaft an. Bevor Ihr widersprechen könnt, teilen die anderen blauen Fahrer den Wein fröhlich unter sich auf ...\n\nDie Fanfaren plärren und das Rennen beginnt. Schon nach wenigen Sekunden rennen die ersten Fahrer in Richtung der Latrinen. Bald fahrt Ihr alleine gegen Spyridon. Die Menge ist in Aufruhr aufgrund dieser schändlichen Vorstellung. Das hier Betrug im Spiel war, ist für alle offensichtlich.;;Una vez más, entre ovaciones, entras en el Hipódromo montado en tu carro. Parece que casi toda Constantinopla haya acudido para esta memorable carrera. Spyridon, tu antiguo enemigo, está dando instrucciones al resto del equipo Verde cuando su intendente les ofrece un sorbito de vino para fortalecer su determinación. Todos aceptan esta oferta, excepto Spyridon que, en vez de ello, proclama con voz bien alta que ofrecerá el vino al equipo Azul, que es el que  más lo necesita. Antes de que puedas oponerte, los demás corredores Azules comparten felizmente el vino...\n\nLa carrera comienza al estruendo de las trompetas. En cuestión de segundos los primeros corredores saltan de sus carruajes y corren a toda velocidad hacia las letrinas. Pronto solamente quedáis tú y Spyridon. La multitud está furiosa con este vergonzoso espectáculo, es obvio que hay juego sucio... ¡El público salta a la arena!;;;;;;;;;x
EVTDESCLoR.410;You enjoy a quiet moment away from your advisors under the shade of a tree in the palatial garden. A sound from above catches your attention, and as you look up you spot Anaximandros, the chariot gnome, hiding on a branch. "Your Grace," he whispers with a smile. "Before I suffer your wrath, I ask that you hear me out."\n\nHe scurries down from the tree and gives you his new offer. "Fate may have conspired against us in the past, Majesty, but this time my plan is foolproof." He flashes a toothless grin, the closest he can manage to a winning smile. "Third time's the charm, eh, Your Majesty? What do you say?";Vous profitez d'un moment tranquille loin de vos conseillers, à l'ombre d'un arbre dans le jardin du palais. Votre attention est attirée par un bruit au-dessus de votre tête. En levant les yeux, vous découvrez Anaximandros, le nain des chars, caché sur une branche. « Votre Grâce », murmure-t-il dans un sourire, « Avant que je subisse votre courroux, je vous supplie de m'écouter. »\n    Il retombe agilement en bas de l'arbre et vous présente son nouveau plan. « Le destin peut s'être ligué contre nous par le passé, Majesté, mais cette fois, mon plan est infaillible. » Il se fend d'un beau sourire édenté, le plus beau qu'il puisse faire avec sa physionomie. « La troisième fois sera la bonne, n'est-ce pas, Votre Majesté ? Qu'est-ce que vous en dites ? »;Ihr genießt einen stillen Moment fern von Euren Ratgebern in dem Schatten eines Baumes im Palastgarten. Ein Geräusch von oben zieht Eure Aufmerksamkeit auf sich und als Ihr aufschaut, erblickt Ihr Anaximandros, den Streitwagen-Zwerg, wie er sich in den Zweigen versteckt. "Euer Gnaden", flüstert er mit einem Lächeln. "Ich bitte Euch, mich anzuhören, bevor ich unter Eurem Zorn leide."\n\nEr klettert vom Baum herunter und unterbreitet Euch sein neues Angebot. "Das Schicksal mag sich in der Vergangenheit gegen uns verschworen haben, aber diesmal ist mein Plan narrensicher." Er verzieht sein Gesicht zu einem zahnlosen Lächeln, so gewinnend wie er es eben kann. "Aller guten Dinge sind drei, nicht wahr Majestät? Was sagt Ihr?";;Disfrutas de un momento de tranquilidad lejos de tus asesores y bajo la sombra de un árbol en el jardín del palacio. Un sonido proviniente de arriba llama tu atención, y cuando miras hacia arriba descubres a  Anaximandros, el gnomo del carro, escondiéndose en una rama. "Su Gracia", susurra con una sonrisa. "Antes de sufrir tu ira, te pido que me escuches."\n\nÉl se escurre por el árbol y te ofrece su nueva propuesta. "Puede que el destino haya conspirado contra nosotros en el pasado,  Su Majestad, pero esta vez mis planes son infalibles." Y a continuación esboza una desdentada sonrisa burlona, lo más cercano a una sonrisa de ganador, que él es capaz de hacer. "A la tercera va la vencida, ¿No es así, Su Majestad? ¿Qué dice?";;;;;;;;;x
EVTDESCLoR.411;Anaximandros brings you to a small workshop in one of the seedier districts of Constantinople. Here, he explains, they will weaponize your chariot. While you watch, the craftsmen install a pair of extendable metal blades into its chassis, intended to shred the wheels of any chariot adjacent to yours.\n\nYou train extensively with the new chariot until you have mastered its new weapons. As you are about to leave for the Hippodrome on the eve of the race, Anaximandros hands you a flanged mace. "For good measure," he explains.;Anaximandros vous emmène dans un petit atelier dans l'un des quartiers les plus miteux de Constantinople. Ici, explique-t-il, on va armer votre char. Vous regardez les artisans installer une paire de lames télescopiques sur le châssis, celles-ci permettront de déchiqueter les roues d'un char à côté du vôtre.\n    Vous vous entraînez plus intensivement avec le nouveau char afin de maîtriser ses nouvelles armes. Comme vous êtes sur le point de partir pour l'hippodrome, à la veille de la course, Anaximandros vous met entre vos mains une grosse masse. « Pour faire bonne mesure » explique-t-il.;Anaximandros bringt Euch in eine kleine Werkstatt, die sich in einem der schäbigeren Stadtteile Konstantinopels befindet. Hier, so erklärt er Euch, wird man Euren Streitwagen bewaffnen. Unter Eurer Aufsicht installieren die Handwerker ein Paar ausfahrbare Metallklingen in das Fahrgestell Eures Wagens. Sie sollen die Räder der Streitwagen neben Euch zerbrechen.\n\nIhr übt mit dem neuen Streitwagen, bis Ihr seine neuen Waffen beherrscht. Als Ihr das Hippodrom am Vorabend des Rennens verlasst, gibt Euch Anaximandros eine kantige Keule. "Nur um sicher zu gehen", meint er.;;Anaximandros te lleva a un pequeño taller en uno de los barrios más sórdidos de Constantinopla. Aquí, explica, van a poner armas en tu carruaje. Mientras miras, los artesanos instalan un par de cuchillas metálicas extensibles en el chasis de tu carro. Con ellas quedarán destruidas las ruedas de cualquier carro que se te aproxime. \n\nAhora tienes que entrenar mucho con el nuevo carro con el fin de llegues a dominar sus nuevas armas. Cuando en la víspera de la carrera estás a punto de partir hacia el Hipódromo, Anaximandros te da una maza. "Por si acaso", te dice.;;;;;;;;;x
