b_aiguesmortes;Aigues-Mortes;Aigues-Mortes;Aigues-Mortes;;Aigues-Mortes;;;;;;;;;x
b_aihole;Aihole;;Aihole;;;;;;;;;;;x
b_aileach;Aileach;Aileach;Aileach;;Aileach;;;;;;;;;x
b_ain_bishay;Ain Bishay;;;;;;;;;x
b_ain_della;Ain Della;;;;;;;;;x
b_ain_et_tibniya;Ain et-Tibniya;;;;;;;;;x
b_ain_farah;Ain Farah;;;;;;;;;;;;;x
b_ainaltamur;Ain Al-Tamur;Ain Al-Tamur;Ain Al-Tamur;;Ain Al-Tamur;;;;;;;;;x
b_ainbenamar;Ain Ben Amar;Aïn Ben Amar;Ain Ben Amar;;Ain Ben Amar;;;;;;;;;x
b_ainbenimathar;Ain Beni Mathar;Aïn Beni Mathar;Ain Beni Mathar;;Ain Beni Mathar;;;;;;;;;x
b_aindefla;Aïn Defla;Aïn Defla;Aïn Defla;;Aïn Defla;;;;;;;;;x
b_ainechchair;Ain ech Chair;Ain Ech Chair;Ain ech Chair;;Ain ech Chair;;;;;;;;;x
b_ainelberd;Ain-el-Berd;Aïn El Berd;Ain-el-Berd;;Ain-el-Berd;;;;;;;;;x
b_ainos;Ainos;Aïnos;Ainos;;Ainos;;;;;;;;;x
b_ainrich;Aïn Rich;Aïn Rich;Aïn Rich;;Aïn Rich;;;;;;;;;x
b_aintab;Aintab;Aintab;Aintab;;Aintab;;;;;;;;;x
b_aintemouchent;Ain Témoucent;Aïn Temouchent;Ain Témoucent;;Ain Temouchent;;;;;;;;;x
b_aintorki;Aïn Torki;Aïn Torki;Aïn Torki;;Aïn Torki;;;;;;;;;x
b_ainzia;Ain Zia;Ain Zia;Ain Zia;;Ain Zia;;;;;;;;;x
b_ainzmila;Aïn Zmila;Aïn Zmila;Aïn Zmila;;Aïn Zmila;;;;;;;;;x
b_aire;Aire;Aire;Aire;;Aire;;;;;;;;;x
b_ait_itab;Ait Itáb;;;;;;;;;;;;;x
b_ait_iyat;Ait Iyát;;;;;;;;;;;;;x
b_aitelaouni;Ait el Aouni;Ait El Aouni;Ait el Aouni;;Ait el Aouni;;;;;;;;;x
b_aivarmalai;Aivarmalai;;Aivarmalai;;;;;;;;;;;x
b_aix;Aix;Aix;Aix;;Aix;;;;;;;;;x
b_aix_savoie;Aix;;;;;;;;;x
b_aizpute;Aizpute;;;;;;;;;;;;;x
b_aj_bogd;Aj Bogd;;Aj Bogd;;;;;;;;;;;x
b_ajaccio;Ajaccio;Ajaccio;Ajaccio;;Ajaccio;;;;;;;;;x
b_ajadabiya;Ajadabiya;Ajdabiya;;;;;;;;;;;;x
b_ajaigarh;Ajaigarh;;Ajaigarh;;;;;;;;;;;x
b_ajayameru;Ajayameru;;Ajayameru;;;;;;;;;;;x
b_ajdabiya;Ajdabiya;Ajdabiya;Adschdabija;;Ajdabiya;;;;;;;;;x
b_ajim;Ajim;Ajim;Ajim;;Ajim;;;;;;;;;x
b_ajlu;Ajlú;;;;;;;;;;;;;x
b_ajodhan;Ajodhan;;Ajodhan;;;;;;;;;;;x
b_ak_terek;Ak Terek;;;;;;;;;x
b_akaoudj;Akaoudj;Akaoudj;Akaoudj;;Akaoudj;;;;;;;;;x
b_akasha;Akasha;Akasha;Akasha;Akasha;Akasha;Akasha;Akasha;Akasha;Akasha;Akasha;Akasha;Akasha;Akasha;x
b_akbash;Akbash;;;;;;;;;x
b_akberdino;Akberdino;;;;;;;;;x
b_akbulak;Akbulak;Akbulak;Akbulak;;Akbulak;;;;;;;;;x
b_akchim;Akchim;;;;;;;;;x
b_akchulak;Akchulak;;;;;;;;;x
b_akdash;Akdash;;;;;;;;;x
b_akdepe;Akdepe;Akdepe;Akdepe;;Akdepe;;;;;;;;;x
b_akdzulpas;Ak-Dzulpas;Ak-Dzulpas;Ak-Dsulpas;;Ak-Dzulpas;;;;;;;;;x
b_ake;Ake;;;;;;;;;;;;;x
b_akermoud;Akermoud;Akermoud;Akermoud;;Akermoud;;;;;;;;;x
b_akershus;Akershus;Akershus;Akershus;;Akershus;;;;;;;;;x
b_akespe;Akespe;Akespe;Akespe;;Akespe;;;;;;;;;x
b_akhalkalaki;Alkhalkalaki;;;;;;;;;x
b_akhaltsikhe;Akhaltsikhe;Akhaltsikhé;Achalsiche;;Akhaltsikhe;;;;;;;;;x
b_akhfennir;Akhfennir;Akhfennir;Akhfennir;;Akhfennir;;;;;;;;;x
b_akhlamad;Akhlamad;Akhlamad;Achlamad;;Akhlamad;;;;;;;;;x
b_akhlat;Akhlat;Akhlat;Akhlat;;Akhlat;;;;;;;;;x
b_akhmim;Ikhmim;;;;;;;;;x
b_akhsikath;Akhsikath;;Akhsikath;;;;;;;;;;;x
b_akhsisak;Akhsisak;;Akhsisak;;;;;;;;;;;x
b_akhtarsk;Akhtarsk;Akhtarsk;Achtarsk;;Akhtarsk;;;;;;;;;x
b_akhtuba;Akhtuba;Akhtouba;Achtuba;;Akhtuba;;;;;;;;;x
b_akhur;Akhur;Akhur;Achur;;Akhur;;;;;;;;;x
b_akim;Akim;;;;;;;;;x
b_akis;Akis;;;;;;;;;x
b_akkar;Akkar;Akkar;Akkar;;Akkar;;;;;;;;;x
b_akkerman;Akkerman;Akkerman;Akkerman;;Akkerman;;;;;;;;;x
b_akku;Akku;;;;;;;;;x
b_akkube;Akkube;Akkube;Akkube;;Akkube;;;;;;;;;x
b_akkuduk;Ak-Kuduk;Ak-Koudouk;Ak-Kuduk;;Ak-Kuduk;;;;;;;;;x
b_akkus;Akkus;Akkus;Akkus;;Akkus;;;;;;;;;x
b_akmechet;Ak-Mechet;Ak-Mechet;Ak-Mechet;;Ak-Mechet;;;;;;;;;x
b_akn;Akn;Akn;Akn;;Akn;;;;;;;;;x
b_aknasugatag;Aknasugatag;Aknasugatag;Aknasugatag;;Aknasugatag;;;;;;;;;x
b_akodia;Akodia;;Akodia;;;;;;;;;;;x
b_akola;Akola;;Akola;;;;;;;;;;;x
b_akordat;Akordat;Akordat;Akordat;;Akordat;;;;;;;;;x
b_akova;Akova;Akova;Akova;;Akova;;;;;;;;;x
b_akroinon;Akroinon;;;;;;;;;x
b_akrotin;Akrotin;Akrotin;Akrotin;;Akrotin;;;;;;;;;x
b_akroynon;Akroynon;Akroinon;Akroynon;;Akroynon;;;;;;;;;x
b_akruresvara;Akruresvara;;Akruresvara;;;;;;;;;;;x
b_aksayqin;Aksayqin;Aksayqin;Aksayqin;;Aksayqin;;;;;;;;;x
b_akshatau;Akshatau;;Akshatau;;;;;;;;;;;x
b_akshelek;Akshelek;Akshelek;Akschelek;;Akshelek;;;;;;;;;x
b_aksu;Aksu;Aksu;Aksu;;Aksu;;;;;;;;;x
b_aksu_mongolia;Aksu;;Aksu;;;;;;;;;;;x
b_aksum;Aksum;Aksum;Aksum;;Aksum;;;;;;;;;x
b_aksurka;Aksurka;;;;;;;;;x
b_aktach;Aktach;;;;;;;;;x
b_aktam;Aktam;;;;;;;;;x
b_aktau;Aktau;;;;;;;;;x
b_aktau_qarazhyrya;Aktau;;;;;;;;;x
b_akto;Akto;Akto;Akto;;Akto;;;;;;;;;x
b_aktogay;Aktogay;;Aktogay;;;;;;;;;;;x
b_akureyri;Akureyri;Akureyri;Akureyri;;Akureyri;;;;;;;;;x
b_akutikha;Akutikha;;;;;;;;;x
b_akzhar;Akzhar;;Akzhar;;;;;;;;;;;x
b_akzhar_almaty;Akzhar;;;;;;;;;x
b_al_abr;Hisn al-'Abr;;Hisn al-'Abr;;;;;;;;;;;x
b_al_aghaila;al-Aghaila;;;;;;;;;;;;;x
b_al_aghwat;al-Aghwát;;;;;;;;;;;;;x
b_al_ahqaf;al-Ahqaf;;al-Ahqaf;;;;;;;;;;;x
b_al_ajfur;al-Ajfur;;al-Ajfur;;;;;;;;;;;x
b_al_balqa;Al Balqa;Al Balqa;Al Balqa;;Al Balqa;;;;;;;;;x
b_al_gassani;al-Gassani;al-Gassani;Al-Gassani;;Al Gassani;;;;;x
b_al_hadid;al-Hadid;;;;;;;;;x
b_al_hamma;al-Hamma;;;;;;;;;;;;;x
b_al_haur;Al-Haur;;Al-Haur;;;;;;;;;;;x
b_al_jawf;Al Jawf;Al Jawf;Al Jawf;;Al Jawf;;;;;;;;;x
b_al_jayat;Al Jay’at;;Al Jay’at;;;;;;;;;;;x
b_al_johfa;Al Johfa;Al Johfa;Al Johfa;;Al Johfa;;;;;;;;;x
b_al_khuwayr;Al Khuwayr;;Al Khuwayr;;;;;;;;;;;x
b_al_lith;Al Lith;Al Lith;Al Lith;;Al Lith;;;;;;;;;x
b_al_mahjam;al-Mahjam;;al-Mahjam;;;;;;;;;;;x
b_al_masqar;al-Masqar;;al-Masqar;;;;;;;;;;;x
b_al_minya;Al Minya;;;;;;;;;x
b_al_naman;Al Naman;;Al Naman;;;;;;;;;;;x
b_al_ola;Al 'Ula;Al 'Ula;Al 'Ula;;Al 'Ula;;;;;;;;;x
b_al_qalah;Al Qal‘ah;;;;;;;;;;;;;x
b_al_qaryatan;al-Qaryatan;;al-Qaryatan;;;;;;;;;;;x
b_al_ukaz;al-Ukaz;;al-Ukaz;;;;;;;;;;;x
b_al_usayla;al-Usayla;;al-Usayla;;;;;;;;;;;x
b_alaba;Al Aba;Al Aba;Al Aba;;Al Aba;;;;;;;;;x
b_alabas;Alabas;;;;;;;;;x
b_alabuga;Alabuga;Alabuga;Alabuga;;Alabuga;;;;;;;;;x
b_alacuas;Alacuàs;Alaquás;Alacuás;;Alaquás;;;;;;;;;x
b_aladan;Al Adan;Al Adan;Al Adan;;Al Adan;;;;;;;;;x
b_alafia;Alafia;Alafia;Alafia;;Alafia;;;;;;;;;x
b_alagir;Alagir;;;;;;;;;x
b_alagon;Alagón;Alagón;Alagón;;Alagón;;;;;;;;;x
b_alaior;Alaior;Alaior;Alaior;;Alaior;;;;;;;;;x
b_alajar;Alájar;Alájar;Alájar;;Alájar;;;;;;;;;x
b_alakol;Alakol;;;;;;;;;x
b_alamdo;Alamdo;Alamdo;Alamdo;;Alamdo;;;;;;;;;x
b_alamelshwawish;Alam el Shawish;Alam El Shawish;Alam el Schawischer;;Alam el Shawish;;;;;;;;;x
b_alampur;Alampur;;Alampur;;;;;;;;;;;x
b_alampura;Alampura;Alampura;Alampura;;Alampura;;;;;;;;;x
b_alampuravi;Alampuravi;;Alampuravi;;;;;;;;;;;x
b_alamut;Alamut;Alamout;Alamut;;Alamut;;;;;;;;;x
b_alan;Alan;;Alan;;;;;;;;;;;x
b_alancha;El Ancha;El Ancha;El Ancha;;El Ancha;;;;;;;;;x
b_alando;Alando;Alando;Alando;;Alando;;;;;;;;;x
b_alarbadi;Al Arbadi;Al Arbadi;Al Arbadi;;Al Arbadi;;;;;;;;;x
b_alarcon;Alarcón;Alarcón;Alarcón;;Alarcón;;;;;;;;;x
b_alarcos;Alarcos;Alarcos;Alarcos;;Alarcos;;;;;;;;;x
b_alashtar;Alashtar;Alashtar;Alashtar;;Alashtar;;;;;;;;;x
b_alatyr;Alatyr;Alatyr;Alatyr;;Alatyr;;;;;;;;;x
b_alaverdi;Alaverdi;Alaverdi;Alaverdi;;Alaverdi;;;;;;;;;x
b_alawbhali;Al Awbhali;Al Awbhali;Al Awbhali;;Al Awbhali;;;;;;;;;x
b_alaxio;Alaxio;;;;;;;;;x
b_alba;Alba;Alba;Alba;;Alba;;;;;;;;;x
b_albacete;Albacete;Albacete;Albacete;;Albacete;;;;;;;;;x
b_albadetormes;Alba de Tormes;Alba de Tormes;Alba de Tormes;;Alba de Tormes;;;;;;;;;x
b_albaharah;Al-Baharah;Al-Baharah;Al-Baara;;Al-Baharah;;;;;;;;;x
b_albalaromaine;Alba-la-Romaine;Alba-La-Romaine;Alba-la-Romaine;;Alba-la-Romaine;;;;;;;;;x
b_albaqar;Al-Baqar;Al-Baqar;Al-Baqar;;Al-Baqar;;;;;;;;;x
b_albarracin;Albarracin;Albarracin;Albarracin;;Albarracín;;;;;;;;;x
b_albatera;Albatera;Albatera;Albatera;;Albatera;;;;;;;;;x
b_albay;Albay;;;;;;;;;;;;;x
b_albenga;Albenga;Albenga;Albenga;;Albenga;;;;;;;;;x
b_alberique;Alberic;Alberic;Alberique;;Alberic;;;;;;;;;x
b_albi;Albi;Albi;Albi;;Albi;;;;;;;;;x
b_albijadiyah;Al-Bijadiyah;Al-Bijadiyah;Al-Bidschadija;;Al-Bijadiyah;;;;;;;;;x
b_albizzate;Albizzate;;;;;;;;;x
b_albon;Albon;Albon;Albon;;Albon;;;;;;;;;x
b_albox;Albox;Albox;Albox;;Albox;;;;;;;;;x
