desc_job_chancellor;The §Y$JOB$§! is your advisor on matters of diplomacy. The position is traditionally considered the highest on the council.;Votre §Y$JOB$§! est votre conseiller en matière de diplomatie. Ce poste est traditionnellement considéré comme le plus élevé du Conseil.;Der §Y$JOB$§! ist Euer Berater für diplomatische Angelegenheiten. Traditionell wird das als die höchste Position im Rat betrachtet.;;El §Y$JOB$§! es tu asesor en cuestiones de diplomacia. Por tradición, se considera el puesto más alto del Consejo.;;;;;;;;;x
job_marshal_taoist;Xingjun Sima;Xingjun sima;;;;;;;;;;;;x
job_marshal_zoroastrian_group;Eran Spahbod;Eran spahbod;;;;;;;;;;;;x
job_spiritual;Court Chaplain;Chapelain;Hofgeistlicher;;Capellán de la Corte;;;;;;;;;x
job_spiritual_aztec;Sahagun;Sahagún;;;;;;;;;;;;x
job_spiritual_baltic_pagan;Diviner;Devin;Wahrsager;;Augur;;;;;;;;;x
job_spiritual_baltic_pagan_reformed;Diviner;Devin;Wahrsager;;Augur;;;;;;;;;x
job_spiritual_bodpa;Banchenpo;;;;;;;;;;;;;x
job_spiritual_christian;Court Chaplain;Chapelain;Hofkaplan;;Capellán;;;;;;;;;x
job_spiritual_female_bodpa;Banchenmo;;;;;;;;;;;;;x
job_spiritual_female_hellenic_pagan;Seeress;Voyante;Seherin;;Vidente;;;;;;;;;x
job_spiritual_female_hellenic_pagan_reformed;Seeress;Voyante;Seherin;;Vidente;;;;;;;;;x
job_spiritual_female_indian_group;Upadhyayani;;;;;;;;;;;;;x
job_spiritual_female_norse_pagan;Seeress;Voyante;Seherin;;Vidente;;;;;;;;;x
job_spiritual_female_norse_pagan_reformed;Seeress;Voyante;Seherin;;Vidente;;;;;;;;;x
job_spiritual_female_tangut;Banchenmo;;;;;;;;;;;;;x
job_spiritual_finnish_pagan;Diviner;Devin;Wahrsager;;Augur;;;;;;;;;x
job_spiritual_finnish_pagan_reformed;Diviner;Devin;Wahrsager;;Augur;;;;;;;;;x
job_spiritual_han;Libationer;Libationneur;;;Libador;;;;;;;;;x
job_spiritual_hellenic_pagan;Augur;Augure;;;;;;;;;;;;x
job_spiritual_hellenic_pagan_reformed;Augur;Augure;;;;;;;;;;;;x
job_spiritual_indian_group;Upadhyaya;;;;;;;;;;;;;x
job_spiritual_jewish_group;Court Rabbi;Rabbin de la Cour;Der Hofrabbiner;;Rabino de la corte;;;;;;;;;x
job_spiritual_jurchen;Libationer;Libationneur;;;Libador;;;;;;;;;x
job_spiritual_khurmazta;Moypat;;;;;;;;;;;;;x
job_spiritual_manichaean;Didaskalos;;;;;;;;;;;;;x
job_spiritual_muslim;Court Imam;Imam de la Cour;Hof-Imam;;Imán de la corte;;;;;;;;;x
job_spiritual_norse_pagan;Seer;Voyant;Seher;;Vidente;;;;;;;;;x
job_spiritual_norse_pagan_reformed;Seer;Voyant;Seher;;Vidente;;;;;;;;;x
job_spiritual_orthodox;Ecclesiarch;Sacristain;Ekklesiarch;;Eclesiarca;;;;;;;;;x
job_spiritual_pagan;Diviner;Devin;Augur;;Augur;;;;;;;;;x
job_spiritual_pagan_group;Chief Diviner;Grand médium;Oberster Wahrsager;;Gran Chamán;;;;;;;;;x
job_spiritual_shiite;Court Mullah;Mollah de la Cour;Hof-Mullah;;Mulá de la corte;;;;;;;;;x
job_spiritual_slavic_pagan;Diviner;Devin;Wahrsager;;Augur;;;;;;;;;x
job_spiritual_slavic_pagan_reformed;Diviner;Devin;Wahrsager;;Augur;;;;;;;;;x
job_spiritual_tangut;Banchenpo;;;;;;;;;;;;;x
job_spiritual_taoist;Libationer;Libationneur;;;Libador;;;;;;;;;x
job_spiritual_tengri_pagan;Diviner;Devin;Wahrsager;;Augur;;;;;;;;;x
job_spiritual_tengri_pagan_reformed;Diviner;Devin;Wahrsager;;Augur;;;;;;;;;x
job_spiritual_zoroastrian;Mobad;;Mobed;;;;;;;;;;;x
job_spiritual_zoroastrian_group;Mobad;;;;;;;;;;;;;x
job_spiritual_zun_pagan;Diviner;Devin;Wahrsager;;Adivino;;;;;;;;;x
job_spiritual_zun_pagan_reformed;Diviner;Devin;Wahrsager;;Adivino;;;;;;;;;x
job_spymaster;Spymaster;Maître-espion;Hofspitzel;;Maestro de Espías;;;;;;;;;x
job_spymaster_aztec;Tillancalqui;;;;;;;;;;;;;x
job_spymaster_greek;Mystikos;Mystique;;;;;;;;;;;;x
job_spymaster_han;Spymaster;Maître-espion;Hofspitzel;;Jefe de espías;;;;;;;;;x
job_spymaster_jurchen;Spymaster;Maître-espion;Hofspitzel;;Jefe de espías;;;;;;;;;x
job_spymaster_taoist;Spymaster;Maître-espion;Hofspitzel;;Jefe de espías;;;;;;;;;x
job_treasurer;Steward;Intendant;Kämmerer;;Mayordomo;;;;;;;;;x
job_treasurer_aztec;Petlacalcatl;;;;;;;;;;;;;x
job_treasurer_bodpa;Gnyer;;;;;;;;;;;;;x
job_treasurer_female_bodpa;Gnyer;;;;;;;;;;;;;x
job_treasurer_female_tangut;Gnyer;;;;;;;;;;;;;x
job_treasurer_greek;Sakellarios;Sacellaire;;;;;;;;;;;;x
job_treasurer_han;Treasurer;Trésorier;Schatzmeister;;Tesorero;;;;;;;;;x
job_treasurer_jurchen;Treasurer;Trésorier;Schatzmeister;;Tesorero;;;;;;;;;x
job_treasurer_tangut;Gnyer;;;;;;;;;;;;;x
job_treasurer_taoist;Treasurer;Trésorier;Schatzmeister;;Tesorero;;;;;;;;;x
job_treasurer_zoroastrian_group;Darik-Pat;Darik-pat;;;;;;;;;;;;x

# Unused (?), Conclave feature
council_altaic;Kurultai;Qurultay;;;;;;;;;;;;x
council_greek;Consistorium;;Konsistorium;;;;;;;;;;;x
council_jewish_group;Sanhedrin;Sanhédrin;;;Sanedrín;;;;;;;;;x
council_muslim;Majlis;;;;;;;;;;;;;x
council_shiite;Council;Conseil;Rat;;Consejo;;;;;;;;;x
