#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

EVTDESC_MNM_6022_A;Since I had such a good time a few weeks back, I invited [assassins_recruiter.GetTitledFirstName] to share an informal meal. Yet again the conversation found its way to the topic of religion and righteousness. [assassins_recruiter.GetSheHeCap] expressed [assassins_recruiter.GetHerHis] admiration for those willing to give their life fighting for their beliefs.;Puisque vous avez passé un moment agréable quelques semaines plus tôt, vous avez invité [assassins_recruiter.Get_le_TitledFirstName] à partager un repas sans cérémonie. Pourtant, la conversation a porté sur le sujet de la religion et de la vertu. [assassins_recruiter.GetIlElleCap] a exprimé son admiration envers ceux qui sont prêts à donner leur vie pour défendre leurs croyances.;Da ihr vor einigen Wochen eine so gute Zeit verbracht habt, habt Ihr [assassins_recruiter.GetTitledFirstName] zu einem informellen Mahl geladen. Wieder wendet sich das Gesprächsthema der Religion und Rechtschaffenheit zu. [assassins_recruiter.GetSheHeCap] brachte [assassins_recruiter.GetHerHis]e Bewunderung für jene zum Ausdruck, die ihr Leben im Kampf für ihren Glauben lassen.;;Como lo pasasteis tan bien hace unas semanas, has vuelto a invitar a [assassins_recruiter.GetTitledFirstName] para un almuerzo informal. De nuevo la conversación ha vuelto a derivar en el tema de la religión y la rectitud. [assassins_recruiter.GetTitledFirstName] ha expresado su admiración por quienes están dispuestos a dar la vida luchando por sus ideales.;;;;;;;;;x
EVTDESC_MNM_6022_B;Most guests have departed and evening has turned into early morning, yet [assassins_recruiter.GetTitledFirstName] and I are still deep in conversation. We are talking about religion, righteousness, how to do the right thing. [assassins_recruiter.GetSheHeCap] expresses [assassins_recruiter.GetHerHis] admiration for those willing to give their life fighting for their beliefs.;La plupart des invités sont partis, il va bientôt faire jour, et pourtant, vous êtes en pleine discussion avec [assassins_recruiter.Get_le_TitledFirstName]. Vous parlez de religion et de droiture. [assassins_recruiter.GetIlElleCap] exprime son admiration envers ceux qui sont prêts à donner leur vie pour défendre leurs croyances.;Die meisten Gäste haben sich verabschiedet und der Abend ist dem frühen Morgen gewichen, doch Ihr und [assassins_recruiter.GetTitledFirstName] befindet euch immer noch tief im Gespräch. Ihr sprecht über Religion, Rechtschaffenheit, wie man das Richtige macht. [assassins_recruiter.GetSheHeCap] brachte [assassins_recruiter.GetHerHis]e Bewunderung für jene zum Ausdruck, die ihr Leben im Kampf für ihren Glauben lassen.;;La mayoría de los invitados se marchó y ya se había hecho de día, pero [assassins_recruiter.GetTitledFirstName] y tú seguíais manteniendo una profunda conversación. Cuando salieron a relucir temas como la religión, la rectitud, cómo hacer el bien, [assassins_recruiter.GetTitledFirstName] expresó su admiración por quienes están dispuestos a dar la vida luchando por sus ideales.;;;;;;;;;x
EVTDESC_MNM_6023_A;I was just about to draft an invitation when [assassins_recruitee.GetTitledFirstName] invited me to dine with [assassins_recruitee.GetHerHim]. We talked for many hours, even as the plates were emptied and the cups drained. As I praised those willing to die for their faith, [assassins_recruitee.GetFirstName] agreed wholeheartedly, wishing [assassins_recruitee.GetSheHe] could be more like them.;Vous étiez sur le point de rédiger une invitation lorsque [assassins_recruitee.Get_le_TitledFirstName] vous a invité à dîner avec [assassins_recruitee.GetLuiElle]. La conversation allait bon train pendant que les assiettes et les coupes se vidaient. Alors que vous faisiez l'éloge de ceux prêts à mourir pour leur foi, [assassins_recruitee.GetFirstName] acquiesçait sans réserve, souhaitant même pouvoir plus leur ressembler.;Ihr wart gerade dabei, eine Einladung zu schreiben, als [assassins_recruitee.GetTitledFirstName] Euch zu einem Abendmahl bei sich einlud. Ihr habt stundenlang miteinander geredet, selbst als die Teller und Becher bereits leer waren. Als Ihr jene preist, die willens sind, für ihren Glauben zu sterben, stimmte [assassins_recruitee.GetFirstName] Euch vollkommen zu und wünschte, [assassins_recruitee.GetSheHe] könnte mehr wie sie sein.;;Estabas a punto de redactar una invitación cuando [assassins_recruitee.GetTitledFirstName] te ha invitado a una cena. Habéis conversado durante horas mientras los platos y las copas se vaciaban. Cuando has alabado a quienes están dispuestos a morir por la fe, [assassins_recruitee.GetFirstName] ha asentido con vehemencia y ha afirmado que le gustaría ser como ellos.;;;;;;;;;x
EVTDESC_MNM_6023_B;I was just about to draft an invitation when [assassins_recruitee.GetTitledFirstName] invited you to dine with [assassins_recruitee.GetHerHim]. The conversation flowed easily and [assassins_recruitee.GetFirstName] expressed many admirable sentiments. However, when I mentioned those willing to die for their beliefs, [assassins_recruitee.GetSheHe] sneered and condemned "such fanatics".;Vous étiez sur le point de rédiger une invitation lorsque [assassins_recruitee.Get_le_TitledFirstName] vous a invité à dîner avec [assassins_recruitee.GetLuiElle]. La conversation allait bon train et [assassins_recruitee.GetFirstName] a exprimé de nombreux sentiments louables. Cependant, quand vous avez mentionné les personnes prêtes à mourir pour leurs croyances, [assassins_recruitee.GetIlElle] a ricané et condamné de tels « fanatiques ».;Ihr wart gerade dabei, eine Einladung zu schreiben, als [assassins_recruitee.GetTitledFirstName] Euch zu einem Abendmahl bei sich einlud. Die Unterhaltung verlief fast wie von selbst und [assassins_recruitee.GetFirstName] äußerte viele bewundernswerte Gedanken. Als Ihr jedoch jene erwähntet, die willens sind, für ihren Glauben zu sterben, lächelte [assassins_recruitee.GetSheHe] höhnisch und verurteilte "diese Fanatiker".;;Estabas a punto de redactar una invitación cuando [assassins_recruitee.GetTitledFirstName] te ha invitado a una cena. La conversación ha fluido de forma dinámica y [assassins_recruitee.GetFirstName] ha expresado ideas admirables, pero cuando has hablado de quienes están dispuestos a morir por sus ideas, tu acompañante ha hecho una mueca y los ha acusado de "fanáticos".";;;;;;;;;x
EVTDESC_MNM_6024_A;We are quiet for a moment, both seemingly contemplating these devoted souls. Then [assassins_recruiter.GetFirstName] looks up at me, a curious intensity in [assassins_recruiter.GetHerHis] gaze. "That is not an impossible wish, [Root.GetFirstName]. Are you ready to kill and, if He wills it, get killed to defend the words of His Prophet and the rightful heir?";Il y a eu un moment de silence dans la conversation, apparemment parce que vous pensiez tous deux à ces âmes dévouées. Puis, [assassins_recruiter.GetFirstName] lève les yeux vers vous, et vous fixe intensément. « Ce n'est pas un souhait irréalisable, [Root.GetFirstName]. Êtes-vous prêt[Root.Get_E] à tuer et, si Dieu le veut, à être tué[Root.Get_E] pour défendre la parole du Prophète et de l'héritier légitime ? »;Ihr bliebt einen Moment still, beide offenbar jenen aufopfernden Seelen gedenkend. Dann sah [assassins_recruiter.GetFirstName] mit einem wissbegierigen Blick zu Euch auf. "Das ist kein unmöglicher Wunsch, [Root.GetFirstName]. Seid Ihr bereit zu töten und, wenn er es wünscht, im Dienste der Worte seines Propheten und rechtmäßigen Erben getötet zu werden?";;Os habéis quedado en silencio mientras admirabais el valor de los mártires. Entonces [assassins_recruiter.GetFirstName] te ha mirado con una extraña intensidad y ha dicho: "Lo que planteas no es un deseo imposible, [Root.GetFirstName]. ¿Matarías y, si Alá lo requiere, morirías por las palabras del profeta y de su legítimo heredero?".";;;;;;;;;x
EVTDESC_MNM_6024_B;We are quiet for a moment, both seemingly contemplating these devoted souls. Then [assassins_recruiter.GetFirstName] looks up at me, a curious intensity in [assassins_recruiter.GetHerHis] gaze. "That is not an impossible wish, [Root.GetFirstName]. Are you ready to kill and, if They will it, get killed to defend the words of [Root.Religion.GetRandomGodName] and the [Root.Religion.GetScriptureName]?";Il y a eu un moment de silence dans la conversation, apparemment parce que vous pensiez tous deux à ces âmes dévouées. Puis, [assassins_recruiter.GetFirstName] lève les yeux vers vous, et vous fixe intensément. « Ce n'est pas un souhait irréalisable, [Root.GetFirstName]. Êtes-vous prêt[Root.Get_E] à tuer et, si Dieu le veut, à être tué[Root.Get_E] pour défendre la parole [Root.Get_du_HighGod] et [Root.Get_le_Scripture] ? »;Wir sind für einen Moment still und betrachten beide diese hingebungsvollen Seelen. Dann sieht [assassins_recruiter.GetFirstName] zu mir auf, eine merkwürdige Intensität in [assassins_recruiter.GetHerHis]em Blick. "Das ist kein unmöglicher Wunsch, [Root.GetFirstName]. Seid Ihr bereit zu töten und wenn es gewollt wird, auch getötet zu werden, um die Worte von [Root.Religion.GetRandomGodName] und [Root.Religion.GetScriptureName] zu verteidigen?";;Nos hemos quedado en silencio mientras admirábamos el valor de los mártires. Entonces [assassins_recruiter.GetFirstName] te ha mirado con una extraña intensidad y ha dicho: "Lo que planteas no es un deseo imposible, [Root.GetFirstName]. ¿Matarías y, si se requiere, morirías por las palabras de [Root.Religion.GetRandomGodName] y del [Root.Religion.GetScriptureName]?";;;;;;;;;x
EVTDESC_MNM_6025;When I suggested there is a way for [assassins_recruitee.GetTitledFirstName] to serve the greater good, [assassins_recruitee.GetSheHe] only scoffed dismissively and changed the subject. Judging by the look [assassins_recruitee.GetSheHe] gave me as I left, however, it seems as if [assassins_recruitee.GetFirstName] is not so oblivious after all...;Lorsque vous avez suggéré qu'il y avait un moyen pour [assassins_recruitee.Get_le_TitledFirstName] de servir le bien commun, [assassins_recruitee.GetIlElle] a ri avec dédain et changé de sujet. Cependant, à en juger par le regard qu'[assassins_recruitee.GetIlElle] a vous lancé alors que vous partiez, il semble que [assassins_recruitee.GetFirstName] ne soit finalement pas aussi insouciant[assassins_recruitee.Get_E]...;Als Ihr anklingen lasst, [assassins_recruitee.GetTitledFirstName] könne einer größeren Sache dienen, lachte [assassins_recruitee.GetSheHe] nur verächtlich und wechselte das Thema. Dem Blick nach zu urteilen, den [assassins_recruitee.GetSheHe] Euch zuwarf, als Ihr gegangen seid, ist [assassins_recruitee.GetFirstName] offenbar nicht ganz so unbedarft ...;;Cuando le has sugerido a [assassins_recruitee.GetTitledFirstName] que hay formas de servir al bien mayor, se ha reído burlonamente y ha cambiado de tema. A juzgar por cómo te ha mirado cuando te ibas, crees que [assassins_recruitee.GetFirstName] no es tan inconsciente como parece.;;;;;;;;;x
EVTDESC_MNM_6026;When I suggested there is a way for [assassins_recruitee.GetTitledFirstName] to serve the greater good, [assassins_recruitee.GetHerHis] eyes lit up with a glimmer of hope. "I am ready, [Root.GetFirstName]. Please, if it is true, will you set me on this path?";Lorsque vous avez suggéré qu'il y a une façon pour [assassins_recruitee.Get_le_TitledFirstName] de servir le bien commun, une lueur d'espoir a éclairé son regard. « Je suis prêt[assassins_recruitee.Get_E], [Root.GetFirstName]. S'il vous plaît, si c'est vrai, me guiderez-vous sur cette voie ? »;Als Ihr anklingen lasst, [assassins_recruitee.GetTitledFirstName] könne einer größeren Sache dienen, leuchteten [assassins_recruitee.GetHerHis]e Augen mit einem hoffnungsvollen Schimmer auf. "Ich bin bereit, [Root.GetFirstName]. Bitte, wenn es denn stimmt, werdet Ihr mir den Weg weisen?";;Cuando le has sugerido a [assassins_recruitee.GetTitledFirstName] que hay formas de servir al bien mayor, se le ha iluminado la mirada con un rayo de esperanza. "Lo que sea, [Root.GetFirstName]. Prométeme que, si es verdad, me ayudarás a seguir el camino".";;;;;;;;;x
EVTDESC_MNM_6027_A;"I do, [Root.GetFirstName]," says [assassins_recruiter.GetTitledFirstName] with a solemn, almost ceremonial, voice. "There is an Order devoted to Allah and the rightful Caliph. One that defends those true of faith and bring vengeance to their persecutors. The Assassins are always in need of champions. Think it over, and someone might reach out...";« D'accord, [Root.GetFirstName] », dit [assassins_recruiter.Get_le_TitledFirstName] avec une voix solennelle, presque cérémonielle. « Il y a un ordre, consacré à Allah et au Calife légitime, qui défend les vrais croyants et qui les venge contre leurs persécuteurs. Les Assassins ont toujours besoin de champions. Pensez-y sérieusement, et quelqu'un pourrait vous contacter... »;"Das tue ich, [Root.GetFirstName]", sagte [assassins_recruiter.GetTitledFirstName] mit einer fast feierlichen Stimme. "Es gibt einen Orden, der Allah und dem rechtmäßigen Kalifen dient. Ein Orden, der jene schützt, die dem wahren Glauben folgen, und der gegen ihre Verfolger Rache übt. Die Assassinen suchen immer neue Mitglieder. Denkt darüber nach und jemand wird Euch vielleicht kontaktieren …";;"Te lo prometo, [Root.GetFirstName]", ha dicho [assassins_recruiter.GetTitledFirstName] con un tono solemne, casi ceremonial. "Existe una orden consagrada a Alá y al legítimo califa. Su misión consiste en defender a los fieles y vengarse de quienes los persiguen. Se hacen llamar los Asesinos y siempre están en busca de paladines. Piénsatelo y, si te interesa, alguien se pondrá en contacto contigo".";;;;;;;;;x
EVTDESC_MNM_6027_B;"I do, [Root.GetFirstName]," says [assassins_recruiter.GetTitledFirstName] with a solemn, almost ceremonial, voice. "There is an Order devoted to [Root.Religion.GetHighGodNameCap]. One that defends those true of faith and bring vengeance to their persecutors. The Assassins are always in need of champions. Think it over, and someone might reach out...";« D'accord, [Root.GetFirstName] », dit [assassins_recruiter.Get_le_TitledFirstName] avec une voix solennelle, presque cérémonielle. « Il y a un ordre, consacré [Root.Get_au_HighGod], qui défend les vrais croyants et qui les venge contre leurs persécuteurs. Les Assassins ont toujours besoin de champions. Pensez-y sérieusement, et quelqu'un pourrait vous contacter... »;"Das tue ich, [Root.GetFirstName]", sagt [assassins_recruiter.GetTitledFirstName] mit einer feierlichen, fast zeremoniellen Stimme. "Es gibt einen Orden, der [Root.Religion.GetHighGodNameCap] gewidmet ist. Einne, der die Wahrhaftigen Anhänger des Glaubens verteidigt und ihren Verfolgern Rache bringt. Die Assassinen brauchen immer Helden. Denkt darüber nach und jemand könnte euch kontaktieren ... ";;Te lo prometo, [Root.GetFirstName], ha dicho [assassins_recruiter.GetTitledFirstName] con un tono solemne, casi ceremonial. "Existe una orden consagrada a [Root.Religion.GetHighGodNameCap]. Su misión consiste en defender a los fieles y vengarse de quienes los persiguen. Se hacen llamar los Asesinos y siempre están en busca de paladines. Piénsatelo y, si te interesa, alguien se pondrá en contacto contigo…";;;;;;;;;x
