#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

# job_steward.txt

#########################
#
#	Steward events
#
#########################

# The Steward collects a tithe and sends it to his liege
evt_steward_001_title;Special Tithe Collected;Dîme spéciale collectée;Einforderung eines speziellen Zehnten;;Diezmo especial recolectado;;;;;;;;;x
evt_steward_103_option_a;I thank [Root.Religion.GetRandomGodName] for saving me!;Je remercie [Root.Religion.GetRandomGodName] de m'avoir sauvé.;Ich danke [Root.Religion.GetRandomGodName] für meine Rettung!;;Agradezco a [Root.Religion.GetRandomGodName] por salvarme;;;;;;;;;x
evt_steward_103_option_a_tooltip;I must send a letter to inform my liege;Je dois envoyer une lettre à m[Root.Liege.GetOnA] [Root.Liege.GetLordLady] lige pour l'en informer.;Ich muss einen Brief an meinen Lehnsherrn senden;;Debo enviar una carta para informar a mi señor.;;;;;;;;;x

# Inform the Liege about wounding
evt_steward_104_desc_a;Your [Root.GetMyTreasurerName], [From.GetTitledFirstNameNoRegnal], was wounded by angry peasants while collecting taxes in §Y[From.Location.GetName]§!!;Votre [Root.GetMyTreasurerName], [From.Get_le_TitledName], a été blessé des paysans en colère alors qu'il tentait de percevoir l'impôt en §Y[From.Location.GetName]§! !;Euer [Root.GetMyTreasurerName], [From.GetTitledFirstNameNoRegnal], wurde beim Eintreiben der Steuern in §Y[From.Location.GetName]§! von aufgebrachten Bauern verwundet!;;¡Unos campesinos encolerizados han herido a [From.GetTitledFirstNameNoRegnal], tu [Root.GetMyTreasurerName], mientras recaudaba impuestos en §Y[From.Location.GetName]§!!;;;;;;;;;x
evt_steward_104_option_a;How dare they!;Comment osent-ils ?;Wie können sie es wagen!;;¡Qué osadía!;;;;;;;;;x

# Inform the Liege about death
evt_steward_105_desc_a;Your [Root.GetMyTreasurerName], [From.GetTitledName], was killed by a mob of angry peasants while trying to collect the extra taxes you had ordered.;Votre [Root.GetMyTreasurerName], [From.Get_le_TitledName], a été tué par une foule de paysans en colère alors qu'il tentait de percevoir l'impôt supplémentaire que vous avez ordonné.;Euer [Root.GetMyTreasurerName], [From.GetTitledName], wurde beim Eintreiben der Sondersteuer, deren Erhebung Ihr befohlen hattet, von aufgebrachten Bauern gelyncht.;;Una multitud de campesinos encolerizados han matado a [Root.GetMyTreasurerName], tu [From.GetTitledName], mientras trataba de recaudar los impuestos extras que has ordenado.;;;;;;;;;x
evt_steward_105_option_a;Horrible!;C'est horrible !;Wie schrecklich!;;¡Qué horror!;;;;;;;;;x


# Increased revolt risk
evt_steward_201_desc_a;My efforts to squeeze some extra taxes out of the population of [Root.Location.GetName] have met with resistance, and the peasants are arming themselves. I fear we might have a revolt on our hands here soon.;Mes efforts visant à percevoir davantage d'impôts auprès de la population de [Root.Location.GetName] se sont heurtés à une certaine résistance et les paysans s'arment. Je crains que la révolte ne gronde.;Meine Versuche, ein paar Sondersteuern aus der Bevölkerung von [Root.Location.GetName] zu quetschen, sind auf Widerstand gestoßen und die Bauern bewaffnen sich nun. Ich fürchte, wir könnten dort bald einer Revolte ins Auge sehen.;;Mis esfuerzos por conseguir más impuestos de los habitantes de [Root.Location.GetName] encuentran resistencia, y los campesinos se están organizando. Me temo que pronto tendremos una rebelión entre manos.;;;;;;;;;x
evt_steward_201_option_a;My liege will not like this...;M[Root.Liege.GetOnA] [Root.Liege.GetLordLady] lige n'appréciera pas...;Meinem Lehnsherrn wird das gar nicht gefallen ...;;A mi señor no le va a gustar esto...;;;;;;;;;x

# Inform province lords
evt_steward_202_desc_a;News of unrest in [From.Location.GetName]! The Steward of [From.Liege.PrimaryTitle.GetName] have been trying to squeeze some extra taxes out of the population, but the peasants have been resisting and are now arming themselves.;[From.Location.GetName] est en proie à des troubles ! l'intendant [From.Liege.PrimaryTitle.Get_du_Realm] percevoir davantage d'impôts auprès de la population, mais les paysans résistent et s'arment.;Neuigkeiten über Unruhen in [From.Location.GetName]! Der Kämmerer von [From.Liege.PrimaryTitle.GetName] hat versucht, ein paar Sondersteuern aus der Bevölkerung zu quetschen, aber die Bauern weigerten sich und bewaffnen sich nun.;;¡Noticias de desasosiego en [From.Location.GetName]! El [Root.GetTreasurerName] de [From.Liege.PrimaryTitle.GetName] ha intentado subir los impuestos de los habitantes, pero los campesinos han ofrecido resistencia y ahora se están organizando.;;;;;;;;;x
evt_steward_202_option_a;Most worrisome...;C'est très inquiétant...;Höchst beunruhigend ...;;Realmente preocupante...;;;;;;;;;x

# Inform liege
evt_steward_203_desc_a;My liege, I write to you with bad news from [From.Location.GetName]. My efforts to squeeze some extra taxes out of the population have met with resistance, and the peasants are arming themselves. I fear we might have a revolt on our hands here soon.\n\nYour humble steward,\n[From.GetTitledName];M[Root.GetOnA][Root.GetLordLady],\nJe vous écris pour vous faire part d'une mauvaise nouvelle en provenance de [From.Location.GetName]. Mes efforts visant à percevoir davantage d'impôts auprès de la population se sont heurtés à une certaine résistance et les paysans s'arment. Je crains que la révolte ne gronde.\n\nVotre humble intendant,\n[From.GetTitledName];Mein Lehnsherr, ich sende Euch schlechte Nachrichten aus [From.Location.GetName]. Meine Versuche, ein paar Sondersteuern aus der dortigen Bevölkerung zu quetschen, sind auf Widerstand gestoßen und die Bauern bewaffnen sich nun. Ich fürchte, wir könnten dort bald einer Revolte ins Auge sehen.\n\nEuer ergebener Kämmerer,\n[From.GetTitledName];;Mi señor, le escribo con malas noticias desde [From.Location.GetName]. Mis esfuerzos por conseguir más impuestos de los habitantes de [Root.Location.GetName] encuentran resistencia, y los campesinos se están organizando. Me temo que pronto tendremos una rebelión entre manos.\n\nSu humilde [Root.GetTreasurerName],\n[From.GetTitledName];;;;;;;;;x
evt_steward_203_option_a;These troublesome peasants...;Ces paysans, toujours eux...;Diese lästigen Bauern ...;;Qué mal rato me dan estos campesinos...;;;;;;;;;x


# Good Master Builder
evt_steward_301_title;Meets Master Builder;Rencontre le maître bâtisseur;Treffen mit Baumeister;;Conoce al maestro de obras;;;;;;;;;x
evt_steward_301_desc_a;During my mission to oversee constructions in [Root.Location.GetName] I happened to meet a Master Builder. He had a vast experience and was more than happy to teach me many things about constructing buildings.;Lors de ma mission consistant à superviser les constructions à [Root.Location.GetName], je rencontrai un maître-bâtisseur. Il avait une grande expérience et fut plus que ravi de m'apprendre moultes choses sur la construction des édifices.;Während der Mission, die Bauarbeiten in [Root.Location.GetName] zu beaufsichtigen, traf ich zufällig einen Meisterarchitekten. Er hatte große Erfahrung und hat mir mit Freude viel Neues über den Gebäudebau beigebracht.;;Durante mi misión para supervisar las construcciones en [Root.Location.GetName] me encontré con un Maestro Constructor. Tenía extensa experiencia y me enseñó con agrado muchas cosas sobre la construcción de edificios.;;;;;;;;;x
evt_steward_301_option_a;This will further my career;Cela propulsera ma carrière.;Dies wird meine Karriere vorantreiben;;Esto mejorará mi carrera;;;;;;;;;x
evt_steward_301_option_a_tooltip;Send a letter to my liege;J'envoie une lettre à m[Root.Liege.GetOnA] [Root.Liege.GetLordLady] lige.;Brief an meinen Lehnsherrn senden;;Envía una carta a mi señor.;;;;;;;;;x

# Liege gets a letter
evt_steward_302_desc_a;My liege, the construction work being done in [From.Location.GetName] is coming along well under the meticulous eyes of a Master Builder, who has taken me under his wing and is teaching me all he knows about constructing buildings. This knowledge will greatly help me in my work.\n\nYour humble Steward,\n[From.GetTitledName];M[Root.GetOnA][Root.GetLordLady], les constructions à [From.Location.GetName] vont bon train sous le regard avisé d'un maître-bâtisseur qui m'a pris sous son aile, m'apprenant tout ce qu'il sait sur l'art de bâtir. Ses connaissances m'aideront grandement.\n\nVotre humble intendant,\n[From.GetTitledName];Mein Lehnsherr, die Arbeiten in [From.Location.GetName] schreiten unter den Argusaugen eines Meisterarchitekten gut voran, welcher mich unter seine Fittiche genommen hat und mir alles, was er über den Gebäudebau weiß, beibringt. Dieses Wissen wird mir bei meiner Arbeit sehr hilfreich sein.\n\nEuer ergebener Verwalter,\n[From.GetTitledName];;Mi señor, el trabajo de construcción en [From.Location.GetName] se desarrolla sin problemas ante los meticulosos ojos de [From.GetFirstName], maestro de obras, que me ha acogido bajo su manto y me está enseñando todo lo que [Root.GetSheHe] sabe sobre construcción. Este conocimiento será de gran ayuda en mi trabajo.\n\nSu humilde [Root.GetTreasurerName],\n[From.GetTitledName];;;;;;;;;x


# Sabotage
evt_steward_401_title;Construction Sabotage;Sabotage de la construction;Bausabotage;;Sabotaje de la construcción;;;;;;;;;x
evt_steward_401_desc_a;The construction of a building in [Root.Location.GetName] is coming along fine. There is nothing much for me to do here.;La construction d'un bâtiment à [Root.Location.GetName] se présente bien. Je n'ai plus grand-chose à y faire.;Der Bau eines Gebäudes in [Root.Location.GetName] verläuft gut. Es gibt hier nichts mehr für mich zu tun.;;La construcción del edificio en [Root.Location.GetName] se desarrolla sin problemas. No hay mucho más que pueda hacer por aquí.;;;;;;;;;x
evt_steward_401_option_a;Nothing at all to worry about then I guess?;Tout se passe bien, si je ne m'abuse ?;Dann gibt es also nichts mehr zu befürchten?;;Entonces supongo que no hay nada de lo que preocuparse.;;;;;;;;;x
evt_steward_401_option_a_tooltip;A local noble is disturbed by the building;Un noble local est perturbé par le bâtiment;Ein örtlicher Adliger stört sich an dem Gebäude;;A un noble de la región no le gusta nada el edificio.;;;;;;;;;x

# Noble sabotages building
evt_steward_402_desc_a;I have learned that the Steward of [From.Liege.GetTitledName] is visiting [From.Location.GetName] to oversee the construction of new buildings there. As I have never liked [From.Liege.GetTitledName] maybe I should take this opportunity to give him a little sting by sabotaging the Steward's work?;Nous avons appris que l'intendant [From.Liege.Get_du_TitledName] se trouve actuellement à [From.Location.GetName] pour superviser la construction de nouveaux bâtiments. Nous n'avons jamais apprécié [From.Liege.Get_le_TitledName] et peut-être devrions-nous en profiter pour saboter son travail ?;Ich habe erfahren, dass der Kämmerer von [From.Liege.GetTitledName] [From.Location.GetName] besucht, um den Bau neuer Gebäude dort zu beaufsichtigen. Da ich [From.Liege.GetTitledName] noch nie mochte, würde ich gerne die Gelegenheit wahrnehmen, ihn etwas zu ärgern, indem ich die Arbeit des Kämmerers sabotiere.;;Me he enterado de que el [From.Liege.GetTreasurerName] de [From.Liege.GetTitledName] está en [From.Location.GetName] para supervisar la construcción de nuevos edificios. Ya que [From.Liege.GetTitledName] nunca me ha caído bien, debería aprovechar la oportunidad de darle un quebradero de cabeza saboteando el trabajo del [From.Liege.GetTreasurerName].;;;;;;;;;x
evt_steward_402_option_a;This time I will make [From.Liege.GetHerHim] pay!;Cette fois, [From.Liege.GetIlElle] va payer !;Dieses Mal werde ich es [From.Liege.Getihmihr] heimzahlen!;;¡Esta vez pagará!;;;;;;;;;x
evt_steward_402_option_a_tooltip;Sabotage the construction work;Je sabote les travaux de construction.;Bauarbeiten sabotieren;;Sabotea la construcción.;;;;;;;;;x
evt_steward_402_option_b;I would never do such a thing;Nous ne ferons jamais une chose pareille.;Ich würde so etwas nie tun;;Yo nunca haría algo así.;;;;;;;;;x

# Sabotage!
evt_steward_403_desc_a;The construction of buildings being done in [Root.Location.GetName] has had more misfortunes than any other construction I have overseen. The building material was of a much more inferior sort than the one ordered and so the roof collapsed under its weight, and the workers have been injured in a number of suspicious accidents...;Les bâtiments en cours de construction à [Root.Location.GetName] présentent de nombreux problèmes. Les matériaux de construction se sont avérés être de moins bonne qualité que ceux commandés, le toit s'est effondré et des ouvriers ont été blessés lors d'accidents suspects...;Der Bau der Gebäude in [Root.Location.GetName] ist eine einzige Pechsträhne. Das Baumaterial war von solch schlechter Qualität, dass das Dach unter seinem eigenen Gewicht zusammenbrach, und auch die Arbeiter sind einer ganzen Reihe von Unfällen anheimgefallen ...;;La construcción de [Root.Location.GetName] es la que más problemas nos ha dado de todas las que he supervisado. El material de construcción que llegó era de peor calidad que el que se pidió y el tejado se derrumbó bajo su propio peso. Además, hay trabajadores que han resultado heridos tras varios accidentes sospechosos...;;;;;;;;;x
evt_steward_403_option_a;I have to inform my liege about this!;Il me faut en informer m[Root.Liege.GetOnA] [Root.Liege.GetLordLady] lige !;Ich muss meinen Lehnsherrn davon unterrichten!;;¡Tengo que informar a mi señor!;;;;;;;;;x
evt_steward_403_option_a_tooltip;Send a letter to [Root.Liege.GetTitledName];J'envoie une lettre [Root.Liege.Get_au_TitledName].;Brief an [Root.Liege.GetTitledName] senden;;Envía una carta a [Root.Liege.GetTitledName].;;;;;;;;;x

# The liege is informed
evt_steward_404_desc_a;My liege, the construction of the building in [From.Location.GetName] is not going well. There has been numerous accidents that will delay the construction of the building, but I have good hopes of it being finished not too long after its planned finish date.\n\nYour humble Steward,\n[From.GetTitledName];M[Root.GetOnA][Root.GetLordLady], \nLa construction du bâtiment de [From.Location.GetName] se présente mal. De nombreux accidents ont retardé les travaux, mais je garde bon espoir qu'ils soient terminés avant la date prévue.\n\nVotre humble intendant,\n[From.GetTitledName];Mein Lehnsherr, der Bau der Gebäude in [From.Location.GetName] läuft gar nicht gut. Es hat eine Reihe von Zwischenfällen gegeben, die den Bau verzögern werden, aber ich bin guter Hoffnung, dass er nicht lange nach dem geplanten Bauende beendet werden wird.\n\nEuer ergebener Kämmerer,\n[From.GetTitledName];;Mi señor, la construcción del edificio en [From.Location.GetName] no va bien. Se han producido varios accidentes que retrasarán la construcción del edificio, pero tengo la esperanza de que estará terminado no mucho después de la fecha prevista.\n\nSu humilde [Root.GetTreasurerName],\n[From.GetTitledName];;;;;;;;;x
evt_steward_404_option_a;Is there nothing we can do? No?;Y a-t-il quelque chose à faire ? Non ?;Können wir gar nichts tun?;;¿No hay nada que pueda hacer? ¿Nada?;;;;;;;;;x

# Spymaster finds out who's behind the sabotage
evt_steward_405_desc_a;I have found out who is behind the resent sabotage to my liege's building projects in [FromFrom.Location.GetName]. None other than [From.GetTitledName]!;J'ai découvert l'auteur du récent sabotage contre les projets de construction de mon seigneur lige à [FromFrom.Location.GetName]. Il s'agit [From.Get_du_TitledName] !;Ich habe herausgefunden, wer hinter der Sabotage an den Bauprojekten meines Lehnsherrn in [FromFrom.Location.GetName] steckt. Niemand anderes als [From.GetTitledName]!;;He descubierto quién está detrás del reciente sabotaje a los proyectos de construcción de mi señor en [FromFrom.Location.GetName]. ¡Nada menos que [From.GetTitledName]!;;;;;;;;;x
evt_steward_405_option_a;I must inform my liege about this.;Je dois en informer m[Root.Liege.GetOnA] [Root.Liege.GetLordLady] lige.;Ich muss meinen Lehnsherrn davon unterrichten.;;Tengo que informar a mi señor.;;;;;;;;;x
evt_steward_405_option_a_tooltip;Send a letter to my liege;J'envoie une lettre à m[Root.Liege.GetOnA] [Root.Liege.GetLordLady] lige.;Brief an meinen Lehnsherrn senden;;Envía una carta a mi señor.;;;;;;;;;x

# The liege is informed by his spymaster who is behind the sabotage
evt_steward_406_desc_a;My liege, I have looked into the troubling matter of the recent sabotage in [FromFrom.Location.GetName], and I have learned who is behind it all. None other than [FromFrom.GetTitledName]! I leave it up to you to deal with [FromFrom.GetHerHim] in a appropriate way.\n\nYour humble Spymaster,\n[From.GetTitledName];M[Root.GetOnA] [Root.GetLordLady], \nJ'ai enquêté sur le récent sabotage commis à [FromFrom.Location.GetName] et démasqué son auteur. Il s'agit [FromFrom.Get_du_TitledName] ! Je vous laisse vous en charger comme il se doit.\n\nVotre humble maître-espion,\n[From.GetTitledName];Mein Lehnsherr, ich habe mir die unglückliche Angelegenheit der Bausabotage in [FromFrom.Location.GetName] angesehen und herausgefunden, wer dahinter steckt: kein anderer als [FromFrom.GetTitledName]! Ich überlasse es Euch, [FromFrom.GetHerHim] auf angemessene Weise zu behandeln.\n\nEuer ergebener Hofspitzel,\n[From.GetTitledName];;Mi señor, he investigado el reciente sabotaje en [FromFrom.Location.GetName] y ya sé quién anda detrás de todo. ¡Nada menos que [From.GetTitledName]! Dejo que decida la mejor manera de encargarnos de [FromFrom.GetHerHim].\n\nSu humilde jefe de espías,\n[From.GetTitledName];;;;;;;;;x
evt_steward_406_option_a;That evil, backstabbing bastard!;Quelle ordure !;Diese üble, hinterfotzige Bastard!;;¡Maldita rata traicionera!;;;;;;;;;x
evt_steward_406_option_b;I will let it slip. This time...;Je vais laisser tomber. Cette fois...;Ich werde es ignorieren. Dieses Mal ...;;Lo dejaré correr. Por esta vez...;;;;;;;;;x


# The Steward has settled the tribe
evt_steward_501_title;Tribe Settled;Tribu implantée;Stamm angesiedelt;;Tribu Establecido;;;;;;;;;x
evt_steward_501_desc_a;My efforts to settle our tribe in [Root.Location.GetName] have met with success! My liege will be pleased!;Mes tentatives d'implanter notre tribu en [Root.Location.GetName] ont réussi ! M[Root.Liege.GetOnA] [Root.Liege.GetLordLady] lige sera satisfait[Root.Liege.Get_E] !;Meine Bemühungen zur Ansiedelung unseres Stammes in [Root.Location.GetName] waren erfolgreich. Mein Lehnsherr wird erfreut sein!;;¡Mis esfuerzos para establecer nuestra tribu en [Root.Location.GetName] ha surtido efecto! ¡Mi señor feudal estará satisfecho!;;;;;;;;;x
evt_steward_501_option_a;[Root.Liege.Culture.GetName] ways are superior.;Les coutumes de la culture [Root.Liege.Culture.GetName] sont supérieures.;Die Lebensweise der [Root.Liege.Culture.GetName]en Kultur ist die bessere.;;Las maneras de [Root.Liege.Culture.GetName] son superiores;;;;;;;;;x

# The liege is informed
evt_steward_502_desc_a;My [Root.GetMyTreasurerName], [From.GetTitledFirstName], is pleased to report that [From.Location.GetName] has been settled with many good [Root.Culture.GetName] families. The locals, though initially resistant, have started to adopt our language and customs!;Mon [Root.GetMyTreasurerName], [From.Get_le_TitledFirstName], m'apprend que plusieurs bonnes familles [Root.Culture.GetName]s se sont installées à [From.Location.GetName]. Les autochtones, d'abord réticents, ont commencé à adopter notre langue et nos coutumes !;Mein [Root.GetMyTreasurerName] [From.GetTitledFirstName] lässt mich wissen, dass [From.Location.GetName] nun von vielen [Root.Culture.GetName]en Familien bewohnt wird. Die Einheimischen nehmen nun trotz ihres anfänglichen Widerstandes unsere Sprache und Gebräuche an!;;Mi [Root.GetMyTreasurerName], [From.GetTitledFirstName], se complace en informar que muchas buenas familias [Root.Culture.GetName] se han establecido en [From.Location.GetName]. ¡La gente del lugar, aunque al principio se mostró reticente, ya ha empezado a adoptar nuestra lengua y costumbres!;;;;;;;;;x
evt_steward_502_option_a;[From.GetFirstName] is always reliable.;On peut toujours compter sur [From.GetFirstName].;Auf [From.GetFirstName] ist immer Verlass.;;[From.GetFirstName]siempre es confiable.;;;;;;;;;x


# The Steward is attacked and wounded
evt_steward_601_title;[Root.GetMyTreasurerName] Wounded;[Root.GetMyTreasurerName] blessé;[Root.GetMyTreasurerName] verwundet;;[Root.GetMyTreasurerName] herido;;;;;;;;;x
evt_steward_601_desc_a;The locals in [Root.Location.GetName], angered by the increasing numbers of [Root.Liege.Culture.GetName] settlers, stormed my house and almost killed me! I took a wound in the shoulder fighting for my life!;Les indigènes en [Root.Location.GetName] ne tolèrent pas le nombre croissant de colons [Root.Liege.GetCultureMascPl]. Ils ont attaqué ma maison et ont failli me tuer ! J'ai été blessé à l'épaule en défendant ma vie !;Die Einheimischen in [Root.Location.GetName] stürmten mein Haus, weil sie durch die Zunahme der [Root.Liege.Culture.GetName]en Siedler aufgebracht waren, und hätten mich beinahe umgebracht! Beim Kampf um mein Leben wurde ich an der Schulter verwundet!;;¡La gente local de [Root.Location.GetName], enfurecida por el creciente número de asentamientos  [Root.Liege.Culture.GetName], han asaltado mi casa y casi me matan! ¡Me hirieron el hombro mientras luchaba por mi vida!;;;;;;;;;x
evt_steward_601_option_a;I can't say I blame them...;Difficile de les blâmer...;Irgendwie kann ich sie verstehen ...;;No puedo decir que ellos tienen la culpa.;;;;;;;;;x

# The liege is informed
evt_steward_602_desc_a;My [Root.GetMyTreasurerName], [From.GetTitledFirstName], has been stabbed and wounded by the locals in [From.Location.GetName], who are fiercely resisting our settlers.;Mon [Root.GetMyTreasurerName], [From.Get_le_TitledFirstName], a été poignardé par les indigènes en [From.Location.GetName], qui s'opposent farouchement à nos colons !;Mein [Root.GetMyTreasurerName] [From.GetTitledFirstName] wurde mit einem Messer angegriffen und von den Einheimischen in [From.Location.GetName] verwundet. Der Widerstand gegen unsere Siedler ist beträchtlich.;;Mi [Root.GetMyTreasurerName], [From.GetTitledFirstName], ha sido apuñalado y herido por la gente de [From.Location.GetName], quienes están oponiendo una resistencia feroz ante nuestros colonos.;;;;;;;;;x
evt_steward_602_option_a;Such is to be expected...;Il fallait s'y attendre...;Das war zu erwarten ...;;Ya como es de esperar;;;;;;;;;x


# The Steward has managed to raise an eager force of warriors
evt_steward_701_title;Warriors Raised;Des guerriers prêts à combattre;Krieger ausgehoben;;Guerreros Criados;;;;;;;;;x
evt_steward_701_desc_a;My efforts at building the legend of [Root.Liege.GetTitledFirstName] have met with great success. Bands of warriors has converged at [Root.Location.Capital.GetName] lusting for plunder and glory!;Les tentatives de créer une légende autour [Root.Liege.Get_du_TitledFirstName] sont couronnées de succès. Des groupes de guerriers convergent vers [Root.Location.Capital.GetName], attirés par le butin et la gloire !;Meine Bemühungen, [Root.Liege.GetTitledFirstName] zur Legende zu machen, waren erfolgreich. In [Root.Location.Capital.GetName] haben sich Gruppen von Kriegern eingefunden. Sie dürsten nach Beute und Ruhm.;;Mi campaña para cimentar la leyenda de [Root.Liege.GetTitledFirstName] ha resultado ser enormemente exitosa. ¡Bandas de guerreros se han reunido en [Root.Location.Capital.GetName] codiciando el botín y la gloria!;;;;;;;;;x
evt_steward_701_option_a;My [Root.Liege.PrimaryTitle.GetRulerTitle] will be pleased!;M[Root.Liege.GetOnA] [Root.Liege.PrimaryTitle.GetRulerTitle] appréciera !;Mein [Root.Liege.PrimaryTitle.GetRulerTitle] wird erfreut sein!;; Mi [Root.Liege.PrimaryTitle.GetRulerTitle]quedará contento!;;;;;;;;;x

# The liege is informed
evt_steward_702_desc_a;My [Root.GetMyTreasurerName], [From.GetTitledFirstName], tells me that [From.GetPossPronoun] efforts at praising my name and deeds have met with great success! A small army of warriors have converged at [Root.Capital.Capital.GetName] ready to serve me. I just need to make sure they have someone to fight - within a year - lest they become... troublesome.;Notre [Root.GetMyTreasurerName], [From.Get_le_TitledFirstName], m'informe que ses efforts pour me rendre gloire rencontrent un franc succès ! Une petite armée de guerriers s'est rendu à [Root.Capital.Capital.GetName], prête à me servir. Il faudra juste leur trouver quelque chose à combattre d'ici un an, ou bien ils pourraient causer des problèmes...;Mein [Root.GetMyTreasurerName] [From.GetTitledFirstName] berichtet, dass [From.GetPossPronoun]e Bemühungen, den Ruhm meines Namens und meiner Taten zu ehren, äußerst erfolgreich waren! Eine kleine Armee hat sich in [Root.Capital.Capital.GetName] versammelt und möchte in meine Dienste treten. Nun muss ich ihnen nur noch innerhalb eines Jahres einen Feind präsentieren, sonst sorgen sie für Ärger ...;;¡Mi [Root.GetMyTreasurerName], [From.GetTitledFirstName], dice que [From.GetPossPronoun] esfuerzos para elogiar mi nombre y mis hazañas han surtido efecto! Un pequeño ejército de guerreros se han congregado en [Root.Capital.Capital.GetName] listos para servirme. Solamente tengo que asegurarme de que tengan a alguien contra quien luchar – en el plazo de un año- no sea que se conviertan en... conflictivos.;;;;;;;;;x
evt_steward_702_option_a;Splendid!;Splendide !;Bestens!;;Espléndido;;;;;;;;;x

# The men are displeased and disband
