#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

EVTDESC1015;The court is filled with young, beautiful men and the attention they give me is making it hard for me to refuse them. Who wouldn't want one of them in their bed?;La Cour abonde en beaux jeunes hommes et toute l'attention qu'ils m'accordent me permet difficilement de les rejeter. Qui ne voudrait pas l'un d'eux dans son lit ?;Bei all den hübschen Jünglingen, dich sich hier am Hofe tummeln und mir ihre Aufmerksamkeit schenken, ist es schier unmöglich, sich dauerhaft ihren Reizen zu verschließen. Es ist doch ganz selbstverständlich, dass man sich einen von ihnen zu sich in die Kammer wünscht, oder nicht?;;La corte está llena de hombres jóvenes y hermosos y cada vez me resulta más difícil rechazar la atención que me prestan. ¿A quién no le gustaría tener a uno de ellos en su cama?;;;;;;;;;x
EVTDESC1016;Lately I have become afraid that someone might want to hurt me. I am thinking about hiring a, no, two food-tasters and... maybe a bodyguard would be a good idea?;Ces derniers temps, j'ai peur que quelqu'un veuille me faire du mal. Je pense que je vais engager un, non plutôt deux goûteurs, et peut-être même un garde du corps...;Seit Kurzem mache ich mir Sorgen über meine persönliche Sicherheit. Ich denke darüber nach, einen – nein, besser noch zwei – Vorkoster einzustellen... und vielleicht wäre auch ein Leibwächter eine gute Idee?;;Últimamente tengo miedo de que alguien quiera hacerme daño. Estoy pensando en contratar a un catador, o mejor a dos... y quizás no sería tan mala idea tener un guardaespaldas.;;;;;;;;;x
EVTDESC1017;After I had made another courtier cry, the third one in a short week, I felt a bit embarrassed. Is this really who I am, a cruel [Root.GetManWoman] who likes to hurt people?;Après avoir fait pleurer un autre courtisan, le troisième en l'espace d'une petite semaine, la honte s'est emparée de moi. Suis-je vraiment une personne cruelle qui aime faire souffrir les autres ?;Nachdem nun schon der dritte Höfling innerhalb nur einer Woche in meiner Gegenwart in Tränen ausbrach, frage ich mich allmählich, ob es an mir liegen könnte. Bin ich dies tatsächlich - ein grausamer Mensch, der sich am Leid seiner Mitmenschen weidet?;;Tras conseguir que otro cortesano llorase, el tercero en una corta semana, sentí un poco de vergüenza. ¿Realmente soy así? ¿Un/a [Root.GetManWoman] cruel que se regocija haciendo daño a la gente?;;;;;;;;;x
EVTDESC1018;Men have never interested me, and my awkward attempts to find out if another woman feels like I do has always ended with insulted or apprehensive looks. But today, a woman tried to seduce me!;Je ne me suis jamais intéressée aux hommes, et mes tentatives gênantes de découvrir si une autre femme éprouvait la même chose que moi ne m'ont jamais mené qu'à des regards de personnes offensées ou inquiètes. Cependant aujourd'hui, une femme a essayé de me séduire.;Männer haben mich noch nie interessiert und meine peinlichen Versuche, zu ergründen, ob auch andere Frauen so fühlen wie ich, endeten jedes Mal mit empörten oder ängstlichen Blicken. Doch heute hat tatsächlich eine Frau versucht, mich zu verführen!;;Nunca me han interesado los hombres, y mis torpes intentos por averiguar si existe otra mujer que sienta lo mismo que yo siempre han acabado en insultos o miradas de aprensión. ¡Pero hoy una mujer ha intentado seducirme!;;;;;;;;;x
EVTDESC1019;I realized when I was rather young that I would never find a woman attractive. The comfort and love I saw couples share felt out of my reach, until I met a man who felt as I did...;Très jeune, je me suis aperçu que je ne trouvais pas les femmes attirantes. J'avais l'impression que le réconfort et l'amour que je voyais certains couples partager étaient hors de ma portée jusqu'à ce que je trouve un homme qui partage mon sentiment...;Schon vor langer Zeit wurde mir bewusst, dass ich Frauen niemals attraktiv finden würde. Die Zuneigung und Geborgenheit, die andere Paare ausstrahlten, schien mir lange Zeit unerreichbar, bis ich einem Mann begegnete, der genauso fühlte wie ich...;;Me di cuenta siendo bastante joven que nunca me atraería ninguna mujer. La comodidad y el amor que veía compartir a las parejas me parecía fuera de mi alcance, hasta que encontré a un hombre que pensaba como yo...;;;;;;;;;x
EVTDESC1028;It seems the young women no longer have the power to seduce me.;Les jeunes femmes ne semblent plus avoir le moindre pouvoir de séduction sur moi.;Mir scheint, die jungen Frauen haben nicht länger die Macht, mich zu verführen.;;Parece que las jóvenes ya no tienen el poder de seducirme.;;;;;;;;;x
EVTDESC1029;Something I thought I had suppressed and finally subdued has risen inside me. Unchaste thoughts have begun to appear in my mind;Une pulsion que je pensais refoulée puis domptée a rejailli en moi. Je vais avoir du mal à rester chaste.;Gefühle, die ich für längst überwunden hielt, regen sich erneut in meiner Brust. Ich habe unkeusche Gedanken.;;Algo que yo pensaba que había suprimido y finalmente sometió ha resurgid dentro de mí. Pensamientos indecente han comenzado a aparecer en mi mente;;;;;;;;;x
EVTDESC1030;A diet of bread and water does not satisfy me any more. I need something else, something delicious and filling.;Je ne peux plus me contenter de pain et d'eau. Il me faut des mets à la fois savoureux et nourrissants.;Ein Leben bei Brot und Wasser befriedigt mich einfach nicht mehr. Ich brauche etwas anders, etwas, was den Gaumen erquickt und den Magen füllt.;;Ya no me satisface vivir a base de pan y agua. Necesito otra cosa, algo delicioso y saciante.;;;;;;;;;x
EVTDESC1031;I no longer find joy in stuffing myself with fine wines, red meat and rich sauces. I think I need a diet.;Les bons vins, la viande rouge et les sauces riches ne me procurent plus aucun plaisir. J'ai besoin de faire un régime.;Ich finde keinen Genuss mehr darin, mich mit guten Weinen, rotem Fleisch und sämigen Soßen vollzustopfen. Ich glaube, ich sollte auf Diät gehen.;;Ya no hallo alegría llenándome de buenos vinos, carne roja y ricas salsas. Creo que necesito una dieta.;;;;;;;;;x
EVTDESC1032;Today in the market, I watched as a poor beggar took his bowl full of coins and went straight into the tavern to buy drink. Perhaps mankind is unlovable after all.;Aujourd'hui, au marché, j'ai vu un pauvre mendiant prendre son bol plein de pièces de monnaie et aller directement dans la taverne pour acheter de la boisson. Peut-être que l'humanité n'est pas aimable après tout.;Heute auf dem Markt sah ich, wie ein armer Bettler seine Schale voller Münzen nahm und direkt in die Taverne ging, um etwas zu trinken zu kaufen. Vielleicht ist die Menschheit doch nicht so liebenswert.;;Hoy vi en el mercado a un mendigo tomar su cuenco lleno de monedas e ir directo a la taberna a comprar bebida. Quizás la humanidad no sea digna de ser amada, después de todo.;;;;;x
EVTDESC1033;Money didn't make me happy, nor did respect.;L'argent ne m'a pas rendu[Root.Get_E] heureu[Root.GetXSe], ni même respecté[Root.Get_E].;Geld brachte mir weder Glück noch Respekt ein.;;El dinero no me ha hecho feliz, ni tampoco el respeto.;;;;;;;;;x
EVTDESC1034;Work has become boring and the hours of the day drag on.;Le travail m'ennuie et les journées me paraissent interminables.;Meine Arbeit langweilt mich, und die Tage schleppen sich nur noch so dahin.;;El trabajo se ha vuelto aburrido y el día transcurre lentamente.;;;;;;;;;x
EVTDESC1035;I feel spirited and restless. Maybe some work might calm me down?;Je déborde d'énergie. Cela me calmerait peut-être de travailler un peu ?;Ich fühle mich rastlos. Vielleicht könnte mich etwas Arbeit beruhigen?;;Me siento enérgico e inquieto. Quizá trabajar me calme.;;;;;;;;;x
EVTDESC1036;I am sick of always being kind to everyone!;J'en ai assez d'être genti[Root.GetLLle] avec tout le monde !;Ich habe es satt, immer gütig zu allen zu sein!;;¡Estoy harto de ser siempre amable con todos!;;;;;;;;;x
EVTDESC1037;I should be happy with what I've got, not everyone is as privileged as I am.;Je devrais me satisfaire de ce que j'ai. Tout le monde n'est pas aussi privilégié que moi.;Ich sollte mit dem zufrieden sein, was ich habe, nicht jeder ist so privilegiert wie ich.;;Debería estar contento con lo que tengo, no todos son tan afortunados.;;;;;;;;;x
EVTDESC1038;I have started to feel that 'turn the other cheek' is just stupid.;Je commence à penser qu'il est stupide de 'tendre l'autre joue'.;Ich bekomme mehr und mehr das Gefühl, dass "die andere Wange hinhalten" ziemlich dämlich ist.;;He empezado a creer que 'poner la otra mejilla' es estúpido.;;;;;;;;;x
EVTDESC1039;The constant surges of adrenaline and increased heart rate makes me weary. It's not as fun being angry as it used to be.;Mes constantes poussées d'adrénaline et les emballements de mon rythme cardiaque me fatiguent. La colère ne m'amuse plus autant qu'avant.;Die andauernden Blutwallungen und mein erhöhter Puls schwächen mich. Es macht nicht mehr so viel Spaß, wütend zu sein.;;Los constantes aumentos de adrenalina y del ritmo del corazón me aburren. Estar enfadado ya no es tan divertido como antes.;;;;;;;;;x
EVTDESC1040;I am pretty great, after all.;Je suis extraordinaire.;Eigentlich bin ja doch ziemlich klasse.;;Soy bastante grande, después de todo.;;;;;;;;;x
EVTDESC1041;'Tis hard to feel proud when one has nothing to be proud of.;Comment être fier de soi quand on n'a aucune raison de l'être ?;Es ist schwer, stolz zu sein, wenn man auf nichts stolz sein kann.;;Es difícil sentir orgullo cuando no se tiene ningún motivo para ello.;;;;;;;;;x
EVTDESC1042;I have grown tired of the young men who try to seduce me.;J'en ai assez de ces jeunes hommes qui essaient de me séduire.;Ich bin der jungen Männer überdrüssig, die versuchen, mich zu verführen.;;Me he hartado de los jóvenes que intentan seducirme.;;;;;;;;;x
EVTDESC1043;Sometimes, it's easier to lie than to hurt people with a truth.;Il est parfois plus facile de mentir que de blesser quelqu'un en lui disant la vérité.;Manchmal ist es besser, zu lügen, als die Menschen mit der Wahrheit zu verletzen.;;A veces es más fácil mentir que hacer daño a la gente con la verdad.;;;;;;;;;x
EVTDESC1044;Lies do hurt people. The truth... I think I can handle the truth.;Les mensonges font souffrir. La vérité... Je pense être capable de l'affronter.;Lügen schaden den Menschen. Die Wahrheit ... Ich denke, ich kann der Wahrheit ins Auge sehen.;;Las mentiras hacen daño a la gente. La verdad... creo que puedo asumirla.;;;;;;;;;x
EVTDESC1045;I did not understand fear before, but once you have felt your leg shake and teeth chatter with fear, then it is hard to remain brave.;Avant, j'ignorais ce qu'était la peur, mais une fois qu'on a senti ses jambes trembler et ses dents claquer, comment rester brave ?;Einst kannte ich keine Furcht, aber wenn einem die Beine zu Milchbrei werden und die Zähne ein garstiges Stakkato klappern, dann ist es schwer, Tapferkeit zu bewahren.;;Antes no entendía el miedo, pero cuando has sentido temblar tus piernas y castañetear tus dientes, es difícil seguir siendo valiente.;;;;;;;;;x
EVTDESC1046;Fear has loosened its grip on me, and I stand tall against the things I used to fear.;La peur a relâché son emprise et je résiste désormais à ce qui autrefois me paralysait.;Die Furcht hat keine Macht mehr über mich, und ich blicke den Dingen, die ich einst fürchtete, nun standfest ins Auge.;;El miedo ha perdido su presa sobre mí, y me mantengo firme frente a lo que antes temía.;;;;;;;;;x
EVTDESC1047;I crave solitude, I no longer seek the company of others.;J'aspire à la solitude, je ne recherche plus la compagnie des autres.;Es dürstet mir nach Einsamkeit, ich wünsche mir nicht länger die Gesellschaft anderer.;;Deseo la soledad, ya no busco la compañía de otros.;;;;;;;;;x
EVTDESC1048;My confidence has grown and I don't feel so awkward anymore.;J'ai pris confiance en moi et ma gêne est moins présente.;Mein Selbstbewusstsein ist gewachsen, und ich fühle mich nicht mehr so unbeholfen.;;Tengo más confianza y ya no me siento tan torpe.;;;;;;;;;x
EVTDESC1049;There must be more to life than this!;Il y a forcément autre chose dans la vie !;Das Leben muss doch mehr zu bieten haben als nur dies!;;¡En la vida debe haber algo más que esto!;;;;;;;;;x
EVTDESC1050;I have trumped everyone and am the best [From.GetTitle] ever!;J'ai devancé tout le monde. Je suis [From.GetLeLa] meilleur[From.Get_E] [From.GetTitle] de tous les temps !;Ich habe sie alle besiegt und bin nun der beste [From.GetTitle] aller Zeiten!;;¡He superado a todos y soy el mejor [From.GetTitle] de todos los tiempos!;;;;;;;;;x
EVTDESC1051;Justice is a harsh mistress and I can't love her anymore.;La justice est une maîtresse impossible à satisfaire, je ne l'aime plus.;Die Gerechtigkeit ist eine herbe Geliebte, und ich kann sie einfach nicht mehr lieben.;;La justicia es una amante rigurosa y ya no puedo amarla.;;;;;;;;;x
EVTDESC1052;Someone told me I'm arbitrary and I wish to change that.;Quelqu'un m'a dit que j'étais arbitraire et je tiens à changer cela.;Jemand hat mir gesagt, ich sei willkürlich, und ich möchte das ändern.;;Alguien me dijo que soy arbitrario y quiero cambiar eso.;;;;;;;;;x
EVTDESC1053;My favorite subject does not interest me anymore and I can't speak about it with the same zeal as before.;Mon sujet favori ne m'intéresse plus. Je ne parviens plus à en parler avec le même zèle qu'autrefois.;Mein Lieblingsthema interessiert mich nicht mehr. Ich kann einfach nicht mehr mit demselben Eifer wie früher darüber reden.;;Mi tema favorito ya no me interesa y no hablo de él con el mismo fervor que antes.;;;;;;;;;x
EVTDESC1054;Perhaps the glass is fuller than I believed it to be.;La coupe est pleine, et peut-être encore plus que je ne le croyais...;Vielleicht ist das Glas voller, als ich dachte.;;Quizá el vaso está más lleno de lo que creía.;;;;;;;;;x
EVTDESC1057;The feeling of being watched and followed seem to have disappeared overnight!;L'impression que l'on me surveille et que l'on me suit semble avoir disparu dans la nuit !;Das Gefühl, beobachtet und verfolgt zu werden, ist über Nacht verschwunden!;;¡La sensación de ser seguido y observado parece haber desaparecido de la mañana a la noche!;;;;;;;;;x
EVTDESC1058;Several assassinations and 'loans' later, I don't know if I'm still able to trust anyone.;Plusieurs assassinats et 'prêts' plus tard, j'ignore si je peux encore me fier à quelqu'un.;Nach mehreren Anschlagsversuchen und "Leihgaben" weiß ich nicht, ob ich noch jemandem vertrauen kann.;;Tras varios asesinatos y 'préstamos', no sé si puedo confiar en alguien.;;;;;;;;;x
EVTDESC1060;The glance was intentional lascivious and the [Root.GetManWomanOpp] did not hide [Root.GetHerHisOpp] appreciation, nor hide [Root.GetHerHisOpp] lustful thoughts and invited me to join [Root.GetHerHimOpp]...;Son regard était ouvertement lascif et [Root.GetIlElleOpp] n'a pas caché son attirance, ni ses pensées lubriques, avant de m'inviter à m'approcher...;Der Blick war absichtlich lasziv und der [Root.GetManWomanOpp] versteckte weder [Root.GetHerHisOpp]e Anerkennung noch [Root.GetHerHisOpp]e lüsternen Gedanken und lud mich ein, mich [Root.GetihmihrOpp] anzuschließen...;;Su mirada fue con una lascivia intencional y no ocultó su aprecio, ni sus pensamientos lujuriosos y me invitó a unírme a [Root.GetHerHimOpp]...;;;;;;;;;x
EVTDESC1070;As I listened to the Hafiz correctly continue the recitation of a passage taken randomly from the Qur'an, I marveled at the piety of the man. To submit the whole Qur'an to memory, all 114 Surahs, is a feat only the most zealous Muslim could perform.;Tout en écoutant le Hafiz réciter sans fautes un verset du Coran, choisi au hasard, je m'émerveillais de sa piété : Seuls les musulmans les plus zélés sont capables de mémoriser les cent quatorze sourates du Coran.;Als ich dem Hafiz zuhörte, wie er eine zufällige Passage aus dem Qur'an aufsagte, war ich von seiner Pietät beeindruckt. Sich den gesamten Qur'an, alle 114 Suren, einzuprägen ist eine Leistung, die nur die frömmsten Muslime vollbringen können.;;Mientras escuchaba como el Hafiz continuaba recitando correctamente un pasaje al azar del Corán, me maravillé de la piedad de aquel hombre. Conocer el Corán de memoria, sus 114 Suras, es una labor que sólo el musulmás más fiel puede realizar.;;;;;;;;;x
EVTDESC1071;I feel nervous as I stand before the imam, waiting for him to choose and start reciting a random passage from the Qur'an which I must then continue reciting correctly. He has chosen:\n\nWhen the Qur'an is read...;Me tenir en face de l'Imam me rend nerveux. J'attends qu'il choisisse et débute la récitation d'un verset du Coran choisi au hasard. Je devrais en poursuivre la récitation sans fautes. Il a choisi : \n\n« Et quand on récite le Coran...;Ich stehe nervös vor dem Imam und warte darauf, dass er eine zufällige Passage aus dem Qur'an auswählt und beginnt, sie aufzusagen, woraufhin ich sie dann korrekt beenden muss. Er hat sich für eine entschieden:\n\n Und wenn der Qur'an vorgetragen wird...;;Me muero de los nervios mientras me encuentro ante el Imám, esperando a que escoja y comience a recitar un pasaje aleatorio del Corán que yo debo continuar recitando correctamente. Ya ha hecho su elecion: \nCuando el Corán está siendo leido...;;;;;;;;;x

EVTOPTA1000;I can't resist her.;Je ne peux pas lui résister.;Widerstand ist zwecklos;;No puedo resistirme a ella;;;;;;;;;x
EVTOPTA1001;I try to eat modestly but the food is too good!;J'essaye de manger avec modération, mais la nourriture est si bonne !;Ich würde ja versuchen Maß zu halten, aber das Essen ist einfach zu gut!;;¡Intento comer moderadamente pero la comida es demasiado buena!;;;;;;;;;x
EVTOPTA1003;I accept the gift reluctantly;J'accepte ce présent à contrecoeur;Ich nehme das Geschenk widerstrebend entgegen;;Acepto el regalo con desgana;;;;;;;;;x
EVTOPTA1004;Let someone else do this!;Que quelqu'un d'autre le fasse !;Jemand anders soll sich damit plagen!;;¡Que se encargue otra persona!;;;;;;;;;x
EVTOPTA1005;Why was [Root.GetSheHe] blessed and not I?;Pourquoi Dieu lui a-t-il accordé tant de choses si peu à moi ?;Warum wurde [Root.GetSheHe] so begünstigt und nicht ich?;;¿Por qué le fueron concedidos estos dones a [Root.GetSheHe] y no a mí?;;;;;;;;;x
EVTOPTA1006;If they are better than I am, then I have to accept that;S'ils sont meilleurs que moi, alors je dois l'accepter.;Wenn sie mich übertreffen, dann werde ich damit leben müssen;;Si son mejores que yo, tendré que aceptarlo;;;;;;;;;x
EVTOPTA1007;An eye for an eye!;Oeil pour oeil !;Auge um Auge, Zahn um Zahn!;;¡Ojo por ojo!;;;;;;;;;x
EVTOPTA1008;I have nothing to be ashamed of!;je n'ai aucune honte à avoir de quoi que ce soit !;Es gibt nichts, wofür ich mich schämen müsste!;;¡No tengo nada de qué avergonzarme!;;;;;;;;;x
EVTOPTA1009;Lie and don't hurt anyone;Mentez et ne blessez personne.;Eine Lüge wird niemandem wehtun;;Miente y no hieras a nadie;;;;;;;;;x
EVTOPTA1010;Run awaaaayyy!;Fuiiir !;die Beine in die Hand zu neeeehmen!;;¡Salir corrieeeendooo!;;;;;;;;;x
EVTOPTA1011;I don't want to meet any new people;Je ne veux plus rencontrer de gens nouveaux.;Ich möchte keine unbekannten Personen kennenlernen;;No quiero conocer más gente nueva;;;;;;;;;x
EVTOPTA1012;I will never be satisfied!;Je ne serai jamais satisfait[Root.Get_E] !;Ich werde niemals zufrieden sein!;;¡Jamás estaré satisfecho!;;;;;;;;;x
EVTOPTA1013;Let my rule begin!;Que mon règne commence !;Möge meine Herrschaft beginnen!;;¡Que comience mi reinado!;;;;;;;;;x
EVTOPTA1014;God has a plan for everything and everyone;Dieu nous destine tous à quelque chose.;Die Wege des Herrn sind unergründlich, dies alles ist Teil seines Plans;;Dios tiene un plan para todo y para todos;;;;;;;;;x
EVTOPTA1015;Give in, have some fun!;Laissez-vous aller, amusez-vous un peu !;Was ist schon dabei? Das Leben ist kurz!;;¡Ríndete y diviértete!;;;;;;;;;x
EVTOPTA1016;Food-tasters, bodyguards, anything that can save me!;Goûteurs, gardes du corps, peu importe tant que cela peut me sauver !;Vorkoster, Leibwächter – ich bin zu jung zum Sterben ...!;;¡Catadores, guardaespaldas, lo que haga falta para salvarme!;;;;;;;;;x
EVTOPTA1017;Who am I kidding? I love this!;En toute honnêteté ? J'adore ça !;Wem soll ich etwas vormachen? Ich liebe es!;;¿A quién quiero engañar? ¡Si me encanta hacerlo!;;;;;;;;;x
EVTOPTA1018;...and she's irresistible!;...et elle est irrésistible !;...und ich finde sie unwiderstehlich!;;...¡y es irresistible!;;;;;;;;;x
EVTOPTA1019;...and he's irresistible!;...et il est irrésistible !;...und ich finde ihn unwiderstehlich!;;...¡y es irresistible!;;;;;;;;;x
EVTOPTA1028;I just don't feel lustful anymore;Je ne me sens plus lascif.;Ich habe einfach keine Lust mehr;;Ya no me siento lascivo;;;;;;;;;x
EVTOPTA1030;I have broken my fast with wine and quail;J'ai rompu mon jeûne avec du vin et de la caille.;Ich habe mein Fasten mit Wein und Wachteln gebrochen;;He interrumpido mi ayuno con vino y codorniz;;;;;;;;;x
EVTOPTA1031;Bread and water for me!;Au pain et à l'eau !;Brot und Wasser für mich!;;¡Para mí pan y agua!;;;;;;;;;x
EVTOPTA1032;No more charity!;Finie la charité !;Schluss mit der Wohltätigkeit!;;¡Basta de caridad!;;;;;;;;;x
EVTOPTA1033;I think I need something else in my life;Je pense que j'ai besoin d'autre chose dans ma vie.;Ich glaube, ich brauche etwas anderes in meinem Leben;;Creo que necesito otra cosa en mi vida;;;;;;;;;x
EVTOPTA1034;Diligence may be a virtue, but it's exhausting!;L'assiduité est peut-être une vertu, mais c'est épuisant !;Fleiß mag ja eine Tugend sein, aber es ist anstrengend!;;¡La diligencia será una virtud, pero cansa!;;;;;;;;;x
EVTOPTA1035;No longer lazy;Finie la paresse !;Nicht länger faul;;No más pereza;;;;;;;;;x
