HF_100_DESC;A wandering warrior has requested an audience. It appears as if the entire court is abuzz with stories of [invited_character.GetHerHis] exploits, this [invited_character.GetFirstNameWithNick] is seemingly of great renown. [invited_character.GetSheHeCap] wishes to swear fealty to me, having heard of my relation to the legendary [target_bloodline_founder.GetFullName]! I truly am blessed by my blood.;Un[invited_character.Get_E] guerri[invited_character.GetErEre] itinérant[invited_character.Get_E] a demandé une audience. Il semble que toute la cour soit en effervescence avec les histoires de ses exploits, c[invited_character.GetEEtte] [invited_character.GetFirstNameWithNick] ayant apparemment une grande renommée. [invited_character.GetIlElleCap] veut me jurer fidélité, ayant entendu parler de ma parenté avec [target_bloodline_founder.GetLeLa] légendaire [target_bloodline_founder.GetFullName] ! Je suis vraiment béni[Root.Get_E] par mon sang.;Ein reisender Krieger hat um Audienz gebeten. Es scheint, dass der gesamte Hof von [invited_character.GetHerHis]en Geschichten begeistert ist. Diese[invited_character.GetrMale] [invited_character.GetFirstNameWithNick] genießt anscheinend großes Ansehen. [invited_character.GetSheHeCap] möchte mir die Treue schwören, nachdem [invited_character.GetSheHe] von meiner Verbindung zum legendären [target_bloodline_founder.GetFullName] gehört hat! Ich bin wahrlich durch mein Blut gesegnet.;;Un guerrero errante ha solicitado audiencia. La corte parece agitada con las historias de sus hazañas, pues se ve que [invited_character.GetFirstNameWithNick] tiene gran renombre. Tras haberse enterado de mi relación con el legendario [target_bloodline_founder.GetFullName], desea jurarme lealtad. ¡Mi linaje es una bendición!;;;;;;;;;x
HF_110_DESC;The blood of [target_bloodline_founder.GetFullName] flows through my veins. Since the days [target_bloodline_founder.GetSheHe] walked the earth we have abandoned our old [target_bloodline_founder.Religion.GetName] faith, though I do see merit in the ways that helped shape such a legend...;Le sang de [target_bloodline_founder.GetFullName] coule dans mes veines. Nous avons abandonné notre ancienne foi [target_bloodline_founder.Religion.GetName] entre temps, mais je saisis la valeur des croyances qui ont contribué à façonner une telle légende...;Das Blut von [target_bloodline_founder.GetFullName] fließt durch meine Adern. Seitdem [target_bloodline_founder.GetSheHe] auf der Erde wandert, haben wir unseren alten [target_bloodline_founder.Religion.GetName]en Glauben aufgegeben, obwohl ich einen Nutzen in den Wegen sehe, die dazu beigetragen haben, eine solche Legende zu schaffen... ;;La sangre de [target_bloodline_founder.GetFullName] corre por mis venas. Hemos abandonado nuestra antigua fe [target_bloodline_founder.Religion.GetName] desde que [target_bloodline_founder.GetFullName] recorrió la tierra, aunque veo mérito en cómo esta le ayudó a forjar su leyenda…;;;;;;;;;x
HF_120_DESC;There are many legends about the great [target_bloodline_founder.GetManWoman] whose blood I share. A particular story has been circulating at court lately. It focuses on an epic feat where [target_bloodline_founder.GetFirstName] proves [target_bloodline_founder.GetHerHis] strength of character. The more I hear, the more I wish to emulate [target_bloodline_founder.GetHerHim]...;Il y a beaucoup de légendes sur l'éminent[target_bloodline_founder.Get_E] [target_bloodline_founder.GetManWoman] dont je suis [Root.GetLeLa] descendant[Root.Get_E]. Un récit en particulier a circulé à la cour ces derniers temps sur un exploit épique lors duquel [target_bloodline_founder.GetFirstName] a démontré sa force de caractère. Plus j'en entends parler, plus je souhaite l'imiter...;Es gibt viele Legenden über [target_bloodline_founder.Getdendie] große[target_bloodline_founder.GetnMale] [target_bloodline_founder.GetManWoman] [target_bloodline_founder.Getdessenderen] Blut ich teile. Eine besondere Geschichte macht momentan an meinem Hof die Runde. Es beschreibt die epische Heldentat, in der [target_bloodline_founder.GetFirstName] die Stärke [target_bloodline_founder.GetHerHis]es Charakters bewies. Je mehr ich davon höre, desto mehr möchte ich [target_bloodline_founder.GetHerHim] nacheifern...;;Cuentan muchas leyendas sobre [target_bloodline_founder.GetElLa] gran [target_bloodline_founder.GetManWoman] cuya sangre comparto. Últimamente circula por la corte una historia en particular centrada en una hazaña gloriosa en la que [target_bloodline_founder.GetFirstName] mostró la fuerza de su carácter. Cuanto más la oigo, más deseo emular[target_bloodline_founder.GetRleRla]…;;;;;;;;;x

EVTOPTA_HF_110;We were once like them, we should not judge their ways.;Nous étions autrefois comme eux, nous ne devrions pas les juger.;Wir waren einst wie sie. Wir sollten sie nicht verurteilen.;;Antaño fuimos como ellos, no juzguemos sus costumbres.;;;;;;;;;x
EVTOPTA_HF_120;I shall strive to be more like [target_bloodline_founder.GetHerHim]!;Je vais m'efforcer de lui ressembler !;Ich strebe danach mehr wie [target_bloodline_founder.GetSheHe] zu sein!;;¡Me esforzaré para ser más como [target_bloodline_founder.GetElElla];;;;;;;;;x

EVTOPTB_HF_100;Who invited [invited_character.GetHerHim]? Begone!;Qui l'a invité[invited_character.Get_E] ? Partez !;Wer hat [invited_character.Getihnsie] eingeladen? Verschwindet!;;¿Quién le ha invitado? ¡Largo!;;;;;;;;;x
EVTOPTB_HF_110;No, the ways of old belong in the past.;Les croyances des anciens appartiennent au passé.;Die alten Wege gehören der Vergangenheit an.;;No, las costumbres del pasado pertenecen al pasado.;;;;;;;;;x
EVTOPTB_HF_120;No, I make my own fate.;Non, je vais suivre ma propre destinée.;Nein! Ich muss meine eigene Geschichte schreiben.;;No, yo creo mi propio destino.;;;;;;;;;x

EVTOPTC_HF_110;[target_bloodline_founder.Religion.GetHighGodName] speaks directly through my blood! I repent!;[target_bloodline_founder.Religion.GetHighGodName] parle directement à travers mon sang ! Je me repens !;[target_bloodline_founder.Religion.GetHighGodName] spricht direkt durch mein Blut!;;¡[target_bloodline_founder.Religion.GetHighGodName] me habla a través de mi linaje! ¡Me arrepiento!;;;;;;;;;x
EVTOPTC_HF_120;I know EXACTLY what they are referring to!;Je sais exactement ce à quoi ils font allusion !;Ich weiß GENAU, worauf sie sich beziehen.;;¡Sé PERFECTAMENTE de qué hablan!;;;;;;;;;x

EVTTITLEHF24000;Tyrant of Trinacria;Tyran de Trinacrie;Tyrann von Trinacria;;Tirano de Trinacria;;;;;;;;;x
EVTTITLEHF24011;Queen of Illyria;Reine d'Illyrie;Königin von Illyrien;;Reina de Iliria;;;;;;;;;x
EVTTITLEHF24012;Queen of Illyria;Reine d'Illyrie;Königin von Illyrien;;Reina de Iliria;;;;;;;;;x
EVTTITLEHF24026;The happy [Root.GetSonDaughter] of [Root.Capital.GetName];L'heureu[Root.GetXSe] [Root.GetSonDaughter] de [Root.Capital.GetName];[Root.GetDerDie] glückliche [Root.GetSonDaughter] von [Root.Capital.GetName];;[Root.GetElLa] [Root.GetSonDaughter] feliz de [Root.Capital.GetName];;;;;;;;x
EVTDESCHF24072;Ever since I started my legal reform, I have had an increasing series of people, petty noblemen and peasants alike, pestering me about the changes I am making to our laws. They claim that the reform is motivated by selfish motives, that I only wish to accumulate power and tyrannize over my subjects.;Depuis que j'ai entamé ma réforme légale, j'ai eu une série croissante de gens, petits nobles et paysans, qui me harcèlent sur les changements que je fais à nos lois. Ils prétendent que la réforme est motivée par des motifs égoïstes, que je souhaite seulement accumuler du pouvoir et tyranniser mes sujets.;Seit ich meine Gesetzesreform begonnen habe, belästigt mich eine wachsende Zahl niederen Edelmännern und Bauern, die sich über die Veränderungen, die ich an unseren Gesetzen mache, beschweren. Sie behaupten, dass die Reform von selbstsüchtigen Motiven geleitet ist und dass ich damit nur noch mehr Macht aufbauen will, um meine Untertanen tyrannisieren zu können.;;Desde que empecé la reforma legal, una cantidad cada vez mayor de gente, nobles y campesinos por igual, no dejan de molestarme sobre los cambios que hago a nuestras leyes. Afirman que la reforma está motivada por motivos egoístas, que solo deseo acumular poder y tiranizar a mis súbditos.;;;;;;;;x
EVTDESCHF24105;Only a few hours after [From.GetHerHis] unfortunate demise, [From.GetFirstName] has joined [From.GetHerHis] traitorous peers in the main hall, fashionably dressed and propped on the long, dusty table, the vacuous gaze of [From.GetHerHis] corpse staring at the empty plates before [From.GetHerHim].;Quelques heures seulement après sa mort malheureuse, [From.GetFirstName] a rejoint les autres traîtres dans la grande salle, bien vêtu[From.Get_E] et placé[From.Get_E] à la longue table poussiéreuse, son regard absent regardant fixement les assiettes vides devant lui.;Nur wenige Stunden nach [From.GetHerHis]em unglücklichen Ableben hat sich [From.GetFirstName] [From.GetHerHis]en verräterischen Gleichgesinnten in der Haupthalle angeschlossen. Modisch gekleidet und auf den langen, staubigen Tisch gestützt starrt [From.GetHerHis]e Leiche  nun auf die leeren Teller vor [From.GetHerHim].;;A las pocas horas de su desgraciado fallecimiento, [From.GetFirstName] se ha unido a sus compañeros traidores en el salón principal, con su cadáver vestido a la moda y acomodado en la gran mesa polvorienta, mirando con la mirada vacía los platos vacíos ante sí.;;;;;;;;x
EVTDESCHF24106;It appears that my jailer has a particularly terrible fate in store for me. [FromFrom.GetSheHeCap] will have my body embalmed after my death and prop it in [From.GetHerHis] own palace like a macabre puppet to scare off [FromFrom.GetHerHis] enemies.;Il semble que m[FromFrom.GetOnA] geôli[FromFrom.GetErEre] me réserve un sort particulièrement terrible. [FromFrom.GetIlElleCap] fera embaumer mon corps après ma mort et l'exhibera dans son palais comme une marionnette macabre pour effrayer ses ennemis.;Es scheint, dass mein Wärter ein besonders schreckliches Schicksal für mich bereithält. [FromFrom.GetSheHeCap] wird meinen Körper nach meinem Tod einbalsamieren lassen und ihn wie eine makabere Puppe in [From.GetHerHis]em eigenen Palast aufstellen, die [From.GetHerHis]e Feinde verschreckt.;;Parece que mi carcelero me reserva un destino especialmente horrible. Hará embalsamar mi cadáver cuando muera y lo situará en su palacio como un muñeco macabro que asuste a sus enemigos.;;;;;;;;x
EVTDESCHF24107;A few well-placed words, mixed with a bit of bribery and coercion are surely all that is needed to obfuscate the validity of some of the vile rumors that my enemies are spreading about me...;Quelques mots bien placés, mêlés à un peu de corruption et de coercition, sont sûrement tout ce qui est nécessaire pour remettre en cause la véracité de certaines des terribles rumeurs que mes ennemis répandent sur moi...;Ein paar gut platzierte Worte, vermischt mit Bestechungen und Erpressung sind alles, was nötig ist, um die Gültigkeit einiger der abscheulichen Gerüchte, die meine Feinde über mich verbreiten, zu verschleiern...;;Unas palabras bien dichas, mezcladas con un poco de soborno y coacción es todo lo que necesito para confundir la validez de algunos de los rumores viles que mis enemigos difunden sobre mí…;;;;;;;;x
EVTDESCHF24108;Keeping together this intricate web of lies holding my good reputation is proving to be an increasingly difficult task.;Maintenir cet enchevêtrement de mensonges qui me confère une bonne réputation s'avère une tâche de plus en plus difficile.;Es ist zunehmen schwieriger dieses komplizierte Netzt von Lügen aufrechtzuerhalten, das meinen guten Ruf bewahrt.;;Mantener unida esta intrincada red de mentiras que mantienen mi buena reputación está resultando ser una tarea cada vez más difícil.;;;;;;;;x
EVTDESCHF24109;Sometimes I wonder whether my courtiers really believe in the lies I tell them, if I really am as blameless to their eyes as I hope to be, or if instead I am surrounded by smiling enemies.;Parfois, je me demande si mes courtisans croient vraiment aux mensonges que je leur dis, si je suis vraiment aussi irréprochable à leurs yeux que je l'espère, ou si au contraire je suis entouré[Root.Get_E] d'ennemis hypocrites.;Manchmal frage ich mich, ob meine Höflinge wirklich an die Lügen glauben, die ich ihnen erzähle und dadurch wirklich so unschuldig aussehe, wie ich es mir hoffe oder ich nur von Feinden umgeben bin, die so tun als wäre alles gut.;;A veces me pregunto si mis cortesanos realmente creen las mentiras que les digo, si tan inocente soy a sus ojos como espero o si en cambio me rodean enemigos sonrientes.;;;;;;;;x
EVTDESCHF24110;Keeping all these lies together is quite the challenging task. All this exercise has sharpened my tongue beyond what I thought to be possible.;Maintenir cet enchevêtrement de mensonges est vraiment une tâche ardue. Cet exercice a affûté ma langue au-delà de ce que je pensais être possible.;All diese Lügen zusammenzuhalten ist eine schwierige Aufgabe. All diese Übung darin hat meine Zunge aber über das, was ich für möglich hielt, geschärft.;;Mantener todas estas mentiras juntas es todo un reto. Todo este ejercicio me ha afilado la lengua más allá de lo que creía posible.;;;;;;;;x
EVTDESCHF24111;People are so gullible! They are all but pawns under my control, for me to push and break as I see fit, incapable of seeing the wolf in sheep's clothing as [Root.GetSheHe] walks amongst them.;Les gens sont si crédules ! Ils ne sont que des pions sous mon contrôle, incapables de voir le loup qui se cache sous les vêtements de mouton alors même qu'il se trouve au milieu d'eux.;Die Menschen sind so leichtgläubig! Sie sind nichts weiter als Bauern unter meiner Kontrolle, die ich herumschiebe und fallen lasse, wie ich es für richtig halte, unfähig den Wolf im Schafspelz zu sehen, während er durch sie hindurchgeht.;;¡Qué crédula es la gente! No son más que peones bajo mi control, que puedo empujar y romper como mejor me parezca, incapaces de ver al lobo vestido de oveja que camina entre ellos.;;;;;;;;x
EVTDESCHF24112;I cannot do this anymore! No matter how many people I kill, nobody believes to my accusers. Is the world gone insane?;Je ne peux plus continuer ! Peu importe le nombre de personnes que je tue, personne ne croit mes accusateurs. Le monde est-il devenu fou ?;Ich kann das nicht länger! Egal wie viele Menschen ich auch töte, niemand glaubt meinen Anklägern. Ist die Welt verrückt!? ;;¡Ya no puedo seguir! No importa a cuánta gente mate, nadie cree a mis acusadores. ¿Se ha vuelto loco el mundo?;;;;;;;;x
EVTDESCHF24113;I have grown bored with [plot_target.GetFirstName]. I think the time has come for me to conclude our delightful game and move onto my next victim.;Je me suis ennuyé[Root.Get_E] avec [plot_target.GetFirstName]. Je pense que le temps est venu pour moi de conclure notre merveilleux jeu et de passer à la prochaine victime.;Ich bin von [plot_target.GetFirstName] gelangweilt. Ich denke, dass es an der Zeit für mich ist unser wunderbares Spiel zu beenden und mich meinem nächsten Opfer zuzuwenden.;;Ya me he aburrido de [plot_target.GetFirstName]. Creo que ha llegado el momento de concluir este juego encantador y pasar a la víctima siguiente.;;;;;;;;x
EVTDESCHF24114;A mysterious stranger has joined me after tonight's feast. Although [From.GetHerHis] voice sounds familiar, I cannot remember if we have met before in the haze of the dinner. We exchange pleasantries for a while, until a strange feeling makes me shiver, and I suddenly realize that we are alone.;Un[From.Get_E] mystérieu[From.GetXSe] étrang[From.GetErEre] m'a rejoint[Root.Get_E] après le festin de ce soir. Bien que sa voix me semble familière, je ne crois pas que nous nous sommes déjà rencontrés. Nous échangeons des plaisanteries pendant un moment, jusqu'à ce qu'un sentiment étrange me fasse frissonner et que je réalise soudain que nous sommes seuls.;Ein mysteriöser Fremder hat sich nach dem Fest heute Abend zu mir gesetzt. Obwohl mir [From.GetHerHis]e Stimme bekannt vorkommt, kann ich mich nicht daran erinnern, dass wir uns schon einmal getroffen haben. Wir tauschen eine Weile Höflichkeiten aus, bis mir plötzlich klar wird, dass wir alleine sind und mich ein seltsames Gefühl erzittern lässt.;;Un extraño misterioso se ha unido a mí tras el banquete de anoche. Aunque la voz me resulta familiar, con el aturdimiento de la cena no consigo recordar dónde nos conocimos. Nos intercambiamos amabilidades hasta que una sensación extraña me hace estremecer y de repente me doy cuenta que estamos solos.;;;;;;;;x
EVTDESCHF24115;The guest chuckles and welcomes me in a forceful embrace. Something stings me. When I push my assailant away, a stream of blood squirts from my side. The murderer tilts [assassin_plot_owner.GetHerHis] head, smiles, and slashes my throat open with a quick cut of [From.GetHerHis] knife.;L'invité[From.Get_E] rit et m'accueille dans une étreinte énergique. Quelque chose me pique. Quand je repousse mon assaillant[From.Get_E], un flot de sang jaillit de mon flanc. [From.GetLeLaCap] meurtri[From.GetErEre] incline la tête, sourit et m'ouvre la gorge par un rapide mouvement de couteau.;Der Gast kichert und begrüßt mich mit einer kraftvollen Umarmung. Etwas sticht mich. Als ich meinen Angreifer wegschubse, spritz Blut aus meiner Seite. Der Mörder neigt [assassin_plot_owner.GetHerHis]en Kopf, lächelt und schneidet meine Kehle mit einem schnellen Schnitt [assassin_plot_owner.GetHerHis]es Messers auf.;;[assassin_plot_owner.GetElLaCap] invitad[assassin_plot_owner.GetOA] ríe y me abraza a la fuerza. Algo me pincha. Cuando empujo al atacante, un río de sangre me corre por el costado. El asesino inclina la cabeza, sonríe y me abre la garganta con un tajo rápido de cuchillo.;;;;;;;;x
EVTDESCHF24116;I isolate [From.GetFirstName] after a dinner feast. I stalk behind my target as [From.GetSheHe] stumbles through the corridors of the palace in a drunken stupor, and catch [From.GetHerHim] in a cold embrace, plunging my blade through [From.GetHerHis] side. As [From.GetSheHe] turns to scream for help, I cut [From.GetHerHis] throat open.;J'isole [From.GetFirstName] après un dîner de fête. Je marche derrière [From.GetLuiElle] tandis qu'[From.GetIlElle] trébuche dans les couloirs du palais, ivre mort[From.Get_E]. Je l'attrape dans une étreinte froide et enfonce ma lame dans son flanc. [From.GetIlElleCap] se tourne pour demander de l'aide et je lui tranche la gorge.;Nach einem abendlichen Essen schaffe ich es [From.GetFirstName] zu isolieren. Ich schleiche mich hinter mein Ziel während [From.GetSheHe] betrunken durch die Korridore des Palastes schwankt und umarme [From.Getihnsie] von hinten und stoße meine Klinge durch [From.GetHerHis]e Seite. Als [From.GetSheHe] nach Hilfe rufen will, schneide ich [From.GetHerHis]e Kehle durch.;;Aíslo a [From.GetFirstName] tras una cena. Sigo a mi blanco mientras se tambalea por los pasillos del palacio en un sopor etílico y le atrapo en un frío abrazo, hundiéndole la daga en el costado. Cuando se gira para gritar, le corto la garganta.;;;;;;;;x
EVTDESCHF24118;The guest chuckles and welcomes me in a forceful embrace. Something stings me and I instinctively push [assassin_plot_owner.GetHerHim] away, seeing a stream of blood wetting my clothes already. Looking at my assailant's smile, I finally recognize [assassin_plot_owner.GetHerHim] as [assassin_plot_owner.GetTitledFirstName] and scream [assassin_plot_owner.GetHerHis] name.;L'invité[assassin_plot_owner.Get_E] rit et m'accueille dans une étreinte énergique. Quelque chose me pique et je [assassin_plot_owner.GetLeLa] repousse instinctivement, voyant déjà un filet de sang mouiller mes vêtements. Regardant le sourire de mon assaillant[assassin_plot_owner.Get_E], je reconnais finalement [assassin_plot_owner.Get_le_TitledFirstName] et crie son nom.;Der Gast kichert und begrüßt mich mit einer kraftvollen Umarmung. Etwas sticht mich und ich stoße [assassin_plot_owner.Getihnsie] instinktiv weg, als ich Blut aus meiner Seite strömen sehe. Als ich das Lächeln meines Angreifers sehe, erkenne ich  [assassin_plot_owner.Getihnsie] schließlich. Es ist [assassin_plot_owner.GetTitledFirstName] und ich schreie [assassin_plot_owner.GetHerHis]en Namen.;;[assassin_plot_owner.GetElLaCap] invitad[assassin_plot_owner.GetOA] ríe y me abraza a la fuerza. Algo me pincha y le empujo instintivamente, viendo como un río de sangre me mancha las ropas. Cuando veo la sonrisa del atacante, por fin reconozco a [assassin_plot_owner.GetTitledFirstName] y grito su nombre.;;;;;;;;x
EVTDESCHF24119;I isolate [From.GetFirstName] after a dinner feast. I stalk behind my target as [From.GetSheHe] stumbles through the corridors of the palace in a drunken stupor, and catch [From.GetHerHim] in a cold embrace, plunging my blade through [From.GetHerHis] side. Unfortunately, the [From.GetManWoman] recognizes me and screams my name before I can finish [From.GetHerHim].;J'isole [From.GetFirstName] après un dîner de fête. Je marche derrière [From.GetLuiElle] tandis qu'[From.GetIlElle] trébuche dans les couloirs du palais, ivre mort[From.Get_E]. Je l'attrape dans une étreinte froide et enfonce ma lame dans son flanc. Malheureusement, [From.GetIlElle] me reconnaît et crie mon nom avant que je puisse l'achever.;Nach einem abendlichen Essen schaffe ich es [From.GetFirstName] zu isolieren. Ich schleiche mich hinter mein Ziel während [From.GetSheHe] betrunken durch die Korridore des Palastes schwankt und umarme [From.Getihnsie] von hinten und stoße meine Klinge durch [From.GetHerHis]e Seite. Leider erkennt mich [From.Getderdie] [From.GetManWoman] und schreit meinen Namen bevor ich mit [From.GetHerHim] fertig bin.;;Aíslo a [From.GetFirstName] tras una cena. Sigo a mi blanco mientras se tambalea por los pasillos del palacio en un sopor etílico y le atrapo en un frío abrazo, hundiéndole la daga en el costado. Lamentablemente, me reconoce y grita mi nombre antes de que pueda acabar con [From.GetElElla].;;;;;;;;x
EVTDESCHF24121;My sudden moment of panic passes as quickly as it arrived when one of my courtiers call me from the other side of the corridor. I turn back to invite the strange guest to join us in the hall once again, but [assassin_plot_owner.GetSheHe] has vanished without leaving a trace.;Mon soudain moment de panique passe aussi vite qu'il est arrivé lorsqu'un de mes courtisans m'appelle de l'autre côté du couloir. Je me retourne pour appeler l'étrange invité[assassin_plot_owner.Get_E] à nous rejoindre dans la grande salle, mais [assassin_plot_owner.GetIlElle] a disparu sans laisser de trace.;Mein plötzlicher Moment der Panik vergeht so schnell, wie er gekommen ist, als mich einer meiner Höflinge von der anderen Seite des Korridors aus ruft. Ich drehe mich um, um den seltsamen Gast erneut einzuladen uns in die Halle zu begleiten, doch [assassin_plot_owner.GetSheHe] ist bereits ohne eine Spur zu hinterlassen verschwunden.;;El momento de pánico pasa rápidamente como llegó cuando uno de mis cortesanos me llama desde el otro lado del pasillo. Me giro para invitar al invitado extraño de vuelta al salón, pero ha desaparecido sin dejar ni rastro.;;;;;;;;x
EVTDESCHF24122;Just as I thought I had finally isolated [From.GetFirstName] to perform my art in peace, one of [From.GetHerHis] drunken friends stumbles upon us in the corridors of [Root.Capital.GetName], forcing me to change my plans.;Juste lorsque j'ai pensé avoir enfin isolé [From.GetFirstName] pour pratiquer tranquillement mon art, un de ses amis ivres tombe sur nous dans les rues de [Root.Capital.GetName]. Je suis donc forcé de changer mes plans.;Gerade als ich dachte ich hätte [From.GetFirstName] isoliert und meine dunkle Kunst durchführen wollte, kommt einer [From.GetHerHis]er betrunkenen Freunde in den Korridor von und zwingt mich dazu meinen Plan zu ändern.;;Cuando creía haber aislado a [From.GetFirstName] para ejecutar mi arte en paz, uno de sus amigos borrachos se tropieza con nosotros en los pasillos de [Root.Capital.GetName], obligándome a cambiar los planes.;;;;;;;;x
EVTDESCHF24124;As the guest approaches me with a few comforting words, I notice the dagger [assassin_plot_owner.GetSheHe] is hiding behind [assassin_plot_owner.GetHerHis] back and immediately push [assassin_plot_owner.GetHerHim] away, screaming for my guards. Seeing [assassin_plot_owner.GetHerHis] attempt at murder fail, my assailant flees.;Tandis que l'invité[assassin_plot_owner.Get_E] s'approche de moi avec quelques mots réconfortants, je remarque le poignard qu'[assassin_plot_owner.GetIlElle] cache derrière son dos. Je [assassin_plot_owner.GetLeLa] repousse immédiatement et appelle les gardes. Voyant sa tentative de meurtre échouée, mon assaillant[assassin_plot_owner.Get_E] s'enfuit.;Als ein Gast mit ein paar beruhigenden Worten auf mich zukommt, bemerke ich den Dolch, den [assassin_plot_owner.GetSheHe] hinter [assassin_plot_owner.GetHerHis]em Rücken versteckt. Ich schubse [assassin_plot_owner.Getihnsie] instinktiv weg und rufe nach meinen Wachen. Als [assassin_plot_owner.GetHerHis] Mordversuch scheiterte, flieh der Angreifer sofort.;;Cuando el invitado se acerca con palabras reconfortantes, veo la daga que esconde a la espalda y le empujo inmediatamente, llamando a los guardias a gritos. El atacante huye al ver que su intento de asesinato ha fracasado.;;;;;;;;x
EVTDESCHF24125;Just as I am about to start my art on [From.GetFirstName], the drunken fool manages to spot my dagger and starts screaming for help. In [From.GetHerHis] desperate counterattack, [From.GetFirstName] manages to wound me, forcing me to abandon my pursuit and flee.;Au moment où je suis sur le point d'exercer mon art sur [From.GetFirstName], c[From.GetEtEtte] ivrogne parvient à repérer mon poignard et commence à crier à l'aide. Dans une contre-attaque désespérée, [From.GetIlElle] parvient même à me blesser et me forcer à fuir.;Gerade als ich meine dunkle Kunst an [From.GetFirstName] durchführen wollte, entdeckte der betrunkene Idiot meinen Dolch und begann um Hilfe zu schreien. In [From.GetHerHis]em verzweifelten Gegenangriff schafft [From.GetFirstName] es mich zu verwunden und ich bin dazu gezwungen aufgegeben und muss fliehen.;;Cuando estaba a punto de realizar mi arte con [From.GetFirstName], es[From.GetEA] idiota borrach[From.GetOA] consigue verme la daga y empieza a pedir ayuda a gritos. Luego consigue herirme en un contraataque desesperado, obligándome a abandonar la misión y escapar.;;;;;;;;x
EVTDESCHF24127;As the guest approaches me with a few comforting words, I notice the dagger [assassin_plot_owner.GetSheHe] is hiding behind [assassin_plot_owner.GetHerHis] back and immediately push [assassin_plot_owner.GetHerHim] on the ground, twisting the blade against [assassin_plot_owner.GetHerHim] and plunging it into [assassin_plot_owner.GetHerHis] chest.;Alors que l'invité[assassin_plot_owner.Get_E] s'approche de moi avec quelques mots réconfortants, je remarque le poignard qu'[assassin_plot_owner.GetIlElle] cache derrière son dos. Je [assassin_plot_owner.GetLeLa] pousse immédiatement au sol, retournant la lame contre [assassin_plot_owner.GetLuiElle] et l'enfonçant dans sa poitrine.;Als ein Gast mit ein paar beruhigenden Worten auf mich zukommt, bemerke ich den Dolch, den [assassin_plot_owner.GetSheHe] hinter [assassin_plot_owner.GetHerHis]em Rücken versteckt. Ich schubse [assassin_plot_owner.Getihnsie] instinktiv auf den Boden, nehme [assassin_plot_owner.GetHerHim] die Klinge ab und drücke sie in [assassin_plot_owner.GetHerHis]e Brust.;;Cuando el invitado se acerca con palabras reconfortantes, veo la daga que esconde a la espalda y le empujo inmediatamente contra el suelo, volviendo la daga contra [assassin_plot_owner.GetElElla] y clavándosela en el pecho.;;;;;;;;x
EVTDESCHF24128;Just as I am about to plunge my dagger through [From.GetHerHis] flesh, [From.GetFirstName] realizes the danger [From.GetSheHe] has gotten [From.GetHerselfHimself] into and reacts with surprising quickness and strength. [From.GetSheHeCap] slams me on the floor and twists my own blade against me, piercing my heart.;Au moment où je suis sur le point d'enfoncer mon poignard dans sa chair, [From.GetFirstName] réalise le danger et réagit avec une rapidité et une force surprenantes. [From.GetIlElleCap] me plaque au sol et retourne ma lame contre moi, transperçant mon coeur.;Gerade als ich dabei bin meinen DOlch durch [From.GetHerHis] Fleisch zu drücken, erkennt [From.GetFirstName] die Gefahr, in der [From.GetSheHe] sich befindet, reagiert mit überraschender Schnelligkeit und Stärke, drückt mich auf den Boden und durchbohrt mein Herz mit meiner eigenen Klinge.;;Cuando estaba a punto de clavarle la daga, [From.GetFirstName] se da cuenta del peligro en el que se ha metido y reacciona con una rapidez y fuerza sorprendentes. Tras tirarme al suelo, vuelve mi daga contra mí, atravesándome el corazón.;;;;;;;;x
EVTDESCHF24130;A wandering knight has arrived to my court, drawn in by the tales of virtue and bravery surrounding my family name. [invited_character.GetSheHeCap] claims to have traveled far and wide, searching for a liege worth following, and that [invited_character.GetSheHe] wishes to pledge [invited_character.GetHerselfHimself] to my service.;Un chevalier errant est arrivé à ma cour, attiré par les histoires de vertu et de bravoure entourant mon nom de famille. Il affirme avoir voyagé partout à la recherche d'un seigneur lige digne d'être suivi et vouloir me jurer fidélité.;Ein reisender Ritter ist an meinen Hof gekommen, angezogen von den Geschichten von Tugend und Tapferkeit rund um meinen Familiennamen. [invited_character.GetSheHeCap] behauptet weit gereist zu seien und sucht nach einem Lehnsherr, dem es zu folgen lohnt, weshalb [invited_character.GetSheHe] sich mir verpflichten möchte.;;Ha llegado a mi corte un caballero errante, atraído por las grandes historias de virtud y coraje que rodean a mi apellido. Afirma que ha viajado por doquier buscando un señor que valga la pena seguir y que desea ponerse a mi servicio.;;;;;;;;x
EVTDESCHF24131;A wandering bard has arrived at my court, drawn in by the great tales of valor and honor surrounding my family name. [invited_character.GetSheHeCap] claims that [invited_character.GetSheHe] wishes to pledge [invited_character.GetHerHis] loyalty to me and sing about the great deeds of my dynasty.;Un barde errant est arrivé à ma cour, attiré par les grandes histoires de bravoure et d'honneur entourant mon nom de famille. Il affirme vouloir me jurer fidélité et chanter les grands accomplissements de ma dynastie.;Ein reisender Barde ist an meinen Hof gekommen, angezogen von den Geschichten von Tugend und Tapferkeit rund um meinen Familiennamen. [invited_character.GetSheHeCap] behauptet, dass  [invited_character.GetSheHe] mir [invited_character.GetHerHis]e Loyalität versprechen und von den großen Taten meiner Dynastie singen möchte.;;Ha llegado a mi corte un bardo errante, atraído por las grandes historias de valor y honor que rodean a mi apellido. Afirma que desea jurarme lealtad y cantar las grandes hazañas de mi dinastía.;;;;;;;;x
