#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

evt_DESC_JD_60312;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\nThe heavenly [offmap_china.Ruler.GetLongChineseEmperorName], is most sorry to hear about the death of [FromFrom.GetTitledName], your [FromFrom.GetChineseCharacterRole], and offers you [offmap_china.Ruler.GetHerHis] most sincere condolences.;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\n[offmap_china.Ruler.GetLeLaCap] Céleste [offmap_china.Ruler.GetLongChineseEmperorName], est désolé[offmap_china.Ruler.Get_E] d'apprendre la mort [FromFrom.Get_du_TitledName], votre [FromFrom.GetChineseCharacterRole], et vous adresse ses plus sincères condoléances.;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n[offmap_china.Ruler.GetDerDie] himmlische [offmap_china.Ruler.GetLongChineseEmperorName] bedauert vom Tod Eures [FromFrom.GetChineseCharacterRole] [FromFrom.GetTitledName] zu hören und bietet [offmap_china.Ruler.GetHerHis] aufrichtiges Beileid an.;;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\nEl celeste [offmap_china.Ruler.GetLongChineseEmperorName] lamenta profundamente enterarse de la muerte de [FromFrom.GetTitledName], tu [FromFrom.GetChineseCharacterRole] y te ofrece su más sentido pésame.;;;;;;;;;x
EVTDESC_JD_3011;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\nThe heavenly [offmap_china.Ruler.GetLongChineseEmperorName], has graciously received your relief expedition and put their supplies to good use. The generosity of the [Root.GetOnlyDynastyName] dynasty will not be forgotten.;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\n[offmap_china.Ruler.GetLeLaCap] Céleste [offmap_china.Ruler.GetLongChineseEmperorName] a accueilli votre expédition d'aide et placer les fournitures entre de bonnes mains. La générosité de la dynastie [Root.GetOnlyDynastyName] ne sera pas oubliée.;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n[offmap_china.Ruler.GetDerDie] himmlische [offmap_china.Ruler.GetLongChineseEmperorName] hat gnädigerweise Eure Hilfsgüter erhalten und wird die Vorräte gut zu nutzen wissen. Die Großzügigkeit der [Root.GetOnlyDynastyName]-Dynastie wird dies niemals vergessen.;;"[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\nEl celeste [offmap_china.Ruler.GetLongChineseEmperorName] ha recibido gentilmente tu expedición de socorro y dado buen uso a sus suministros. No olvidaremos la generosidad de la dinastía [Root.GetOnlyDynastyName].";;;;;;;;;x
EVTDESC_JD_3021;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\nThe heavenly [offmap_china.Ruler.GetLongChineseEmperorName], agrees with your wise judgement that [chinese_invasion_target.GetFullName] threatens to destabilize the world. The forces of the [offmap_china.GetFullName] are already marching out of the Middle Kingdom.;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\n[offmap_china.Ruler.GetLeLaCap] Céleste [offmap_china.Ruler.GetLongChineseEmperorName] est d'accord avec votre jugement judicieux, [chinese_invasion_target.GetFullName] menace en effet de déstabiliser le monde. Les forces de [offmap_china.GetFullName] franchissent déjà les frontières de l'Empire du Milieu.;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n[offmap_china.Ruler.GetDerDie] himmlische [offmap_china.Ruler.GetLongChineseEmperorName] stimmt mit Eurer weisen Beurteilung überein, dass [chinese_invasion_target.GetFullName] eine Bedrohung für die Stabilität der gesamten Welt ist. Die Streitkräfte von [offmap_china.GetFullName] marschieren bereits aus dem Mittleren Königreich heraus.;;"[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\nEl celeste [offmap_china.Ruler.GetLongChineseEmperorName] coincide con tu sabia opinión de que [chinese_invasion_target.GetFullName] amenaza con desestabilizar el mundo. Las fuerzas del [offmap_china.GetFullName] ya parten del Reino Central.;;;;;;;;;x
EVTDESC_JD_3022_A;Following the wicked lies of [chinese_invasion_instigator.GetBestName], the [offmap_china.GetName] has declared war upon us with the intent of shattering our glorious realm! [offmap_china.Ruler.Culture.GetName] armies are already marching towards [chinese_invasion_target.PrimaryTitle.GetName], we must prepare for a long and bloody struggle.;Croyant les mensonges [chinese_invasion_instigator.Get_only_du_Title][chinese_invasion_instigator.GetBestName], la [offmap_china.GetName] nous a déclaré la guerre avec l'intention de démembrer notre glorieux pays ! L'armée [offmap_china.Ruler.Culture.GetName] marche déjà vers [chinese_invasion_target.PrimaryTitle.Get_le_Realm]. Nous devons nous préparer à une lutte longue et sanglante.;Den bösartigen Lügen von [chinese_invasion_instigator.GetBestName] folgend, hat uns [offmap_china.GetName] mit der Absicht, unser glorreiches Reich zu zerschmettern, den Krieg erklärt! [offmap_china.Ruler.Culture.GetName]e Armeen marschieren bereits auf [chinese_invasion_target.PrimaryTitle.GetName] zu. Wir müssen uns auf eine lange und blutige Auseinandersetzung gefasst machen.;;¡Siguiendo las mentiras perversas de [chinese_invasion_instigator.GetBestName], el [offmap_china.GetName] nos ha declarado la guerra con el objetivo de romper nuestro glorioso reino! El ejército [offmap_china.Ruler.Culture.GetName] ya marcha hacia [chinese_invasion_target.PrimaryTitle.GetName]. Debemos prepararnos para una lucha larga y sangrienta.;;;;;;;;;x
EVTDESC_JD_3022_B;Following the sage advice of [chinese_invasion_instigator.GetBestName], the [offmap_china.GetName] has declared war upon [chinese_invasion_target.GetFullName] with the intent of shattering the [chinese_invasion_target.PrimaryTitle.GetAdjective] [chinese_invasion_target.PrimaryTitle.GetTier]! [offmap_china.Ruler.Culture.GetName] armies are already marching towards [chinese_invasion_target.PrimaryTitle.GetName], and it seems possible that this spells the end for [chinese_invasion_target.GetTitledFirstName]'s great realm.;En suivant le sage conseil [chinese_invasion_instigator.Get_only_du_Title][chinese_invasion_instigator.GetBestName], l'[offmap_china.GetName] a déclaré la guerre à [chinese_invasion_target.GetFullName] dans le but de démembrer le [chinese_invasion_target.PrimaryTitle.GetTier] [chinese_invasion_target.PrimaryTitle.GetAdjective] ! L'armée [offmap_china.Ruler.Culture.GetName] marche déjà vers [chinese_invasion_target.PrimaryTitle.Get_le_Realm], et il semble possible que cela implique la fin du pays [chinese_invasion_target.Get_du_TitledFirstName].;Dem weisen Rat von [chinese_invasion_instigator.GetBestName] folgend, hat [offmap_china.GetName] [chinese_invasion_target.GetFullName] den Krieg mit dem Ziel erklärt, das [chinese_invasion_target.PrimaryTitle.GetAdjective]e [chinese_invasion_target.PrimaryTitle.GetTier] zu zerstören! [offmap_china.Ruler.Culture.GetName]e Armeen marschieren bereits auf [chinese_invasion_target.PrimaryTitle.GetName] zu und es scheint möglich, dass dies das Ende für das große Reich von [chinese_invasion_target.GetTitledFirstName] bedeutet.;;¡Siguiendo los sabios consejos de [chinese_invasion_instigator.GetBestName], el [offmap_china.GetName] ha declarado la guerra a [chinese_invasion_target.GetFullName] con el objetivo de romper el [chinese_invasion_target.PrimaryTitle.GetTier] [chinese_invasion_target.PrimaryTitle.GetAdjective]! El ejército [offmap_china.Ruler.Culture.GetName] ya marcha hacia [chinese_invasion_target.PrimaryTitle.GetName] y parece posible que esto signifique el fin del gran reino de [chinese_invasion_target.GetTitledFirstName].;;;;;;;;;x
EVTDESC_JD_3031;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\nThe heavenly [offmap_china.Ruler.GetLongChineseEmperorName], has graciously fulfilled your wish. A wondrous artifact of expert [offmap_china.Ruler.Culture.GetName] craftsmanship will be bestowed upon you for safekeeping.;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\n[offmap_china.Ruler.GetLeLaCap] Céleste [offmap_china.Ruler.GetLongChineseEmperorName] a gracieusement accédé à votre demande. Un merveilleux artefact d'origine [offmap_china.Ruler.Culture.GetName] vous sera confié pour être conservé en sécurité.;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\n[offmap_china.Ruler.GetDerDie] himmlische [offmap_china.Ruler.GetLongChineseEmperorName] hat Euren Wunsch gnädigerweise erfüllt. Ein wundervolles Artefakt eines Experten der [offmap_china.Ruler.Culture.GetName]en Handwerkskunst wird Euch zur Aufbewahrung überstellt werden.;;"[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\nEl celeste [offmap_china.Ruler.GetLongChineseEmperorName] ha accedido gentilmente tu deseo. Se te concede un maravilloso artefacto de experto arte [offmap_china.Ruler.Culture.GetName] para que lo pongas a buen cuidado.;;;;;;;;;x
EVTDESC_JD_3041;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\nThe heavenly [offmap_china.Ruler.GetLongChineseEmperorName], has graciously accepted your offer of supplying [offmap_china.Ruler.GetHerHis] army with magnificent steeds.;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\n[offmap_china.Ruler.GetLeLaCap] Céleste [offmap_china.Ruler.GetLongChineseEmperorName], a gracieusement accepté votre offre de fournir à son armée de magnifiques coursiers.;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n[offmap_china.Ruler.GetDerDie] himmlische [offmap_china.Ruler.GetLongChineseEmperorName] hat Euer Angebot, [offmap_china.Ruler.GetHerHis]e Armee mit kräftigen Stuten zu versorgen, dankend angenommen.;;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\nEl celeste [offmap_china.Ruler.GetLongChineseEmperorName] ha aceptado gentilmente tu oferta de abastecer a su ejército con magníficos sementales.;;;;;;;;;x
EVTDESC_JD_3051;The [offmap_china.Governor.GetTitle] of the [offmap_china.Ruler.GetChineseComplimentAdjective] [offmap_china.Ruler.GetTitle] addresses a letter to the marauding [Root.GetTitle] of the [Root.PrimaryTitle.GetFullName]. May your realm crumble under your incompetent rule.\n\nDo be warned that angering the heavenly [offmap_china.Ruler.GetLongChineseEmperorName] is most unwise, do not act suprised when our forces come to put an end to your misguided raids.;[offmap_china.Governor.Get_only_Le_Title][offmap_china.Governor.GetTitle] de l'[offmap_china.Ruler.GetTitle] Céleste adresse une lettre [Root.Get_only_au_Title][Root.GetTitle] [Root.PrimaryTitle.Get_du_RealmFull]. Puisse votre pays s'effondrer sous votre règne.\n\nSoyez averti[Root.Get_E] que contrarier [offmap_china.Ruler.GetLeLa] Céleste [offmap_china.Ruler.GetLongChineseEmperorName], est imprudent. Ne soyez donc pas surpris[Root.Get_E] lorsque nos forces viendront mettre un terme à vos pillages fautifs.;[offmap_china.Governor.GetDerDie] [offmap_china.Governor.GetTitle] [offmap_china.Ruler.Getdesder] [offmap_china.Ruler.GetChineseComplimentAdjective]en [offmap_china.Ruler.GetTitle][offmap_china.Ruler.GetsMale] adressiert einen Brief an [Root.Getdendie] plündernde[Root.GetnMale] [Root.GetTitle] von [Root.PrimaryTitle.GetFullName]. Möge Euer Reich unter Eurer inkompetenten Herrschaft zerbrechen.\n\nSeid gewarnt, dass es unklug ist, [offmap_china.Ruler.Getdendie] himmlische[offmap_china.Ruler.GetnMale] [offmap_china.Ruler.GetLongChineseEmperorName] zu verärgern und seid nicht überrascht, wenn unsere Truppen Euren erbärmlichen Überfällen ein Ende bereiten.;;El [offmap_china.Governor.GetTitle] del [offmap_china.Ruler.GetChineseComplimentAdjective] [offmap_china.Ruler.GetTitle] dirige una carta al [Root.GetTitle] saqueador del [Root.PrimaryTitle.GetFullName], ojalá tu reino se derrumbe por tu gobierno incompetente.\n\nQuedas advertido que es harto insensato enfurecer al celeste [offmap_china.Ruler.GetLongChineseEmperorName]. No te sorprendas cuando nuestras fuerzas pongan fin a tus insensatos asaltos.;;;;;;;;;x
EVTDESC_JD_10050;The heavenly [offmap_china.Ruler.GetLongChineseEmperorName], has graciously accepted your gift. [person_sent_as_tribute.GetImpressionOfTribute]. \n\nThe generosity of the [Root.GetOnlyDynastyName] dynasty will not be forgotten.;[offmap_china.Ruler.GetLeLaCap] Céleste [offmap_china.Ruler.GetLongChineseEmperorName], a gracieusement accepté votre cadeau. [person_sent_as_tribute.GetImpressionOfTribute].\n\nLa générosité de la dynastie [Root.GetOnlyDynastyName] ne sera pas oubliée.;Der himmlische [offmap_china.Ruler.GetLongChineseEmperorName] hat Euer Geschenk gnädigerweise angenommen. [person_sent_as_tribute.GetImpressionOfTribute]. \n\nDie Großzügigkeit der [Root.GetOnlyDynastyName]-Dynastie wird nicht vergessen werden.;;El celeste [offmap_china.Ruler.GetLongChineseEmperorName], ha aceptado graciosamente tu regalo, [person_sent_as_tribute.GetImpressionOfTribute].\n\nLa generosidad de la dinastía [Root.GetOnlyDynastyName] no será olvidada.;;;;;;;;;x
EVTDESC_JD_20022;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\nThe heavenly [offmap_china.Ruler.GetLongChineseEmperorName], has generously decided to send you a skilled physician from [offmap_china.Ruler.GetHerHis] court. [chinese_doctor.GetDynName] will serve you well.;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\n[offmap_china.Ruler.GetLeLaCap] Céleste [offmap_china.Ruler.GetLongChineseEmperorName] a généreusement décidé de vous envoyer un physicien très compétent de sa cour. [chinese_doctor.GetDynName] vous servira bien.;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\n[offmap_china.Ruler.GetDerDie] himmlische [offmap_china.Ruler.GetLongChineseEmperorName] hat großzügigerweise entschlossen, Euch einen fähigen Arzt aus [offmap_china.Ruler.GetHerHis]em Hof zu schicken. [chinese_doctor.GetDynName] wird Euch gut dienen.;;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\nEl celeste [offmap_china.Ruler.GetLongChineseEmperorName], ha decidido generosamente enviaros un médico diestro de su corte. [chinese_doctor.GetDynName] os servirá bien.;;;;;;;;;x
EVTDESC_JD_20024;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\nThe heavenly [offmap_china.Ruler.GetLongChineseEmperorName], has graciously accepted your gift. The generosity of the [Root.GetOnlyDynastyName] dynasty will not be forgotten.;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\n[offmap_china.Ruler.GetLeLaCap] Céleste [offmap_china.Ruler.GetLongChineseEmperorName] a gracieusement accepté votre cadeau. La générosité de la dynastie des [Root.GetOnlyDynastyName] ne sera pas oubliée.;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\n[offmap_china.Ruler.GetDerDie] himmlische [offmap_china.Ruler.GetLongChineseEmperorName] hat Euer Geschenk gütig angenommen. Die Güte der [Root.GetOnlyDynastyName]-Dynastie wird nicht vergessen werden.;;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\nEl celeste [offmap_china.Ruler.GetLongChineseEmperorName], ha aceptado graciosamente tu regalo. La generosidad de la dinastía [Root.GetOnlyDynastyName] no será olvidada.;;;;;;;;;x
EVTDESC_JD_20026;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\nThe heavenly [offmap_china.Ruler.GetLongChineseEmperorName], has decided that there shall be no war and strife between our two nations. [offmap_china.Ruler.GetHerHisCap] infinite mercy and wisdom is an inspiration to us all.;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\n[offmap_china.Ruler.GetLeLaCap] Céleste [offmap_china.Ruler.GetLongChineseEmperorName], a décidé qu'il n'y aurait pas de guerre et de conflits entre nos deux pays. Sa miséricorde et sa sagesse infinies sont une source d'inspiration pour nous tous.;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n[offmap_china.Ruler.GetDerDie] himmlische [offmap_china.Ruler.GetLongChineseEmperorName] hat entschieden, dass es keinen Krieg und Streit zwischen unseren Nationen geben soll. [offmap_china.Ruler.GetHerHisCap]e unendliche Barmherzigkeit und Weisheit soll eine Inspiration für uns alle sein.;;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\nEl celeste [offmap_china.Ruler.GetLongChineseEmperorName] ha decidido que no haya guerra ni discordia entre nuestras naciones. Su misericordia y sabiduría infinitas son una inspiración para todos nosotros.;;;;;;;;;x
EVTDESC_JD_20028;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\nThe heavenly [offmap_china.Ruler.GetLongChineseEmperorName], sends [offmap_china.Ruler.GetHerHisCap] sincerest regards and accepts your pledge of allegiance. May the bond between our two nations last for all time.;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\n[offmap_china.Ruler.GetLeLaCap] Céleste [offmap_china.Ruler.GetLongChineseEmperorName], envoie ses plus sincères salutations et accepte votre gage d'allégeance. Que le lien entre nos deux pays dure à jamais.;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\n[offmap_china.Ruler.GetDerDie] himmlische [offmap_china.Ruler.GetLongChineseEmperorName] entsendet [offmap_china.Ruler.GetHerHis]e besten Grüße und akzeptiert Euren Treueschwur. Möge die Verbindung unserer beiden Nationen für alle Zeit andauern.;;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\nEl celeste [offmap_china.Ruler.GetLongChineseEmperorName] os envía sus saludos más sinceros y acepta vuestro juramento de lealtad. Que el vínculo ente nuestras dos naciones dure toda la eternidad.;;;;;;;;;x
EVTDESC_JD_20030;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\nThe heavenly [offmap_china.Ruler.GetLongChineseEmperorName], has generously granted your request. The sage scholar-bureaucrat [chinese_administrator.GetDynName] will join your court. [chinese_administrator.GetHerHisCap] administrative skills will serve you well.;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing] .\n\n[offmap_china.Ruler.GetLeLaCap] Céleste [offmap_china.Ruler.GetLongChineseEmperorName] a généreusement accédé à votre demande. L'érudit-bureaucrate [chinese_administrator.GetDynName] rejoindra votre cour. Ses compétences administratives vous serviront bien.;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\n[offmap_china.Ruler.GetDerDie] himmlische [offmap_china.Ruler.GetLongChineseEmperorName] hat Euren Gesuch großzügig angenommen. Der weise Beamtengelehrte [chinese_administrator.GetDynName] wird Eurem Hofe beitreten. [chinese_administrator.GetHerHisCap]e administrativen Fähigkeiten werden uns gute Dienste leisten.;;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\nEl celeste [offmap_china.Ruler.GetLongChineseEmperorName], ha accedido generosamente a tu petición. El burócrata erudito [chinese_administrator.GetDynName] se unirá a tu corte. Su talento administrativo te servirá bien.;;;;;;;;;x
EVTDESC_JD_20032;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\nThe heavenly [offmap_china.Ruler.GetLongChineseEmperorName], has generously granted your request. The master engineer [chinese_master_engineer.GetDynName] will enlighten your nation.;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\n[offmap_china.Ruler.GetLeLaCap] Céleste [offmap_china.Ruler.GetLongChineseEmperorName] a généreusement accédé à votre demande. Le Maître ingénieur [chinese_master_engineer.GetDynName] vous servira bien.;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\n[offmap_china.Ruler.GetDerDie] himmlische [offmap_china.Ruler.GetLongChineseEmperorName] hat Eure Anfrage großzügig angenommen. Der Meisteringenieur [chinese_master_engineer.GetDynName] wird fortan Eure Nation erleuchten.;;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\nEl celeste [offmap_china.Ruler.GetLongChineseEmperorName] ha aceptado generosamente tu petición. El maestro ingeniero [chinese_master_engineer.GetDynName] iluminará tu nación.;;;;;;;;;x
EVTDESC_JD_20034;A paper mill has been built in §Y[jd_build_province.GetName]§! by Master Engineer §Y[From.GetDynName]§!.;Une papeterie a été construite en §Y[jd_build_province.GetName]§! par le Maître ingénieur §Y[From.GetDynName]§!.;Durch Meisteringenieur §Y[From.GetDynName]§! wurde eine Papierfabrik in §Y[jd_build_province.GetName]§! errichtet.;;El maestro ingeniero §Y[From.GetDynName]§! ha construido una fábrica de papel en §Y[jd_build_province.GetName]§!.;;;;;;;;;x
EVTDESC_JD_20035;A fireworks guild has been built in §Y[jd_build_province.GetName]§! by Master Engineer §Y[From.GetDynName]§!.;Une guilde de feux d'artifice a été établie en §Y[jd_build_province.GetName]§! par le Maître ingénieur §Y[From.GetDynName]§!.;Durch Meisteringenieur §Y[From.GetDynName]§! wurde eine Feuerwerkfabrik in §Y[jd_build_province.GetName]§! errichtet.;;El maestro ingeniero §Y[From.GetDynName]§! ha construido un gremio pirotécnico en §Y[jd_build_province.GetName]§!.;;;;;;;;;x
EVTDESC_JD_20036;A dry dock has been built in §Y[jd_build_province.GetName]§! by Master Engineer §Y[From.GetDynName]§!.;Une cale sèche a été construite en §Y[jd_build_province.GetName]§! par le Maître ingénieur §Y[From.GetDynName]§!.;Durch Meisteringenieur §Y[From.GetDynName]§! wurde ein Trockendock in §Y[jd_build_province.GetName]§! errichtet.;;El maestro ingeniero §Y[From.GetDynName]§! ha construido un dique seco en §Y[jd_build_province.GetName]§!.;;;;;;;;;x
