#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
AVAILABLE_WONDER_UPGRADES;Available features;Caractéristiques disponibles;Verfügbare Verbesserungen;;Elementos disponibles;;;;;;;;;;x
CHAR_COURTIER_FEMALE;A courtier named §Y$NAME$§! appears at the court of §Y$EMPLOYER$§!.;Une courtisane nommée §Y$NAME$§! arrive à la cour de §Y$EMPLOYER$§!.;Ein Höfling mit dem Namen §Y$NAME$§! taucht am Hof von §Y$EMPLOYER$§! auf.;;Una cortesana llamada §Y$NAME$§! aparece en la corte de §Y$EMPLOYER$§!.;;;;;;;;;x
CHAR_COURTIER_FEMALE;A woman;Une femme;Eine Frau;;Una mujer;;;;;;;;;x
CHAR_COURTIER_MALE;A courtier named §Y$NAME$§! appears at the court of §Y$EMPLOYER$§!.;Un courtisan nommé §Y$NAME$§! arrive à la cour de §Y$EMPLOYER$§!.;Ein Höfling mit dem Namen §Y$NAME$§! taucht am Hof von §Y$EMPLOYER$§! auf.;;Un cortesano llamado §Y$NAME$§! aparece en la corte de §Y$EMPLOYER$§!.;;;;;;;;;x
CHAR_COURTIER_MALE;A man;Un homme;Ein Mann;;un hombre;;;;;;;;;x
CHAR_IS_INDEPENDENT;§Y[This.GetTitledFirstName]§! is independent;[This.Get_Le_TitledFirstNameJ] est indépendant[This.Get_E];§Y[This.GetTitledFirstName]§! ist unabhängig;;§Y[This.GetTitledFirstName]§! es independiente;;;;;;;;;x
CHARACTER_NOT_PARTICIPATED_IN_WONDER_CONSTRUCTION;§Y$CHARACTER$§! participated in the construction of the §Y[FromFrom.GetName]§!;§Y$CHARACTER$§! a participé à la construction du grand ouvrage '§Y[FromFrom.GetName]§!';§Y$CHARACTER$§! beteiligte sich an dem Bau von §Y[FromFrom.GetName]§!;;§Y$CHARACTER$§! participó en la construcción de §Y[FromFrom.GetName]§!;;;;;;;;;;x
CHARACTER_NOT_PARTICIPATED_IN_WONDER_LOOTING;§Y$CHARACTER$§! participated in the looting of §Y[FromFrom.GetName]§!;§Y$CHARACTER$§! a participé au pillage de §Y[FromFrom.GetName]§!;§Y$CHARACTER$§! nahm an der Plünderung von §Y[FromFrom.GetName]§! teil;;§Y$CHARACTER$§! participó en el saqueo de §Y[FromFrom.GetName]§!;;;;;;;;;;x
CHARACTER_OWNS_WONDER;§Y$CHARACTER$§! is the owner of §Y[FromFrom.GetName]§!;§Y$CHARACTER$§! détient le grand ouvrage '§Y[FromFrom.GetName]§!';§Y$CHARACTER$§! ist der Besitzer von §Y[FromFrom.GetName]§!;;§Y$CHARACTER$§! posee §Y[FromFrom.GetName]§!;;;;;;;;;;x
CHARACTER_TOOK_OWNERSHIP;§G$CHARACTER_NAME$§! took over as owner;§G$CHARACTER_NAME$§! en a pris possession;§G$CHARACTER_NAME$§! übernahm den Besitzt;;§G$CHARACTER_NAME$§! asumió la posesión;;;;;;;;x
CLICK_CENTER_CAMERA;§GLeft-click to center camera on province§!;§GClic gauche pour centrer la vue sur la province§!;§GLinksklick, um die Kamera zu dieser Provinz zu zentrieren§!;;§GClic izquierdo para centrar la cámara en la provincia§!;;;;;;;;;;x
CLOUD_SAVE;Cloud Save;Sauvegarde Cloud;Cloud-Speicherstand;;Guardado en la nube;;;;;;;;;x
COMPLETED;Completed;Achevée;Fertiggestellt;;Completada;;;;;;;;;x
COMPLETED_CAP;Completed;Achevée;Fertiggestellt;;Completada;;;;;;;;;x
COMPLETED_NO_CAP;completed;achevée;fertiggestellt;;completado;;;;;;;;x
CONFIRM_ABORT_WONDER_CONSTRUCTION_TITLE;Abort construction?;Annuler la construction ?;Konstruktion abbrechen?;;¿Cancelar construcción?;;;;;;;;;x
CONFIRM_ABORT_WONDER_RESTORATION_CONSTRUCTION_TEXT;Are you sure you want to abort restoration of the §Y[FromFrom.GetWonderTypeShort]§!?\n\nNo gold will be refunded for this action;Voulez vraiment annuler la restauration du grand ouvrage '§Y[FromFrom.GetWonderTypeShortCap]§!'?\n\nAucune pièce d'or ne sera restituée pour cette action;Möchtet Ihr die Restaurierung von §Y[FromFrom.GetWonderTypeShort]§! wirklich abbrechen?\n\nFür diese Aktion wird kein Gold zurückerstattet;;¿Seguro que quieres cancelar la restauración del/de la §Y[FromFrom.GetWonderTypeShort]§!?\n\nEsta acción no te reembolsará el oro;;;;;;;;;x
CONFIRM_ABORT_WONDER_RESTORATION_TITLE;Abort restoration?;Annuler la restauration ?;Restaurierung abbrechen?;;¿Cancelar restauración?;;;;;;;;;x
CONFIRM_ABORT_WONDER_STAGE_CONSTRUCTION_TEXT;Are you sure you want to abort construction of the §Y[FromFrom.GetWonderTypeShort]§!\n\nNo gold will be refunded for this action;Êtes-vous sûr de vouloir annuler la construction du grand ouvrage ?\n\nAucune pièce d'or ne sera restituée pour cette action;Seid Ihr sicher, dass Ihr den Bau von §Y[FromFrom.GetWonderTypeShort]§! beenden wollt?\n\nHierfür wird kein Gold zurückerstattet.;;¿Seguro que quieres cancelar la construcción del/de la §Y[FromFrom.GetWonderTypeShort]§!?\n\nEsta acción no te reembolsará el oro;;;;;;;;;x
CONFIRM_ABORT_WONDER_UPGRADE_CONSTRUCTION_TEXT;Are you sure you want to abort construction of the feature?\n\nNo gold will be refunded for this action;Êtes-vous sûr de vouloir annuler la construction de la caractéristique ?\n\nAucune pièce d'or ne sera restituée pour cette action;Seid Ihr sicher, dass Ihr den Bau der Verbesserung abbrechen möchtet?\n\nHierfür wird kein Gold zurückerstattet.;;¿Seguro que quieres cancelar la construcción del elemento?\n\nEsta acción no te reembolsará el oro;;;;;;;;;x
CONSTRUCT_WONDER;Construct a great work in this province;Construire un grand ouvrage dans cette province;Baut ein Großes Bauwerk in dieser Provinz;;Construye una gran obra en esta provincia;;;;;;;;x
COURT_LIMITED_TAB_DRO;The Court mainly consists of various unlanded nobles, but also councilors (who can be landed vassals).\n\nRulers can house only a certain number of adult people in their court, depending on the tier of their Title. Beyond that number, §YCourt Expenses§! will increase.;La Cour se compose principalement de nobles sans terre, mais également de conseillers (qui peuvent être des vassaux possédant des terres) et de pupilles de courtisans.\n\nLes dirigeants ont, en fonction de leur rang, un nombre de personnes pouvant être accueillies à leur Cour et au-delà duquel les §Yfrais de Cour§! augmentent.;Der Hof besteht hauptsächlich aus verschiedenen landlosen Adligen, aber auch Ratsmitgliedern (die Vasallen mit Besitz sein können) und Kindern, die von einem Höfling betreut werden.\n\nHerrscher können je nach Stufe ihres Titels nur eine bestimmte Anzahl an Personen in ihrem Hof unterbringen. Alle Charaktere darüber hinaus, erhöhen die §YHofausgaben§!.;;La corte se compone principalmente de varios nobles sin títulos, pero también de consejeros (que pueden ser vasallos con títulos) y niños tutelados por algún cortesano.\n\nLos gobernantes solo pueden tener un cierto número de gente en su corte, dependiendo del rango de su título. Superado este, los §Ygastos de la corte§! aumentarán.;;;;;;;;;x
COURT_SIZE_MAINTENANCE_COST_MODIFIER;Court Size Cost;Coût de la taille de la Cour;Hofgröße (Kosten);;Coste del tamaño de corte;;;;;;;;;x
COURT_SIZE_MODIFIER;Court Size;Taille de la Cour;Hofgröße;;Tamaño de corte;;;;;;;;;x
COURT_SIZE_TOOLTIP;Court Size $SIZE$/$LIMIT$;Taille de la cour: $SIZE$/$LIMIT$;Hofgröße: $SIZE$/$LIMIT$;;Tamaño de corte $SIZE$/$LIMIT$;;;;;;;;;x
COURT_TAB_DRO;The Court mainly consists of various unlanded nobles, but also councilors (who can be landed vassals).;La Cour se compose principalement de nobles sans terre, mais également de conseillers (qui peuvent être des vassaux possédant des terres) et de pupilles de courtisans.;Der Hof besteht hauptsächlich aus verschiedenen landlosen Adligen, aber auch Ratsmitgliedern (die Vasallen mit Besitz sein können) und Kindern, die von einem Höfling betreut werden.;;La corte se compone principalmente de varios nobles sin títulos, pero también de consejeros (que pueden ser vasallos con títulos) y niños tutelados por algún cortesano.;;;;;;;;;x
courtiers_leaving_effect;Left Court;A quitté la Cour;Verließ den Hof;;Se marchó de la corte;;;;;;;;;;x
CURRENT_WONDER_STAGE_LOOTABLE;The current stage is lootable;L'étape actuelle peut être pillée;Die momentane Phase ist plünderbar;;La fase actual se puede saquear;;;;;;;;;x
DESTROY_WONDER_EFFECT;The Great Work is destroyed.\n;Le grand ouvrage est détruit\n;Das Große Bauwerk wird zerstört.\n;;La gran obra está destrozada.\n;;;;;;;;;x
EVENT_CANCEL_DISALLOWED;Cancel is not allowed for this event;L'annulation n'est pas permise pour cet événement;Ein Abbruch dieses Ereignisses ist nicht erlaubt;;No se puede cancelar este evento;;;;;;;;;x
EXPENSE_OVERSIZED_COURT;Court Expenses;Frais de Cour;Hofausgaben;;Gastos de corte;;;;;;;;;x
EXPENSE_OVERSIZED_COURT_TT;Expenses for $OVERFLOW|Y$ extra accommodations: $COST|R$;Dépenses pour $OVERFLOW|Y$ logements supplémentaires : $COST|R$;Kosten für $OVERFLOW|Y$ zusätzliche Unterkünfte: $COST|R$;;Gastos por $OVERFLOW|Y$ alojamientos extra: $COST|R$;;;;;;;;;x
EXPENSE_WONDER_CONSTRUCTION;Great Work construction;Construction de grand ouvrage;Bau eines Großen Bauwerks;;Construcción de gran obra;;;;;;;;;x
FEAT_CURRENT_TT;Current Progress: $SCORE|Y$;Progression actuelle: $SCORE|Y$;Momentaner Fortschritt: $SCORE|Y$;;Progreso actual: $SCORE|Y$;;;;;;;;;x
FEAT_HIGHSCORE_TT;Best Result: $HIGH_SCORE|G$;Meilleur résultat: $HIGH_SCORE|G$;Bestes Ergebnis: $HIGH_SCORE|G$;;Mejor resultado: $HIGH_SCORE|G$;;;;;;;;;x
FEATURED_RULER_NOT_SUPPORTED_LINUX;Featured Ruler save games are not supported on Linux;Les sauvegardes de Dirigeant mis en avant ne sont pas pris en charge sous Linux;Speicherstände für "Vorgestellte Herrscher" werden nicht von Linux unterstützt;;Las partidas de gobernantes guardados no son compatibles con Linux;;;;;;;;;x
FEATURED_RULER_REWARD_TOOLTIP;The unlocked item will be available in Crusader Kings III;L'élément déverrouillé sera disponible dans Crusader Kings III;Der freigeschaltete Gegenstand wird in Crusader Kings III verfügbar sein;;El artículo desbloqueado estará disponible en Crusader Kings III;;;;;;;;;x
FREE_COURT_SLOTS_TRIGGER;Free Court Slots;Places disponibles à la Cour;Freie Plätze am Hof;;Casillas libres de corte;;;;;;;;;x
game_master_custom_modifier_tt;Unlocks the §YMaster of the Games§! minor title;Déverrouille le titre mineur §YMaître des jeux§!;Schaltet den niederen Titel §YMeister der Spiele§! frei;;Desbloquea el título menor §YMaestro de juegos§!;;;;;;;;;x
gladiator_commander_TT;A gladiator-trained warrior appears at the court of §Y[Root.GetTitledName]§!.;;Ein als Gladiator ausgebildeter Krieger erscheint am Hof von §Y[Root.GetTitledName]§!.;;Un guerrero entrenado como gladiador;;;;;;;;x
HAS_CUSTOM_DESCRIPTION;Has custom description;A une description personnalisée;Hat eine benutzerdefinierte Beschreibung;;Tiene descripción personalizada;;;;;;;;;x
HAS_CUSTOM_NAME;Has custom name;A un nom personnalisé;Hat einen benutzerdefinierten Namen;;Tiene nombre personalizado;;;;;;;;;x
HAS_FULL_COURT_TRIGGER;Does NOT have a full court;N'a pas une cour pleine;Hat KEINEN vollen Hof;;NO tiene una corte llena;;;;;;;;;x
HAS_NO_WONDERS;This character owns no Great Works;Ce personnage n'a aucun grand ouvrage;Dieser Charakter besitzt keine Großen Bauwerke;;Este personaje no tiene grandes obras;;;;;;;;x
HAS_NOT_FULL_COURT_TRIGGER;Has a full court;A une cour pleine;Hat einen vollen Hof;;Tiene una corte llena;;;;;;;;;x
HAS_NOT_WONDER_FLAG;Does NOT have the $FLAG|Y$ flag;N'a pas le drapeau $FLAG|Y$;Hat NICHT die Flag $FLAG|Y$;;NO tiene la bandera $FLAG|Y$;;;;;;;;;x
HAS_NOT_WONDER_UPGRADE_FLAG;Does NOT have the $FLAG|Y$ flag;N'a pas le drapeau $FLAG|Y$;Hat NICHT die Flag $FLAG|Y$;;NO tiene la bandera $FLAG|Y$;;;;;;;;;x
HAS_NOT_WONDER_UPGRADE_FLAG_ON_WONDER;Does not have the $FLAG|Y$ flag on any feature;N'a pas le drapeau $FLAG|Y$ sur une caractéristique;Hat nicht die Flag $FLAG|Y$ auf einer beliebigen Verbesserung;;NO tiene la bandera $FLAG|Y$ en ningún elemento;;;;;;;;;x
HAS_WONDER_FLAG;Does have the $FLAG|Y$ flag;A le drapeau $FLAG|Y$;Hat die Flag $FLAG|Y$;;Tiene la bandera $FLAG|Y$;;;;;;;;;x
HAS_WONDER_UPGRADE_FLAG;Does have the $FLAG|Y$ flag;A le drapeau $FLAG|Y$;Hat die Flag $FLAG|Y$;;Tiene la bandera $FLAG|Y$;;;;;;;;;x
HAS_WONDER_UPGRADE_FLAG_ON_WONDER;Does have the $FLAG|Y$ flag on any feature;A le drapeau $FLAG|Y$ sur une caractéristique;Hat die Flag $FLAG|Y$ auf einer beliebigen Verbesserung;;Tiene la bandera $FLAG|Y$ en cualquier elemento;;;;;;;;;x
HIGHLIGHTED_RULER_TITLE;Monarch's Journey;Le voyage du monarque;Reise des Monarchen;;Viaje del monarca;;;;;;;;;x
HIGHLIGHTED_RULER_TITLE_TOOLTIP;Featured Rulers are characters we have pre-selected for you to play. Completing their associated Challenges will increase your Score, which is used to unlock Rewards!;Les Dirigeants mis en avant sont des personnages que nous avons présélectionnés pour que vous puissiez les jouer. Réussir les défis associés augmentera votre score, qui est utilisé pour débloquer des récompenses !;"Vorgestellte Herrscher" sind Charaktere, die wir für Euch zum Spielen ausgewählt haben. Das Abschließen der damit verbundenen Herausforderungen erhöht Eure Punktzahl, mit der Ihr wiederum Belohnungen freischalten könnt!;;Los gobernantes presentados son los que hemos preseleccionado para jugar con ellos. ¡Completar sus retos asociados aumenta la puntuación y desbloquea recompensas!;;;;;;;;;x
HOLY_ORDER_EXPELLED_TOOLTIP;$TITLE|Y$ refuses to raise their troops under your command due to previously being expelled from your realm.;$TITLE|Y$ refuse de lever ses troupes sous votre commandement pour avoir été chassé de votre pays par le passé.;$TITLE|Y$ weigert sich seine Truppen und Eurem Kommando auszuheben, weil er zuvor aus Eurem Reich vertrieben wurde.;;$TITLE|Y$ se niega a poner sus tropas bajo tu mando porque los expulsaste de tu reino.;;;;;;;;;x
IN_PROGRESS_CAP;In Progress;En cours;Im Bau;;En proceso;;;;;;;;;x
IN_PROGRESS_NO_CAP;in progress;en cours de construction;In Bearbeitung;;en proceso;;;;;;;;x
IS_HISTORICAL;Is an important character or a character in an ongoing chain of events;Est un personnage important ou un personnage dans une chaîne d'événements en cours;Ist ein wichtiger Charakter oder ein Charakter in einer laufenden Ereigniskette;;Es un personaje importante o está en la serie de acontecimientos en curso;;;;;;;;;x
IS_IMPORTANT_CHARACTER_TO;Is an important character to $CHAR|Y$;Est un personnage important pour $CHAR|Y$;Ist ein wichtiger Charakter für $CHAR|Y$;;Es un personaje importante para $CHAR|Y$;;;;;;;;;x
IS_LOCAL_HUMAN_OBSERVER;The local player is an observer.;Le joueur local est un observateur;Der lokale Spieler ist Zuschauer.;;El jugador local es un observador.;;;;;;;;;x
IS_NOT_HISTORICAL;Is NOT an important character or a character in an ongoing chain of events;N'est pas un personnage important ou un personnage dans une chaîne d'événements en cours;Ist KEIN wichtiger Charakter und KEIN Charakter einer laufenden Ereigniskette;;NO es un personaje importante o está en la serie de acontecimientos en curso;;;;;;;;;x
IS_NOT_IMPORTANT_CHARACTER_TO;Is NOT an important character to $CHAR|Y$;N’est pas un personnage important pour $CHAR|Y$;Ist KEIN wichtiger Charakter für $CHAR|Y$;;NO es un personaje importante para $CHAR|Y$;;;;;;;;;x
IS_NOT_LOCAL_HUMAN_OBSERVER;The local player is NOT an observer.;Le joueur local n'est pas un observateur;Der lokale Spieler ist KEIN Zuschauer.;;El jugador local NO es un observador.;;;;;;;;;x
IS_WONDER_BEING_LOOTED_TRIGGER;Is being looted;Subit actuellement un pillage;Wird geplündert;;se está saqueando;;;;;;;;;x
IS_WONDER_BEING_RESTORED_TRIGGER;Is being restored;Est en cours de restauration;Wird wiederaufgebaut;;se está restaurando;;;;;;;;;x
IS_WONDER_DAMAGED_TRIGGER;Is damaged;A des dommages;Ist beschädigt;;está dañado/a;;;;;;;;;x
LARGE_COURT_PRESTIGE_GAIN;Large Court ($AMOUNT|Y$): §G+$VALUE$§!;Grande Cour ($AMOUNT|Y$): §G+$VALUE$§!;Großer Hof ($AMOUNT|Y$): §G+$VALUE$§!;;Gran Corte ($AMOUNT|Y$): §G+$VALUE$§!;;;;;;;;;x
LEDGER_ENTRY_WONDER_TOOLTIP;$WONDER$;$WONDER$;$WONDER$;;$WONDER$;;;;;;;;;x
LEDGER_HEADER_WONDER;Wonders of the World;Merveilles du monde;Wunder der Welt;;Maravillas del mundo;;;;;;;;;x
LEDGER_TIER;Stage;Étape;Phase;;Fase;;;;;;;;;x
LEDGER_UPGRADES;Features;Caractéristiques;Verbesserungen;;Mejoras;;;;;;;;;x
LOG_IN_TO_CONTINUE_FEATURED_RULER_SAVE;You need to be logged in to your Paradox Account in order to continue a saved Featured Ruler game;Vous devez être connecté à votre compte Paradox pour pouvoir continuer une partie enregistrée avec un dirigeant mis en avant.;Ihr müsst mit Eurem Paradox-Konto eingeloggt sein, um ein Speicherstand mit einem "Vorgestellten Herrscher" fortführen zu können;;Debemos entrar en nuestra cuenta Paradox para continuar una partida de gobernante presentado.;;;;;;;;;x
LOG_IN_TO_EARN_REWARDS;Log in to your Paradox Account to play Featured Rulers and earn Rewards!;Connectez-vous à votre compte Paradox pour jouer les dirigeants mis en avant et gagner des récompenses !;Loggt Euch mit Eurem Paradox-Konto an, um die "Vorgestellten Herrscher" zu spielen und Belohnungen zu erhalten!;;¡Entra en tu cuenta Paradox, juega con los gobernantes presentados y gana recompensas!;;;;;;;;;x
LOG_IN_TO_PLAY;Log in to your Paradox Account to play;Connectez-vous à votre compte Paradox pour jouer.;Zum Spielen müsst Ihr Euch mit mit Eurem Paradox-Konto einloggen;;Entrar en la cuenta Paradox para jugar;;;;;;;;;x
LOG_IN_TO_PLAY_FEATURED_RULER;Log in to your Paradox Account to play Featured Rulers!;Connectez-vous à votre compte Paradox pour jouer les dirigeants mis en avant !;Loggt Euch mit Eurem Paradox-Konto an, um die "Vorgestellten Herrscher" zu spielen!;;¡Entra en tu cuenta Parado y juega con los gobernantes presentados!;;;;;;;;;x
LOOT;Loot;Piller;Plündern;;Saqueo;;;;;;;;;;x
MODIFIERS_PLAIN;Modifiers;Modificateurs;Modifikatoren;;Modificadores;;;;;;;;;x
MONTH_COUNT;$MONTH$ month;$MONTH$ mois;$MONTH$ Monat;;$MONTH$ mes;;;;;;;;;x
MONTHS_COUNT;$MONTH$ months;$MONTH$ mois;$MONTH$ Monate;;$MONTH$ meses;;;;;;;;;x
NAME_W_NICK_NO_TITLE;$NAME$ '$NICK$';$NAME$ '$NICK$';$NAME$ "$NICK$";;$NAME$ '$NICK$';;;;;;;;;;x
NEUTRAL_MODIFIER_TT;No major modifier is affecting this province.;Aucun modificateur majeur n'affecte cette province.;Diese Provinz wird von keinem größeren Modifikator beeinflusst.;;Ningún gran modificador afecta a esta provincia;;;;;;;;;;x
NICK_W_NAME_NO_TITLE;'$NICK$' $NAME$;$NAME$ '$NICK$';"$NICK$" $NAME$;;$NICK$' $NAME$;;;;;;;;;;x
NO_BUILDABLE_WONDERS_NOT_OWNED;You would not currently be eligible to build any great works in this province, even if it was under your control;Vous ne seriez actuellement pas éligible pour construire un grand ouvrage dans cette province, même si celle-ci vous appartenait;Ihr seit derzeit nicht dazu berechtigt, Große Bauwerke in dieser Provinz zu bauen, selbst wenn diese unter Eurer Kontrolle wäre;;No podrías construir grandes obras en esta provincia ni aunque estuviera bajo tu control;;;;;;;;x
NO_BUILDABLE_WONDERS_OWNED;You are currently not eligible to build any great works in this province;Vous ne pouvez actuellement pas construire de grand ouvrage dans cette province;Ihr seid derzeit nicht dazu berechtigt, Große Bauwerke in dieser Provinz zu bauen;;Ahora mismo no puedes construir grandes obras en esta provincia;;;;;;;;x
NOT_CHAR_IS_INDEPENDENT;§Y[This.GetTitledFirstName]§! is not independent;[This.Get_Le_TitledFirstNameJ] n'est pas indépendant[This.Get_E];§Y[This.GetTitledFirstName]§! ist NICHT unabhängig;;§Y[This.GetTitledFirstName]§! NO es independiente;;;;;;;;;x
NOT_CURRENT_WONDER_STAGE_LOOTABLE;The current stage is NOT lootable;L'étape actuelle ne peut pas être pillée;Die momentane Phase ist NICHT plünderbar;;La fase actual NO se puede saquear;;;;;;;;;x
NOT_HAS_CUSTOM_DESCRIPTION;Does NOT have custom description;N'a pas une description personnalisée;Hat KEINE benutzerdefinierte Beschreibung;;NO tiene descripción personalizada;;;;;;;;;x
NOT_HAS_CUSTOM_NAME;Does NOT have custom name;N'a pas un nom personnalisé;Hat KEINEN benutzerdefinierten Namen;;NO tiene nombre personalizado;;;;;;;;;x
NOT_IS_WONDER_BEING_LOOTED_TRIGGER;Is NOT being looted;Ne subit pas actuellement de pillage;Wird NICHT geplündert;;NO se está saqueando;;;;;;;;;x
NOT_IS_WONDER_BEING_RESTORED_TRIGGER;Is NOT being restored;N'est pas en cours de restauration;Wird NICHT wiederaufgebaut;;NO se está restaurando;;;;;;;;;x
NOT_IS_WONDER_DAMAGED_TRIGGER;Is NOT damaged;N'a pas de dommages;Ist NICHT beschädigt;;NO está dañado/a;;;;;;;;;x
NOT_PROVINCE_IS_IN_REALM;§Y[FromFromFrom.GetName]§! is NOT part of your §Y[Root.PrimaryTitle.GetTier]§!;§Y[FromFromFrom.GetName]§! ne fait pas partie de votre §Y[Root.PrimaryTitle.GetTier]§!;§Y[FromFromFrom.GetName]§! ist NICHT Teil von Eurem/Eurer §Y[Root.PrimaryTitle.GetTier]§!;;§Y[FromFrom.GetName]§! NO es parte de tu §Y[Root.PrimaryTitle.GetTier]§!;;;;;;;;;x
NOT_WONDER_ACTIVE;§Y[FromFrom.GetName]§! is NOT active;§Y[FromFrom.GetName]§! n'est pas actif;§Y[FromFrom.GetName]§! ist NICHT aktiv;;§Y[FromFrom.GetName]§! NO activado;;;;;;;;;;x
NOT_WONDER_BEING_LOOTED;§Y[FromFrom.GetName]§! is NOT being looted;Le grand ouvrage '§Y[FromFrom.GetName]§!' n'est pas en train d'être pillé;§Y[FromFrom.GetName]§! wird NICHT geplündert;;NO se está saqueando §Y[FromFrom.GetName]§!;;;;;;;;;;x
NOT_WONDER_IS_AT_MAX_STAGE;The Great Work is NOT at its final stage;Le grand ouvrage n'est pas à l'étape ultime;Das Große Bauwerk ist NICHT in der letzten Phase;;La gran obra NO está en su última fase.;;;;;;;;;x
NOT_WONDER_IS_BEING_LOOTED;Great Work is NOT being looted;Le grand ouvrage n'est pas en train d'être pillé;Großes Bauwerk wird NICHT geplündert;;Gran obra NO está siendo saqueada;;;;;;;;;;x
NOT_WONDER_STAGE_GREATER;Stage is NOT greater than $STAGE_NUMBER|Y$;L'étape n'est pas supérieure à $STAGE_NUMBER|Y$;Phase ist NICHT höher als $STAGE_NUMBER|Y$;;La fase NO es mayor de $STAGE_NUMBER|Y$ ;;;;;;;;;x
NUDGE_4;Port/Trade post;Port/Comptoir;Hafen/Handelsposten;;Puerto/puesto comercial;;;;;;;;;x
NUDGE_5;Great Work;Grand ouvrage;Großes Bauwerk;;Gran obra;;;;;;;;;x
NUDGE_6;Great Work in water;Grand ouvrage dans l'eau;Großes Bauwerk im Wasser;;Gran obra en el agua;;;;;;;;;x
NUM_OF_COURTIERS_TRIGGER;Number of Courtiers;Nombre de courtisans;Anzahl an Höflingen;;Número de cortesanos;;;;;;;;;x
OFFMAP_MAP_MODE_DESC_DELAYED;Blue indicates realms that are within diplomatic range of the §Y[offmap_china.GetName]§!.\nGreen indicates realms that have a peace treaty with the §Y[offmap_china.GetName]§!.\nPurple indicates realms that are paying tribute to the §Y[offmap_china.GetName]§!.\nRed indicates the realm of the §Y[offmap_china.Governor.GetTitle]§!.;Le bleu indique les pays qui sont à portée diplomatique de §Y[offmap_china.GetName]§!.\nLe vert indique les pays qui ont un traité de paix avec §Y[offmap_china.GetName]§!.\nLe violet indique les pays qui paient un tribut à §Y[offmap_china.GetName]§!.\nLe rouge indique le pays [offmap_china.Governor.GetDuDela] §Y[offmap_china.Governor.GetTitle]§!.;Blau zeigt Länder an, die innerhalb der diplomatischen Reiche von §Y[offmap_china.GetName]§! sind.\nGrün zeigt Länder an, die einen Waffenstillstand mit §Y[offmap_china.GetName]§! haben.\nPurpur zeigt Länder an, die Tribut an §Y[offmap_china.GetName]§! zahlen.\nRot zeigt das Reich des §Y[offmap_china.Governor.GetTitle]§! an.;;Azul indica los reinos al alcance diplomático del §Y[offmap_china.GetName]§!.\nVerde son los reinos que tienen un tratado de paz con el §Y[offmap_china.GetName]§!.\nPúrpura, reinos que pagan tributo al §Y[offmap_china.GetName]§!.\nRojo indica el reino del §Y[offmap_china.Governor.GetTitle]§!.;;;;;;;;;x
OPEN_WONDER_HISTORY;§YOpen Great Work History§!;§YOuvrir l'historique du grand ouvrage§!;§YGeschichte des Großen Bauwerks öffnen§!;;§YAbrir historia de grandes obras§!;;;;;;;;;;x
OPEN_WONDER_HISTORY_DELAYED;Shows what has happened to this Great Work since the start of the campaign.;Affiche ce qu'il s'est passé concernant ce grand ouvrage depuis sa création.;Zeigt, was mit diesem Großen Bauwerk seit dem Start der Kampagne passiert ist.;;Muestra qué le ha pasado a esta gran obra desde el comienzo de la campaña.;;;;;;;;;;x
