cynical_pos;Approves of Cynicism;Approuve le cynisme;Schätzt Zynismus;;Aprueba el cinismo;;;;;;;;;x
de_jure_liege;Holding De Jure Vassal Titles;Détention de titres de vassal de jure;Bekleidet De-jure-Vasallentitel;;Posesión de títulos de vasallo de iure;;;;;;;;;x
de_jure_liege_hog;Holding De Jure Liege Title;Détention du titre de seigneur de jure;Bekleidet De-jure-Lehnsherrntitel;;Posesión de título de señor de iure;;;;;;;;;x
deceitful_neg;Despises Deceit;Méprise la fourberie;Verachtet Hinterlist;;Desprecia el engaño;;;;;;;;;x
deceitful_pos;Approves of Deceit;Approuve la fourberie;Schätzt Hinterlist;;Aprueba el engaño;;;;;;;;;x
declared_independence_nomad;Declared Independence;A déclaré l'indépendance;Erklärte Unabhängigkeit;;Ha declarado la independencia;;;;;;;;;x
declared_war;Declared War;Déclaration de guerre;Erklärte Krieg;;Guerra declarada;;;;;;;;;x
DEMAND_RELIGIOUS_CONVERSION_INTERACTION_ON_ACCEPT;Accepted Conversion;Conversion acceptée;Akzeptierte Konvertierung;;Conversión aceptada;;;;;;;;;x
DEMAND_RELIGIOUS_CONVERSION_INTERACTION_ON_DECLINE;Refused Conversion;Conversion refusée;Verweigerte Konvertierung;;Conversión rechazada;;;;;;;;;x
denied_adultery_rumour;Denied to have committed adultery;A nié avoir commis un adultère;Ehebruch abgestritten;;Desmentido que haya cometido adulterio;;;;;;;;;x
denied_coward_rumour;Denied being a Coward;A nié être un lâche;Stritt ab, ein Feigling zu sein;;Niega ser un cobarde;;;;;;;;;x
denied_impotence_rumour;Denied Impotence;A nié l'impuissance;Impotenz abgestritten;;Impotencia desmentida;;;;;;;;;x
denied_incest_rumour;Denied the incest rumor;A nié la rumeur d'inceste;Stritt das Blutschandegerücht ab;;Desmentido el rumor de incesto;;;;;;;;;x
denied_occultist_rumour;Denied being an Occultist;A nié être un occultiste;Stritt ab, ein Okkultist zu sein;;Niega ser un ocultista;;;;;;;;;x
denied_sodomite_rumour;Denied the Sodomite Rumour;A nié la rumeur de sodomie;Stritt das Sodomitengerücht ab;;Desmentido el rumor de sodomía;;;;;;;;;x
denounced_child;Denounced Child;Enfant dénoncé;Verleugnetes Kind;;Hijo denunciado;;;;;;;;;x
despise_drunkard;Despise drunkard;Mépriser l'alcoolique;Trunkenbold schmähen;;Desdeñar al borracho;;;;;;;;;x
despised_bastard;Despised bastard;Bâtard méprisé;Erbärmlicher Bastard;;Bastard[From.GetOA] repudiad[From.GetOA];;;;;;;;;x
diligent_neg;Misguided Diligence;Diligence malavisée;Irrgeleiteter Fleiß;;Diligencia errónea;;;;;;;;;x
diligent_pos;Approves of Diligence;Approuve la diligence;Schätzt Fleiß;;Aprueba la diligencia;;;;;;;;;x
disrespectful_youngster;Disrespectful Youngster;Jeune irrespectueux;Respektloser jüngerer;;Joven irrespetuos[From.GetOA];;;;;;;;x
disrespects_dynasty;Disrespects Dynasty;Ne respecte pas la dynastie;Verachtet Dynastie;;No respeta la dinastía;;;;;;;;;x
dissolved_alliance;Dissolved Alliance;A dissout l'alliance;Bündnis aufgelöst;;Alianza deshecha;;;;;;;;;x
dow_on_son_in_law;Declared War on Son-in-Law;Déclaration de guerre au gendre;Erklärte Krieg gegen Schwiegersohn;;Guerra declarada a yerno;;;;;;;;;x
dynastic_refused_claim;Refused Claim;Réclamation refusée;Herrschaftsanspruch zurückgewiesen;;Reclamación rechazada;;;;;;;;;x
dynastic_refused_title;Refused Title;Titre refusé;Titel abgelehnt;;Título rechazado;;;;;;;;;x
dynastic_refused_war;Refused War;Guerre refusée;Krieg zurückgewiesen;;Guerra rechazada;;;;;;;;;x
elder_murderer;Killed an Elder;A tué un Ancien;Tötete einen Ältesten;;Mató un anciano;;;;;;;;x
envious_neg;Despises Envy;Méprise l'envie;Verachtet Neid;;Desprecia la envidia;;;;;;;;;x
envious_pos;Envies you;Vous envie;Beneidet Euch;;Te envidia;;;;;;;;;x
epic_adventure;Epic Adventure;Aventure épique;Episches Abenteuer;;Aventura épica;;;;;;;;;x
evil_murderer;Attempts to Murder inside Realm;Tentative de meurtre au sein du pays;Versucht Mord innerhalb des Reichs;;Intentos de asesinato dentro del reino;;;;;;;;;x
expelled_lover_from_seclusion;Expelled Lover From Seclusion;A chassé l'être aimé de la réclusion;Vertrieb den Liebhaber aus der Klausur;;Amante expulsado de la reclusión;;;;;;;;;x
expelled_me_from_seclusion;Expelled Me From Seclusion;M'a chassé de la réclusion;Vertrieb mich aus der Klausur;;Me expulsa de la reclusión;;;;;;;;;x
forbade_me_to_leave;Forbade Me To Leave;M'a interdit de partir;Verbot mir zu gehen;;Me prohíbe irme;;;;;;;;;x
forbidden_raid_target;Report forbidden_raid_target;;forbidden_raid_target melden;;Report forbidden_raid_target;;;;;;;;;x
forced_drunkard;Forced to drink with you;A été forcé[This.Get_E] de boire avec vous;Gezwungen, mit Euch zu trinken;;Obligad[This.GetOA] a beber contigo;;;;;;;;;x
fourth_crusade_crusader;Impious Crusader;Croisé impie;Gottloser Kreuzritter;;Cruzad[From.GetOA] impí[From.GetOA];;;;;;;;;x
gave_artifact;Gave me an Artifact;M'a donné un artefact;Gab mir ein Artefakt;;Me ha dado un artefacto;;;;;;;;;x
gluttonous_neg;Despises Gluttony;Méprise la gourmandise;Verachtet Gefräßigkeit;;Desprecia la gula;;;;;;;;;x
gluttonous_pos;Approves of Gluttony;Approuve la gourmandise;Schätzt Gefräßigkeit;;Aprueba la gula;;;;;;;;;x
good_succ_law_change;Pleased by Succession Law Change;Satisfaction face à la nouvelle loi de succession;Erfreut durch Nachfolgerechtsänderung;;Complacid[This.GetOA] por el cambio en la ley de sucesión;;;;;;;;;x
got_money_request;Got Money Request;A reçu la demande d'argent;Erhielt Geldforderung;;Petición de dinero conseguida;;;;;;;;;x
grace_to_forgive;Forgiven;A pardonné;Vergeben;;Perdonad[This.GetOA];;;;;;;;;x
great_adventure;Great Adventure;Grande aventure;Großartiges Abenteuer;;Gran aventura;;;;;;;;;x
greedy_neg;Despises Greed;Méprise l'avarice;Verachtet Gier;;Desprecia la avaricia;;;;;;;;;x
gregarious_neg;Despises Gregarious;Méprise la sociabilité;Verachtet Geselligkeit;;Desprecia a los sociables;;;;;;;;;x
gregarious_pos;Approves of Gregarious;Approuve la sociabilité;Schätzt Geselligkeit;;Aprueba a los sociables;;;;;;;;;x
grievously_offended;Grievously Offended;Sérieusement offensé;Zutiefst beleidigt;;Gravemente ofendid[This.GetOA];;;;;;;;;x
grudge_from_sin;Grudge from Sin;Rancune après péché;Groll wegen Sünde;;Rencor del pecado;;;;;;;;;x
happy_parent_opinion;Happy Parent;Parent heureux;Glückliche Eltern;;Consorte feliz;;;;;;x
harsh_punishment;Harsh Punishment;Châtiment sévère;Strenge Bestrafung;;Duro castigo;;;;;;;x
honest_neg;Despises Honesty;Méprise l'honnêteté;Verachtet Ehrlichkeit;;Desprecia la honradez;;;;;;;;;x
honest_pos;Approves of Honesty;Approuve l'honnêteté;Billigt Ehrlichkeit;;Aprueba la honradez;;;;;;;;;x
honored_alliance;Honored Alliance;Alliance honorée;Geehrtes Bündnis;;Alianza respetada;;;;;;;;;x
horse_regret;Saved Instead of Favorite Horse;Enregistré à la place du cheval préféré;Anstelle des Lieblingspferds gespeichert;;Salvad[This.GetOA] en vez de caballo favorito;;;;;;;;;x
humble_neg;Despises Humility;Méprise l'humilité;Verachtet Bescheidenheit;;Desprecia la humildad;;;;;;;;;x
humble_pos;Approves of Humility;Approuve l'humilité;Schätzt Bescheidenheit;;Aprueba la humildad;;;;;;;;;x
i_attempted_murder;I attempted murder;J'ai commis une tentative de meurtre;Ich unternahm einen Mordversuch;;Intenté un asesinato;;;;;;;;;x
ignores_local_saints;Ignores local saints;Ignore les saints locaux;Ignoriert lokale Heilige;;Olvida a los santos locales;;;;;;;;;x
immortal_hate;Immortal disgust;Dégoût pour l'immortalité;Angeekelt von Unsterblichkeit;;Asco inmortal;;;;;;;;;x
immortal_loyalty;Immortal Loyalty;Loyauté envers l'immortalité;Unsterbliche Treue;;Lealtad inmortal;;;;;;;;;x
immortal_suspicions;Immortal suspicions;Se méfie de l'immortalité;Verdacht der Unsterblichkeit;;Sospechas inmortales;;;;;;;;;x
in_non_aggression_pact;In a pact of non-aggression;Dans un pacte de non-agression;In einem Nichtangriffspakt;;En un pacto de no agresión;;;;;;;;;x
insane_heathen;Insane Heathen;Païen fou;Geisteskranker Heide;;Infiel enloquecido;;;;;;;;x
insulted;Insulted;Insulte[This.Get_E];Beleidigt;;Insultad[This.GetOA];;;;;;;;;x
joined_my_war;Joined my War;A rejoint ma guerre;Schloss sich meinem Krieg an;;Se ha unido a mi guerra;;;;;;;;;x
just_neg;Despises Justice;Méprise le sens de la justice;Verachtet Gerechtigkeit;;Desprecia la justicia;;;;;;;;;x
just_pos;Approves of Justice;Approuve le sens de la justice;Schätzt Gerechtigkeit;;Aprueba la justicia;;;;;;;;;x
kind_neg;Despises Kindness;Méprise la gentillesse;Verachtet Güte;;Desprecia la bondad;;;;;;;;;x
kind_parent;Kind Parent;Gentillesse du parent;Gütige Eltern;;Progenitor[From.GetOA] bondados[From.GetOA];;;;;;;;;x
kind_pos;Approves of Kindness;Approuve la gentillesse;Schätzt Güte;;Aprueba la bondad;;;;;;;;;x
legitimized_bastard;Legitimized Bastard;Bâtard légitimé;Legitimierter Bastard;;Bastardo legitimado;;;;;;;;;x
legitimized_child;Legitimized Child;Enfant légitimé;Legitimiertes Kind;;Hijo legitimado;;;;;;;;;x
let_me_leave;Let Me Leave;M'a laissé partir;Ließ mich gehen;;Déjame irme;;;;;;;;;x
let_us_stay_in_seclusion;Let Us Stay In Seclusion;Nous laisse rester en réclusion;Ließ uns in Klausur bleiben;;Déjanos quedarnos en la reclusión;;;;;;;;;x
liege_peaceful_resolution;Liege mediation;Médiation du seigneur lige;Schlichtung durch Lehnsherrn;;Mediación del señor[This.GetXA];;;;;;;;;x
lost_war;Defeated Me;M'a défait;Besiegte mich;;Me derrotó;;;;;;;;;x
love_scorned;Love Scorned;Amour méprisé;Verschmähte Liebe;;Amor despreciado;;;;;;;;;x
loyal_vassal_against_pope;Loyal to you ahead of the pope;Vous est fidèle avant le Pape;Euch loyaler gesinnt als dem Papst;;Leal a ti antes que al Papa;;;;;;;;;x
made_repentance;Made Repentance;S'est repenti;Reue erwiesen;;Redención aceptada;;;;;;;;;x
marshal_overruled;Decision Overruled;Décision annulée;Entscheidung aufgehoben;;Decisión anulada;;;;;;;;;x
my_vassal_bribed_by_pope;Bribed by a false pope;Soudoiement par un faux Pape;Von einem falschen Papst bestochen;;Sobornado por un falso papa;;;;;;;;;x
nice_adventure;Nice Adventure;Belle aventure;Nettes Abenteuer;;Aventura agradable;;;;;;;;;x
no_annulment;No annulment!;Pas d'annulation !;Keine Aufhebung!;;¡No se anula!;;;;;;;;;x
no_heretic;No Heresy;Aucune hérésie;Keine Ketzerei;;Ninguna herejía;;;;;;;;;x
not_a_real_man;Not a real man;N'est pas un homme, un vrai;Kein echter Mann;;No es un hombre de verdad;;;;;;;;;x
not_feeling_apreciated;Not feeling appreciated;Ne se sent pas apprécié(e);Fühlt sich nicht ausreichend gewürdigt;;No se siente apreciado;;;;;;;;;x
not_supportive_liege;Not fulfilling feudal obligations;Ne remplissant pas les obligations féodales;Feudale Pflichten nicht erfüllend;;Obligaciones feudales sin cumplir;;;;;;;;;x
OFFER_MARRIGE_INTERACTION_ON_ACCEPT;Allowed a Marriage;A autorisé un mariage;Gestattete eine Heirat;;Permitido un matrimonio;;;;;;;;;x
OFFER_SUCCESSION_MARRIGE_INTERACTION_ON_ACCEPT;Allowed a Marriage;A autorisé un mariage;Gestattete eine Heirat;;Permitido un matrimonio;;;;;;;;;x
opinion_abandoned_wolves;Abandoned with the wolves;Abandon parmi les loups;Den Wölfen überlassen;;Abandonado con los lobos;;;;;;;;;x
opinion_abdicated;Abdicated on Request;Abdication sur demande;Abdankung auf Anfrage;;Abdicado por petición;;;;;;;;;x
opinion_abducted;Abducted;Enlèvement;Entführt;;Secuestrad[This.GetOA];;;;;;;;;x
opinion_abducted_peasants;Abducted Subjects;Sujets enlevés;Opferte Untertanen;;Súbditos capturados;;;;;;;;x
opinion_abducted_spouse;Abducted Spouse;Épouse enlevée;Entführte Ehefrau;;Cónyuge Secuestrado;;;;;;;;;x
opinion_abducting;Report opinion_abducting;;opinion_abducting melden;;Report opinion_abducting;;;;;;;;;x
opinion_absorbed_my_clan;Absorbed my Clan;A absorbé mon clan;Gliederte meinen Klan ein;;Absorbido mi clan;;;;;;;;x
opinion_academic_failure;Wrote Unsatisfactory Paper;A écrit un papier insatisfaisant;Schrieb eine ungenügende Abhandlung;;Escribió un trabajo insatisfactorio;;;;;;;;;x
opinion_academic_grudge;Refuted my Paper;A réfuté mon papier;Lehnte meine Abhandlung ab;;Ha rechazado mi trabajo;;;;;;;;;x
opinion_accepted_city_tax_law;Accepted lower City Taxes;A accepté d'abaisser l'impôt citadin;Niedrigere Stadtsteuern akzeptiert;;Ha aceptado bajar los impuestos urbanos;;;;;;;;;x
opinion_accepted_religion;Accepted My Religion;A accepté ma religion;Meine Religion Akzeptiert;;Aceptó Mi Religión;;;;;;;;;x
opinion_accomplice;Accomplice;Complice;Komplize;;Cómplice;;;;;;;;;x
opinion_accused_apostate;Accused of Apostasy;Accusation d'apostasie;Der Abtrünnigkeit bezichtigt;;Acusado de apostasía;;;;;;;;;x
opinion_acquaintance;Acquaintance;Connaissance;Bekanntschaft;;Conocid[From.GetOA];;;;;;;;;x
opinion_acting_suspicious;Acting Suspicious;Comportement suspect;Verhält sich verdächtig;;Actuando sospechosamente;;;;;;;;;x
opinion_admire_chaste;He is the one for me;Il est fait pour moi;Für mich ist er der Eine;;Él es el único para mí;;;;;;;;;x
opinion_adopted_foreign_ways;Adopted Foreign Ways;Coutumes étrangères adoptées;Angenommene Fremde Sitten;;Ha adoptado costumbres extranjeras;;;;;;;;;x
opinion_advance_rejected;Advance Rejected;Avances rejetées;Avancen zurückgewiesen;;Avances Rechazado;;;;;;;;;x
opinion_afraid;Afraid;A peur;Verängstigt;;Asustad[This.GetOA];;;;;;;;;x
opinion_agog;Agog;En émoi;Voller Verlangen;;Entusiasmad[This.GetOA];;;;;;;;;x
opinion_agreed_with_opinion;Agreed With Opinion;A approuvé le point de vue;War derselben Meinung;;De acuerdo con la opinión;;;;;;;;;x
opinion_alliance_breaker;Alliance-Breaker;Briseur d'alliance;Bündnisbrecher;;Rompealianzas;;;;;;;;;x
opinion_allowed_missionary;Allowed Missionary;Missionnaire autorisé;Zugelassener Missionar;;Misionero Permitido;;;;;;;;;x
opinion_ally;Ally;Alliance;Verbündeter;;Aliad[This.GetOA];;;;;;;;;x
opinion_ambition_fulfilled;Fulfilled Ambition;Ambition réalisée;Erfüllte Ambition;;Ambición cumplida;;;;;;;;;x
opinion_amused;Amused Me;Amusement;Amüsierte mich;;Me divirtió;;;;;;;;;x
opinion_angry;Angry;Fâcherie;Wütend;;Furios[This.GetOA];;;;;;;;;x
opinion_annoyed;Annoyed;Contrarié;Verärgert;;Enojad[This.GetOA];;;;;;;;;x
opinion_antagonize_slandering_spouse;Outraged;Indignation;Empört;;Indignad[This.GetOA];;;;;;;;;x
opinion_antagonized_0;Bored;Tracasserie;Gelangweilt;;Aburrid[This.GetOA];;;;;;;;;x
opinion_antagonized_1;Provoked;Provocation;Provoziert;;Provocad[This.GetOA];;;;;;;;;x
opinion_antagonized_2;Angered;Contrariété;Verärgert;;Enfurecid[This.GetOA];;;;;;;;;x
opinion_antagonized_3;Indignant;Indignation;Empört;;Indignad[This.GetOA];;;;;;;;;x
opinion_apologized;Apologized;Excusé;Hat sich entschuldigt;;Se ha disculpado;;;;;;;;;x
opinion_appreciated_abilities;Appreciated Abilities;Capacités appréciées;Gewürdigte Fähigkeiten;;Habilidades valoradas;;;;;;;x
opinion_approves;Approves;Approbation;Schätzt;;Aprueba;;;;;;;;;x
opinion_arbitrary_qadi;Arbitrary Chief Qadi;Cadi partial;Eigenmächtiger Ober-Kadi;;Cadí Jefe arbitrario;;;;;;;;;x
opinion_argued;Argued;Dispute;Streitsüchtig;;Ha discutido;;;;;;;;;x
opinion_arrest_attempt;Imprisoned;Emprisonnement;Inhaftiert;;Preso;;;;;;;;;x
opinion_associating_with_thieves;Associating with thieves;Association avec les voleurs;Assoziation mit Dieben;;Asociación con ladrones;;;;;;;;;x
opinion_at_war;At War;En guerre;Im Krieg;;En guerra;;;;;;;;;x
opinion_attempted_abduction;Attempted Abduction;A tenté un rapt;Versuchte Entführung;;Intento de secuestro;;;;;;;;;x
opinion_attempt_hajj;Berated me about Hajj;M'a réprimandé au sujet du hajj;Schalt mich wegen Haddsch;;Me amonestó acerca del hach;;;;;;;;;x
opinion_aunt;Aunt;Tante;Tante;;Tía;;;;;;;;;x
opinion_bad_parent;Bad Parent;Mauvais parent;Schlechtes Elternteil;;Mal progenitor[From.GetXA];;;;;;;;;x
opinion_bad_poetry;Read Me Bad Poetry;M'a lu de la mauvaise poésie;Oh, lasst mich hören die grausigen Verse;;Me leyó mala poesía;;;;;;;;;x
opinion_bad_punishment;Bad Punishment;Mauvaise punition;Schlechte Bestrafung;;Mal castigo;;;;;;;;;x
opinion_banished_missionary;Banished Missionary;Missionnaire banni;Verbannter Missionar;;Misionero Desterrado;;;;;;;;;x
opinion_banished_same_faith;Banished a person of our Faith!;A banni une personne de notre foi !;Verbannte eine Person unseres Glaubens!;;¡Una persona de nuestra fe exiliada!;;;;;;;;;x
opinion_baptism_sponsor_target;Mass Conversion Request;Requête de conversion de masse;Anfrage nach Massenkonvertierung;;Petición de conversión en masa;;;;;;;;;x
opinion_baptized;Baptized by Me;Baptême officié par moi;Von mir getauft;;Bautismo oficiado por mí;;;;;;;;;x
opinion_beautiful_poem;Beautiful Poem;Magnifique poème;Wunderschönes Gedicht;;Bello poema;;;;;;;;;x
opinion_beautiful_song;Beautiful Song;Magnifique chanson;Wunderschönes Lied;;Bella canción;;;;;;;;;x
opinion_beheaded_dynasty_member;Beheaded a member of my dynasty!;A décapité un membre de ma dynastie !;Ein Angehöriger meiner Dynastie geköpft!;;¡Un miembro de mi dinastía ha sido decapitado!;;;;;;;;;x
opinion_believed_in_me;Believed in me;A cru en moi;Glaubte an mich;;Creyó en mí;;;;;;;;x
opinion_beneficiary;Beneficiary;Bénéficiaire;Begünstigter;;Beneficiari[This.GetOA];;;;;;;;;x
opinion_betrayed;Betrayed Me;M'a trahi;Betrog mich;;Me han traicionado;;;;;;;;;x
