#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

EVTNAMELoR.1;The Province of Syria Palaestina;La province de Syria Palaestina;Die Provinz Syria Palaestina;;La provincia de Siria Palestina;;;;;;;;;x
EVTDESCLoR.1;The whole of the ancient province of Syria Palaestina has finally been liberated from the vile clutches of barbarians and restored to the Imperium Romanum. A great triumph will be held for the brave heroes who accomplished this feat. May their names echo in eternity!;La totalité de l'ancienne province de Syrie-Palestine a enfin été libérée des griffes cruelles des barbares et a réintégré l'Empire romain. Un grand triomphe sera réservé à ces héros qui ont réalisé cet exploit avec courage. Que leurs noms résonnent à travers l'éternité !;Die gesamte antike Provinz Syria Palaestina wurde endlich aus dem Würgegriff der berüchtigten Barbaren befreit und zum Römischen Reich zurückgeführt. Ein gewaltiger Triumphzug wird zu Ehren der tapferen Helden gehalten, die dies vollbracht haben. Mögen ihre Namen ewig im Gedächtnis bleiben!;;Todas las partes de la antigua provincia de Siria Palestina finalmente han sido liberadas de las garras terribles de los bárbaros y devueltas a Imperum Romanum. Los valientes héroes que efectuaron esta hazaña obtendrán un gran triunfo. Que sus nombres hagan eco por toda la eternidad!;;;;;;;;;x
EVTDESCLoR.2;The dark times are over for the people of Aegyptus, as Roman rule has been restored to the province once more. The Land of the Pharaohs served well as the breadbasket of the old empire, and it will again become a vital cornerstone in the continued prosperity of the glorious Roman State.;La longue période de ténèbres est finie pour le peuple égyptien, car l'autorité romaine règne de nouveau sur le pays. La Terre des Pharaons était le grenier de l'ancien Empire et elle va de nouveau devenir la pierre angulaire de la prospérité du glorieux Empire romain.;Die dunklen Zeiten für die Bewohner von Aegyptus sind beendet, die römische Herrschaft über die Provinz ist wiederhergestellt. Das Land der Pharaonen diente vorzüglich als Kornkammer des alten Reiches, und wird jetzt wieder ein wertvoller Eckpfeiler des andauernden Wohlstands des Imperium Romanum sein.;;Para la gente de Aegyptus los tiempos duros ya pasaron, el dominio Romano ha sido reinstaurado, una vez más, para gobernar la provincia. La tierra de los Pharaos fue el granero para el antiguo Imperio, y volverá a ser una piedra angular esencial para la continua prosperidad del glorioso Estado Romano.;;;;;;;;;x
EVTDESCLoR.3;The citizens of Cyrenaica can rejoice, as Roman law is once more upheld in this barren land. Yet another ancient Roman province has been returned to the bosom of the mightiest empire the civilised world has ever seen. May it never suffer the cruel touch of barbarians again.;Les citoyens de Cyrénaïque peuvent se réjouir car, sur ces terres arides, la loi romaine est rétablie. Une autre ancienne province romaine a repris sa place au sein du plus grand empire civilisé que le monde ait jamais connu. Que plus jamais elle ne souffre du cruel joug barbare.;Die Einwohner von Kyrenaika können aufatmen, das römische Recht herrscht wieder in ihrem kargen Land. Eine weitere römische Provinz findet zurück in den Schoß des mächtigsten Imperiums, das die zivilisierte Welt je gesehen hat. Möge sie nie mehr die grausame Willkür der Barbaren spüren.;;Los ciudadanos de Cirenacia pueden regocijarse de que el derecho romano sea reintroducido de nuevo en esta tierra estéril.  Otra antigua provincia romana ha sido devuelta al seno del imperio más poderoso que el mundo civilizado ha visto jamás. ¡Que la provincia nunca jamás vuelva a sufrir el toque cruel de los bárbaros!;;;;;;;;;x
EVTDESCLoR.4;The influence of [Root.GetTitledFirstName] is now felt throughout the former Roman province of Africa, as it once more falls under the sway of the Empire. Imperial troops are marching through the city of Carthage, the ancient nemesis of Rome, in definite proof that history does indeed repeat itself.;Le pouvoir [Root.Get_du_TitledFirstName] se fait dorénavant ressentir dans toute l'ancienne province romaine d'Afrique, car celle-ci est de nouveau entrée dans le sein protecteur de l'Empire. Les troupes impériales marchent sur Carthage, celle qui jadis fut jadis l'ennemie mortelle de Rome, prouvant s'il en est que l'Histoire peut se répéter.;Der Einfluss von [Root.GetTitledFirstName] ist nun in der gesamten ehemaligen römischen Provinz Africa zu sehen, da sie erneut unter der Herrschaft des Imperiums steht. Imperiale Truppen marschieren durch die Stadt von Karthago, dem uralten Erzfeind Roms, und beweisen ohne jeden Zweifel, dass sich Geschichte tatsächlich wiederholt.;;La influencia de [Root.GetTitledFirstName] se puede sentir por toda la antigua provincia romana de África, ahora que cae nuevamente bajo del Imperio. Tropas imperiales marchan a través de la ciudad de Cartago, el  antiguo castigo de Roma, en una prueba definitiva de que la historia se repite.;;;;;;;;;x
EVTDESCLoR.5;The former Roman province of Illyricum has again been restored to its rightful owners in the resurgent Imperium Romanum. With the eastern shores of the Adriatic secured, this important recruiting ground may prove vital in future campaigns to reclaim Rome's proper borders in the west.;L'ancienne province romaine d'Illyrie a de nouveau été restituée à ses propriétaires légitimes au sein de l'Imperium Romanum renaissant. Les rives orientales de l'Adriatique étant sécurisées, ce lieu de recrutement pourra s'avérer vital lors des futures campagnes indispensables pour récupérer les frontières occidentales de Rome.;Die ehemalige römische Provinz Illyricum unterliegt erneut der Herrschaft ihrer rechtmäßigen Besitzer im neu belebten Imperium Romanum. Nachdem die östlichen Ufer der Adria gesichert wurden, könnte sich dieses wichtige Gebiet für Truppenaushebungen als überlebenswichtig für zukünftige Feldzüge herausstellen, die die rechtmäßigen Grenzen Roms im Westen wiederherstellen sollen.;;La antigua provincia romana de Iliria ha sido nuevamente restablecido a sus legítimos dueños en el resurgente Imperium Romanum. Con la costa oriental del Adriático asegurada, este importante campo de reclutamiento puede resultar vital en futuras campañas para recuperar las genuinas fronteras de Roma en el oeste.;;;;;;;;;x
EVTDESCLoR.6;For the second time since the fall of the Western Empire, Italy has been liberated and restored to proper Roman rule - hopefully for good this time. The great city of Rome itself is now yours, and even hardened soldiers can be seen weeping as the Imperial standard flutters in the breeze from Trajan's Column.;Pour la seconde fois depuis la chute de l'Empire d'Occident, l'Italie a été libérée et est enfin revenue sous l'ordre des Romains. Espérons que cette fois-ci sera la bonne. La grande cité de Rome est maintenant à vous et même les soldats les plus endurcis ont été vus pleurant devant les fanions impériaux flottant au-dessus de la colonne Trajane.;Zum zweiten Mal nach dem Sturz des westlichen Imperiums wurde Italien befreit und die rechtmäßige Herrschaft Roms wiederhergestellt – diesmal hoffentlich für immer. Die großartige Stadt Rom ist nun die Eure und man kann selbst kampferprobte Soldaten weinen sehen, als die Standarte des Imperiums an der Trajanssäule flattert.;;Por segunda vez desde la disolución del Imperio de Occidente, Italia ha sido liberada y devuelta a la dominación romana - esperemos que para siempre, esta vez. La mismísima gran ciudad de Roma ahora es ahora tuya, e incluso se puede ver a los soldados más curtidos llorar mientras el estandarte imperial ondea en la Columna de Trajano.;;;;;;;;;x
EVTDESCLoR.7;Gaul, long thought forever lost to Roman rule, has submitted to the [Root.GetTitle] and been incorporated back into the Empire. The province has changed much since Caesar campaigned in this land over a thousand years ago, but no longer will it suffer under the rule of upstart kings or false emperors.;La Gaule, longtemps considérée perdue pour toujours, s'est enfin soumise [Root.Get_only_au_Title][Root.GetTitle] et a réintégré l'Empire romain. La province a beaucoup changé depuis la première campagne de César en ces lieux, il y a de cela plus de mille ans, mais elle ne souffrira plus sous les règnes des rois et empereurs usurpateurs.;Gallien, das seit langem für Rom endgültig verloren schien, hat sich dem [Root.GetTitle] unterworfen und dem Reich erneut angeschlossen. Die Provinz hat sich seit den Feldzügen Cäsars vor über tausend Jahren sehr verändert, doch sie wird nie mehr unter der Herrschaft selbsternannter Könige oder falscher Imperatoren leiden.;;Galia, que se creía perdida para siempre del dominio romano, se ha rendido al [Root.GetTitle] y de nuevo ha sido incorporada al Imperio. La provincia ha cambiado mucho desde la campaña que César hizo en este país más de mil años atrás, pero no sufrirá más bajo el dominio de advenedizos reyes o falsos emperadores.;;;;;;;;;x
EVTDESCLoR.8;The Roman Empire has now expanded beyond the borders it claimed even under the great Trajan. Germania, ever the bane of Roman armies, has at long last been pacified and incorporated into the Empire. It will now be ruled by the true continuation of the Roman State - not a false empire pretending at such.;L'Empire romain s'étend désormais au-delà même des frontières qu'il possédait sous le règne du grand Trajan. La Germanie, depuis toujours considérée comme un fléau par l'armée romaine, a enfin été pacifiée et intégrée à l'Empire. Elle va maintenant être désormais gouvernée par le véritable héritier de l'Empire romain et non par une pâle copie dénaturée.;Das Römische Reich erstreckt sich nun selbst jenseits der Grenzen, die es einst unter dem großen Trajan behauptete. Germania, schon immer das Verderben römischer Armeen, ist nun endlich befriedet und mit dem Imperium verbunden. Die Provinz wird nun durch den wahren Nachfolger des Römischen Reiches regiert werden - nicht durch ein falsches Reich, das sich als römisch ausgibt.;;El Imperio Romano se ha expandido más allá de las fronteras que jamás tuvo bajo el gran Trajano.  Germania, la eterna cruz de los ejércitos romanos, por fin ha sido pacificada e incorporada al Imperio. Ahora va a ser gobernada por la verdadera continuación del Estado Romano - no por un falso Imperio pretendiéndolo ser.;;;;;;;;;x
EVTDESCLoR.9;Cruelly left to their own devices when the Roman garrisons abandoned the province of Britannia in the 5th century, the Bretons can at last rejoice. For after suffering through centuries of darkness, Roman rule has finally been restored to their little island and they may consider themselves Imperial subjects once more.;Cruellement abandonnés à eux-mêmes lorsque les garnisons romaines ont été forcées de quitter la province de Bretagne au Ve siècle, les Bretons peuvent enfin se réjouir. Après avoir souffert des siècles de ténèbres, la petite île est de nouveau sous l'autorité de Rome et ils peuvent fièrement se considérer comme de fiers citoyens romains.;Als die römischen Garnisonen die Provinz Britannien im 5. Jahrhundert aufgaben, überließen sie die Briten grausamerweise sich selbst. Doch nun können die Briten wieder jubeln. Denn nachdem die Insel Jahrhunderte in Dunkelheit leiden musste, ist die römische Herrschaft endlich wiederhergestellt. Die Einwohner können sich nun wieder Bürger des Imperiums nennen.;;Cruelmente abandonados a su propia suerte cuando las guarniciones romanas abandonaron la provincia de Britania en el siglo quinto, por fin los bretones pueden regocijarse. Después de sufrir a lo largo de siglos de oscuridad, el gobierno romano finalmente ha sido restablecido en su pequeña isla y pueden considerarse sujetos imperiales una vez más.;;;;;;;;;x
EVTDESCLoR.10;The power and influence of the Roman Empire now extends all the way to the old province of Hispania once more. This land has suffered greatly from the constant border skirmishes waged by its bickering Muslim and Catholic lords, but now it may finally know peace again as the Pax Romana settles over the peninsula.;Le pouvoir et l'influence de l'Empire romain s'étendent de nouveau à travers l'ancienne province d'Hispanie. Cette contrée a grandement souffert des incessantes guerres frontalières provoquées par les querelles des seigneurs musulmans et catholiques. Mais désormais, elle peut enfin connaître la paix de nouveau grâce au retour de la Pax Romana dans la péninsule.;Macht und Einfluss des Römischen Reiches erstrecken sich nun erneut bis hin zu der alten Provinz Hispania. Dieses Land hat schwer unter den ständigen Grenzstreitigkeiten zanksüchtiger, muselmanischer und katholischer Herrscher gelitten, doch nun mag es endlich wieder Frieden kennenlernen, denn der Pax Romana liegt erneut über der Halbinsel.;;El poder y la influencia del Imperio Romano de nuevo se extiende a lo largo y ancho de la antigua provincia de Hispania. Esta tierra ha sufrido enormemente por las constantes escaramuzas en la frontera por las constantes disputas entre señores musulmanes y católicos, pero ahora por fin pueden conocer la paz de nuevo ya que la Pax Romana se establece sobre la península.;;;;;;;;;x
EVTDESCLoR.11;The great general Belisarius reconquered parts of Mauretania from the barbaric Vandals in the 6th century, but it was all eventually lost to the Arabs in their relentless drive across North Africa. Now that this county has been fully restored to Roman control after centuries of misrule, it may flourish again.;Au VIe siècle, le grand général Bélisaire avait reconquis certaines zones de la Maurétanie alors tenues par les Vandales, mais celles-ci ont finalement été perdues au profit des Arabes en pleine conquête du nord de l'Afrique. Après des siècles de chaos, cette province peut de nouveau prospérer.;Der große General Belisarius hat im 6. Jahrhundert Teile Mauretanias aus den Fängen barbarischer Vandalen zurückerobert, doch am Ende ging alles an die Araber, während ihres rücksichtslosen Vormarschs durch Nordafrika, verloren. Nun, da diese Provinz nach jahrhundertelanger Missherrschaft wieder ihren Platz im Römischen Reich gefunden hat, kann sie erneut aufblühen.;;El gran general Belisarius reconquistó partes de Mauritania a los Vándalos en el siglo sexto, pero finalmente todo fue perdido frente a los árabes en su implacable marcha por el norte de África. Ahora que esta provincia ha sido completamente reintegrada al control romano después de siglos de desgobierno, ahora, puede florecer de nuevo.;;;;;;;;;x
EVTDESCLoR.12;Emperor Trajan conquered Mesopotamia from the Parthian Empire and organized it as a Roman province, but it was abandoned by his successor Hadrian just a few years later. Now the Euphrates and Tigris rivers are once again under the Roman aegis, and this time they may be there to stay.;L'empereur Trajan conquit la Mésopotamie à l'Empire perse et en fit une province romaine. Mais, quelques années plus tard, son successeur Hadrien l'abandonna. Les fleuves Euphrate et Tigre sont dorénavant sous l'égide des Romains qui, cette fois, comptent bien y demeurer pour longtemps.;Kaiser Trajan eroberte Mesopotamia vom Partherreich und machte das Land zur römischen Provinz, doch sein Nachfolger Hadrian gab die Provinz nur wenige Jahre später auf. Nun sind die Flüsse Euphrat und Tigris erneut unter römischer Obhut, und dieses Mal werden sie das auch bleiben.;;El Emperador Trajano conquistó Mesopotamia desde el Imperio Parto y la organizó como provincia romana, pero fue abandonada por su sucesor Adriano pocos años después. Ahora los ríos Éufrates y Tigris son una vez más bajo la égida romana, y esta vez pueden estar allí para quedarse.;;;;;;;;;x
EVTDESCLoR.13;The borders of Rome have now advanced well beyond the ancient ruins of both Hadrian's Wall and the Antonine Wall to at last include all of Caledonia. This hard and unforgiving land is the home of a peculiar breed of people, but they will be turned into productive Roman citizens yet.;Les frontières de Rome s'étendent maintenant au-delà des anciennes ruines du mur d'Hadrien et du mur d'Antonin, pour englober toute la Calédonie. Cette terre ingrate et impitoyable est la patrie d'un peuple aux coutumes étranges, mais celui-ci sera au final assimilé en bons et loyaux citoyens romains.;Die Grenzen Roms erstrecken sich nun weit über die alten Ruinen des Hadrianwalls und des Antoniuswalls hinaus und schließen endlich ganz Caledonia ein. Dieses harte und unerbittliche Land ist die Heimat einer ganz speziellen Sorte Mensch, doch auch sie werden noch produktive römische Bürger werden.;;Las fronteras del Imperio Romano han avanzado mucho más allá de las antiguas ruinas del Muro de Adriano y del Muro de Antonino a fin de incluir toda Caledonia. Esta tierra, dura e implacable, es el hogar de una raza peculiar, pero sin duda alguna se convertirán en ciudadanos romanos productivos.;;;;;;;;;x
EVTDESCLoR.14;The island of Hibernia is the latest addition to the ever-expanding domains of the Roman Empire. This land of gently rolling hills and green fields was never conquered by the old empire, but it should become a pleasant fief to govern if one does not mind the rain or the foul-smelling Norse settlers along the coast.;L'île d'Hibernia est le dernier ajout au territoire de l'Empire romain, qui ne cesse de s'étendre. Cette terre aux collines ondulantes et aux prés verdoyants n'avait jamais été conquise par l'ancien Empire, mais elle constituera une agréable province à gouverner si l'on ne tient pas compte de la pluie incessante ou des marais nauséabonds nordiques qui parsèment le long de la côte.;Die Insel Hibernia ist das neueste Gebiet des stetig wachsenden Römischen Reiches. Dieses Land der sanft abfallenden Hügel und grünen Felder wurde nie vom alten Reich erobert, doch es sollte sich sehr angenehm als Lehen regieren lassen, wenn man sich von Regen und übelriechenden nordischen Siedlern an der Küste nicht beirren lässt.;;La isla de Hibernia es la última incorporación a los dominios del Imperio Romano, en expansión constante. Esta tierra de colinas suaves y campos verdes nunca fue conquistada por el imperio antiguo, pero debe convertirse en un agradable feudo a gobernar, si a uno no le importa la lluvia ni las colonias de malolientes nórdicos situadas en la costa.;;;;;;;;;x
EVTDESCLoR.20;Friends, Romans, countrymen, lend me your ears! After the miraculous recovery of territory lost centuries ago, the Roman Empire has been reborn! Europe has endured dark times since the imperial frontiers were stormed by barbarians and province after province burned at their touch, but now a bright new age has dawned for all of civilization.\n\nThe Roman State will no longer be referred to as the "Empire of the Greeks" by jealous pretenders in the West, but recognized as the true heir to the legacy of Rome. [Root.GetTitledFirstName] rules a restored Imperium Romanum, but much work remains to be done. There is still territory to recover and ancient borders to reclaim. For the Senate and People of Rome!;« Amis, Romains, compatriotes, écoutez-moi ! Après la reconquête miraculeuse des antiques provinces perdues depuis des siècles, l'Empire romain a ressuscité de ses cendres ! L'Europe a connu des temps difficiles depuis que les barbares ont pris d'assaut les frontières impériales en brûlant et pillant chacune des provinces qu'ils touchaient. Mais désormais un âge d'or resplendissant a commencé pour l'ensemble de la civilisation.\n    L'Empire romain ne sera plus appelé « Empire des Grecs » par les princes rivaux et jaloux de l'Occident, mais sera reconnu comme le véritable héritier de Rome. [Root.Get_Le_TitledFirstName] règne sur le Romanum Imperium restauré. Toutefois, beaucoup de travail reste à faire. Il reste encore une antique région à récupérer. Pour le Sénat et le peuple de Rome ! »;"Freunde, Römer, Landsleute, leiht mir Euer Ohr! Nach der wundersamen Rückeroberung der Länder, die wir vor Jahrhunderten verloren haben, ist das Römische Reich neu erstanden! Europa durchlitt wahrhaft dunkle Zeiten, seitdem die Reichsgrenzen von Barbaren gestürmt und Provinz um Provinz von ihnen verwüstet wurde. Doch nun dämmert ein neuer Tag für die Zivilisation.\n\nDie neidischen Heuchler im Westen werden das Römische Reich nicht länger "Reich der Griechen" nennen, sondern es als wahren Erben des römischen Vermächtnisses anerkennen. [Root.GetTitledFirstName] regiert ein wiederhergestelltes Imperium Romanum, aber noch bleibt viel Arbeit. Es gibt noch Ländereien zurückzuerobern und alte Grenzen wiederherzustellen. Für den Senat und das Volk Roms!";;¡Amigos, romanos, compatriotas, prestadme atención! ¡Después de la milagrosa recuperación de territorios que hace siglos fueron perdidos, el Imperio Romano ha renacido! Europa ha sufrido tiempos muy duros y difíciles. Las fronteras imperiales fueron asaltadas por los bárbaros y, provincia a provincia, fueron quemadas a su paso, pero ahora una nueva era luminosa ha amanecido para toda la civilización.\n\nEl Estado Romano ya no será conocido por sus pretendientes celosos del "Oeste como el Imperio" de los griegos, sino que ahora será reconocido como el verdadero heredero del legado de Roma. [Root.GetTitledFirstName] gobierna un Imperio Romano restaurado, pero todavía queda mucho trabajo por hacer. Aún hay territorios por recuperar y antiguas fronteras que reclamar ¡Por el Senado y el Pueblo de Roma!;;;;;;;;;x
EVTDESCLoR.21;The Byzantines, previously referred to as the "Empire of the Greeks" by many in the West, have somehow managed to reclaim enough lost territory to declare the Roman Empire restored! It can no longer be denied that they are the true successors of Rome and its glorious legacy. They claim a new era is upon us.;Les Byzantins, autrefois considérés comme « l'Empire des Grecs » par une grande partie de l'Occident, ont réussi à reconquérir suffisamment de territoires perdus pour proclamer la restauration de l'Empire romain ! Il ne peut plus être nié qu'ils sont le véritable successeur de la glorieuse Rome. Ils déclarent que nous entrons dans une nouvelle ère.;Den Byzantinern, bisher von vielen in der westlichen Welt als das "Reich der Griechen" bekannt, ist es irgendwie gelungen, genügend verlorenes Land zurückzuerobern, um die Wiederherstellung des Römischen Reiches zu verkünden! Man kann nicht länger leugnen, dass sie die wahren Erben Roms und seines ruhmreichen Vermächtnisses sind. Sie behaupten, eine neue Ära sei angebrochen.;;Los bizantinos, anteriormente conocidos como "El Imperio de los griegos" por muchos en Occidente, han logrado recuperar suficientes territorios perdidos para poder declarar que el Imperio Romano ha sido reestablecido.  Ya no se puede negar que ellos son los sucesores verdaderos de Roma y de su glorioso legado. Aseguran que una nueva era ha llegado.;;;;;;;;;x
EVTDESCLoR.30;In honor of the Empire's recent victory, it would be appropriate to hold a triumph in the capital for the heroic soldiers who fought in the campaign. Such an arrangement will be expensive, but the people expect nothing less.;En l'honneur de la récente victoire de l'Empire, il serait approprié d'organiser un triomphe dans la capitale pour célébrer le retour des valeureux soldats qui ont combattu héroïquement lors de cette campagne. Ce sera onéreux, mais le peuple ne s'attend à rien de moins pour leur bravoure.;Zu Ehren des kürzlichen Sieges des Reichs ist es nur angemessen, für die heldenhaften Soldaten, die an dem Feldzug teilgenommen haben, einen Triumphzug auf dem Kapitol abzuhalten. Diese Feier wird kostspielig, aber das Volk erwartet nichts weniger.;;En honor a la recién victoria del Imperio, convendría celebrar el triunfo en la capital para los heroicos soldados que lucharon en la campaña. Dicha celebración será cara, pero el pueblo no espera menos.;;;;;;;;;x
EVTDESCLoR.31;A mighty triumph is held at the Hippodrome to celebrate the brave generals and soldiers who brought defeat to the enemies of the Empire. The people cheer as trumpeters lead a long procession that includes parading soldiers, carts filled with the spoils of war and cages holding captives from the recent campaign.;Un grand triomphe a lieu à l'hippodrome pour célébrer les brillants généraux et soldats qui ont vaincu les ennemis de l'Empire. Le peuple acclame en musique et en fleurs tout au long des deux côtés de la voie de la grande procession composée de soldats, de chars remplis de butins de guerre, et des cages des prisonniers.;Ein gigantischer Triumphzug wird im Hippodrom zu Ehren derjenigen tapferen Generäle und Soldaten abgehalten, die den Feinden des Reiches Niederlagen beibrachten. Das Volk bejubelt den Zug der Soldaten, die Wagen, gefüllt mit Kriegsbeute, die Käfige, in denen die Gefangenen des Feldzugs sitzen, und die Fanfarenbläser, die all dem vorausgehen.;;Un gran triunfo se lleva a cabo en el Hipódromo para celebrar que los valientes generales y soldados condujeron a los enemigos del Imperio a la derrota. La gente aclama a los trompetistas que encabezan una larga procesión que incluye soldados, carretas llenas del botín de guerra y jaulas con cautivos de la reciente campaña.;;;;;;;;;x
EVTDESCLoR.32;The [Root.Liege.GetTitle] has commanded that a triumph be held at the Hippodrome to celebrate the brave soldiers responsible for the Empire's recent victory. The people cheer as trumpeters lead a long procession that includes parading soldiers, carts filled with the spoils of war and cages holding captives from the recent campaign.;[Root.Liege.Get_only_Le_Title][Root.Liege.GetTitle] a ordonné un défilé triomphal à l'hippodrome afin de célébrer le retour des valeureux soldats qui ont donné la récente victoire de l'Empire. La joie du peuple acclame et accompagne la longue procession des soldats qui défilent, des chariots remplis de butin de guerre et des cages des chefs vaincus et captifs de la récente campagne.;Der [Root.Liege.GetTitle] hat einen Triumphzug im Hippodrom zu Ehren der tapferen Soldaten befohlen, die für den jüngsten Sieg des Reiches verantwortlich sind. Das Volk bejubelt den Zug der Soldaten, die Wagen, gefüllt mit Kriegsbeute, die Käfige, in denen die Gefangenen des Feldzugs sitzen, und die Fanfarenbläser, die all dem vorausgehen.;;El [Root.Liege.GetTitle]ha ordenado que un gran triunfo se lleva a cabo en el Hipódromo para celebrar a los valientes soldados, artífices de la reciente victoria para el Imperio. La gente aclama a los trompetistas que encabezan una larga procesión que incluye soldados, carretas llenas del botín de guerra y jaulas con cautivos de la reciente campaña.;;;;;;;;;x
EVTDESCLoR.40;The story of the Roman Empire's glorious recovery will be told throughout the ages. Those unfortunate enough to have lived through the black days when barbarians sacked Rome at will or the Arab invaders swept in from the desert would not have dared dream of this day. All of the old provinces have been reclaimed and the Empire now stretches farther than it has in nearly a thousand years.\n\nChurch bells across Europe are ringing to celebrate this momentous occasion and men and women in both Rome and Constantinople are weeping tears of joy. It will be a challenge to keep an empire of this scale together, but for the sake of all humanity you must succeed, lest the world plunge into yet another dark age of ignorance and barbarity bereft of Rome's guiding light.;L'histoire de la glorieuse Renaissance de l'Empire romain sera sans cesse racontée à travers les âges. Ceux qui ont eu le malheur de vivre ces jours sombres, où les barbares saccageaient Rome à loisir et où les envahisseurs arabes venaient tout balayer depuis leur désert n'auraient jamais osé rêver d'un tel jour. Toutes les anciennes provinces ont été remises en état et l'Empire s'étend dorénavant plus loin que ce qu'il était il y a de cela près de mille ans. Les cloches des églises sonnent à toute volée à travers toute l'Europe pour fêter cet événement mémorable, tandis que les hommes et les femmes de Rome et de Constantinople pleurent des larmes de joie. Ce sera un défi immense de maintenir un Empire aussi démesuré, mais pour le bien de toute l'humanité, vous devez réussir, de peur de mener le monde dans une nouvelle ère ténébreuse d'ignorance et de barbarie encore plus grande si jamais la lumière du phare de Rome s'éteignait de nouveau.;Die Wiedererstellung des Römischen Reiches und seiner Grenzen ist eine Geschichte, die zu allen Zeiten erzählt werden wird. Diejenigen, die das Pech hatten, die schwarzen Tage zu erleben, in denen Rom nach Belieben von Barbaren geplündert wurde und arabische Invasoren aus der Wüste kamen, hätten von diesem Tag nicht zu träumen gewagt. All die alten Provinzen sind wieder römisch und das Reich ist größer als vor fast tausend Jahren.\n\nIn ganz Europa läuten Kirchenglocken, um dieses Ereignis zu feiern, und das Volk in Rom und Konstantinopel weint vor Freude. Ein Reich von dieser Größe zusammenzuhalten wird eine Herausforderung. Ihr müsst erfolgreich sein, damit die Welt nicht, ohne Roms wegweisendes Licht, wieder in ein dunkles Zeitalter von Unwissen und Barbarentum sinkt.;;La historia de la gloriosa recuperación del Imperio Romano se contará durante siglos. Los desafortunados que tuvieron que vivir días oscuros cuando los bárbaros saquearon Roma  o cuando los invasores árabes arrasaron desde el desierto, no se hubiesen ni siquiera atrevido a soñar como estamos hoy en día. Todas las antiguas provincias están recuperadas y el Imperio ahora se extiende más allá de lo que Roma fue hace ya cerca de mil años. \n\nLas campanas de las iglesias de toda Europa repican para celebrar esta memorable ocasión y los hombres y las mujeres derraman lágrimas de alegría en Roma y Constantinopla. Será un desafío mantener un Imperio de esta magnitud,  pero por el bien de toda la humanidad tienes que conseguirlo, no sea que el mundo sufra otra época oscura de ignorancia y barbarie, y que falte la luz guiadora que el Imperio Romano representa.;;;;;;;;;x
EVTDESCLoR.45;You are the current ruler of the glorious Roman Empire. May your reign be a prosperous one!;Vous êtes l'actuel souverain du glorieux Empire romain. Que votre règne soit prospère !;Ihr seid der gegenwärtige Herrscher des glorreichen Römischen Reiches. Möge Eure Herrschaft eine blühende sein!;;Tú eres el actual soberano del glorioso Imperio Romano. ¡Que tu reinado sea próspero!;;;;;;;;;x
