#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

PROV289;Touraine;;;;;;;;;;;;;x

PROV290;Saumur;;;;;;;;;x
PROV291;Anjou;;;;;;;;;;;;;x
PROV292;Maine;;;;;;;;;;;;;x
PROV293;Vendôme;;;;;;;;;;;;;x
PROV294;Perche;;;;;;;;;x

PROV295;Évreux;;;;;;;;;;;;;x
PROV296;Vexin;;;;;;;;;;;;;x
PROV297;Eu;;;;;;;;;;;;;x
PROV298;Rouen;;;;Ruán;;;;;;;;;x
PROV299;Caen;;;;;;;;;x
PROV300;Mortain;;;;;;;;;;;;;x

# Brittany
PROV301;Penthievre;Penthièvre;;;;;;;;;;;;x
PROV302;Tregor;;;;;;;;;x

PROV303;Léon;;;;;;;;;;;;;x
PROV304;Cornouaille;;;;Cornualles;;;;;;;;;x
PROV305;Poher;;;;;;;;;x
PROV306;Vannes;;;;;;;;;;;;;x

PROV307;Rennes;;;;;;;;;;;;;x
PROV308;Nantes;;;;;;;;;;;;;x
PROV309;Retz;;;;;;;;;x

# Aquitaine
PROV310;Thouars;;;;;;;;;;;;;x
PROV311;Poitiers;Poitou;;;;;;;;;;;;x
PROV312;Lusignan;;;;;;;;;;;;;x
PROV313;Saintonge;;;;;;;;;;;;;x

PROV314;Angoulême;;;;Angulema;;;;;;;;;x
PROV315;Périgord;;;;;;;;;;;;;x
PROV316;Agen;;;;;;;;;;;;;x
PROV317;Bordeaux;Guyenne;;;Burdeos;;;;;;;;;x

PROV318;Marsan;Albret;;;;;;;;;;;;x
PROV319;Dax;Lahourd;;;;;;;;;;;;x
PROV320;Béarn;;;;Bearn;;;;;;;;;x
PROV321;Armagnac;;;;;;;;;;;;;x

PROV322;Foix;;;;;;;;;;;;;x
PROV323;Carcassonne;;;;Carcasona;;;;;;;;;x
PROV324;Narbonne;;;;Narbona;;;;;;;;;x
PROV325;Melgueil;;;;;;;;;;;;;x
PROV326;Rouergue;;;;;;;;;;;;;x
PROV327;Toulouse;;;;;;;;;;;;;x

PROV328;Aurillac;;;;;;;;;x
PROV329;Gévaudan;;;;;;;;;;;;;x
PROV330;Auvergne;;;;Auvernia;;;;;;;;;x

PROV331;Limousin;;;;Lemosín;;;;;;;;;x
PROV332;La Marche;;;;;;;;;;;;;x
PROV333;Bourbon;;;;;;;;;;;;;x

# Burgundy
PROV334;Nevers;;;;;;;;;;;;;x
PROV335;Auxerre;;;;;;;;;;;;;x
PROV336;Dijon;;;;;;;;;;;;;x
PROV337;Charolais;;;;;;;;;;;;;x
PROV338;Mâcon;;;;;;;;;;;;;x
PROV339;Chalons;Châlons;;;;;;;;;;;;x

PROV340;Escuens;;;;;;;;;x
PROV341;Varais;;;;;;;;;x
PROV342;Amous;;;;;;;;;x
PROV343;Vesoul;;;;;;;;;x
PROV344;Montbéliard;;;;;;;;;x

PROV345;Basel;;;;;;;;;x
PROV346;Neuchatel;Neuchâtel;;;;;;;;;;;;x
PROV347;Vaud;;;;;;;;;x
PROV348;Bern;;;;;;;;;x

PROV349;Valais;;;;;;;;;;;;;x
PROV350;Aosta;;;;;;;;;x
PROV351;Genevois;;;;;;;;;x
PROV352;Savoy;Savoie;Savoyen;;Saboya;;;;;;;;;x

PROV353;Lyon;;;;;;;;;;;;;x
PROV354;Forez;;;;;;;;;;;;;x
PROV355;Vienne;Viennois;;;Viena;;;;;;;;;x
PROV356;Vivarais;;;;;;;;;;;;;x

PROV357;Venaissin;;;;;;;;;;;;;x
PROV358;Forcalquier;;;;;;;;;;;;;x
PROV359;Provence;;;;Provenza;;;;;;;;;x
PROV360;Nice;;;;Niza;;;;;;;;;x

# Aragon
PROV361;Rosello;Roussillon;;;Rosellò;;;;;;;;;x
PROV362;Empuries;;;;Empúries;;;;;;;;;x
PROV363;Urgell;;;;Urgel;;;;;;;;;x
PROV364;Lleida;Lérida;;;Lérida;;;;;;;;;x
PROV365;Barcelona;Barcelone;;;;;;;;;;;;x
PROV366;Tarragona;Tarragone;;;;;;;;;;;;x

PROV367;Albarracin;;;;Albarracín;;;;;;;;;x
PROV368;Calatayud;;;;;;;;;;;;;x
PROV369;Zaragoza;Saragosse;Saragossa;;;;;;;;;;;x
PROV370;Alto Aragón;Haut-Aragón;;;;;;;;;;;;

# Navarra
PROV371;Navarra;Navarre;;;;;;;;;;;;x
PROV372;Nájera;;;;;;;;;;;;;x
PROV373;Viscaya;Biscaye;;;Vizcaya;;;;;;;;;x

# Asturias
PROV374;Asturias de Santillana;Asturies;;;;;;;;;;;;x
PROV375;Burgos;;;;;;;;;;;;;x
PROV376;Soria;;;;;;;;;;;;;x
PROV377;Osma;;;;;;;;;x
PROV378;Valladolid;;;;;;;;;;;;;x

PROV379;Salamanca;Salamanque;;;;;;;;;;;;x
PROV380;Zamora;;;;;;;;;;;;;x
PROV381;Palencia;;;;;;;;;x
PROV382;León;;Leon;;;;;;;;;;;x

PROV383;Astorga;;;;;;;;;;;;;x
PROV384;Asturias de Oviedo;Oviedo;;;;;;;;;;;;x

PROV385;Lugo;;;;;;;;;x
PROV386;Coruña;La Corogne;;;La Coruña;;;;;;;;;x
PROV387;Santiago;Saint-Jacques-de-Compostelle;;;;;;;;;;;;x

PROV388;Porto;;;;Oporto;;;;;;;;;x
PROV389;Bragança;Bragance;;;Braganza;;;;;;;;;x
PROV390;Guardo;;;;;;;;;;;;;x
PROV391;Coimbra;Coïmbra;;;;;;;;;;;;x

# Andalusia
PROV392;Lisboa;Lisbonne;Lissabon;;;;;;;;;;;x
PROV393;Almada;;;;;;;;;x

PROV394;Egitanea;;;;;;;;;x
PROV395;Évora;;;;;;;;;;;;;x
PROV396;Mértola;;;;;;;;;;;;;x
PROV397;Alcácer do Sal;;;;;;;;;;;;;x

PROV398;Silves;;;;;;;;;;;;;x
PROV399;Faro;;;;;;;;;;;;;x

PROV400;Huelva;;;;;;;;;x
PROV401;Niebla;;;;;;;;;;;;;x
PROV402;Cadiz;Cadix;;;Cádiz;;;;;;;;;x
PROV403;Algeciras;Algésiras;;;;;;;;;;;;x
PROV404;Seville;Séville;Sevilla;;Sevilla;;;;;;;;;x
PROV405;Aracena;;;;;;;;;;;;;x

PROV406;Badajoz;;;;;;;;;;;;;x
PROV407;Caceres;Cacéres;;;Cáceres;;;;;;;;;x
PROV408;Alcantara;;;;Alcántara;;;;;;;;;x
PROV409;Plasencia;;;;;;;;;;;;;x

PROV410;Toledo;Tolède;;;;;;;;;;;;x
PROV411;Alcalá;;;;;;;;;x
PROV412;Molina;;;;;;;;;;;;;x
PROV413;Cuenca;;;;;;;;;;;;;x

PROV414;La Mancha;;;;;;;;;;;;;x
PROV415;Calatrava;;;;;;;;;;;;;x
PROV416;Cordoba;Cordoue;;;Córdoba;;;;;;;;;x
PROV417;Jaen;;;;;;;;;x

PROV418;Malaga;Málaga;;;Málaga;;;;;;;;;x
PROV419;Granada;Grenade;;;;;;;;;;;;x
PROV420;Almeria;Alméria;;;Almería;;;;;;;;;x

PROV421;Murcia;Murcie;;;;;;;;;;;;x
PROV422;Almansa;;;;;;;;;;;;;x

PROV423;Denia;Dénia;;;;;;;;;;;;x
PROV424;Valencia;Valence;;;;;;;;;;;;x
PROV425;Castellon;;;;Castellón;;;;;;;;;x

PROV426;Mallorca;Majorque;;;;;;;;;;;;x
PROV427;Menorca;Minorque;;;;;;;;;;;;x

# Corsica and Sardinia
PROV428;Cagliari;;;;;;;;;;;;;x
PROV429;Ogliastra;;;;;;;;;;;;;x
PROV430;Arborea;;;;Arbórea;;;;;;;;;x
PROV431;Torres;;;;;;;;;;;;;x
PROV432;Gallura;;;;;;;;;;;;;x

PROV433;Cinarca;;;;;;;;;;;;;x
PROV434;Corsica;Corse;Korsika;;;;;;;;;;;x

# Italy
PROV435;Genoa;Gènes;Genua;;Génova;;;;;;;;;x
PROV436;Noli;;;;;;;;;x

PROV437;Saluzzo;Saluces;;;;;;;;;;;;x
PROV438;Piemonte;Piemont;Piemont;;;;;;;;;;;x
PROV439;Ivrea;;;;;;;;;x
PROV440;Monferrato;Montferrat;;;;;;;;;;;;x

PROV441;Pavia;Pavie;;;;;;;;;;;;x
PROV442;Milano;;Mailand;;Milán;;;;;x
PROV443;Como;;;;;;;;;x
PROV444;Bellinzona;;;;;;;;;x
PROV445;Brescia;;;;;;;;;;;;;x
PROV446;Cremona;Crémone;;;;;;;;;;;;x

PROV447;Mantua;Mantoue;;;;;;;;;;;;x
PROV448;Verona;Vérone;;;;;;;;;;;;x
PROV449;Padua;Padoue;;;;;;;;;;;;x

PROV450;Venezia;Venise;Venedig;;Venecia;;;;;;;;;x

PROV451;Ferrara;Ferrare;;;;;;;;;;;;x
PROV452;Ravenna;Ravenne;;;Rávena;;;;;;;;;x
PROV453;Bologna;Bologne;;;Bolonia;;;;;;;;;x

PROV454;Modena;Modène;;;Módena;;;;;;;;;x
PROV455;Parma;Parme;;;;;;;;;;;;x

PROV456;Lucca;Lucques;;;;;;;;;;;;x
PROV457;Florence;;Florenz;;Florencia;;;;;;;;;x
PROV458;Arezzo;;;;;;;;;x
PROV459;Siena;Sienne;;;;;;;;;;;;x

PROV460;Pisa;;;;;;;;;;;;;x
PROV461;Piombino;;;;;;;;;;;;;x

# Papal State
PROV462;Orbetello;;;;;;;;;;;;;x
PROV463;Orvieto;;;;;;;;;;;;;x
PROV464;Rome;;Rom;;Roma;;;;;;;;;x

PROV465;Perugia;;;;;;;;;x
PROV466;Spoleto;Spolète;;;;;;;;;;;;x

PROV467;Urbino;;;;;;;;;;;;;x
PROV468;Rimini;;;;;;;;;x
PROV469;Ancona;Ancône;;;;;;;;;;;;x

# Sicily
PROV470;Aquila;;;;;;;;;x
PROV471;Chieti;;;;;;;;;x

PROV472;Capua;Capoue;;;;;;;;;;;;x
PROV473;Napoli;Naples;Neapel;;Nápoles;;;;;;;;;x

PROV474;Amalfi;;;;;;;;;;;;;x

PROV475;Benevento;Bénévent;;;;;;;;;;;;x
PROV476;Foggia;;;;;;;;;;;;;x

PROV477;Apulia;Apulie;Apulien;;;;;;;;;;;x
PROV478;Bari;;;;;;;;;;;;;x
PROV479;Lecce;;;;;;;;;;;;;x

PROV480;Taranto;Tarente;Tarent;;Tarento;;;;;;;;;x
PROV481;Salerno;Salerne;;;;;;;;;;;;x

PROV482;Cosenza;;;;;;;;;x
PROV483;Catanzaro;;;;;;;;;x
PROV484;Reggio;;;;;;;;;;;;;x

PROV485;Messina;Messine;;;Mesina;;;;;;;;;x
PROV486;Palermo;Palerme;;;;;;;;;;;;x
PROV487;Trapani;;;;;;;;;;;;;x
PROV488;Girgenti;Agrigente;;;Agrigento;;;;;;;;;x
PROV489;Siracusa;Syracuse;Syrakus;;;;;;;;;;;x
PROV490;Malta;Malte;;;;;;;;;;;;x

# Greece
PROV491;Kaneia;Kanéia;;;;;;;;;;;;x
PROV492;Chandax;;;;;;;;;;;;;x

PROV493;Naxos;;;;;;;;;;;;;x
PROV494;Euboia;Eubée;Euböa;;;;;;;;;;;x

PROV495;Chalkidike;Chalcidique;;;Chalkidiki;;;;;;;;;x
PROV496;Serrae;;;;;;;;;x
PROV497;Thessalonike;Thessalonique;Thessaloniki;;Tesalónica;;;;;;;;;x

PROV498;Demetrias;Démétrias;;;;;;;;;;;;x
PROV499;Thessalia;Thessalie;Thessalien;;Tesalia;;;;;;;;;x
PROV500;Thebes;Thèbes;;;;;;;;x
PROV501;Atheniai;Athènes;Athen;;Atenas;;;;;;;;;x

PROV502;Korinthos;Corinthe;Korinth;;Corinto;;;;;;;;;x
PROV503;Monemvasia;;;;;;;;;;;;;x
PROV504;Methone;Méthone;;;;;;;;;;;;x
PROV505;Achaia;Achaïe;;;;;;;;;;;;x

# Epirus
PROV506;Zakynthos;;;;;;;;;x
PROV507;Cephalonia;Céphalonie;Kefalonia;;Cefalonia;;;;;;;;;x
PROV508;Korkyra;;;;;;;;;x

PROV509;Naupaktos;;;;;;;;;x
PROV510;Árta;;;;Artá;;;;;;;;;x
PROV511;Épeiros;;Epirus;;;;;;;;;;;x

PROV512;Kastoria;;;;;;;;;x
PROV513;Bitola;;;;;;;;;x
PROV514;Ohrid;;;;;;;;;;;;;x

PROV515;Avlonas;;;;;;;;;x
PROV516;Dyrrachion;;;;;;;;;;;;;x

# Serbia
PROV517;Zeta;;;;;;;;;;;;;x
PROV518;Travunia;;;;;;;;;x
PROV519;Ragusa;Raguse;;;;;;;;;;;;x

PROV520;Onogost;;;;;;;;;x
PROV521;Rashka;;;;;;;;;;;;;x
