EVTDESCAHF21142;I was happy to hear [From.GetTitledFirstName] and I are of one mind on this issue. We will both refrain from using underhanded tactics against each other during this war.;Je suis heureu[Root.GetXSe] d'entendre que [From.Get_le_TitledFirstName] et moi soyons du même avis. Nous nous retiendrons d'utiliser des tactiques sournoises durant cette guerre.;Es freut mich zu hören, dass [From.GetTitledFirstName] und ich in diesem Punkt einer Meinung sind. Wir werden beide in diesem Krieg keine hinterhältigen Taktiken gegeneinander anwenden.;;Me alegró saber que [From.GetTitledFirstName] pensamos lo mismo sobre esto. Ambos bandos se abstendrán de usar tácticas cobardes contra el otro durante la guerra.;;;;;;;;x
EVTDESCAHF21143;The messenger came in this morning to inform me that [From.GetTitledFirstName] has decided to accept my offer of peace. The war is over.;Le messager venu ce matin m'a informé que [From.Get_le_TitledFirstName] a accepté ma proposition de paix. La guerre est finie.;Der Bote kam heute Morgen, um mir mitzuteilen, dass [From.GetTitledFirstName] mein Friedensangebot angenommen hat. Der Krieg ist vorbei.;;Esta mañana vino el mensajero informándome que [From.GetTitledFirstName] ha decidido aceptar mi oferta de paz. La guerra ha terminado.;;;;;;;;x
EVTDESCAHF21144;[From.GetTitledFirstName] has decided to trust me and accept my offer and meet me during a momentary truce. While it is unlikely that this meeting will result in a settlement of our dispute, it might help us to maintain a healthy relationship in spite of the war.;[From.Get_Le_TitledFirstName] a décidé de me faire confiance et d'accepter ma proposition de me rencontrer pendant un moment de trêve. Bien qu'il soit improbable que cette rencontre aboutisse à un règlement de notre différend, cela pourrait nous aider à maintenir une relation saine malgré la guerre.;[From.GetTitledFirstName] hat sich entschieden, mir zu vertrauen und mein Angebot anzunehmen mich während einer Waffenruhe zu treffen. Obwohl es unwahrscheinlich ist, dass dieses treffen zu einer Beilegung unserer Streitigkeiten führen wird, könnte es uns dennoch dabei helfen, zumindest trotz des Krieges gesunde Beziehungen aufrechtzuerhalten.;;[From.GetTitledFirstName] ha decidido confiar en mí y aceptar mi oferta de encontrarnos en una tregua momentánea. Aunque es improbable que este encuentro resuelva nuestras disputas, puede ayudar a mantener una buena relación a pesar de la guerra.;;;;;;;;x
EVTDESCAHF21146;[From.GetTitledFirstName] was flattered by the honors I bestowed upon [From.GetHerHis] troops and was happy to reciprocate them.;[From.Get_Le_TitledFirstName] a été flatté[From.Get_E] par les honneurs que j'ai accordés à ses troupes et était heureu[From.GetXSe] de nous rendre la pareille.;[From.GetTitledFirstName] war von meinen Ehrungen geschmeichelt, die ich [From.GetHerHis]en Truppen machte und war glücklich, sie erwidern zu können.;;A [From.GetTitledFirstName] le halagaron los honores que dediqué a sus tropas y le encantó corresponder.;;;;;;;;x
EVTDESCAHF21147;Sadly, [From.GetTitledFirstName] ignored my flattering message regarding the bravery of [From.GetHerHis] troops and the skill of [From.GetHerHis] commanders in battle. Perhaps [From.GetSheHe] did not believe me to be truthful...;Malheureusement, [From.Get_le_TitledFirstName] a ignoré mon message flatteur concernant la bravoure de ses troupes et l'habileté de ses commandants au combat. Peut-être qu'il ne m'a pas cru sincère...;Leider hat [From.GetTitledFirstName] meine schmeichelhafte Nachricht bezüglich der Tapferkeit [From.GetHerHis]er Truppen und der Fähigkeit [From.GetHerHis]er Kommandanten in der Schlacht ignoriert. Vielleicht glaubt [From.GetSheHe] nicht, dass ich es ehrlich meine...;;Lamentablemente, [From.GetTitledFirstName] hizo caso omiso de mi mensaje sobre el valor de sus tropas y la pericia de sus comandantes en la batalla. Puede que no creyese en mi sinceridad…;;;;;;;;x
EVTDESCAHF21148;I have been betrayed! [From.GetTitledFirstName] took advantage of my trust to ambush me during our meeting, breaking the truce that [From.GetSheHe] [From.GetHerselfHimself] had called. I am now at [From.GetHerHis] mercy!;J'ai été trahi[Root.Get_E] ! [From.Get_Le_TitledFirstName] a profité de ma confiance pour me tendre une embuscade pendant notre réunion, brisant la trêve qu'[From.GetIlElle] avait [From.GetLuiElle]-même appelée. Je suis maintenant à sa merci !;Ich wurde betrogen!  [From.GetTitledFirstName] nutze mein Vertrauen, um mich während unseres Treffens zu überfallen und den Waffenstillstand zu brechen, den [From.GetSheHe] selbst ausgerufen hatte. Ich stehe jetzt in [From.GetHerHis]er Gnade!;;¡Me han traicionado! [From.GetTitledFirstName] se aprovechó de mi confianza para tenderme una emboscada durante la reunión, rompiendo la tregua que había solicitado. ¡Ahora estoy a su merced!;;;;;;;;x
EVTDESCAHF21149;My plan worked brilliantly! I have caught [From.GetFirstName] during our brief meeting. While breaking the truce has considerably hurt my reputation, this trickery could bring a quick resolution to this war.;Mon plan a fonctionné avec brio ! J'ai capturé [From.GetFirstName] lors de notre brève rencontre. Bien que la rupture de la trêve ait considérablement nui à ma réputation, cette supercherie pourrait apporter une solution rapide à cette guerre.;Mein Plan hat hervorragend funktioniert! Ich habe [From.GetFirstName] während unseres kurzen Treffens gefangen nehmen können. Obgleich der Bruch des Waffenstillstands meinem Ruf beträchtlich geschadet hat, könnte dieser Trick eine schnelle Lösung für diesen Krieg bringen.;;¡Mi plan funcionó brillantemente! He capturado a [From.GetTitledFirstName] durante nuestra reunión. Aunque romper la tregua ha dañado considerablemente mi reputación, este truco puede terminar la guerra rápidamente.;;;;;;;;x
EVTDESCAHF21150;I was not wrong to trust [From.GetTitledFirstName]. The truce allowed us to discuss many things and clarify our respective reasons to fight this war against each other. Even though we were unable to reach a peaceful resolution, I think that we have come to respect each other quite a bit more after this meeting.;Je n'ai pas eu tort de faire confiance [From.Get_au_TitledFirstName]. La trêve nous a permis de discuter de beaucoup de choses et de clarifier nos raisons respectives de nous combattre dans cette guerre. Même si nous n'avons pas été en mesure de parvenir à un règlement pacifique, je pense que nous avons fini par nous respecter un peu plus après cette rencontre.;Es war nicht falsch, [From.GetTitledFirstName] zu vertrauen. Der Waffenstillstand erlaubte uns, viele Dinge zu diskutieren und unsere jeweiligen Gründe zu für den Krieg offenzulegen. Auch wenn wir keine friedliche Lösung finden konnten, respektieren wir uns nach diesem Treffen ein wenig mehr.;;No me equivocaba al confiar en [From.GetTitledFirstName]. La tregua nos ha permitido discutir muchas cosas y aclarar los motivos que tenemos para luchar esta guerra. Aunque no llegamos a una conclusión pacífica, creo que tras la reunión nos respetamos mutuamente un poco más.;;;;;;;;x
EVTDESCAHF21151;Thankfully, the truce I called for allowed me and [From.GetTitledFirstName] to discuss many things and clarify our respective reasons to fight this war against each other. Even though we were unable to reach a peaceful resolution, I think that we have come to respect each other quite a bit more after this meeting.;Heureusement, la trêve que j'ai demandée nous a permis, [From.Get_au_TitledFirstName] et à moi, de discuter de beaucoup de choses et de clarifier nos raisons respectives de nous combattre dans cette guerre. Même si nous n'avons pas été en mesure de parvenir à un règlement pacifique, je pense que nous avons fini par nous respecter un peu plus après cette rencontre.;Glücklicherweise erlaubte der Waffenstillstand [From.GetTitledFirstName] und mir viele Dinge zu diskutieren und unsere jeweiligen Gründe für den Krieg offenzulegen. Auch wenn wir keine friedliche Lösung finden konnten, respektieren wir uns nach diesem Treffen ein wenig mehr.;;Por suerte, la tregua que solicité nos ha permitido a [From.GetTitledFirstName] y a mí a discutir muchas cosas y aclarar los motivos que tenemos para luchar esta guerra. Aunque no llegamos a una conclusión pacífica, creo que tras la reunión nos respetamos mutuamente un poco más.;;;;;;;;x

EVTDESCBHF21127;If I wish [sway_target.GetTitledFirstName] to like me, I should first and foremost try to apologize for the terrible treatment I subjected [sway_target.GetHerHim] to in the past.;Si je veux que [sway_target.Get_le_TitledFirstName] m'apprécie, je devrais d'abord et avant tout m'excuser pour le terrible traitement auquel je l'ai soumis[sway_target.Get_E] par le passé.;Wenn ich möchte, dass [sway_target.GetTitledFirstName] mich mag, sollte ich zuerst versuchen mich für die schlechte Behandlung zu entschuldigen, der ich [sway_target.Getihnsie] in der Vergangenheit ausgesetzt habe.;;Si quiero gustar a [sway_target.GetTitledFirstName], antes que nada debo intentar disculparme por el trato horrible al que le sometí en el pasado.;;;;;;;;x
EVTDESCBHF21128;[From.GetTitledFirstName]  wished me to know of how deeply and truly sorry [From.GetSheHe] is for causing my family so much pain in the past. [From.GetSheHeCap] hopes that I will forgive [From.GetHerHis] past slights and give [From.GetHerHim] another opportunity to earn my trust and friendship.;[From.Get_Le_TitledFirstName] souhaite que je sache à quel point [From.GetIlElle] est désolé[From.Get_E] d'avoir causé tant de souffrances à ma famille par le passé. [From.GetIlElleCap] espère que je vais lui pardonner ses méfaits et lui donner une autre occasion de gagner ma confiance et mon amitié.;[From.GetTitledFirstName] wollte mich wissen lassen, wie tief und aufrichtig es [From.GetHerHim] leidtut, meiner Familie in der Vergangenheit so viel Schmerz zugefügt zu haben. [From.GetSheHeCap] hofft, dass ich [From.GetHerHim] vergebe und eine neue Gelegenheit gebe, mein Vertrauen und meine Freundschaft zu verdienen.;;[From.GetTitledFirstName] quiere que sepa cuánto y cuán profundamente lamenta haber causado tanto dolor a mi familia en el pasado. Espera que pueda perdonar sus desprecios del pasado y desea que le dé otra oportunidad para ganarse mi confianza y amistad.;;;;;;;;x
EVTDESCBHF21131;[From.GetTitledFirstName] has contacted me in an attempt to apologize for the many offenses [From.GetSheHe] has subjected my family to in the past. [From.GetSheHeCap] hopes that I will forgive [From.GetHerHis] past slights and give [From.GetHerHim] another opportunity to earn my trust and friendship.;[From.Get_Le_TitledFirstName] m'a contacté[Root.Get_E] pour s'excuser d'avoir causé tant de souffrances à ma famille par le passé. [From.GetIlElleCap] espère que je vais lui pardonner ses méfaits et lui donner une autre occasion de gagner ma confiance et mon amitié.;[From.GetTitledFirstName] hat mich kontaktiert, um sich für die vielen Vergehen zu entschuldigen, die [From.GetSheHe] meiner Familie in der Vergangenheit verursacht hat. [From.GetSheHeCap] hofft, dass ich [From.GetHerHim] vergebe und eine neue Gelegenheit gebe, mein Vertrauen und meine Freundschaft zu verdienen.;;[From.GetTitledFirstName] se ha puesto en contacto conmigo en un intento de disculparse por las muchas ofensas que causó a mi familia en el pasado. Espera que pueda perdonar sus pasados desprecios y desea que le dé otra oportunidad para ganarse mi confianza y amistad.;;;;;;;;x
EVTDESCBHF21133;I was relieved to hear that [From.GetTitledFirstName] is ready to forgive me for my past behavior. Now that we have finally put behind us old quarrels, we can start to know each other better and build trust between us.;J'ai été soulagé[Root.Get_E] d'apprendre que [From.Get_le_TitledFirstName] est prêt[From.Get_E] à me pardonner pour mon comportement passé. Maintenant que nous avons dépassé ces vieilles querelles, nous pouvons commencer à mieux nous connaître et nous faire confiance.;Ich war erleichtert zu hören, dass [From.GetTitledFirstName] dazu bereit ist, meinem frühen Verhalten zu verzeihen. Jetzt, wo wir endlich die alten Streitigkeiten hinter uns gelassen haben, können wir uns besser kennenlernen und neues Vertrauen zwischen uns aufbauen.;;Me alivió saber que [From.GetTitledFirstName] está dispuest[From.GetOA] a perdonarme por mi comportamiento en el pasado. Ahora que ya hemos dejado atrás las antiguas riñas, podemos empezar a conocernos mejor y a crear confianza entre ambos..;;;;;;;;x

EVTDESCCHF21127;Given the horrible mutilation I have caused [sway_target.GetHerHim], it is no wonder that [sway_target.GetTitledFirstName] hates me. If I wish for [sway_target.GetHerHim] to ever like me, I should first and foremost try to apologize for the terrible treatment I subjected [sway_target.GetHerHim] to.;Étant donnée l'horrible mutilation que je lui ai causée, il n'est pas étonnant que [sway_target.Get_le_TitledFirstName] me déteste. Si je veux qu'[sway_target.GetIlElle]' m'apprécie, je devrais d'abord et avant tout m'excuser pour le terrible traitement auquel je l'ai soumis[sway_target.Get_E] par le passé.;Angesichts der schrecklichen Verleumdung, die ich bei [sway_target.GetHerHim] verursacht habe, ist es kein Wunder, dass [sway_target.GetTitledFirstName] mich hasst. Wenn ich möchte, dass [sway_target.GetTitledFirstName] mich mag, sollte ich zuerst versuchen mich für die schlechte Behandlung zu entschuldigen, der ich [sway_target.Getihnsie] in der Vergangenheit ausgesetzt habe.;;Dada la horrible mutilación que le causé, no me extraña que [sway_target.GetTitledFirstName] me odie. Si quiero gustarle, antes que nada debo intentar disculparme por el trato horrible al que le sometí en el pasado.;;;;;;;;x

EVTDESCDHF21127;If I wish [sway_target.GetTitledFirstName] to like me, I should first and foremost try to apologize for having unjustly held [sway_target.GetHerHim] captive in my dungeons.;Si je souhaite que [sway_target.Get_le_TitledFirstName] m'apprécie, je devrais d'abord et avant tout essayer de m'excuser de l'avoir gardé[sway_target.Get_E] injustement dans mes cachots.;Wenn ich möchte, dass [sway_target.GetTitledFirstName] mich mag, sollte ich zuerst versuchen mich dafür zu entschuldigen, [sway_target.Getihnsie] ungerechtfertigterweise in meinem Verlies eingesperrt zu haben.;;Si quiero gustar a [sway_target.GetTitledFirstName], antes que nada debo intentar disculparme por haberle tenido prisioner[sway_target.GetOA] en las mazmorras.;;;;;;;;x

EVTDESCEHF21127;If I wish [sway_target.GetTitledFirstName] to like me, I should first and foremost try to apologize for attempting to murder [sway_target.GetHerHim].;Si je souhaite que [sway_target.Get_le_TitledFirstName] m'apprécie, je devrais d'abord et avant tout essayer de m'excuser pour avoir tenté de l'assassiner.;Wenn ich möchte, dass [sway_target.GetTitledFirstName] mich mag, sollte ich zuerst versuchen mich dafür zu entschuldigen, den Versuch unternommen zu haben, [sway_target.Getihnsie] zu ermorden.;;Si quiero gustar a [sway_target.GetTitledFirstName], antes que nada debo intentar disculparme por haber intentado asesinar[sway_target.GetLoLa].;;;;;;;;x

EVTDESCFHF21127;If I wish [sway_target.GetTitledFirstName] to like me, I should first and foremost try to apologize for the terrible pain I inflicted upon [sway_target.GetHerHim] by torturing [sway_target.GetHerHis] own family.;Si je souhaite que [sway_target.Get_le_TitledFirstName] m'apprécie, je devrais d'abord et avant tout essayer de m'excuser pour la terrible douleur que je lui ai infligée en torturant quelqu'un de sa famille.;Wenn ich möchte, dass [sway_target.GetTitledFirstName] mich mag, sollte ich zuerst versuchen mich für den Schmerz zu entschuldigen, den ich [sway_target.GetHerHim] gebracht habe, indem ich [sway_target.GetHerHis]e Familie gequält habe.;;Si quiero gustar a [sway_target.GetTitledFirstName], antes que nada debo intentar disculparme por el terrible dolor que le produje torturando a su familia.;;;;;;;;x

EVTDESCGHF21127;If I wish [sway_target.GetTitledFirstName] to like me, I should first and foremost try to apologize for the terrible crime I committed by executing [sway_target.GetHerHis] own child.;Si je souhaite que [sway_target.Get_le_TitledFirstName] m'apprécie, je devrais d'abord et avant tout essayer de m'excuser pour le crime terrible que j'ai commis en exécutant son enfant.;Wenn ich möchte, dass [sway_target.GetTitledFirstName] mich mag, sollte ich zuerst versuchen mich dafür zu entschuldigen, [sway_target.GetHerHis] Kind getötet zu haben;;Si quiero gustar a [sway_target.GetTitledFirstName], antes que nada debo intentar disculparme por el horrible crimen que cometí al matar a su hijo.;;;;;;;;x

EVTDESCHF21140;Despite now being [sway_target.GetHerHis] opponent in war, I still feel as if I can try reaching out to [sway_target.GetTitledFirstName] in some way...;Bien qu'étant maintenant son ennemi[Root.Get_E] dans une guerre, j'ai toujours l'impression de pouvoir essayer de tendre la main [sway_target.Get_au_TitledFirstName] d'une manière ou d'une autre...;Obwohl ich nun [sway_target.GetHerHis] Gegner im Krieg bin, habe ich noch immer das Gefühl, dass ich auf die ein oder weise [sway_target.GetTitledFirstName] erreichen kann...;;A pesar de que ahora nos estamos enfrentando en guerra, sigo pensando que aún podría intentar llegar a [sway_target.GetTitledFirstName] de algún modo…;;;;;;;;x

EVTDESCHHF21127;If I wish [sway_target.GetTitledFirstName] to like me, I should first and foremost try to apologize for attempting to kill [sway_target.GetHerHis] own spouse.;Si je souhaite que [sway_target.Get_le_TitledFirstName] m'apprécie, je devrais d'abord et avant tout essayer de m'excuser pour avoir tenté de tuer s[sway_target.GetOnAOpp] [sway_target.GetHusbandWifeOpp].;Wenn ich möchte, dass [sway_target.GetTitledFirstName] mich mag, sollte ich zuerst versuchen mich dafür zu entschuldigen, den Versuch unternommen zu haben, [sway_target.GetHerHis]en Ehepartner zu ermorden.;;Si quiero gustar a [sway_target.GetTitledFirstName], antes que nada debo intentar disculparme por intentar matar a su espos[sway_target.GetOAOpp].;;;;;;;;x

EVTDESCIHF21127;If I wish [sway_target.GetTitledFirstName] to like me, I should first and foremost try to apologize for attempting to kill [sway_target.GetHerHis] own family.;Si je souhaite que [sway_target.Get_le_TitledFirstName] m'apprécie, je devrais d'abord et avant tout essayer de m'excuser pour avoir tenté de tuer quelqu'un de sa famille.;Wenn ich möchte, dass [sway_target.GetTitledFirstName] mich mag, sollte ich zuerst versuchen mich dafür zu entschuldigen, den Versuch unternommen zu haben, [sway_target.GetHerHis]e Familie zu töten.;;Si quiero gustar a [sway_target.GetTitledFirstName], antes que nada debo intentar disculparme por intentar matar a su familia.;;;;;;;;x

EVTOPTAHF21128;I don't care about [From.GetHerHis] excuses!;Je n'ai que faire de ses excuses !;[From.GetHerHisCap]e Entschuldigungen interessieren mich nicht!;;¡No me interesan sus excusas!;;;;;;;;x
EVTOPTAHF21129;Liar! I won't fall for [From.GetHerHis] tricks!;Menteu[From.GetRSe] ! Je ne tomberai pas dans son piège !;Lügner! Ich werde nicht auf [From.GetHerHis]e Tricks hereinfallen!;;¡Mentira! ¡No volveré a caer en sus trucos!;;;;;;;;x
EVTOPTAHF21130;[From.GetHerHisCap] groveling is as amusing as it is fruitless.;Ses courbettes sont aussi amusantes qu'inutiles.;[From.GetHerHisCap]e Unterwürfigkeit ist so amüsant wie sie fruchtlos ist.;;Su humillación es tan divertida como inútil.;;;;;;;;x
EVTOPTAHF21133;Indeed.;En effet.;So ist es.;;Ciertamente.;;;;;;;;x
EVTOPTAHF21134;How tedious.;C'est pénible.;Wie langweilig.;;Qué tedioso.;;;;;;;;x
EVTOPTAHF21135;I suppose [From.GetHerHis] behavior is not entirely unjustified...;Je suppose que sa réaction n'est pas entièrement injustifiée...;Ich schätze [From.GetHerHis] Verhalten ist nicht gänzlich ungerechtfertigt...;;Supongo que su comportamiento no es totalmente injustificado…;;;;;;;;x
EVTOPTAHF21136;Perhaps [From.GetSheHe] needs some more time...;Peut-être a-t-[From.GetIlElle] besoin de plus de temps...;Vielleicht braucht [From.GetSheHe] nur etwas Zeit...;;Puede que necesite más tiempo…;;;;;;;;x
EVTOPTAHF21138;Too bad.;Vraiment dommage.;Schade.;;Qué pena.;;;;;;;;x
EVTOPTAHF21140;If we fight, let us fight honorably.;Si nous nous battons, faisons-le honorablement.;Wenn wir kämpfen, lasst es uns ehrenhaft tun.;;Si vamos a luchar, que sea honorablemente.;;;;;;;;x
EVTOPTAHF21141;Agreed. Let us fight honorably!;Je suis d'accord. Battons-nous honorablement !;Einverstanden. Kämpfen wir ehrenvoll!;;De acuerdo. ¡Luchemos con honor!;;;;;;;;x
EVTOPTAHF21142;Marvelous!;Merveilleux !;Fabelhaft!;;¡Maravilloso!;;;;;;;;x
EVTOPTAHF21143;This is wonderful news!;C'est une formidable nouvelle !;Das sind wunderbare Neuigkeiten.;;¡Son noticias maravillosas!;;;;;;;;x
EVTOPTAHF21144;This is the perfect opportunity to capture [From.GetHerHim]!;C'est l'occasion parfaite pour [From.GetLeLa] capturer !;Das ist die perfekte Gelegenheit, um [From.Getihnsie] gefangen zu nehmen!;;¡Es la oportunidad perfecta para capturarl[From.GetOA]!;;;;;;;;x
EVTOPTAHF21145;Curses...;Malédictions !;Verflucht...;;Maldición…;;;;;;;;x
EVTOPTAHF21146;How kind of [From.GetHerHim]!;C'est gentil de sa part !;Wie nett von [From.GetHerHim]!;;¡Qué amable de su parte!;;;;;;;;x
EVTOPTAHF21147;What a pity.;Dommage.;Zu schade!;;Qué lástima.;;;;;;;;x
