#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

EVTDESC105012;I had no idea [FromFrom.GetTitledFirstName] would suggest me as [From.GetTitledFirstName]'s new Chief Qadi! The letter congratulating me to my new position and the order to appear before [From.GetTitledFirstName] as soon as possible was bewildering, I almost did not believe it at first.;J'ignorais totalement que [FromFrom.Get_le_TitledFirstName] soumettrait mon nom pour le poste de Cadi [From.Get_du_TitledFirstName] ! La lettre de félicitations me demandant de me présenter au plus tôt chez [From.Get_le_TitledFirstName] m'a abasourdi, j'ai même cru à une blague, au début !;Ich hatte keine Ahnung, dass [FromFrom.GetTitledFirstName] mich als [From.GetTitledFirstName]s neuen Ober-Kadi vorschlagen würde! Das Gratulationsschreiben zu meiner neuen Position und die Anweisung, so schnell wie möglich vor [From.GetTitledFirstName] zu erscheinen, war verwirrend und ich konnte es zuerst gar nicht glauben.;;No tenía la menor idea de que [FromFrom.GetTitledFirstName] me sugeriría como el nuevo Cadí jefe de [From.GetTitledFirstName]. La carta en que se me felicitaba por mi nueva posición y la orden de comparecer ante [From.GetTitledFirstName] lo antes posible me dejaron perplejo, casi no lo podía creer.;;;;;;;;;x
EVTDESC105013;I suggested that [target_suggested_qadi.GetTitledFirstName] would be [Root.Liege.GetTitledFirstName]'s new Chief Qadi and waited with bated breath as [Root.Liege.GetTitledFirstName] pondered this.;J'ai proposé que [target_suggested_qadi.Get_le_TitledFirstName] devienne le nouveau Cadi [Root.Liege.Get_du_TitledFirstName] et retenu mon souffle pendant que [Root.Liege.Get_le_TitledFirstName] réfléchissait à la question.;Ich schlug vor, dass [target_suggested_qadi.GetTitledFirstName] [Root.Liege.GetTitledFirstName]s neuer Ober-Kadi werden solle, und wartete gespannt, während [Root.Liege.GetTitledFirstName] darüber nachdachte.;;Le sugerí que [From.GetTitledFirstName] fuera el nuevo jefe de los cadíes de [Root.Liege.GetTitledFirstName], y esperé con el aliento contenido mientras [Root.Liege.GetTitledFirstName] lo pensaba.;;;;;;;;;x
EVTDESC105014;It felt preposterous, almost insulting, to suggest myself as the new Chief Qadi for [From.GetTitledFirstName] but there were no better candidate I could have thought of than myself.;Je trouve grotesque, même insultant, d'avoir soumis mon nom pour le poste de Cadi auprès [From.Get_du_TitledFirstName], mais j'avoue être le meilleur candidat possible.;Es war grotesk, beinahe beleidigend, mich als neuen Ober-Kadi für [From.GetTitledFirstName] vorzuschlagen, aber es gab keine besseren Kandidaten außer mir, die mir eingefallen wären.;;Fue ridículo y hasta casi un insulto sugerirme a mí mismo como el nuevo Cadí jefe para [From.GetTitledFirstName], pero no pude pensar en ningún otro candidato mejor que yo. ;;;;;;;;;x
EVTDESC105020;[Root.Liege.GetTitledFirstName]'s choice for the Chief Qadi position is disastrous! The [old_qadi.GetManWoman]'s judgement is severely distorted and there will be no justice as long as [old_qadi.GetSheHe] holds the post!;La personne qu'a choisie [Root.Liege.Get_le_TitledFirstName] pour le rôle de Cadi est une vraie calamité ! Ses sentences sont gravement faussées et tant qu'elle occupera ce poste, Justice ne sera jamais rendue.;[Root.Liege.GetTitledFirstName]s Wahl für den Posten des Ober-Kadi ist desaströs! Die Urteile dieses Menschen sind fürchterlich verdreht und es wird keine Gerechtigkeit geben, solange [old_qadi.GetSheHe] den Posten innehat!;;¡La elección de [Root.Liege.GetTitledFirstName] para el puesto de Cadí jefe es desastrosa! ¡Su juicio está severamente distorsionado y no habrá justicia mientras se mantenga en el puesto!;;;;;;;;;x
EVTDESC105021;Fuming with anger at what [From.GetTitledFirstName] called 'another disastrous judgement of your Chief Qadi!', [From.GetTitledFirstName] suggested I would choose another person for the very important position as Chief Qadi.;Fou de colère suite à ce que [From.Get_le_TitledFirstName] a qualifié de 'nouvelle sentence désastreuse de votre Cadi', [From.Get_le_TitledFirstName] a proposé que je nomme quelqu'un d'autre au poste, très important, de Cadi.;Schäumend vor Wut über das, was [From.GetTitledFirstName] "eine weitere desaströse Entscheidung Eures Ober-Kadi!" nannte, schlug mir [From.GetTitledFirstName] vor, dass ich eine andere Person für diese sehr wichtige Position des Ober-Kadi wählen sollte.;;Lleno de rabia por lo que [From.GetTitledFirstName] llamó 'otra decisión desastrosa de tu Cadí jefe', [From.GetTitledFirstName] sugirió que eligiera a otra persona para el impoortante cargo de Cadí jefe.;;;;;;;;;x
EVTDESC105023;The current Chief Qadi is such a disastrous choice, with [old_qadi.GetHerHis] arbitrary judgements and insufficient knowledge of the laws, that I had to suggest a new candidate for this position. [From.GetTitledFirstName] would make a much better Chief Qadi and so I told [Root.Liege.GetTitledFirstName] and waited with bated breath as [Root.Liege.GetTitledFirstName] pondered this.;Notre cadi est un désastre ambulant, ses jugements partiaux et sa méconnaissance des lois m'ont poussé à suggérer un nouveau candidat pour occuper cette fonction. [From.Get_Le_TitledFirstName] ferait un bien meilleur cadi, j'en ai donc parlé [Root.Liege.Get_au_TitledFirstName] et j'ai attendu avec angoisse que [Root.Liege.Get_le_TitledFirstName] prenne une décision.;Der derzeitige Ober-Kadi ist so eine desaströse Wahl, mit [old_qadi.GetHerHis]en willkürlichen Urteilen und [old_qadi.GetHerHis]em unzureichenden Wissen über die Gesetze, dass ich einen neuen Kandidaten für diese Position vorschlagen musste. [From.GetTitledFirstName] würde einen viel besseren Ober-Kadi abgeben, und so schlug ich es [Root.Liege.GetTitledFirstName] vor und wartete gespannt, als [Root.Liege.GetTitledFirstName] darüber nachdachte.;;El actual Cadí jefe es una elección tan desastrosa, con decisiones tan arbitrarias y un insuficiente conocimiento de las leyes, que he debido sugerir un nuevo candidato para el cargo. [From.GetTitledFirstName] sería un Cadí jefe mucho mejor y así se lo hice saber a [Root.Liege.GetTitledFirstName] y esperé conteniendo el aliento mientras [Root.Liege.GetTitledFirstName] lo pensaba.;;;;;;;;;x
EVTDESC105024;I inadvertently insulted the old Chief Qadi when I suggested that I would make better judgements than [old_qadi.GetHerHim] and knew the laws much better than [old_qadi.GetHerHim], but I saw no other way to get rid of [old_qadi.GetHerHim]. After all, it was [From.GetTitledFirstName] who would judge if I was a better person for the position than the hopefully soon former Chief Qadi.;J'ai malencontreusement offensé notre cadi, déjà d'un certain âge, en affirmant que je serais capable de faire mieux à son poste par ma meilleure connaissance de la loi, mais c'était le seul moyen de m'en débarrasser. Après tout, c'est [From.Get_le_TitledFirstName] qui a émis l'idée que je serais parfait[Root.Get_E] pour cette fonction.;Ich beleidigte den alten Ober-Kadi versehentlich, als ich vorschlug, dass ich bessere Urteile als [old_qadi.GetSheHe] fällen würde und auch die Gesetze besser kennen würde, aber ich sah keine andere Möglichkeit, [From.GetHerHim] loszuwerden. Schließlich war es [From.GetTitledFirstName], der entscheiden würde, ob ich für diese Position besser wäre als der hoffentlich bald ehemalige Ober-Kadi.;;Insulté sin querer al viejo Cadí jefe cuando le sugerí que yo tomaría mejores decisiones que él y que conocía las leyes mucho mejor, pero no vi otra forma de librarme de él. Después de todo, será [From.GetTitledFirstName] quien decida si soy mejor para el puesto que el futuro, esperemos, excadí jefe.;;;;;;;;;x
EVTDESC105025;May [FromFrom.GetTitledFirstName] be hit with sixty shoes! That son of a dog coaxed [From.GetTitledFirstName] into revoking my title as Chief Qadi!;Que [FromFrom.Get_le_TitledFirstName] soit maudit ! Ce fils de chien a réussi à convaincre [From.GetTitledFirstName] de me renvoyer du poste de Cadi !;Möge [FromFrom.GetTitledFirstName] mit sechzig Schuhen getreten werden! Dieser Hundesohn hat [From.GetTitledFirstName] dazu gebracht, mir meinen Titel als Ober-Kadi abzuerkennen! ;;¡Que [FromFrom.GetTitledFirstName] sea golpeado con sesenta zapatos! ¡Ese hijo de perra engatusó a [From.GetTitledFirstName] para que me revocara el título de Cadí jefe!;;;;;;;;;x
EVTDESC105030;The Qur'an says: 'O you who believe! Intoxicants and games of chance and sacrificing to stones set up and dividing by arrows are only an uncleanness, the Shaitan's work, shun it therefore that you may be successful.' It is said that those who indulge in wine and other intoxicants will be punished by eighty lashes so they may know the wrongness of their path.;Le Coran dit : 'Ô les croyants ! Le vin, le jeu de hasard, les pierres dressées, les flèches de divination ne sont qu'abominations, oeuvres du Diable. Écartez-vous en, afin que vous réussissiez.' Cela signifie que ceux qui cèdent à la tentation de l'alcool et autres substances illicites seront punis de 80 coups de fouet afin qu'ils comprennent leur erreur.;Der Koran sagt: "O ihr, die ihr glaubt! Berauschendes, Glücksspiel, Opfersteine und Lospfeile sind ein Gräuel, das Werk Satans. So meidet sie, auf dass ihr erfolgreich seid." Es heißt, dass diejenigen, die dem Wein oder anderen Rauschmitteln frönen, mit achtzig Peitschenhieben bestraft werden, sodass ihnen die Falschheit ihres Weges klar wird.;;El Corán dice: '¡Oh, creyentes! ¡Bebidas intoxicantes, juegos de azar, prácticas idólatras y adivinación del futuro no son sino abominaciones, obra de Shaitán;¡Evitadlos, pues, para que así prosperéis! Está escrito que quien ceda ante el vino y otros venenos será castigado con ochenta latigazos para que vean lo errado de su camino.;;;;;;;;;x
EVTDESC105031;I stumbled drunkenly into Chief Qadi [From.GetTitledFirstName] who smelled the wine I had drunk on my breath and ordered my arrest. The next day I got my punishment: eighty lashes!;Alors que je déambulais ivre dans la rue, j'ai bousculé le Cadi [From.GetTitledFirstName] qui, en sentant mon haleine avinée, a aussitôt ordonné mon arrestation. Le lendemain, je recevais mon châtiment : 80 coups de fouet !;Ich stolperte betrunken in den Ober-Kadi [From.GetTitledFirstName], der den Wein roch, den ich getrunken hatte, und ordnete meine Haft an. Am nächsten Tag erhielt ich meine Bestrafung: achtzig Peitschenhiebe! ;;Me tropecé borracho con el Cadí jefe, [From.GetTitledFirstName], quien olió el vino que bebí vino en el aliento y mandó arrestarme. Al día siguiente recibí mi castigo: ¡ochenta latigazos!;;;;;;;;;x
EVTDESC105032;The wine was aplenty and when I left my company I was more than unsteady on my feet. I must have drunk enough to become unconscious, for when I woke up it was in Chief Qadi [From.GetTitledFirstName]'s room, who told me that if I donated a small sum of money to charity and promised to never drink again [From.GetSheHe] would let me go without punishment.;Le vin coulait à flot et en quittant mes amis, je tenais à peine debout. Apparemment, j'ai bu jusqu'à en perdre conscience car à mon réveil, je me trouvais dans le bureau du Cadi [From.GetTitledFirstName]. Celui-ci m'a dit que si j'acceptais de donner l'aumône et que je promettais de ne plus jamais boire, alors cette affaire serait oubliée.;Der Wein floss in Strömen und als ich meine Begleitung verließ, war ich unsicher auf meinen Füßen unterwegs. Ich muss genug getrunken haben, um bewusstlos zu werden, denn als ich aufwachte, war ich im Raum des Ober-Kadi [From.GetTitledFirstName], der mir sagte, dass [From.GetSheHe] mich ohne Bestrafung gehen lassen würde, wenn ich der Wohlfahrt eine kleine Summe spende und versprechen würde, nie wieder etwas zu trinken.;;El vino abundaba, y cuando dejé a mi compañía no me sentía estable sobre mis pies. Debí caer inconsciente por la borrachera, pues cuando me desperté vi que estaba en la habitación del Cadí jefe, [From.GetTitledFirstName], quien me dijo que si donaba una pequeña suma de dinero a la caridad y prometía no volver a beber, me dejaría ir sin castigo.;;;;;;;;;x
EVTDESC105035;There have been rumors circling the court that a vassal of [Root.Liege.GetTitledFirstName] is sleeping with a woman other than his wives. The man cannot be a true Muslim if he has committed zina!;Une rumeur circule à la Cour voulant qu'un vassal [Root.Liege.Get_du_TitledFirstName] partage la couche d'une femme qui n'est pas une des siennes ! Cet homme ne peut être un vrai musulman s'il se rend coupable de zina !;Gerüchte machen am Hof die Runde, dass ein Vasall von [Root.Liege.GetTitledFirstName] mit einer Frau schläft, die nicht die seine ist. Dieser Mann kann kein wahrer Moslem sein, wenn er Ehebruch begeht!;;Ha habido rumores en la corte de que un vasallo de [Root.Liege.GetTitledFirstName] yace con una mujer que no es su esposa. Es realmente terrible, pues ese hombre no puede ser un verdadero musulmán si ha cometido zina.;;;;;;;;;x
EVTDESC105036;To accuse someone of committing zina, having sexual intercourse with another man or woman other than your spouse, is something no one should take lightly. [From.GetTitledFirstName] told me of the rumors circling the court of [From.GetHerHis] liege [From.Liege.GetTitledFirstName] about a vassal being more than friendly with a woman...;Accuser une personne d'adultère n'est pas une chose à prendre à la légère. [From.Get_Le_TitledFirstName] m'a informé de la rumeur circulant à la Cour de son seigneur, [From.Liege.Get_le_TitledFirstName], et voulant que l'un de ses vassaux soit très proche d'une femme qui n'est pas la sienne...;Jemanden des Ehebruchs zu bezichtigen, einem anderen Mann oder einer anderen Frau, abgesehen des Ehepartners, beizuschlafen, ist nichts, was man auf die leichte Schulter nehmen kann. [From.GetTitledFirstName] berichtete mir von Gerüchten, die am Hof [From.GetHerHis]es Lehnsherren [From.Liege.GetTitledFirstName] über einen Vasallen die Runde machen, der mehr als freundlich zu einer Frau ist... ;;Acusar a alguien de cometer zina, tener relaciones sexuales con un hombre o mujer que no sea tu cónyuge, es algo que nadie debe hacer a la ligera. [From.GetTitledFirstName] me contó los rumores de la corte de su Señoría [From.Liege.GetTitledFirstName] acerca de un vasallo con un comportamiento poco más que amistoso con una mujer...;;;;;;;;;x
EVTDESC105037;The days with my lover have been the most joyful days of my life but [From.GetTitledFirstName] threatening to bring the whole affair to the Chief Qadi made those few days feel petty and the joy I had felt bedraggled. Committing zina is a sin but I couldn't resist her...;Les quelques jours passés auprès de ma maîtresse furent parmi les plus heureux de ma vie mais [From.Get_le_TitledFirstName] menace de porter cette affaire à la connaissance du Cadi. Ma joie fut donc de courte durée. L'adultère est un péché mais la tentation était trop forte...;Die Tage mit meinem Liebhaber waren die schönsten Tage meines Lebens, doch [From.GetTitledFirstName] droht, die ganze Affäre dem Ober-Kadi zu melden, was dazu geführt hat, dass sich die letzten Tage belanglos anfühlten und dass die Freude, die ich empfunden habe, beschmutzt ist. Ehebruch zu begehen, ist eine Sünde, doch ich konnte ihr nicht widerstehen...;;Los días con mi amante han sido los más felices de mi vida, pero las amenazas de [From.GetTitledFirstName] de llevar todo el asunto al Cadí jefe hicieron que esos días fueran insignificantes y la alegría que había sentido impura. Cometer zina es pecado pero es que ella es irresistible...;;;;;;;;;x
EVTDESC105038;Chief Qadi [From.GetTitledFirstName] lectured me on the sin of committing zina, but all I could think of was my dear love, waiting for me in our own little hideout.;Le Cadi [From.GetTitledFirstName] m'a sermonné au sujet du péché d'adultère mais il m'était impossible de ne pas penser à ma douce et tendre, m'attendant dans notre cachette secrète.;Ober-Kadi [From.GetTitledFirstName] hielt mir einen Vortrag über die Sünde, Ehebruch zu begehen, doch alles, woran ich denken konnte, war meine große Liebe, die auf mich in unserem eigenen kleinen Versteck wartete. ;;El Cadí jefe, [From.GetTitledFirstName], me ha hablado sobre el pecado del zina, pero en lo único que podía pensar era en mi amada aguardandome en nuestro propio escondrijo.;;;;;;;;;x
EVTDESC105039;The silence following my accusations, that a vassal of [Root.Liege.GetTitledFirstName] was committing zina, was deafening. Chief Qadi [From.GetTitledFirstName] asked me several questions about the accusations, the rumors I've heard and what I thought about the matter, which was rather flattering.;Le silence qui a suivi mes accusations, au sujet d'un vassal [Root.Liege.Get_du_TitledFirstName] coupable du péché d'adultère, était assourdissant. Le Cadi [From.GetTitledFirstName] m'a posé plusieurs questions relatives aux accusations, aux rumeurs qui ont circulé et mon opinion sur le sujet, et j'ai trouvé cette démarche des plus flatteuses.;Die Stille, die meinen Anschuldigungen folgte, dass ein Vasall von [Root.Liege.GetTitledFirstName] Ehebruch begehe, war betäubend. Ober-Kadi [From.GetTitledFirstName] stellte mir viele Fragen zu diesen Anschuldigungen, die Gerüchte, die mir zu Ohren gekommen waren, und was ich von dieser Angelegenheit hielt, was äußerst schmeichelhaft war. ;;El silencio que siguieron mis acusaciones, de que un vasallo de [Root.Liege.GetTitledFirstName] estaba cometiendo zina, fue ensordecedor. El Cadí jefe, [From.GetTitledFirstName], me hizo varias preguntas acerca de las acusaciones, los rumores que he oído y lo que pensaba del asunto, lo que era muy halagador.;;;;;;;;;x
EVTDESC105040;I hadn't really expected [From.GetTitledFirstName] to react to my accusations about [From.GetHerHim] committing zina and me threatening to go to the Chief Qadi with the matter in exactly that way...;Je ne m'attendais pas vraiment à ce que [From.Get_le_TitledFirstName] réagisse de cette façon face à mes propos l'accusant d'adultère et le menaçant de tout rapporter au Cadi...;Ich hatte nicht wirklich erwartet, dass [From.GetTitledFirstName] auf diese Gerüchte, dass [From.GetSheHe] Zina, also Ehebruch, begangen haben soll, und meine Drohung, deswegem zum Ober-Kadi zu gehen, reagieren würde...;;No me esperaba una reacción de parte [From.GetTitledFirstName] en cuanto a mis acusaciones del vasallo que comete zina y de mi amenaza de llevar el asunto al Cadí jefe;;;;;;;;;x
