#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
ABSORB_CLAN_INTERACTION_0;This will lower §Y[Recipient.GetTitledFirstName]§!'s opinion of you by §R$VAL$§!.;Cela diminuera l'opinion que [Recipient.Get_le_TitledFirstNameJ] a de vous de §R$VAL$§!.;Hierdurch verringert sich die Meinung, die §Y[Recipient.GetTitledFirstName]§! von Euch hat, um §R$VAL$§!.;;Esto reducirá la opinión de §Y[Recipient.GetTitledFirstName]§! sobre ti en §R$VAL$§!.;;;;;;;;x
ABSORB_CLAN_INTERACTION_1;[Recipient.GetHerHis] Blood Brother §Y$BLOOD_BROTHER$§!'s Clan Sentiment towards you will also be lowered by §R$VAL$§!.;Le sentiment du clan de son frère de sang §Y$BLOOD_BROTHER$§! à votre égard baissera également de §R$VAL$§!.;Die Klanmeinung des Bruderklans §Y$BLOOD_BROTHER$§! wird Euch gegenüber ebenfalls um §R$VAL$§! sinken.;;Los sentimiento de clan de [Recipient.GetHerHis] hermano de sangre §Y$BLOOD_BROTHER$§! también se reducirán en §R$VAL$§!.;;;;;;;;x
ABSORB_CLAN_INTERACTION_2;Other clan vassals will see this as a tyrannical act, decreasing their Sentiment towards you by §R$VAL$§!.;Les autres clans vassaux y verront une décision tyrannique et leur sentiment vis-à-vis de vous baissera de §R$VAL$§!.;Andere Klans werden dies für einen Akt der Tyrannei halten. Ihre Meinung von Euch wird um §R$VAL$§! sinken.;;Otros vasallos del clan verán esto como un acto tiránico, disminuyendo su sentimiento hacia ti en §R$VAL$§!.;;;;;;;;x
ABSORB_CLAN_INTERACTION_3;Other clan vassals will not mind, as they think there are too many clans in the realm.;Les autres clans vassaux pourraient ne pas réagir car ils pensent que le royaume comporte trop de clans.;Andere Klans wird dies nicht kümmern, denn sie sind der Ansicht, es gebe zu viele Klans im Reich.;;A otros vasallos del clan no les importará, porque creen que hay demasiados clanes en el reino.;;;;;;;;x
ABSORB_CLAN_INTERACTION_ACCEPT_LOG;§Y[Actor.GetBestName]§! absorbed the §Y[Recipient.GetOnlyDynastyName]§! clan from §Y[Recipient.GetBestName]§!;[Actor.Get_only_Le_Title]§Y[Actor.GetBestName]§! a absorbé le clan §Y[Recipient.GetOnlyDynastyName]§! qui appartenait [Recipient.Get_only_au_Title]§Y[Recipient.GetBestName]§!;§Y[Actor.GetBestName]§! gliederte den Klan §Y[Recipient.GetOnlyDynastyName]§! von §Y[Recipient.GetBestName]§! ein.;;§Y[Actor.GetBestName]§! absorbe el clan §Y[Recipient.GetOnlyDynastyName]§! de §Y[Recipient.GetBestName]§!;;;;;;;;x
ABSORB_CLAN_INTERACTION_ACCEPT_SETUP;Clan Absorbed;Clan absorbé;Klan eingliedern;;Clan absorbido;;;;;;;;x
ABSORB_CLAN_INTERACTION_DECLINE_LOG;§Y[Recipient.GetBestName]§! refused the absorption of the §Y[Recipient.Clan.GetName]§! clan, requested by §Y[Actor.GetBestName]§!;[Recipient.Get_only_Le_Title]§Y[Recipient.GetBestName]§! a refusé l'absorption du clan §Y[Recipient.Clan.GetName]§! demandée par [Actor.Get_only_le_Title]§Y[Actor.GetBestName]§!;§Y[Recipient.GetBestName]§! lehnte die von §Y[Actor.GetBestName]§! vorgeschlagene Eingliederung des Klans §Y[Recipient.Clan.GetName]§! ab.;;§Y[Recipient.GetBestName]§! se negó a la absorción de clan §Y[Recipient.Clan.GetName]§!, solicitada por §Y[Actor.GetBestName]§!;;;;;;;;x
ABSORB_CLAN_INTERACTION_DECLINE_SETUP;Clan Absorption Refused;Absorption de clan rejetée;Eingliederung des Klans abgelehnt;;Rechazada absorción de clan;;;;;;;;x
AIREASON_FRIEND;§Y[GetTitledFirstName]§! is my Friend;§Y[GetTitledFirstName]§! est mon ami[Get_E];§Y[GetTitledFirstName]§! ist mein(e) Freund(in);;§Y[GetTitledFirstName]§! es mi amigo;;;;;;;;;x
AIREASON_LOVER;§Y[GetTitledFirstName]§! is my Lover;§Y[GetTitledFirstName]§! est mon amant[Get_E];§Y[GetTitledFirstName]§! ist mein(e) Liebhaber(in);;§Y[GetTitledFirstName]§! es mi amante;;;;;;;;;x
AIREASON_MY_KHAN;My Khan;Mon khan;Mein Khan;;Mi kan;;;;;;;;x
AIREASON_NO_WAR_AGAINST_SPOUSE;Will not join wars against spouse (§Y[GetTitledName]§!)!;Ne se joindra pas aux guerres menées contre le conjoint (§Y[GetTitledName]§!) !;Wird nicht in einen Krieg gegen den Ehegatten eintreten (§Y[GetTitledName]§!)!;;No se afiliará a guerras contra el cónyuge (§Y[GetTitledName]§!)!;;;;;;;;;x
AIREASON_OTHER_FEUDS;Have Other Feuds;A d'autres querelles;Andere Fehden austragen;;Tengas otras enemistades;;;;;;;;;x
AIREASON_WILL_NOT_MARRY_INFIDELS;§Y[GetTitledFirstName]§! will not consider offers from infidels;§Y[GetTitledFirstName]§! ne prendra pas en considération les offres issues d'infidèles;§Y[GetTitledFirstName]§! zieht keine Angebote von Ungläubigen in Betracht;;§Y[GetTitledFirstName]§! no tendrá en cuenta ofertas de infieles.;;;;;;;;;x
AIREASON_WITH_LOVER;Wants to stay with lover - §Y[GetTitledFirstName]§!;Souhaite rester avec son amant[Get_E] - §Y[GetTitledFirstName]§!;Möchte bei Liebhaber bleiben - §Y[GetTitledFirstName]§!;;Quiere quedarse con su amante, §Y[GetTitledFirstName]§!;;;;;;;;;x
allowed_to_hold;Holder Conditions;Conditions du titulaire;Bedingungen für den Halter;;Condiciones del poseedor;;;;;;;;x
AN_UNKNOWN_LOCATION;an unknown location;un endroit inconnu;ein unbekannter Ort;;un lugar desconocido;;;;;;;;;x
ANY_TRADE_ROUTE_PROVINCE_STARTS;Any Trade Route County;Toute route commerciale de comté;Beliebige Grafschaft mit Handelsroute;;Cualquier condado de ruta comercial;;;;;;;;;x
APPOINT_COMMANDER_INTERACTION_LETTER;We've decided to offer you the position of commander, do you accept?;Nous avons décidé de vous élever au grade de commandant. Acceptez-vous cette promotion ?;Wir haben beschlossen, Euch den Posten eines Kommandanten anzubieten. Nehmt Ihr das Angebot an?;;Hemos decidido ofrecerle el puesto de comandante, ¿lo aceptas?;;;;;;;;x
ARRANGE_BETROTHAL_DESC;Arrange a betrothal with the most eligible potential spouse.;Arrangez des fiançailles avec les potentiels conjoints les plus en vue.;Arrangiert ein Verlöbnis mit der am ehesten in Frage kommenden Person.;;Organizar una boda con el cónyuge potencial más elegible.;;;;;;;;;x
ASK_FOR_CLAIM_INTERACTION_ACCEPT_SETUP;Request for claim was Accepted;Requête de revendication acceptée;Der Bitte um Erteilung eines Anspruchs wurde stattgegeben;;La solicitud de reclamación fue aceptada;;;;;;;;x
ASK_FOR_EXCOMMUNICATION_INTERACTION_0_HEAD;Have §Y[ThirdPartyCharacter.GetBestName]§! excommunicated. This will cost you §R$COST$§! Piety and will be viewed as an insult by [ThirdPartyCharacter.GetPossPronoun] relatives.;Excommuniez [ThirdPartyCharacter.Get_only_le_Title]§Y[ThirdPartyCharacter.GetBestName]§!. Il vous en coûtera §R$COST$§! de piété, et l'acte sera perçu comme une insulte par ses proches.;§Y[ThirdPartyCharacter.GetBestName]§! exkommunizieren lassen. Dies kostet Euch §R$COST$§! Pietät und wird von den Verwandten der exkommunizierten Person als Beleidigung aufgefasst.;;Haz excomulgar a §Y[ThirdPartyCharacter.GetBestName]§!. Esto te costar  §RCOST§! piedad y pueda ser vista como un insulto por [ThirdPartyCharacter.GetPossPronoun] parientes.;;;;;;;;;x
ASK_FOR_EXCOMMUNICATION_INTERACTION_DESC_HEAD;Have §Y[ThirdPartyCharacter.GetBestName]§! excommunicated. This will cost you §R100§! Piety and will be viewed as an insult by [ThirdPartyCharacter.GetPossPronoun] relatives.;Excommuniez [ThirdPartyCharacter.Get_only_le_Title]§Y[ThirdPartyCharacter.GetBestName]§!. Il vous en coûtera §R100§! de piété, et l'acte sera perçu comme une insulte par ses proches.;§Y[ThirdPartyCharacter.GetBestName]§! exkommunizieren lassen. Dies kostet Euch §R100§! Pietät und wird von den Verwandten der exkommunizierten Person als Beleidigung aufgefasst.;;Haz excomulgar a §Y[ThirdPartyCharacter.GetBestName]§!. Esto te costará §R100§! piedad y pueda ser vista como un insulto por [ThirdPartyCharacter.GetPossPronoun] parientes.;;;;;;;;;x
ASK_FOR_EXCOMMUNICATION_INTERACTION_TITLE_HEAD;Excommunicate;Excommunier;Exkommunikation;;Excomulgar;;;;;;;;;x
ASK_TO_LIFT_EXCOMMUNICATION_INTERACTION_0_HEAD;Lift the excommunication of §Y[ThirdPartyCharacter.GetBestName]§!. This will cost you §R$COST$§! Piety.;Levez l'excommunication [ThirdPartyCharacter.Get_only_du_Title]§Y[ThirdPartyCharacter.GetBestName]§!. Il vous en coûtera §R$COST$§! de piété.;Die Exkommunikation von §Y[ThirdPartyCharacter.GetBestName]§! aufheben. Dies kostet Euch §R$COST$§! Pietät.;;Levantar la excomuni¢n de §Y[ThirdPartyCharacter.GetBestName]§!.Esto te costar §R$COST$§! piedad.;;;;;;;;;x
ASK_TO_LIFT_EXCOMMUNICATION_INTERACTION_DESC_HEAD;Lift the excommunication of §Y[ThirdPartyCharacter.GetBestName]§!.;Levez l'excommunication [ThirdPartyCharacter.Get_only_du_Title]§Y[ThirdPartyCharacter.GetBestName]§!.;Die Exkommunikation von §Y[ThirdPartyCharacter.GetBestName]§! aufheben.;;Levantar la excomuni¢n de §Y[ThirdPartyCharacter.GetBestName]§!.;;;;;;;;;x
become_genghis_khan;Become Greatest of Khans;Devenir le khan des khans;Werdet zum Großkhan;;Convertido en el más grande de los kanes;;;;;;;;;x
become_genghis_khan_desc;A Mongolian ruler who manages to unite the clans of the Great Steppe may claim the title of Genghis Khan, Greatest of Khans. While unifying the people of the step is quite a challenge, fullfilling the prophecy of ultimately becoming the leader of the world may prove to be even harder.;Un chef mongol qui parvient à unir les clans de la Grande Steppe peut revendiquer le titre de Genghis Khan, le khan des khans. Si le fait d'unir les peuples des steppes est tout un défi en soi, accomplir la prophétie de devenir le souverain du monde peut s'avérer plus difficile encore.;Ein mongolischer Herrscher, dem es gelingt, die Klans der Steppe zu einen, kann für sich den Titel Dschingis Khan, Großkhan, beanspruchen. Die Einigung der Steppenbewohner für sich genommen stellt bereits eine Herausforderung dar. Von der Erfüllung der Prophezeiung, zum Herrscher über die Welt zu werden, ganz zu schweigen.;;Un gobernante mongol que logra unir a los clanes de la gran estepa puede reclamar el título de Gengis Kan, el más grande de los kanes. Mientras que unir a la gente de la estepa es un auténtico desafío, cumplir la profecía de convertirse finalmente en el líder del mundo podría ser aún más difícil.;;;;;;;;;x
become_genghis_khan_tribal;Become Greatest of Khans;Devenir le khan des khans;Werdet zum Großkhan;;Convertido en el más grande de los kanes;;;;;;;;;x
become_genghis_khan_tribal_desc;A Mongolian ruler who manages to unite the clans of the Great Steppe may claim the title of Genghis Khan, Greatest of Khans. While unifying the people of the steppe is quite a challenge, fullfilling the prophecy of ultimately becoming the leader of the world may prove to be even harder.;Un chef mongol qui parvient à unir les clans de la Grande Steppe peut revendiquer le titre de Genghis Khan, le khan des khans. Si le fait d'unir les peuples des steppes est tout un défi en soi, accomplir la prophétie de devenir le souverain du monde peut s'avérer plus difficile encore.;Ein mongolischer Herrscher, dem es gelingt, die Klans der Steppe zu einen, kann für sich den Titel Dschingis Khan, Großkhan, beanspruchen. Die Einigung der Steppenbewohner für sich genommen stellt bereits eine Herausforderung dar. Von der Erfüllung der Prophezeiung, zum Herrscher über die Welt zu werden, ganz zu schweigen.;;Un gobernante mongol que logra unir a los clanes de la gran estepa puede reclamar el título de Gengis Kan, el más grande de los kanes. Mientras que unir a la gente de la estepa es un auténtico desafío, cumplir la profecía de convertirse finalmente en el líder del mundo podría ser aún más difícil.;;;;;;;;;x
BLOOD_BROTHER;Blood Brothers;Frères de sang;Blutsbrüder;;Hermanos de sangre;;;;;;;;;x
BUILDING_ACTIVE;This building is only active while;Ce bâtiment n'est actif que si;Dieses Gebäude ist nur aktiv während;;Este edificio sólo está activo mientras;;;;;;;;;x
CAPITAL_ADJACADENT_TO_TRADE_POST_MODIFIER;Adjacadent to Capital;Adjacent à la capitale;In Nachbarschaft zur Hauptstadt;;Adyacente a la capital;;;;;;;;;x
CAPITAL_AT_HOLY_SITE;Capital at $RELIGION$ Holy Site: §G+$VALUE$§!;Capitale dans un lieu saint $RELIGION$ : §G+$VALUE$§!;Hauptstadt in Region mit einer $RELIGION$en heiligen Stätte: §G+$VALUE$§!;;Capital en el lugar sagrado de $RELIGION$: §G+$VALUE$§!;;;;;;;;;x
CAPITAL_AT_TRADE_POST_MODIFIER;In Capital;Dans la capitale;In der Hauptstadt;;En la capital;;;;;;;;;x
cb_liberate_nomad_duchy_desc;§Y$CLAIMANT$§! can use this Casus Belli to seize all titles held by the savage, §Y$TARGET$§!, within the de jure §Y$TITLE$§!.;§Y$CLAIMANT$§! peut utiliser ce casus belli pour s'emparer de tous les titres que possède l'infâme §Y$TARGET$§! au sein de §Y$TITLE$§! de jure.;§Y$CLAIMANT$§! kann diesen Kriegsgrund dazu benutzen, den Wilden in §Y$TARGET$§! sämtliche Titel unter dem De-jure-Titel §Y$TITLE$§! abzunehmen.;;§Y$CLAIMANT$§! Puede utilizar este casus belli para aprovechar todos los títulos que tengan los salvajes, §Y$TARGET$§!, dentro del §Y$TITLE$§! de jure.;;;;;;;;;x
cb_minor_clan_revolt_desc;Powerful 'minor' clans can rise up in revolt, demanding a place among the major clans.;Les clans « mineurs » puissants peuvent se révolter et exiger une place au sein des clans majeurs.;Kleine, aber mächtige Stämme können eine Revolte beginnen und einen Platz in den Reihen der mächtigeren Klans fordern.;;Poderosos clanes 'menores' pueden alzarse en rebelión, exigiendo un lugar entre los clanes principales.;;;;;;;;;x
CB_NAME_LIBERATE_NOMAD;Liberate [Title.GetBaseName];Libérer [Title.GetBaseName];[Title.GetBaseName] befreien;;Liberar el [Title.GetBaseName] ;;;;;;;;;x
CB_NAME_MINOR_CLAN_REVOLT;Minor Clan Revolt;Révolte d'un clan mineur;Revolte der kleineren Stämme;;Rebelión de clan menor;;;;;;;;;x
CB_NAME_PAGAN_SUBJUGATION;Subjugation;Assujettissement;Unterwerfung;;Subyugación;;;;;;;;;x
claim_on_vassal_plot_desc;§Y$CLAIMANT$§! is trying to revoke the title of §Y$TITLE$§!, which has resulted in an armed conflict with §Y$TARGET$§!;§Y$CLAIMANT$§! tente de révoquer le titre de §Y$TITLE$§!, ce qui a engendré une confrontation armée avec §Y$TARGET$§!;§Y$CLAIMANT$§! versucht, den Titel §Y$TITLE$§! abzuerkennen, was zu einem bewaffneten Konflikt mit §Y$TARGET$§! geführt hat.;;§Y$CLAIMANT$§! intenta retirar el título de §Y$TITLE$§!, lo que ha derivado en un conflicto armado con §Y$TARGET$§!;;;;;;;;;x
CLAN_LEADER_HAS_NO_JOB;Is not a Councillor;N'occupe aucun poste au conseil;Hat keine Position im Rat;;No tiene posición del consejo;;;;;;;;;x
CLAN_OPINION;Clan sentiment;Sentiment envers le clan;Klanmeinung;;Sentimiento de clan;;;;;;;;;x
clan_opinion_absorbed_blood_brother_clan;Absorbed the Clan of my Blood Brother;A absorbé le clan de mon frère de sang;Gliederte den Klan meines Blutsbruders ein;;Absorber el clan de mi hermano de sangre;;;;;;;;x
clan_opinion_absorbed_clan;Absorbed Clan;Clan absorbé;Gliederte Klan ein;;Clan absorbido;;;;;;;;x
clan_opinion_absorbed_my_clan;Tried to Absorb My Clan;A tenté d'absorber mon clan;Versuchte meinen Klan einzugliedern;;Intentó absorber mi clan;;;;;;;;x
CLAN_OPINION_AT_LEAST;Clan Sentiment of at least ;Sentiment du clan supérieur ou égal à ;Klanmeinung wenigstens ;;Sentimiento de clan al menos;;;;;;;;x
clan_opinion_created;Loyal Clan;Clan loyal;Loyaler Klan;;Clan leal;;;;;;;;x
CLAN_OPINION_DIFF_AT_LEAST;Clan Sentiment difference between §Y$FIRST$§! and §Y$SECOND$§! at least §Y$VAL$§!;La différence de sentiment entre §Y$FIRST$§! et§Y$SECOND$§! est d'au moins §Y$VAL$§!;Unterschied der Klanmeinung zwischen §Y$FIRST$§! und §Y$SECOND$§! wenigstens §Y$VAL$§!;;Diferencia de sentimiento del clan entre §Y$FIRST$§! y §Y$SECOND$§! de por lo menos §Y$VAL$§!;;;;;;;;x
CLAN_OPINION_DIFF_LOWER_THAN;Clan Sentiment difference between §Y$FIRST$§! and §Y$SECOND$§! lower than §Y$VAL$§!;La différence de sentiment entre §Y$FIRST$§! et §Y$SECOND$§! est inférieure à §Y$VAL$§!;Unterschied der Klanmeinung zwischen §Y$FIRST$§! und §Y$SECOND$§! niedriger als §Y$VAL$§!;;Diferencia de sentimiento del clan entre §Y$FIRST$§! y §Y$SECOND$§! menor que §Y$VAL$§!;;;;;;;;x
CLAN_OPINION_LOWER_THAN;Clan Sentiment lower than ;Sentiment du clan inférieur à ;Klanmeinung geringer als ;;Sentimiento de clan menor de;;;;;;;;x
clan_propaganda_effort;Propaganda Effort;Efforts de propagande;Propagandamaßnahme;;Esfuerzo de propaganda;;;;;;;;;x
CLANS;Clans;Clans;Klans;;Clanes;;;;;;;;x
COMMANDER_LIMIT;Commander Limit: §Y$LIMIT$§!;Limite de commandants : §Y$LIMIT$§!;Kommandantenlimit: §Y$LIMIT$§!;;Límite de comandante:;;;;;;;;;x
CONFIRM_MAKE_CAPITAL_DESC;Are you sure you want to move your court to $PROVINCE$, making it your capital?;Souhaitez-vous vraiment transférer la Cour à $PROVINCE$ et en faire votre capitale ?;Seid Ihr sicher, dass Ihr Euren Hof nach $PROVINCE$ verlegen und diese Provinz zur Hauptstadt machen möchtet?;;¿Estás seguro de que deseas mover la corte a $PROVINCE$, lo que la convertirá en la capital?;;;;;;;;;x
CONFIRM_MAKE_CAPITAL_DESC_0;$GOVERNMENT$ Rulers can only do this once in their lifetime.;Les dirigeants d'un gouvernement de type '$GOVERNMENT$' ne peuvent faire cela qu'une fois dans leur vie.;Herrscher der Staatsform $GOVERNMENT$ können dies zu Lebzeiten nur einmal tun.;;$GOVERNMENT$ los gobernantes sólo pueden hacer esto una vez en su vida.;;;;;;;;;x
CONFIRM_MAKE_CAPITAL_DESC_1;You will not be able to change capital again for $MONTHS$ months.;Vous ne pourrez plus changer de capitale avant §Y$MONTHS$§! mois.;Ihr werdet die Hauptstadt im Anschluss $MONTHS$ Monate nicht mehr ändern können.;;No serás capaz de cambiar la capital otra vez en $MONTHS$ meses.;;;;;;;;;x
convert_fort_to_castle_desc;I can upgrade the Fort of [Root.County.GetBaseName] to a glorious Castle.;Je peux améliorer le fort de [Root.County.GetBaseName] en un magnifique château.;Ich kann aus dem Fort in [Root.County.GetBaseName] eine prächtige Burg machen.;;Puedo actualizar la fortaleza de [Root.County.GetBaseName] a un glorioso castillo.;;;;;;;;;x
convert_fort_to_castle_named;Upgrade the Fort of [Root.GetName] to a Castle;Améliorer le fort de [Root.GetName] en château;Das Fort in [Root.GetName] zu einer Burg ausbauen;;Actualizar la fortaleza de [Root.GetName] a un castillo;;;;;;;;x
convert_fort_to_city_desc;I can upgrade the Fort of [Root.County.GetBaseName] to a prosperous City.;Je peux améliorer le fort de [Root.County.GetBaseName] en une cité prospère.;Ich kann aus dem Fort in [Root.County.GetBaseName] eine blühende Stadt machen.;;Puedo actualizar la fortaleza de [Root.County.GetBaseName] a una ciudad próspera.;;;;;;;;;x
convert_fort_to_city_named;Upgrade the Fort of [Root.GetName] to a City;Améliorer le fort de [Root.GetName] en cité;Das Fort in [Root.GetName] zu einer Stadt ausbauen;;Actualizar la fortaleza de [Root.GetName] a una ciudad;;;;;;;;x
convert_fort_to_temple_desc;I can upgrade the Fort of [Root.County.GetBaseName] to a holy Temple.;Je peux améliorer le fort de [Root.County.GetBaseName] en un temple sacré.;Ich kann aus dem Fort in [Root.County.GetBaseName] einen heiligen Tempel machen.;;Puedo actualizar la fortaleza de [Root.County.GetBaseName] a un templo sagrado.;;;;;;;;;x
convert_fort_to_temple_named;Upgrade the Fort of [Root.GetName] to a Temple;Améliorer le fort de [Root.GetName] en temple;Das Fort in [Root.GetName] zu einem Tempel ausbauen;;Actualizar la fortaleza de [Root.GetName] a un templo;;;;;;;;x
convert_fort_to_tribal_desc;I can upgrade the Fort of [Root.County.GetBaseName] to a Tribal Holding.;Je peux améliorer le fort de [Root.County.GetBaseName] en une propriété tribale.;Ich kann aus dem Fort in [Root.County.GetBaseName] eine Stammessiedlung machen.;;Puedo actualizar la fortaleza de [Root.County.GetBaseName] a una posesión tribal.;;;;;;;;;x
