getDuelTitle;[Root.GetDuelTitle];;;;;;;;;;;;;x
GetRelation_Acquaintance;acquaintance;connaissance;Bekannte(r);;conocido;;;;;;;;;x
GetRelation_Rival;rival;rival(e);Rivale/in;;;;;;;;;;;x
GetRelation_Rival_Female;rival;rivale;Rivalin;;;;;;;;;;;x
GetRelation_Rival_Male;rival;;Rivale;;;;;;;;;;;x
GetRelation_Sister;sister;soeur;Schwester;;hermana;;;;;;;;;x
GetRelation_SisterInLaw;sister-in-law;belle-soeur;Schwägerin;;cuñada;;;;;;;;;x
GetRelation_SisterWife;sister-wife;soeur-épouse;Ehefrau und Schwester;;hermana-esposa;;;;;;;;;x
GetRelation_Son;son;fils;Sohn;;hijo;;;;;;;;;x
GetRelation_SonHusband;son-husband;fils-époux;Ehemann und Sohn;;hijo-esposo;;;;;;;;;x
GetRelation_sway_target;target of diplomatic efforts;cible d'efforts diplomatiques;Ziel diplomatischer Bemühungen;;objetivo de esfuerzos diplomáticos;;;;;;;;;x
GetRelation_Uncle;uncle;oncle;Onkel;;tío;;;;;;;;;x
GetRelation_Vassal;vassal;vassal(e);Vasall(in);;vasallo;;;;;;;;;x
GetRelation_Vassal_Female;vassal;vassale;Vasallin;;vasalla;;;;;;;;;x
GetRelation_Vassal_Male;vassal;;Vasall;;vasallo;;;;;;;;;x
GetRelation_Wife;wife;femme;Ehefrau;;esposa;;;;;;;;;x
GetSocietyRankUpTooltip2_Standard;.\n;;;;;;;;;;;;;x
GetTitle_Lady;Lady;Dame;Fürstin;;señora;;;;;;;;;x
GetTitle_Lord;Lord;Seigneur;Fürst;;señor;;;;;;;;;x
String_root_relation_fallback;acquaintance;connaissance;Bekanntschaft;;conocido;;;;;;;;;x

# CleanSlate:
GetAdultComplimentKey;[GetAdultComplimentAdjective] [GetAdultComplimentNoun];[GetAdultComplimentNoun] [GetAdultComplimentAdjective];;;[GetAdultComplimentNoun] [GetAdultComplimentAdjective];;;;;;;;;x
GetAdultComplimentNounKey;[GetAdultComplimentNoun];;;;;;;;;;;;;x
GetAdultComplimentAdjectiveKey;[GetAdultComplimentAdjective];;;[GetAdultComplimentAdjective];;;;;;;;;x
GetAdultInsultKey;[GetAdultInsultAdjective] [GetAdultInsultNoun];[GetAdultInsultNoun] [GetAdultInsultAdjective];;;[GetAdultInsultNoun] [GetAdultInsultAdjective];;;;;;;;;x
GetAdultInsultNounKey;[GetAdultInsultNoun];;;;;;;;;;;;;x
GetAdultInsultAdjectiveKey;[GetAdultInsultAdjective];[GetAdultInsultNoun];;;;;;;;;;;;x
GetChildComplimentKey;[GetChildComplimentAdjective] [GetChildComplimentNoun];[GetChildComplimentNoun] [GetChildComplimentAdjective];;;[GetChildComplimentNoun] [GetChildComplimentAdjective];;;;;;;;;x
GetChildComplimentNounKey;[GetChildComplimentNoun];;;;;;;;;;;;;x
GetChildComplimentAdjectiveKey;[GetChildComplimentAdjective];;;;;;;;;;;;;x
GetChildInsultKey;[GetChildInsultAdjective] [GetChildInsultNoun];[GetChildInsultNoun] [GetChildInsultAdjective];;;[GetChildInsultNoun] [GetChildInsultAdjective];;;;;;;;;x
GetChildInsultNounKey;[GetChildInsultNoun];;;;;;;;;;;;;x
GetChildInsultAdjectiveKey;[GetChildInsultAdjective];;;;;;;;;;;;;x

GetParentKey;[GetParent];;;;;;;;;;;;;x
GetGrandParentKey;[GetGrandParent];;;;;;;;;;;;;x
GetChildKey;[GetChild];;;;;;;;;;;;;x
GetGrandChildKey;[GetGrandChild];;;;;;;;;;;;;x
GetSiblingKey;[GetSibling];;;;;;;;;;;;;x
GetConcubineConsortKey;[GetConcubineConsort];;;;;;;;;;;;;x
GetRivalKey;[GetRival];;;;;;;;;;;;;x
GetFriendKey;[GetFriend];;;;;;;;;;;;;x
GetLoverKey;[GetLover];;;;;;;;;;;;;x
GetAuntUncleKey;[GetAuntUncle];;;;;;;;;;;;;x
GetNiblingKey;[GetNibling];;;;;;;;;;;;;x
GetCousinKey;[GetCousin];;;;;;;;;;;;;x
GetSiblingInLawKey;[GetSiblingInLaw];;;;;;;;;;;;;x
GetParentInLawKey;[GetParentInLaw];;;;;;;;;;;;;x
GetKinKey;[GetKin];;;;;;;;;;;;;x
GetLiegeKey;[GetLiege];;;;;;;;;;;;;x
GetVassalKey;[GetVassal];;;;;;;;;;;;;x
GetCourtierKey;[GetCourtier];;;;;;;;;;;;;x

GetSpouse_ParentKey;[GetSpouseParent];;;;;;;;;;;;;x
GetSpouse_SiblingKey;[GetSpouseSibling];;;;;;;;;;;;;x
GetSpouse_ChildKey;[GetSpouseChild];;;;;;;;;;;;;x
GetSpouseKey;[GetSpouse];;;;;;;;;;;;;x
GetSpouseRootKey;[GetSpouseRoot];;;;;;;;;;;;;x
GetSpouseEventTarget1Key;[GetSpouseEventTarget1];;;;;;;;;;;;;x
GetSpouseEventTarget2Key;[GetSpouseEventTarget2];;;;;;;;;;;;;x
GetSpouseEventTarget3Key;[GetSpouseEventTarget3];;;;;;;;;;;;;x
GetSpouseEventTarget4Key;[GetSpouseEventTarget4];;;;;;;;;;;;;x

GetMercuryName_Key;[GetMercuryName];;;;;;;;;;;;;x
GetVenusName_Key;[GetVenusName];;;;;;;;;;;;;x
GetMarsName_Key;[GetMarsName];;;;;;;;;;;;;x
GetJupiterName_Key;[GetJupiterName];;;;;;;;;;;;;x
GetSaturnName_Key;[GetSaturnName];;;;;;;;;;;;;x
GetUranusName_Key;[GetUranusName];;;;;;;;;;;;;x
GetNeptuneName_Key;[GetNeptuneName];;;;;;;;;;;;;x
GetPlutoName_Key;[GetPlutoName];;;;;;;;;;;;;x

# Pregnancy mess
string_generic_physician_helps_522;\nYour §YPhysician§! advices you to take slow, deep breaths.;\nVotre §Yphysicien§! vous conseille de prendre de lentes et profondes inspirations.;\nEuer §YArzt§! rät Euch zu langsamen, tiefen Atemzügen.;;\nEl §Ymédico§! te aconseja respirar lento y profundo.;;;;;;;;;x
string_generic_physician_helps_523;\nYour §YPhysician§! holds you still, helping you clean your face.;\nVotre §Yphysicien§! vous maintient stable, vous aidant à vous nettoyer le visage.;\nEuer §YArzt§! hält Euch fest und hilft dabei, Euer Gesicht zu säubern.;;\nEl §Ymédico§! te sujeta, ayudándote a limpiarte la cara.;;;;;;;;;x
string_generic_physician_helps_524;\nYour §YPhysician§! applies a smelly mixture over your rashes.;\nVotre §Yphysicien§! applique une mixture odorante sur vos éruptions.;\nEuer §YArzt§! verteilt eine stinkende Mixtur über Euren Ausschlag.;;\nEl §Ymédico§! te aplica un compuesto oloroso sobre el sarpullido.;;;;;;;;;x
string_generic_physician_helps_525;\nYour §YPhysician§! offers you a potion to clean your mouth.;\nVotre §Yphysicien§! vous propose une potion pour nettoyer votre bouche.;\nEuer §YArzt§! bietet Euch einen Trank an, um Euren Mund zu reinigen.;;\nEl §Ymédico§! te ofrece una poción para limpiarte la boca.;;;;;;;;;x
string_generic_physician_helps_526;\nYour §YPhysician§! places a damp cloth over your forehead, urging the servants to bring more water.;\nVotre §Yphysicien§! place un linge humide sur votre front et exhorte les serviteurs à apporter plus d'eau.;\nEuer §YArzt§! legt ein feuchtes Tuch über Eure Stirn und drängt die Diener dazu, mehr Wasser zu bringen.;;\nEl §Ymédico§! te pone una toalla húmeda en la frente, y insta a los sirvientes que traigan más agua.;;;;;;;;;x
string_generic_physician_helps_527;\nYour §YPhysician§! decides to make you breathe some healing fumes to help you restore your memory.;\nVotre §Yphysicien§! vous fait respirer des exhalaisons curatives pour vous aider à retrouver la mémoire.;\nEuer §YArzt§! beschließt, Euch dazu zu bringen, einige heilende Dämpfe einzuatmen, um Euch dabei zu helfen, Euer Gedächtnis wiederzuerlangen.;;\nEl §Ymédico§! decide ayudarte a respirar vapores medicinales que ayuden a recuperar la memoria.;;;;;;;;;x
string_generic_physician_helps_528;\nYour §YPhysician§! gently reassures you that everything is alright and you should go back to rest.;\nVotre §Yphysicien§! vous assure que tout va bien et que vous devriez vous reposer.;\nEuer §YArzt§! sagt Euch, dass alles in Ordnung ist und Ihr wieder zur Ruhe kehren könnt.;;\nEl §Ymédico§! te asegura con amabilidad de que todo va bien y que debes volver a descansar.;;;;;;;;;x
string_generic_physician_helps_529;\nYour §YPhysician§! prepares an infuse to restore your appetite.;\nVotre §Yphysicien§! prépare une infusion pour que vous retrouviez votre appétit.;\nEuer §YArzt§! bereitet eine Infusion vor, um Euren Appetit wiederherzustellen.;;\nEl §Ymédico§! prepara una infusión que te devuelva el apetito.;;;;;;;;;x
string_generic_physician_helps_530;\nYour §YPhysician§! urges your servants to hold you still until the episode ends.;\nVotre §Yphysicien§! exhorte vos serviteurs à vous tenir immobile jusqu'à la fin de l'épisode.;\nEuer §YArzt§! fordert Eure Diener auf, Euch ruhig zu halten, bis es vorbei ist.;;\nEl §Ymédico§! anima a los sirvientes a sujetarte hasta que pase el episodio.;;;;;;;;;x
string_generic_physician_helps_531;\nYour §YPhysician§! calls for more bedsheets and urges you to hold still and breathe slowly.;\nVotre §Yphysicien§! demande plus de draps et vous exhorte à rester immobile et à respirer lentement.;\nEuer §YArzt§! verlangt nach mehr Bettbezügen und fordert Euch auf, ruhig zu bleiben und langsam zu atmen.;;\nEl §Ymédico§! pide más sábanas y te anima a quedarte quieta y respirar despacio.;;;;;;;;;x
string_generic_physician_helps_532;\nYour §YPhysician§! orders your servants to prepare a tepid soup.;\nVotre §Yphysicien§! ordonne à vos domestiques de préparer une soupe tiède.;\nEuer §YArzt§! befiehlt Euren Dienern, eine lauwarme Suppe vorzubereiten.;;\nEl §Ymédico§! ordena a los sirvientes preparar una sopa tibia.;;;;;;;;;x
string_generic_physician_helps_533;\nYour §YPhysician§! prepares a potion to help you sleep.;\nVotre §Yphysicien§! vous prépare une potion pour vous aider à dormir.;\nEuer §YArzt§! bereitet einen Trank vor, um Euch beim Einschlafen zu helfen.;;\nEl §Ymédico§! prepara una poción que te ayude a dormir.;;;;;;;;;x
string_generic_physician_helps_534;\nYour §YPhysician§! offers you a poultice, urging you to take it immediately.;\nVotre §Yphysicien§! vous exhorte à mettre un cataplasme immédiatement.;\nEuer §YArzt§! bietet Euch einen Wickel an und fordert Euch auf, ihn unverzüglich zu nehmen.;;\nEl §Ymédico§! te ofrece una cataplasma, animándote a ponértela de inmediato.;;;;;;;;;x
string_generic_physician_helps_535;\nYour §YPhysician§! gently reassures you and helps you back to your chambers.;\nVotre §Yphysicien§! vous rassure et vous aide à retourner dans vos appartements.;\nEuer §YArzt§! beruhigt Euch sanft und hilft Euch zurück in Eure Gemächer.;;\nEl §Ymédico§! te tranquiliza con delicadeza y te ayuda a volver a tus aposentos.;;;;;;;;;x
string_generic_physician_helps_540;\nYour §YPhysician§! places a damp cloth over your forehead, urging the servants to bring more water.;\nVotre §Yphysicien§! pose un linge humide sur votre front et exhorte les domestiques à apporter plus d'eau.;\nEuer §YArzt§! legt ein warmes Tuch auf Eure Stirn und bittet die Diener, mehr Wasser zu holen.;;\nEl §Ymédico§! te pone una toalla húmeda en la frente, y insta a los sirvientes que traigan más agua.;;;;;;;;;x
string_generic_physician_helps_541;\nYour §YPhysician§! applies a smelly mixture over your head.;\nVotre §Yphysicien§! applique une mixture malodorante sur la tête.;\nEuer §YArzt§! verteilt eine stinkende Mixtur auf Eurem Kopf.;;\nEl §Ymédico§! te aplica un compuesto oloroso en la cabeza.;;;;;;;;;x
string_generic_physician_helps_542;\nYour §YPhysician§! calls for more bedsheets and urges you to hold still and breathe slowly.;\nVotre §Yphysicien§! demande plus de draps et vous exhorte à rester immobile et à respirer lentement.;\nEuer §YArzt§! verlangt nach mehr Bettlaken und fordert Euch auf, ruhig zu bleiben und langsam zu atmen.;;\nEl §Ymédico§! pide más sábanas y te anima a quedarte quieta y respirar despacio.;;;;;;;;;x
string_mother_physician_helps_522;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! advices you to take slow, deep breaths.;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! vous conseille de prendre de lentes et profondes inspirations.;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! rät Euch zu langsamen, tiefen Atemzügen.;;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! te aconseja respirar lento y profundo.;;;;;;;;;x
string_mother_physician_helps_523;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! holds you still, helping you clean your face.;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! vous maintient stable, vous aidant à vous nettoyer le visage.;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! hält Euch fest und hilft dabei, Euer Gesicht zu säubern.;;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! te sujeta, ayudándote a limpiarte la cara.;;;;;;;;;x
string_mother_physician_helps_524;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! applies a smelly mixture over your rashes.;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! applique une mixture odorante sur vos éruptions.;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! verteilt eine stinkende Mixtur über Eurem Ausschlag.;;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! te aplica un compuesto oloroso sobre el sarpullido.;;;;;;;;;x
string_mother_physician_helps_525;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! offers you a potion to clean your mouth.;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! vous propose une potion pour nettoyer votre bouche.;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! bietet Euch einen Trank an, um Euren Mund zu reinigen.;;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! te ofrece una poción para limpiarte la boca.;;;;;;;;;x
string_mother_physician_helps_526;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! places a damp cloth over your forehead, urging the servants to bring more water.;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! pose un linge humide sur votre front et exhorte les domestiques à apporter plus d'eau.;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! platziert ein feuchtes Tuch über Eurer Stirn und drängt die Diener dazu, mehr Wasser zu bringen.;;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! te pone una toalla húmeda en la frente, y insta a los sirvientes que traigan más agua.;;;;;;;;;x
string_mother_physician_helps_527;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! decides to make you breathe some healing fumes to help you restore your memory.;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! vous fait respirer des exhalaisons curatives pour vous aider à retrouver la mémoire.;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! beschließt, Euch dazu zu bringen, einige heilende Dämpfe einzuatmen, um Euch dabei zu helfen, Euer Gedächtnis wiederzuerlangen.;;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! decide ayudarte a respirar vapores medicinales que ayuden a recuperar la memoria.;;;;;;;;;x
string_mother_physician_helps_528;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! gently reassures you that everything is alright and you should go back to rest.;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! vous assure que tout va bien et que vous devriez vous reposer.;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! sagt Euch, dass alles in Ordnung ist und Ihr wieder zur Ruhe kehren könnt.;;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! te asegura con amabilidad de que todo va bien y que debes volver a descansar.;;;;;;;;;x
string_mother_physician_helps_529;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! prepares an infuse to restore your appetite.;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! prépare une infusion pour que vous retrouviez votre appétit.;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! bereitet eine Infusion vor, um Euren Appetit wiederherzustellen.;;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! prepara una infusión que te devuelva el apetito.;;;;;;;;;x
string_mother_physician_helps_530;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! urges your servants to hold you still until the episode ends.;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! exhorte vos serviteurs à vous tenir immobile jusqu'à la fin de l'épisode.;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! fordert Eure Diener auf, Euch ruhig zu halten, bis es vorbei ist.;;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! anima a los sirvientes a sujetarte hasta que pase el episodio.;;;;;;;;;x
string_mother_physician_helps_531;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! calls for more bedsheets and urges you to hold still and breathe slowly.;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! demande plus de draps et vous exhorte à rester immobile et à respirer lentement.;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! verlangt nach mehr Bettbezügen und fordert Euch auf, ruhig zu bleiben und langsam zu atmen.;;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! pide más sábanas y te anima a quedarte quieta y respirar despacio.;;;;;;;;;x
string_mother_physician_helps_532;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! orders your servants to prepare a tepid soup.;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! ordonne à vos domestiques de préparer une soupe tiède.;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! befiehlt Euren Dienern, eine lauwarme Suppe vorzubereiten.;;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! ordena a los sirvientes preparar una sopa tibia.;;;;;;;;;x
string_mother_physician_helps_533;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! prepares a potion to help you sleep.;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! vous prépare une potion pour vous aider à dormir.;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! bereitet einen Trank vor, um Euch beim Einschlafen zu helfen.;;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! prepara una poción que te ayude a dormir.;;;;;;;;;x
string_mother_physician_helps_534;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! offers you a poultice, urging you to take it immediately.;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! vous exhorte à mettre un cataplasme immédiatement.;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! bietet Euch einen Wickel an und fordert Euch auf, ihn unverzüglich zu nehmen.;;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! te ofrece una cataplasma, animándote a ponértela de inmediato.;;;;;;;;;x
string_mother_physician_helps_535;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! gently reassures you and helps you back to your chambers.;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! vous rassure et vous aide à retourner dans vos appartements.;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! beruhigt Euch sanft und hilft Euch zurück in Eure Gemächer.;;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! te tranquiliza con delicadeza y te ayuda a volver a tus aposentos.;;;;;;;;;x
string_mother_physician_helps_540;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! places a damp cloth over your forehead, urging the servants to bring more water.;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! pose un linge humide sur votre front et exhorte les domestiques à apporter plus d'eau.;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! legt ein warmes Tuch auf Eure Stirn und bittet die Diener, mehr Wasser zu holen.;;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! te pone una toalla húmeda en la frente, y insta a los sirvientes que traigan más agua.;;;;;;;;;x
string_mother_physician_helps_541;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! applies a smelly mixture over your head.;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! applique une mixture malodorante sur la tête.;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! verteilt eine stinkende Mixtur auf Eurem Kopf.;;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! te aplica un compuesto oloroso en la cabeza.;;;;;;;;;x
string_mother_physician_helps_542;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! calls for more bedsheets and urges you to hold still and breathe slowly.;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! demande plus de draps et vous exhorte à rester immobile et à respirer lentement.;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! verlangt nach mehr Bettlaken und fordert Euch auf, ruhig zu bleiben und langsam zu atmen.;;\n§Y[pregnancy_mother_physician_per.GetTitledFirstName]§! pide más sábanas y te anima a quedarte quieta y respirar despacio.;;;;;;;;;x
string_priest_comfort_522;\nThe §YPriest§! offers you to join him in prayer.;\nLe §Yprêtre§! vous propose de le rejoindre dans la prière.;\nDer §YPriester§! bietet Euch an, seinem Gebet beizuwohnen.;;\nEl §Ysacerdote§! te ofrece rezar con él.;;;;;;;;;x
string_priest_comfort_523;\nThe §YPriest§! urges you to keep puking the sickness out of your body.;\nLe §Yprêtre§! vous recommande vivement de vomir pour extirper la maladie de votre corps.;\nDer §YPriester§! drängt Euch dazu, die Krankheit aus Eurem Körper zu erbrechen.;;\nEl §Ysacerdote§! te insta a seguir vomitando para echar la enfermedad del cuerpo.;;;;;;;;;x
string_priest_comfort_524;\nThe §YPriest§! warns you to stop scratching yourself and turn your thoughts to [Root.Religion.GetRandomGodName].;\nLe §Yprêtre§! vous conseille de ne pas vous gratter et de tourner vos pensées vers [Root.Get_le_HighGod].;\nDer §YPriester§! warnt Euch davor, Euch weiter zu kratzen und richtet Eure Gedanken zu [Root.Religion.GetRandomGodName].;;\nEl §Ysacerdote§! te advierte que dejes de rascarte y que pienses en [Root.Religion.GetRandomGodName].;;;;;;;;;x
string_priest_comfort_525;\nThe §YPriest§! suggests you to fast for a few days.;\nLe §Yprêtre§! vous suggère de jeûner pendant quelques jours.;\nDer §YPriester§! schlägt vor, dass Ihr für ein paar Tage fastet.;;\nEl §Ysacerdote§! te sugiere ayunar unos días.;;;;;;;;;x
string_priest_comfort_526;\nYou hear the §YPriest's§! voice in the distance, reciting a familiar prayer.;\nVous entendez le §Yprêtre§! réciter une prière habituelle.;\nIhr hört die Worte des §YPriesters§! in der Ferne, wie er vertraute Gebete rezitiert.;;\nOyes la voz del §Ysacerdote§! a lo lejos, recitando una oración familiar.;;;;;;;;;x
string_priest_comfort_527;\nThe §YPriest§! recites old tales from the [Root.Religion.GetScriptureName], interrogating you on some of the things you have forgotten.;\nLe §Yprêtre§! vous récite de vieilles histoires tirées [Root.Get_du_Scripture] et vous interroge sur des choses que vous avez oubliées.;\nDer §YPriester§! rezitiert alte Geschichten von [Root.Religion.GetScriptureName], um Euch nach Dingen zu fragen, die Ihr vergessen habt.;;\nEl §Ysacerdote§! te recita historias del [Root.Religion.GetScriptureName], preguntándote sobre cosas que habías olvidado.;;;;;;;;;x
string_priest_comfort_528;\nThe §YPriest§! recites some comforting verses from the [Root.Religion.GetScriptureName] to calm you down.;\nLe §Yprêtre§! récite des versets réconfortants [Root.Get_du_Scripture] pour vous calmer.;\nDer §YPriester§! rezitiert einige beruhigende Verse von [Root.Religion.GetScriptureName], um Euch zu beruhigen.;;\nEl §Ysacerdote§! recita versos reconfortantes del [Root.Religion.GetScriptureName] para calmarte.;;;;;;;;;x
string_priest_comfort_529;\nThe §YPriest§! approves of your decision to fast.;\nLe §Yprêtre§! approuve votre décision de jeûner.;\nDer §YPriester§! befürwortet Eure Entscheidung zu fasten.;;\nEl §Ysacerdote§! aprueba tu decisión de ayunar.;;;;;;;;;x
string_priest_comfort_530;\nThe §YPriest§! shouts over you, reciting an exorcism to free you of the demon that has taken hold of your body.;\nLe §Yprêtre§! récite un exorcisme pour vous libérer du démon qui s'est emparé de votre corps.;\nDer §YPriester§! schreit und rezitiert einen Exorzismus, um Euch von dem Dämon zu befreien, der Euren Körper ergriffen hat.;;\nEl §Ysacerdote§! grita sobre ti, recitando un exorcismo que te libere del demonio que se ha apoderado de tu cuerpo.;;;;;;;;;x
