#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EARLY_MED_INFO;By the late 10th and early 11th centuries the Muslim world was changing, with Turkish dynasties such as the Seljuks and Ghaznavids now dominating Persia. The Byzantine Empire was still holding its own but was to see worse times coming. Central and Western continental Europe was split between France and a strong Holy Roman Empire, while Christian kings were advancing against a fractured and weakened Muslim Spain. Scandinavia was quickly converting to Christianity, and the Norse settlers in Russia and Britain had become assimilated with the local populations. Yet Viking descendants in Normandy and Italy were preparing new conquests, and the time of the First Crusade was approaching...;Vers la fin du Xe et le début du XIe siècles, le monde musulman connaît des changements : les dynasties turques telles que les Seldjoukides et les Ghaznévides dominent à présent la Perse. L'Empire byzantin perdure toujours, mais le pire reste encore à venir. L'Europe centrale et occidentale est divisée entre la France et le puissant Saint-Empire romain tandis que les rois chrétiens gagnent du terrain sur une Espagne musulmane divisée et affaiblie. La Scandinavie se convertit rapidement au christianisme, tandis que les colons nordiques installés en Russie et en Bretagne s'assimilent aux populations locales. Cependant, les descendants des Vikings implantés en Normandie et en Italie se préparent à de nouvelles conquêtes, et le temps de la première croisade approche...;Im späten 10. und frühen 11. Jh. änderten sich die Machtverhältnisse der muslimischen Welt, als türkische Dynastien wie die Seldschuken und Ghaznaviden die Vorherrschaft in Persien übernahmen. Das Byzantinische Reich bestand fort, doch ihm sollten schlimme Zeiten bevorstehen. Frankreich und das Heilige Römische Reich teilten sich die Herrschaft über den Westen und die Mitte des europäischen Festlandes, während christliche Könige gegen ein ungeeintes und geschwächtes muslimisches Spanien vorrückten. In Skandinavien breitete sich das Christentum schnell aus und die Wikinger, die sich in Russland und auf der Britischen Insel niedergelassen hatten, wurden von der dortigen Bevölkerung assimiliert. Ihre Nachkommen jedoch, in der Normandie und in Italien, rüsteten sich für neue Eroberungszüge und das Zeitalter der Kreuzzüge nahte ...;;A finales del siglo X y comienzos del XI, el mundo musulmán cambió, con dinastías turcas como los selijúcidas y los gaznávidas ahora dominando Persia. El Imperio bizantino aún se mantenía pero se le acercaban tiempos difíciles. La Europa continental central y occidental estaba escindida entre Francia y un fuerte Sacro Imperio Romano, mientras que los reyes cristianos avanzaban ante una debilitada y fracturada España musulmana. Escandinavia pronto se convirtió a la cristiandad y los colonos nórdicos en Rusia y Bretaña fueron integrados a las poblaciones locales. Además, los descendientes de los vikingos en Normandía e Italia se preparaban para nuevas conquistas, y se acercaba el momento de la Primera Cruzada... ;;;;;;;;;x
emperor_vice_royalties;Allows Empire Viceroyalties;Autorise la création de vice-royautés à partir d'empires.;Ermöglicht Vizekaiserwürden;;Permite Virreinatos en el Imperio;;;;;;;;;x
EXPORT;Export Chronicle;Exporter la chronique;Chronik exportieren;;Exportar Crónica;;;;;;;;x
EXPORT_DEL;Export Chronicle to a .txt file;Exporter la chronique au format .txt;Chronik in eine .txt-Datei exportieren;;Exportar Crónica a archivo .txt;;;;;;;;x
FE_LOAD_GAME;Load Game;Charger la partie;Spiel laden;;Cargar Partida;;;;;;;;;x
FILTER_ANY_CUL;Any Culture;Toute culture;Beliebige Kultur;;Cualquier Cultura;;;;;;;;;x
FILTER_ANY_REL;Any Religion;Toute religion;Beliebige Religion;;Cualquier Religión;;;;;;;;;x
FILTER_NOT_SAME_CUL;Not My Culture;Autre culture;Nicht meine Kultur;;No Mi Cultura;;;;;;;;;x
FILTER_NOT_SAME_CUL_GROUP;Not My Culture Group;Autre groupe culturel;Nicht meine Kulturgruppe;;No Mi Grupo Cultural;;;;;;;;;x
FILTER_NOT_SAME_REL;Not My Religion;Autre religion;Nicht meine Religion;;No Mi Religión;;;;;;;;;x
FILTER_NOT_SAME_REL_GROUP;Not My Religion Group;Autre groupe religieux;Nicht meine Religionsgruppe;;No Mi Grupo Religioso;;;;;;;;;x
FILTER_SAME_CUL;My Culture;Ma culture;Meine Kultur;;Mi cultura;;;;;;;;;x
FILTER_SAME_CUL_GROUP;My Culture Group;Mon groupe culturel;Meine Kulturgruppe;;Mi Grupo Cultural;;;;;;;;;x
FILTER_SAME_REL;My Religion;Ma religion;Meine Religion;;Mi religión;;;;;;;;;x
FILTER_SAME_REL_GROUP;My Religion Group;Mon groupe religieux;Meine Religionsgruppe;;Mi Grupo Religioso;;;;;;;;;x
form_new_empire_tooltip;A new Empire is founded!;Un nouvel empire a vu le jour;Ein neues Kaiserreich hat sich gebildet;;Un nuevo Imperio se ha formado;;;;;;;;;x
form_new_kingdom_tooltip;A new Kingdom is founded!;Un nouveau royaume a vu le jour;Ein neues Königreich hat sich gebildet.;;Un nuevo Reino se ha formado;;;;;;;;;x
form_the_hre_early_tooltip_1;Is [Root.GetKingQueen] of Italy or [Root.GetEmperorEmpress] of Italia\n;[Root.GetKingQueen] d'Italie ou [Root.GetEmperorEmpress] d'Italie\n;Ist [Root.GetKingQueen] oder [Root.GetEmperorEmpress] von Italien\n;;Es [Root.GetKingQueen] de Italia o [Root.GetEmperorEmpress] de Italia\n;;;;;;;;;x
form_the_hre_early_tooltip_2;Holds at least one kingdom or empire title within the de jure empires of Francia, Germania, Hispania or Britannia\n;Détient au moins un titre de royaume ou d'empire à l'intérieur des empires de jure de Francie, Germanie, Hispanie ou Bretagne\n;Herrscher über mindestens ein Königreich oder Reich innerhalb des De-jure-Gebiets von Frankreich, Ostfrankenreich, Hispanien oder Britannien.\n;;Ostenta al menos un título de reino o imperio dentro de los imperios de Francia, Germania, Hispania o Britania\n;;;;;;;;;x
form_the_hre_early_tooltip_3;No other Christian ruler is Emperor of Italia, Francia, Germania, Hispania or Britannia\n;Aucun autre souverain chrétien n'est empereur de Francie, Germanie, Hispanie, Bretagne ou Italie\n;Kein anderer christlicher Herrscher ist Kaiser von Italien, Frankreich, Ostfrankenreich, Hispanien oder Britannien.\n;;Ningún otro gobernante cristiano es Emperador de Italia, Francia, Hispania o Britania\n;;;;;;;;;x
GIVE_BARONIES_TITLE_TOOLTIP;Hand out baronies to local nobles;Distribuer des baronnies à des nobles locaux;Verteilt Baronien an örtliche Adlige;;Repartir baronías entre los nobles locales;;;;;;;;x
GIVE_COUNTIES_TITLE_TOOLTIP;Hand out counties to nobles;Distribuer des comtés à des nobles;Verteilt Grafschaften an Adlige;;Repartir condados entre los nobles;;;;;;;;x
GIVE_DUCHIES_TITLE_TOOLTIP;Hand out duchies to nobles;Distribuer des duchés à des nobles;Verteilt Herzogtümer an Adlige;;Repartir ducados entre los nobles;;;;;;;;x
GIVE_WRONG_TYPE_TITLE_TOOLTIP;Hand out titles that are of wrong type for you;Distribuer des titres qui ne sont pas du bon type pour vous;Verteilt Titel mit dem für Euch falschen Besitztumstyp;;Repartir los títulos que son inapropiados para ti;;;;;;;;x
go_into_hiding_info_tooltip;[This.GetTitledName] goes into hiding.\n;[This.Get_Le_TitledName] se cache.\n;[This.GetTitledName] versteckt sich.\n;;[This.GetTitledName] se marcha a la clandestinidad.\n;;;;;;;;;x
GOD_THE_GIVER_OF_JUSTICE;the Giver of Justice;le Justicier;den Geber der Gerechtigkeit;;el que Imparte Justicia;;;;;;;;;x
GOD_THE_SUN;the Sun;le Soleil;die Sonne;;el Sol;;;;;;;;;x
GOD_ZUN;Zun;Zun;Zun;;Zun;;;;;;;;;x
HAS_CHANCELLOR;Has a chancellor;A un chancelier;Hat einen Kanzler;;Tiene un canciller;;;;;;;;;x
HIGH_MED;Age of the Mongols;L'âge des Mongols;Mongolensturm;;Edad de los Mongoles;;;;;;;;;x
HIGH_MED_INFO;As Europe entered the 13th century, Constantinople had been weakened by the Turks and sacked by the Fourth Crusade, so the Byzantine Empire was very much weakened. The Turks still reigned in the Middle East and Persia, in India many new kingdoms vied for power after the fall of the old dynasties. The Norman conquest had brought new political and dynastic struggles to England and France, the Christian kingdoms in Spain were continually growing stronger, Scandinavia had left paganism behind and was becoming more centralized. In Russia several principalities struggled for power in the shadow of the Bolghars and Cumans to the east. In Germany and Italy, the Holy Roman Empire still stood firm, but beyond all this, to the east, a new power was to come into play. When the Mongols broke into Eastern Europe and Persia, it changed the balance of power in all of Western Eurasia...;Alors que l'Europe entre dans le XIIIe siècle, Constantinople est affaiblie par les Turcs et pillée par la quatrième croisade, et l'Empire byzantin connait de grandes difficultés. Les Turcs règnent encore au Moyen-Orient et en Perse. En Inde, de nouveaux royaumes luttent pour la domination après la chute des vieilles dynasties. Les conquêtes normandes ont créé de nouvelles luttes politiques et dynastiques en Angleterre et en France, les royaumes chrétiens d'Espagne se renforcent un peu plus chaque jour, la Scandinavie abandonne le paganisme et devient plus centralisée. En Russie, plusieurs principautés luttent pour gagner en puissance dans l'ombre des Bulgares et des Coumans. En Germanie et en Italie, le Saint-Empire romain tient bon, mais plus à l'est, une nouvelle puissance s'apprête à entrer en jeu. Lorsque les Mongols arrivent dans l'est de l'Europe et en Perse, ils modifient l'équilibre du monde dans toute l'Eurasie occidentale...;Als Europa ins 13. Jh. eintrat, war Konstantinopel von den Türken geschwächt und vom Vierten Kreuzzug gebrandschatzt worden. Byzanz hatte seine Machtposition so gut wie verloren. Die Türken herrschten über den Nahen Osten und Persien und in Indien versuchten viele neue Königreiche nach dem Niedergang alter Herrscherdynastien die Vorherrschaft an sich zu reißen. Die Eroberung Englands durch die Normannen löste neue politische und dynastische Konflikte in England und Frankreich aus, die christlichen Königreiche Spaniens wurden stetig mächtiger und im nun endgültig christianisierten Skandinavien wurde die Herrschaft allmählich zentralisierter. In Russland kämpften mehrere Fürstentümer im Schatten der Bulgaren und Kumanen im Osten um die Macht. In Deutschland und Italien behielt das Heilige Römische Reich seine zentrale Bedeutung, doch jenseits dieser Entwicklungen erhob sich am östlichen Horizont eine neue Großmacht. Als die Mongolen in Osteuropa und Persien einfielen, sollte dies das Kräftegleichgewicht in Westeurasien von Grund auf ändern ...;;Cuando Europa entró en el siglo XIII Constantinopla ya había sido debilitada por los turcos y saqueada por la Cuarta Cruzada, así que el Imperio bizantino era débil. Los turcos aún reinaban en el Oriente Medio y Persia, en la India muchos nuevos reinos competían por el poder tras la caída de las viejas dinastías. La conquista normanda había traído nuevas disputas a Inglaterra y Francia, los reinos cristianos de España seguían fortaleciéndose, Escandinavia había abandonado el paganismo y se había centralizado. En Rusia, varios principados luchaban por el poder a la sombra de los búlgaros y los cumanos, al este. En Alemania e Italia, el Sacro Imperio Romano aún seguía firme, pero con todo lo que estaba sucediendo al este, estaba a punto de aparecer un nueva potencia. Cuando los mongoles irrumpieron en Europa del Este y Persia, cambió el equilibrio de poderes en toda la Eurasia Occidental...;;;;;;;;;x
HINT_REL_VIEW_TEXT_3_CATHOLIC;The Catholic faith is a bit special since the Pope is considered God's representative on Earth. He has more powers than other religious heads, but there is a catch - many Bishops feel more loyal to him than to their secular liege, and will send their taxes to Rome. One way around this problem is to set up an Antipope - a puppet pope who will do what he's told.;La foi catholique est un peu particulière en ce sens que le Pape est le représentant de Dieu sur Terre. Il a plus de pouvoirs que les autres chefs religieux, mais le problème, c'est que bon nombre d'évêques lui sont plus fidèles qu'à leur seigneur lige séculier et adressent leurs impôts à Rome. Pour y remédier, il suffit de choisir un antipape, un pantin qui fera ce qu'on lui dit.;Der katholische Glaube nimmt dabei eine Sonderstellung ein, da der Papst als Vertreter Gottes auf Erden angesehen wird. Er hat mehr Macht als die anderen religiösen Oberhäupter, aber es gibt dabei einen Haken: Viele Bischöfe sind ihm als säkularem Lehnsherrn gegenüber loyal und schicken ihre Steuergelder nach Rom. Umschiffen lässt sich dieses Problem durch die Ernennung eines Gegenpapstes, eines Marionettenpapstes also, der nur auf Euer Geheiß hin handelt.;;La fe católica es un poco especial ya que considera al Papa como el representante de Dios en la Tierra. Por eso, tiene más poderes que otros líderes religiosos, pero hay un inconveniente: muchos obispos sienten más lealtad hacia él que hacia su señor feudal seglar, por lo que mandan sus impuestos a Roma. Una solución sería nombrar un Antipapa: un papa marioneta que haga lo que se le diga. ;;;;;;;;;x
HINT_REL_VIEW_TEXT_3_CHRISTIAN;Many of the Christian faiths have Patriarchates as well as a religious head. Autocephalous Patriarchs existed as Patriarch rulers for their kingdom, and therefore different realms can have different religious heads even though they share the same religion.;De nombreuses fois chrétiennes possèdent un patriarche ainsi qu'un chef religieux. Les patriarches autocéphales étant aussi les souverains de leur royaume, cela signifiait que les royaumes avaient chacun leur chef religieux, même s'ils partageaient la même religion.;Viele christliche Konfessionen haben Patriarchate sowie religiöse Oberhäupter. Patriarche existierten als patriarchale Herrscher ihres Königreiches, sodass verschiedene Reiche trotz gleicher religiöser Zugehörigkeit verschiedene religiöse Oberhäupter haben können.;;Muchas de las fes cristianas también tienen patriarcados como líderes religiosos. Los Patriarcas con autocefalías existieron como gobernantes patriarcas de sus reinos, por lo tanto cada reino podía tener su propio líder religioso aunque todos pertenecieran a una misma religión.;;;;;;;;;x
HINT_REL_VIEW_TEXT_3_CHRISTIAN_NOHEAD;Some of the Christian heresies have no religious head. This applies to, for example, the Cathars, Waldensians, Lollards, Bogomilists and Messalians.;Certaines hérésies chrétiennes n'ont pas non plus de chef religieux. Cela s'applique par exemple aux cathares, aux vaudois, aux lollards, aux bogomiles et aux messaliens.;Manche christliche Ketzereien haben kein religiöses Oberhaupt. Dies ist beispielsweise bei Katharern, Waldensern, Lollarden, Bogomilen und Messalianern der Fall.;;Algunas de las herejías cristianas no tienen líder religioso. Éste es el caso, por ejemplo, de los cátaros, los valdenses, los lolardos, los bogomilos y los mesalianos.;;;;;;;;;x
HINT_REL_VIEW_TEXT_3_INDIAN;The Indian religions have no religious heads, and they are all somewhat accepting towards other Indian religions and will find it harder to convert these. They can however subjugate each other, and some of them also allow Holy Wars against non-Indian religions.;Les religions indiennes ne possèdent pas de chef religieux. Elles sont relativement tolérantes vis-à-vis des autres religions indiennes et il est plus difficile de se convertir de l'une à l'autre. Cependant, une religion peut en assujettir une autre et certaines d'entre elles peuvent également entrer en guerre sainte contre des religions non-indiennes.;Die indischen Religionen haben kein religiöses Oberhaupt und haben eine gewisse Toleranz gegenüber anderen indischen Religionen, sodass es für sie etwas schwieriger ist, diese zu konvertieren. Allerdings können sie einander unterwerfen, und einige von ihnen erlauben außerdem die Ausrufung Heiliger Kriege gegen Herrscher nicht-indischer Religionen.;;Las religiones indias no cuentan con líderes religiosos, todas ellas tienden a aceptar las otras religiones indias y les cuesta convertirlas. De todas formas, pueden subyugarse las unas a las otras y algunas de ellas autorizan Guerras Santas contra religiones no indias.;;;;;;;;;x
HINT_REL_VIEW_TEXT_3_JEWISH;At game start, the Jewish faith has no religious head. You can, however, change this by restoring the High Priesthood. This can be done by any Jewish ruler who owns the county of Jerusalem.;Au début du jeu, la religion juive ne possède pas de chef. Vous pouvez cependant remédier à cela en restaurant la fonction de Grand prêtre. N'importe quel souverain juif à la tête du comté de Jérusalem détient ce pouvoir.;Zu Beginn des Spiels hat der jüdische Glaube kein religiöses Oberhaupt. Dies könnt Ihr jedoch ändern, indem Ihr das Hohepriestertum wiederherstellt. Möglich ist dies jedem jüdischen Herrscher, der die Kontrolle über die Provinz Jerusalem inne hat.;;Al inicio del juego, la fe judía no tiene ningún líder religioso. De todas formas, puedes modificar eso restableciendo el Sumo Sacerdocio. Lo puedes hacer con cualquier gobernante judío si posee la provincia de Jerusalén.;;;;;;;;;x
HINT_REL_VIEW_TEXT_3_MUSLIM;Muslim dynasties risk growing more and more decadent unless their men hold lands or they are victorious in wars. Increases in decadence can be prevented by getting rid of decadent Dynasty members or by simply giving land to them..;Les dynasties musulmanes risquent de sombrer dans la décadence sauf si leurs hommes possèdent des territoires ou s'ils sont victorieux au combat. L'accroissement de la décadence peut être évité en se débarrassant des membres décadents de la dynastie ou simplement en leur donnant des terres.;Bei muslimischen Dynastien besteht die Gefahr, dass sie dekadent werden, wenn nicht alle männlichen Nachkommen Ländereien haben oder siegreich Kriege führen. Das Anwachsen der Dekadenz kann verhindert werden, indem man männliche Nachkommen los wird oder indem man ihnen Land überträgt.;;Las dinastías musulmanas corren el riesgo de volverse cada vez más decadentes a menos que sus hombres tengan tierras o consigan la victoria en las guerras. Se puede frenar la decadencia deshaciéndose de los miembros decadentes de la dinastía o simplemente entregándoles tierras. ;;;;;;;;;x
