#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
ADD_AGE_EFFECT;$CHARACTER|Y$ becomes $AGE|Y$ years older;$CHARACTER|Y$ vieillit de $AGE|Y$ ans;$CHARACTER|Y$ wird $AGE|Y$ Jahre älter;;$CHARACTER|Y$ se vuelve $AGE|Y$ años mayor;;;;;;;;;x
barony_of_roman;Fortress of;Forteresse de;Festung von;;Fortaleza de;;;;;;;;;x
BLOODLINE_EASIER_VOWS_TOOLTIP;Both [From.GetFirstName] and [Root.GetFirstName] are relatives and belong to a §YBloodline§! endorsed by the §YPapacy§!;[From.GetFirstName] et [Root.GetFirstName] sont tous deux des parents et appartiennent à une §Ylignée§! approuvée par la §YPapauté§!.;[From.GetFirstName] und [Root.GetFirstName]  sind verwandt und gehören zu einer §YBlutlinie§!, die vom §YPapsttum§! befürwortet wird;;Tanto [From.GetFirstName] como [Root.GetFirstName] son parientes y pertenecen a un §Ylinaje§! respaldado por el §Ypapado§!;;;;;;;;;x
bloodline_effect_crusade_lord;§GCheaper§! §YCrusader States§!;§YÉtats croisés§! §Gmoins chers§!;§GGünstigere§! §YKreuzritterstaaten§!;;§YEstados cruzados§! más §Gbaratos§!;;;;;;;;;x
bloodline_effect_easy_vows;Easier to Order relatives to take Vows;Plus facile d'ordonner aux parents de prononcer leurs voeux;Einfacher Verwandte dazu zu bringen, Treueschwure abzulegen;;Más fácil para parientes de la orden hacer los votos;;;;;;;;;x
BROWSER_HOME;Return to initial page;Retour à la page initiale;Zur Startseite;;Volver al inicio;;;;;;;;;x
ca_culture_animal_1;Animal Farm;Ferme des animaux;Tierfarm;;Granja de animales;;;;;;;;;x
ca_culture_animal_2;Animal Farm;Ferme des animaux;Tierfarm;;Granja de animales;;;;;;;;;x
ca_culture_animal_3;Animal Farm;Ferme des animaux;Tierfarm;;Granja de animales;;;;;;;;;x
ca_culture_animal_4;Animal Farm;Ferme des animaux;Tierfarm;;Granja de animales;;;;;;;;;x
ca_culture_animal_desc;An idyllic collection of fields and meadows, perfect for any type of animal!;Un ensemble idyllique de prés et de prairies, parfait pour tout type d'animaux !;Eine idyllische Sammlung von Feldern und Wiesen, ideal für alle Tierarten!;;Un conjunto idílico de campos y praderas, ¡perfecto para animales de cualquier clase!;;;;;;;;;x
ca_culture_arberian_1;Stratiotet Stables;Écuries d'estradiot;Stratiot-Ställe;;Establos de estradiotes;;;;;;;;;x
ca_culture_arberian_1_desc;These stables allow ruler to maintain a force of Stratiotet, elite Arberian light cavalry.;Ces écuries permettent au seigneur de maintenir une force d'estradiots, cavalerie légère d'élite arbérienne.;Diese Ställe erlauben es dem Herrscher eine Streitmacht aus leichter arberischer Kavallerie von Stratiotet aufrechtzuerhalten.;;Estos establos permiten mantener una fuerza de estradiotes, la caballería de élite de Arberia;;;;;;;;;x
ca_culture_arberian_2;Stratiotet Stables;Écuries d'estradiot;Stratiot-Ställe;;Establos de estradiotes;;;;;;;;;x
ca_culture_arberian_3;Stratiotet Stables;Écuries d'estradiot;Stratiot-Ställe;;Establos de estradiotes;;;;;;;;;x
ca_culture_arberian_4;Stratiotet Stables;Écuries d'estradiot;Stratiot-Ställe;;Establos de estradiotes;;;;;;;;;x
CAPTAIN_FEMALE;Captain;Capitaine;Kapitänin;;Capitana;;;;;;;;;x
cat_group;Cat;chat;Katze;;Gato;;;;;;;;;x
cautious_decision_making;Cautious;Prudence;Vorsichtig;;Cauto;;;;;;;;;x
cautious_decision_making_desc;Not even trusting themselves might sometimes be the best survival strategy;Ne pas se faire confiance peut parfois être la meilleure stratégie de survie;Nicht einmal sich selbst zu vertrauen ist manchmal die beste Überlebensstrategie.;;A veces la mejor estrategia puede ser no confiar ni en uno mismo;;;;;;;;;x
count_female_hellenic_pagan;Countess;Comtesse;Gräfin;;Condesa;;;;;;;;;x
count_female_hellenic_pagan_reformed;Countess;Comtesse;Gräfin;;Condesa;;;;;;;;;x
count_hellenic_pagan;Comes;Comes;Comes;;Comes;;;;;;;;;x
count_hellenic_pagan_reformed;Comes;Comes;Comes;;Comes;;;;;;;;;x
crown_unicorn_helmet;Unicorn Flair;Flair de Licorne;Einhorn-Flair;;Pincho de unicornio;;;;;;;;;x
crown_unicorn_helmet_desc;A magical garb bestowing the wearer with the arcane power of the unicorns of ancient times.;Un vêtement magique conférant au porteur le pouvoir obscur des licornes des temps anciens.;Ein magisches Gewand, das dem Träger die geheimnisvolle Kraft der Einhörner verleiht.;;Un atuendo que proporciona a quien lo viste el poder arcano de los unicornios de la antigüedad.;;;;;;;;;x
d_peloponnese;Peloponnese;Péloponnèse;Peloponnes;;Peloponeso;;;;;x
d_peloponnese_adj;Peloponnesian;péloponnésienne;Peloponnesisch;;peloponesio;;;;;x
d_thessalia;Thessalia;Thessalie;Thessalia;;Tesalia;;;;;x
d_thessalia_adj;Thessalian;thessalienne;Thessalisch;;tesalio;;;;;x
definitely_foul_play_tt;There are those who say foul play took place this day...;Certains disent qu'un acte criminel a été commis...;Es gibt einige die sagen, dass jemand heute beim Spiel betrogen habe...;;Algunos dirán que ese día hubo juego sucio…;;;;;;;;;x
dynamic_crusader_state;Create Crusader State;Créer un État croisé;Kreuzritterstaat gründen;;Crea estado cruzado;;;;;;;;;x
dynamic_crusader_state_desc;We have occupied the entire §YDuchy of [Root.GetBaseName]§!. \n\nIf we so wish, we could settle some of our men in the area, take control of the Duchy and create a Crusader State.;Nous occupons tout le §Yduché [Root.Get_du_Realm]§!.\n\nSi nous le souhaitons, nous pourrions installer certains de nos hommes dans la région, prendre le contrôle du duché et créer un État croisé.;Wir haben das gesamte §YHerzogtum [Root.GetBaseName]§! besetzt.\n\nWenn wir es wünschen, könnten wir einige unserer Männer in der Region ansiedeln und so die Kontrolle über das Herzogtum übernehmen und einen Kreuzritterstaat gründen.;;Hemos ocupado todo el §YDucado de [Root.GetBaseName]§!.\n\nSi queremos, podemos asentar en esta área a algunos de nuestros hombres, tomar control del ducado y crear un estado cruzado.;;;;;;;;;x
dynamic_crusader_state_tooltip;Occupy all De-Jure County titles of §Y[Root.GetFullBaseName]§!;Occuper tous les comtés de jure de §Y[Root.Get_only_du_Realm]§!;Besetzt alle De-Jure Titel der Grafschaft §Y[Root.GetFullBaseName]§!;;Ocupa todos los títulos de condado de iure de §Y[Root.GetFullBaseName]§!;;;;;;;;;x
dynamic_crusader_state_tooltip_2;All De-Jure County title owners must be fighting the Crusade;Tous les détenteurs de comtés de jure doivent combattre la croisade;Alle Titelbesitzer der De-Jure Grafschaft müssen gegen den Kreuzzug kämpfen;;Todos lo que posean títulos de condado de iure deben luchar en la cruzada;;;;;;;;;x
dynamic_crusader_state_tooltip_3;Is by the sea or neighboring a non-heretical Christian;Est au bord de la mer ou voisin d'un chrétien non hérétique;Ist am Meer gelegen oder in der Nähe eines nicht häretischer Christen;;Está junto al mar o cerca de un cristiano no hereje;;;;;;;;;x
dynamic_crusader_state_tooltip_4;Have a §YCrusade Beneficiary§! or someone who has the potential to become a §YCrusade Beneficiary§!;A un §Ybénéficiaire de la croisade§! ou une personne susceptible d'en devenir un;Hat einen §YKreuzzugsbegünstigten§! oder jemanden, der das Potenzial hat, einer zu werden;;Tiene un §Ybeneficiario de cruzada§! o alguien con potencial para serlo;;;;;;;;;x
dynamic_crusader_state_tooltip_5;The §Y[Root.GetFullBaseName]§! is not De-Jure of the current Crusade target;§Y[Root.GetFullBaseName]§! n'est pas de jure de la cible actuelle de la croisade;§Y[Root.GetFullBaseName]§! gehört nicht zum De-Jure Gebiet des momentanen Kreuzzugziels;;El §Y[Root.GetFullBaseName]§! no es de iure del objetivo actual de la cruzada;;;;;;;;;x
dynamic_crusader_state_tooltip_6;None of the DeJure County title are held by the Crusade target or its vassals;Aucun titre de comté de jure n'est détenu par la cible de la croisade ou ses vassaux;Keine der De-Jure Titel der Grafschaft werden vom, Ziel des Kreuzzugs oder seinen Vasallen gehalten ;;Ninguno de los títulos de condado de iure están en manos del objetivo de la cruzada o vasallos suyos;;;;;;;;;x
EVTDESC_HF_12006;My history in battle is known to many, but there are still those who could benefit from learning more about my experiences. "Like that time you chopped someone's head off?" [fellow_member.GetTitledFirstName] asks, in response to my idea. "A feast, where you regale your court with the stories!" [fellow_member.GetSheHe] continues. I consider the spirits it could lift, as I soon depart for [target_title.GetName].;Mon passé guerrier est connu de beaucoup, mais il en reste encore qui pourraient apprendre de mes expériences. « Comme la fois où vous avez coupé la tête à quelqu'un ? », demande [fellow_member.Get_le_TitledFirstName] en réponse à mon idée. « Un festin, où vous pourrez abreuver la cour de vos histoires ! », continue-t-[fellow_member.GetIlElle]. Je pense à l'enthousiasme que ça soulèverait tandis que je suis sur le départ pour [target_title.Get_le_Realm].;Meine Geschichten vom Krieg sind weithin bekannt, aber es gibt immernoch einige, die sie noch nicht gehört haben. "Wie die Geschichte , wo ihr jemanden den Kopf abgeschlagen habt?", fragt [fellow_member.GetTitledFirstName] auf meinen Vorschlag. "Wir sollten ein Fest haben, auf dem ihr den Hof mit euren Geschichten unterhaltet", fährt [fellow_member.GetSheHe] fort. Ich denke an die Gemüter, die es heben könnte, als ich nach [target_title.GetName] aufbreche.;;Mi historia en la batalla es conocida por muchos, pero todavía hay quienes podrían beneficiarse de aprender más sobre mis experiencias. "¿Como esa vez que le cortaste la cabeza a alguien?", pregunta [fellow_member.GetTitledFirstName], en respuesta a mi idea. "¡Una fiesta, en la que regales a tu corte con las historias!" continúa. Considero que podría levantar los ánimos, ya que pronto partiré hacia [target_title.GetName].;;;;;;;;;x
EVTDESC_HF_12201_A;As I charge into the glade, I jump over the beast, now laying still on the ground. My opponent yelps, clearly worn out from [other_combatant.GetHerHis] previous fight. "Need to catch your breath, huh?" I snicker, hefting my [Root.GetDuelWeapon]. Then I hear an angry growl behind me. I turn, finding myself face to face with a furious [target_ruler.Capital.GetRegionalBigAnimal]...;Alors que je charge dans la clairière, je saute par-dessus la bête, maintenant immobile sur le sol. Mon adversaire hurle, clairement épuisé[other_combatant.Get_E] par son précédent combat. « Besoin de reprendre votre souffle, hein ? », lui dis-je, riant et soulevant m[Root.Get_on_DuelWeapon]. Soudain, j'entends un grognement derrière moi. Je me retourne et me retrouve face à un [target_ruler.Capital.GetRegionalBigAnimal] furieux...;Als ich in die Lichtung stürme, sprang ich über das Biest, das jetzt still auf dem Boden liegt. Mein Gegner jubelt, eindeutig vom vorherigen Kampf [other_combatant.GetHerHis] erschöpft. "Müsst ihr zu Atem kommen?", kircherte ich mich auf meine [Root.GetDuelWeapon] stützend. Dann höre ich ein wütendes Knurren hinter mir. Ich drehe mich um und sehe mich einem wütenden [target_ruler.Capital.GetRegionalBigAnimal] von Angesicht zu Angesicht gegenüber...;;Al cargar al claro, salto sobre la bestia, ahora quieta en el suelo. Mi oponente gruñe, claramente agotad[other_combatant.GetOA] de su lucha anterior. "Tienes que tomar aire, ¿eh?", me burlo, levantando mi [Root.GetDuelWeapon]. Entonces oigo un rugido feroz a mi espalda. Me giro y me veo cara a cara con un [target_ruler.Capital.GetRegionalBigAnimal] furioso…;;;;;;;;;x
EVTDESC_HF_41425_A;The whole area is filled with people, looking like they come from all the different corners of the world. I never knew [pilgrimage_destination.province_saint.GetFirstNameWithNick] was this popular or well known. Though it is stressful, I finally get my moment to stand in front of the grave, and feel the blessed aura of the Saint.;L'endroit est empli de gens qui ont l'air de venir de tous les coins du monde. J'ignorais que [pilgrimage_destination.province_saint.GetFirstNameWithNick] était si connu[pilgrimage_destination.province_saint.Get_E]. Bien que ce soit stressant, j'ai enfin l'occasion de me tenir devant la tombe et de ressentir l'aura bénie [pilgrimage_destination.province_saint.GetDuDela] saint[pilgrimage_destination.province_saint.Get_E].;Alles ist voller Menschen, die aussehen, als kämen sie aus allen Ecken der Welt. Ich habe nie gewusst, dass [pilgrimage_destination.province_saint.GetFirstNameWithNick] so beliebt oder bekannt war. Obwohl ich lange warten musste und es sehr stressig ist, bekomme ich endlich meinen Moment, um vor dem Grab zu stehen und die gesegnete Aura des Heiligen zu spüren.;;La zona está llena de gente que parece provenir de todos los rincones del mundo. No sabía que [pilgrimage_destination.province_saint.GetFirstNameWithNick] fuera tan popular o conocido. Aunque es estresante, por fin tengo un momento para pararme frente a la tumba, y sentir el aura bendita del santo/la santa.;;;;;;;;;x
EVTDESC_HF_41425_B;There is a couple of other pilgrims around, but they all look relatively local to the area. I walk over to the grave and look down at the small statue of the saint, as well as the stone commemorating [pilgrimage_destination.province_saint.GetHerHis] life. It has been a long journey, and I finally get to gaze upon the blessed burial site of [pilgrimage_destination.province_saint.GetFirstNameWithNick].;Il y a quelques autres pèlerins, mais ils ont tous l'air d'être de la région. Je marche vers la tombe et regarde la petite statue [pilgrimage_destination.province_saint.GetDuDela] saint[pilgrimage_destination.province_saint.Get_E], ainsi que la stèle commémorant sa vie. Il a fallu faire un long voyage pour arriver à [pilgrimage_destination.GetName] et j'arrive enfin à regarder le lieu de sépulture de [pilgrimage_destination.province_saint.GetFirstNameWithNick].;Es gibt ein paar andere Pilger in der Gegend, aber sie alle sehen aus, als kämen sie aus der Gegend. Ich gehe zum Grab hinüber und betrachte die kleine Statue des Heiligen, sowie den Stein, der an das Leben des Heiligen erinnert. Es war eine lange Reise, aber nun kann endlich die heilige Grabstätte von [pilgrimage_destination.province_saint.GetFirstNameWithNick] sehen.;;Hay un par de peregrinos más, pero parecen relativamente locales de la zona. Camino hacia la sepultura y miro la estatuilla del santo/la santa, así como la placa que conmemora su vida. Ha sido un largo viaje y finalmente puedo contemplar el bendito lugar de descanso final de [pilgrimage_destination.province_saint.GetFirstNameWithNick].;;;;;;;;;x
EVTDESC_HF_41425_C;The burial site is completely void of people, not a single soul to be seen, and I have to search to spot the small grave. Overgrown and deserted as it is, I take it upon myself to tidy the place up before I finally sit down in prayer to [Root.Religion.GetHighGodName]. It is almost as if [pilgrimage_destination.province_saint.GetFirstNameWithNick] is here, praying with me.;Le lieu de sépulture est désert et je dois repérer la petite tombe. Recouverte de mauvaises herbes comme elle est, je décide de remettre en état l'endroit avant de finalement m'asseoir pour prier [Root.Get_le_HighGod]. C'est presque comme si [pilgrimage_destination.province_saint.GetFirstNameWithNick] était ici et priait avec moi.;Die Grabstätte ist völlig menschenleer. Es ist keine einzige Seele zu sehen und es dauert eine weile, bis ich das kleine Grab finde. Es sieht verwildert und verlassen aus und brauche etwas Zeit, um den Platz aufzuräumen, bevor ich schließlich meine Gebete an [Root.Religion.GetHighGodName] richte. Es ist fast, als wäre [pilgrimage_destination.province_saint.GetFirstNameWithNick] auch hier und würde mit mir beten.;;El lugar de sepultura está totalmente desierto, no se ve ni un alma y tengo que buscar para hallar la pequeña tumba. Parece descuidada y abandonada, y me tomo algo de tiempo para limpiar el lugar antes de sentarme a rezar a [Root.Religion.GetHighGodName]. Es casi como si [pilgrimage_destination.province_saint.GetFirstNameWithNick] estuviera aquí rezando conmigo.;;;;;;;;;x
EVTDESC_HFP_11011_B_2;"You [GetRootFromInsult]!" the [enemy_commander.Culture.GetName] soldier yells as he charges at me, [enemy_commander.GetHerHis] expression more that of a wild animal than [enemy_commander.GetManWoman]. For a moment time stands still, as I am watching the movement of a shiny sword coming straight for my [GetBodyPartInjured].;« Espèce de [GetRootFromInsultNounAdj] ! », crie le soldat [enemy_commander.GetCultureMasc] tandis qu'il me charge. Son expression est plus celle d'un animal sauvage que d'un[enemy_commander.Get_E] [enemy_commander.GetManWoman]. Pendant un instant, le temps s'arrête, et je suis en train de regarder le mouvement d'une épée brillante s'abattant droit sur m[Get_on_BodyPartInjured].;"[GetRootFromInsult]!", ruft der [enemy_liege.Culture.GetName]e Krieger, als er mit einem Gesichtsausdruck auf mich zu rennt, der mehr dem eines Tieres als dem eines [enemy_commander.GetManWoman] ähnelt. Für einen Moment steht die Zeit still, während ich die Bewegung eines glänzenden Schwertes beobachte, dass direkt auf mein [GetBodyPartInjured] trifft.;;¡[GetRootFromInsult]! Grita [enemy_commander.GetElLa] soldado [enemy_liege.Culture.GetName] mientras carga contra mí, con una expresión más de animal que de [enemy_commander.GetManWoman]. El tiempo se detiene un momento mientras veo venir una espada brillante directa a mi [GetBodyPartInjured].;;;;;;;;;x
EVTDESC_HFP_42101;The [From.Religion.GetGroupName] Crusaders have taken [duchy_region.GetBaseName] and settled their soldiers around the area. Though the Crusade for [crusade_title.GetName] is still ongoing, the area around [duchy_region.GetBaseName] is indisputably in the hands of [From.GetTitledName].\n\nThe Crusaders are emboldened and supported by the selfless [From.GetDynName], who abdicated all [From.GetHerHis] old titles to settle down in [duchy_region.GetBaseName] and take the fight to the heathens. It is only a matter of time before the rest of the [crusade_target_ruler.Religion.GetGroupName] realms will fall.;Les croisés [From.GetReligiousGroupMascPl] ont capturé [duchy_region.GetBaseName] et ont installé leurs soldats dans les environs. Bien que la croisade pour [crusade_title.Get_le_Realm] soit toujours en cours, la zone autour de [duchy_region.GetBaseName] est indiscutablement aux mains [From.Get_du_TitledName].\n\nLes Croisés sont enhardis et soutenus par [From.GetLeLa] désintéressé[From.Get_E] [From.GetDynName], qui a renoncé à tous ses titres pour s’installer en [duchy_region.GetBaseName] et s’attaquer aux infidèles. Ce n'est qu'une question de temps avant que les autres pays [crusade_target_ruler.GetReligiousGroupMascPl] ne tombent.;Die [From.Religion.GetGroupName]en Kreuzritter haben [duchy_region.GetBaseName] eingenommen und ihre Soldaten in der Region angesiedelt. Obwohl der Kreuzzug um [crusade_title.GetName] weiterhin andauert, liegt die Region rund um [duchy_region.GetBaseName] bereits unbestreitbar in den Händen von [From.GetTitledName].\n\nDie Kreuzritter werden von der selbstlosen [From.GetDynName]-Dynastie unterstützt und ermutigt, [From.GetSheHe] all [From.GetHerHis]e alten Titel abgelegt hat, nur um sich in [duchy_region.GetBaseName] niederzulassen und den Kampf gegen die Heiden zu führen. Es ist nur eine Frage der Zeit, bis der Rest des [crusade_target_ruler.Religion.GetGroupName]en Reiches fallen wird.;;Los cruzados [From.Religion.GetGroupName]s han tomado [duchy_region.GetBaseName] y asientan a sus soldados en la región. Aunque la cruzada por [crusade_title.GetName] sigue en marcha, no hay duda que la región en torno a [duchy_region.GetBaseName] está en manos de [current_crusade_beneficiary.GetTitledName].\n\nLos cruzados están envalentonados y apoyados por el altruismo de [From.GetDynName], que renunció a sus antiguos títulos para asentarse en [duchy_region.GetBaseName] y llevar la lucha contra los infieles. Es solo cuestión de tiempo que caigan el resto de los reinos [crusade_target_ruler.Religion.GetGroupName].;;;;;;;;;x
EVTDESC_RIP_12007_sway_version;[target_courtier.GetBestName] may not be the most attractive [target_courtier.GetManWoman] I ever laid my eyes upon, but as the days crawl by in the [Root.GetCapitalHolding], I rack my brain for ways to convince [target_courtier.GetHerHim] of my good intentions. Now, I find the [target_courtier.GetManWoman] occupying my thoughts more often than not.;[target_courtier.Get_only_Le_Title][target_courtier.GetBestName] n'est certainement pas [target_courtier.GetLeLa] [target_courtier.GetManWoman] [target_courtier.GetLeLa] plus attirant[target_courtier.Get_E] que j'ai vu[target_courtier.Get_E], mais alors que les jours passent [Root.GetCapitalHoldingAuAla], je me creuse la tête pour trouver un moyen de [target_courtier.GetLeLa] convaincre de mes bonnes intentions. Maintenant, je constate qu'[target_courtier.GetIlElle] occupe souvent mes pensées.;[target_courtier.GetBestName] mag zwar möglicherweise nicht [target_courtier.GetSheHe] attraktivste [target_courtier.GetManWoman] sein, den ich je gesehen habe, aber als die Tage im [Root.GetCapitalHolding] vorbeifliegen, fordere ich mein Gehirn nach Wegen zu suchen, um [target_courtier.Getihnsie] von meiner guten Absicht zu überzeugen. Nun finde ich, dass [target_courtier.GetManWoman] meine Gedanken öfter beschäftigt als nicht.;;Puede que [target_courtier.GetBestName] no sea [target_courtier.GetElLa] [target_courtier.GetManWoman] más atractiv[target_courtier.GetOA] que haya visto, pero con los días pasando lentamente en [Root.GetCapitalHolding], me devano los sesos buscando formas para convencer[Root.GetLoLa] de mis buenas intenciones. Ahora me encuentro pensando en est[target_courtier.GetEA] [target_courtier.GetManWoman] las más de las veces.;;;;;;;;;x
EVTDESC_RIP_12009_sway_version;When I confessed my feelings to [target_courtier.GetTitledFirstName], it seemed to catch [target_courtier.GetHerHim] off guard. I almost had time to regret my decision, but then [target_courtier.GetSheHe] smiled, took my hand, and led me away...\nAs [target_courtier.GetSheHe] leaves my chambers this morning, I have a feeling it is not the last time.;Lorsque j'ai avoué mes sentiments [target_courtier.Get_au_TitledFirstName], cela a semblé [target_courtier.GetLeLa] prendre au dépourvu. J'ai presque eu le temps de regretter ma décision, mais ensuite [target_courtier.GetIlElle] m'a souri, m'a pris la main et m'a emmené[Root.Get_E]... \nTandis que je quitte mes appartements ce matin, j'ai l'impression que ce ne sera pas la dernière fois.;Als ich [target_courtier.GetTitledFirstName] meine Gefühle gestand, schien es [target_courtier.Getihnsie] unvorbereitet erwischt zu haben. Ich hätte beinahe Zeit gehabt meine Entscheidung zu bereuen, aber dann lächelte [target_courtier.GetSheHe], nahm meine Hand und führte mich weg...\n\nAls [target_courtier.GetSheHe] heute morgen meine Kammern verließ, hatte ich das Gefühl, dass es nicht das letzte Mal war.;;Cuando le dije lo que sentía a [target_courtier.GetTitledFirstName], pareció pillar[Root.GetLoLa] desprevenid[target_courtier.GetOA]. Casi tuve tiempo para lamentar la decisión, pero entonces sonrió, me tomó la mano y me llevó a otra parte…\nCuando sale de mis aposentos esta mañana, tengo la sensación de que no será la última vez.;;;;;;;;;x
EVTDESC_TOG_3101_A;[From.GetFirstName], the great [From.GetKingQueen] of the Greeks, is distraught over the poor mettle of [From.GetHerHis] countrymen. Knowing well our skill in battle, [From.GetSheHe] has decided to form a bodyguard consisting solely of Norse warriors.\n\nThose who serve [From.GetHerHim] in the great city of Miklagård are generously rewarded, and even now many of our young men, eager for riches and adventure, have departed for Greece to pick up [From.GetHerHis] banner.;[From.GetFirstName], [From.GetLeLa] grand[From.Get_E] [From.GetKingQueen] des Grecs, est bouleversé[From.Get_E] par la misère de ses compatriotes. Connaissant bien nos compétences au combat, [From.GetIlElle] a décidé de former un groupe de gardes du corps composé uniquement de guerriers nordiques. \nCeux qui [From.GetLeLa] servent dans la grande ville de Miklagård sont généreusement récompensés. Même à présent, bon nombre de nos jeunes hommes, avides de richesse et d’aventure, sont partis pour la Grèce sous sa bannière.;[From.GetFirstName], [From.Getderdie] große [From.GetKingQueen] der Griechen, ist bestürzt über den lausigen Eifer [From.GetHerHis]er Landsmänner. Euren Kampfesmut kennend hat [From.GetSheHe] beschlossen, eine Leibwache nur aus nordischen Kriegern aufzustellen.\n\nWer [From.GetHerHim] in Miklagård dient, wird reich belohnt, und viele Eurer jungen Männer sind erpicht auf Gold und Abenteuer, weshalb sie nach Griechenland abgereist sind, um in [From.GetHerHis]e Dienste zu treten.;;[From.GetFirstName], [From.GetElLa] gran [From.GetKingQueen] de los griegos, está consternad[From.GetOA] por el escaso temple de sus compatriotas. Conociendo bien nuestra destreza en combate, ha decidido crear una guardia personal formada solo por guerreros nórdicos.\n\nQuienes [From.GetRleRla] sirven en la gran ciudad of Miklagard son recompensados generosamente y ahora muchos de nuestros jóvenes ansiosos de riquezas y aventuras han partido a Grecia a levantar su estandarte.;;;;;;;;;x
