EVTDESC_RIP_4021_BAD;You attempt to follow [physician_target.GetFirstName] in [physician_target.GetHerHis] work, but it doesn't take long before the intense fumes permeating [physician_target.GetFirstName]'s laboratory gets to you. After only a few hours you have to evacuate, and you have got a splitting headache! At least you learned something.;Vous essayez de suivre [physician_target.GetFirstName] dans son travail, mais d'intenses d'exhalaisons envahissant le laboratoire de [physician_target.GetFirstName] vous perturbent. Au bout de quelques heures, vous devez évacuer, et vous avez une migraine atroce ! Au moins, vous avez appris quelque chose.;Ihr versucht, [physician_target.GetFirstName] bei der Arbeit zuzusehen, doch schon nach kurzer Zeit setzen Euch die stechenden Dämpfe im Labor zu. Nach nur wenigen Stunden haltet Ihr es nicht mehr aus und Ihr ergreift mit rasenden Kopfschmerzen die Flucht. Immerhin habt Ihr etwas dabei gelernt.;;Intentas seguir a [physician_target.GetFirstName] en su trabajo, pero no pasa mucho antes de que el humo intenso que impregna el laboratorio de [physician_target.GetFirstName] te afecte. ¡Al cabo de unas pocas horas debes marcharte y tienes un dolor de cabeza terrible! Al menos aprendiste algo.;;;;;;;;;x
EVTDESC_RIP_4021_EXCELLENT;The days pass as you observe and study the work of [physician_target.GetFirstName]. After but a few days YOU are the one teaching [physician_target.GetHerHim] what to do! [physician_target.GetFirstName] doesn't seem upset, but rather seems overjoyed to be able to work with someone of a matching intellect. It doesn't take long before you manage to brew a surprisingly invigoration potion!;Les jours passent alors que vous observez et étudiez le travail de [physician_target.GetFirstName]. Après quelques jours, c'est vous qui lui expliquez ce qu'il faut faire ! [physician_target.GetFirstName] ne semble pas contrarié[physician_target.Get_E], et semble même plutôt ravi[physician_target.Get_E] de pouvoir travailler avec quelqu'un d'une intelligence égale. Il ne faut pas longtemps avant que vous parveniez à préparer une potion étonnamment revigorante !;Ihr verbringt einige Tage damit, [physician_target.GetFirstName] bei der Arbeit zuzusehen und so viel wie möglich zu lernen. Doch schon nach kurzer Zeit erklärt IHR [physician_target.GetFirstName], was zu tun ist! [physician_target.GetSheHeCap] scheint darüber nicht erbost, sondern vielmehr hocherfreut, mit jemandem auf demselben intellektuellen Niveau zusammenarbeiten zu können. Schon bald gelingt es Euch, einen erstaunlich belebenden Trank zu brauen!;;Los días pasan mientras observas y estudias el trabajo de [physician_target.GetFirstName]. ¡A los pocos días eres tú quien [physician_target.GetRleRla] enseña qué hacer! [physician_target.GetFirstName] no parece disgustad[physician_target.GetOA], sino más bien encantad[physician_target.GetOA] de poder trabajar con alguien con igual intelecto. ¡No lleva mucho tiempo antes de que logres preparar una sorprendente poción revitalizadora!;;;;;;;;;x
EVTDESC_RIP_4021_GOOD;The days pass as you observe and study the work of [physician_target.GetFirstName]. You dissect small animals, brew potions and take endless notes - and have a blast doing so! [physician_target.GetFirstName] enjoyed your presence, and you seem to have learned something to boot.;Les jours passent alors que vous observez et étudiez le travail de [physician_target.GetFirstName]. Vous disséquez de petits animaux, préparez des potions et prenez des notes continuellement - et prenez grand plaisir à le faire ! [physician_target.GetFirstName] apprécie votre présence, et vous semblez avoir appris de quoi démarrer.;Ihr verbringt einige Tage damit, [physician_target.GetFirstName] bei der Arbeit zuzusehen und so viel wie möglich zu lernen. Ihr seziert kleine Tiere, braut Tränke und macht Euch jede Menge Notizen ... und genießt diese Arbeit in vollen Zügen! [physician_target.GetFirstName] genoss die Zeit mit Euch, und Ihr habt jede Menge gelernt.;;Los días pasan mientras observas y estudias el trabajo de [physician_target.GetFirstName]. Disecas animalitos, preparas pociones, tomas notas sin fin ¡y te diviertes haciéndolo! [physician_target.GetFirstName] disfrutó de tu presencia, y encima parece haber aprendido algo.;;;;;;;;;x
EVTDESC_RIP_4021_MIDDLING;You spend a few days observing [physician_target.GetFirstName]'s work. You don't understand much, but [physician_target.GetSheHe] still attempts to show and teach you what [physician_target.GetSheHe]'s doing. It seems as if you learned something after all!;Vous avez passé quelques jours à observer le travail de [physician_target.GetFirstName]. Vous n'y comprenez pas grand-chose, mais [physician_target.GetIlElle] tente de vous enseigner ce qu' [physician_target.GetIlElle] fait et finissez par quand même apprendre des choses.;Ihr beobachtet [physician_target.GetFirstName] mehrere Tage lang bei der Arbeit. Ihr versteht nicht viel, doch [physician_target.GetSheHe] versucht dennoch, Euch so viel wie möglich zu zeigen und zu erklären. Ihr scheint immerhin ein bisschen gelernt zu haben!;;Pasas unos días observando el trabajo de [physician_target.GetFirstName]. No entiendes mucho, pero [physician_target.GetElElla] sigue intentando mostrarte y enseñarte lo que está haciendo. ¡Parece que después de todo hayas aprendido algo!;;;;;;;;;x
EVTDESC_RIP_4021_TERRIBLE;You barely make it into [physician_target.GetFirstName]'s lab before you stumble and tip over an entire table of surgeon's tools! Some of the sharpened blades tear your skin and cause you to bleed. [physician_target.GetFirstName] hurries to patch you up, but the wound won't stop bleeding, perhaps the blade was covered in something foul?;À peine dans le laboratoire de [physician_target.GetFirstName], vous trébuchez sur une table pleine d'outils de chirurgie ! Certaines des lames aiguisées déchirent votre peau et vous font saigner. [physician_target.GetFirstName] se dépêche de vous rafistoler, mais la blessure n'arrête pas de saigner. Y avait-il un produit néfaste sur la lame ?;Schon beim Betreten des Labors von [physician_target.GetFirstName] stolpert Ihr und reißt einen ganzen Tisch voller chirurgischer Instrumente um! Einige der rasiermesserscharfen Klingen fügen Euch tiefe Schnitte zu. [physician_target.GetFirstName] verarztet Euch hastig, doch die Wunde hört einfach nicht auf, zu bluten. Vielleicht war die Klinge mit irgendetwas verschmutzt?;;¡No has hecho más que entrar en el laboratorio de [physician_target.GetFirstName] antes de tropezar y volcar una mesa entera de los instrumentos quirúrgicos! Algunas de las cuchillas afiladas te cortan la piel y te hacen sangrar. [physician_target.GetFirstName] se apresura en vendarte, pero la herida no deja de sangrar, ¿tal vez la cuchilla estaba cubierta de algo asqueroso?;;;;;;;;;x
EVTDESC_RIP_4022;As you ponder new ways to improve your realm, Court Physician [physician_target.GetFirstName] approaches you with an idea. "My [Root.GetTitle], if you were to institute a system of provincial apothecaries, the health of your subjects would improve significantly! In turn, they are sure to be more productive!";Alors que vous réfléchissez à de nouvelles façons d'améliorer votre pays, votre physicien de la Cour vient vous voir avec une idée. « M[Root.GetOnA][Root.GetLordLady], si vous instituiez un système d'apothicaires provinciaux, la santé de vos sujets serait améliorée significativement ! Il est certain qu'ils seraient plus productifs ! »;Als Ihr über neue Möglichkeiten sinniert, wie Ihr Euer Reich noch besser machen könntet, präsentiert Euch [physician_target.GetFirstName] eine Idee. "[Root.GetTitle], wenn Ihr ein Apothekensystem in den Provinzen aufbauen würdet, würde die Gesundheit Eurer Untertanen beträchtlich davon profitieren! Und im Gegenzug wären sie produktiver!";;Cuando consideras nuevos modos de mejorar tu reino, el médico de la corte [physician_target.GetFirstName] se te acerca con una idea. «¡Mi [Root.GetTitle], si instituyerais un sistema de boticas provinciales, la salud de vuestros súbditos mejoraría considerablemente! ¡Y a la vez, serían más productivos!».;;;;;;;;;x
EVTDESC_RIP_4030;My court physician [physician.GetTitledFirstName] has shared some of [physician.GetHerHis] latest ideas with me. I do not know much of medicine, but perhaps [physician.GetSheHe] is on to something. [physician.GetSheHeCap] has asked for some money to develop [physician.GetHerHis] theory further and write a book on it.;[physician.Get_Le_TitledFirstName], mon physicien de la Cour, m'a fait part de ses dernières idées. Je ne m'y connais pas en médecine, mais peut-être qu'[physician.GetIlElle] est sur une piste. [physician.GetIlElleCap] a demandé de l'argent pour vérifier ses théories et écrire un livre à ce propos.;Mein Arzt [physician.GetTitledFirstName] berichtete mir von seinen Ideen. Von Medizin verstehe ich nichts, aber vielleicht könnte es wirken, was [physician.GetSheHe] vorschlägt. [physician.GetSheHeCap] hat um Geld für die Entwicklung [physician.GetHerHis]er Theorie gebeten und möchte ein Buch darüber schreiben.;;Mi médico de la corte [physician.GetTitledFirstName] ha compartido algunas de sus últimas ideas conmigo. No sé mucho de medicina, pero quizás está en la pista de algo. Me ha pedido algo de dinero para desarrollar su teoría aún más y escribir un libro sobre esto.;;;;;;;;;x
EVTDESC_RIP_4031;My liege [From.GetTitledFirstName] has most graciously offered me [From.GetHerHis] patronage. I have been given a sum of money to do medical research and [From.GetFirstName] expects me to write a book on my findings.;M[From.GetOnA] [From.GetLordLady] lige, [From.Get_le_TitledFirstName], m'a gracieusement offert son patronage. J'ai reçu une somme d'argent pour faire de la recherche médicale et m[From.GetOnA] [From.GetLordLady] attend de moi que j'écrive un livre sur mes trouvailles.;Mein Lehnsherr [From.GetTitledFirstName] hat sich großzügigerweise als Schirmherr angeboten. Ich habe Geld für meine weiteren medizinischen Studien erhalten und [From.GetFirstName] erwartet, dass ich ein Buch darüber verfasse.;;Mi señor[From.GetXA] [From.GetTitledFirstName] gentilmente me ha ofrecido su patrocinio. Me ha dado una suma de dinero para realizar investigaciones médicas y [From.GetFirstName] espera que escriba un libro sobre mis resultados.;;;;;;;;;x
EVTDESC_RIP_4032_BAD;[physician.GetTitledFirstName] has published [physician.GetHerHis] new theory and apparently it has become the laughing stock of the entire medical community! It is being read as entertainment by scholars throughout the realm...;[physician.Get_Le_TitledFirstName] a publié sa nouvelle théorie et apparemment celle-ci est devenue la risée de toute la communauté médicale ! Sa lecture se fait dans tout le pays dans le but de se divertir...;Seit [physician.GetTitledFirstName] [physician.GetHerHis]e Theorien veröffentlicht hat, ist [physician.GetSheHe] die Lachnummer jedes medizinischen Symposions! Landauf, landab greift man gerne zu diesem Buch, besonders, wenn man gerne mal wieder in schallendes Gelächter ausbrechen möchte ...;;¡[physician.GetTitledFirstName] ha publicado su nueva teoría y aparentemente se ha convertido en el hazmerreír de toda la comunidad médica! La leen los estudiosos de todo el mundo como entretenimiento…;;;;;;;;;x
EVTDESC_RIP_4032_GOOD;[physician.GetTitledFirstName] has published the results from [physician.GetHerHis] medical investigations. The book has not received any notable attention but at least [physician.GetFirstName] has developed [physician.GetHerHis] skills as a physician.;[physician.Get_Le_TitledFirstName] a publié les résultats de ses recherches médicales. Le livre n'a pas reçu d'attention notable, mais au moins [physician.GetFirstName] a amélioré ses aptitudes de physicien.;[physician.GetTitledFirstName] hat die Resultate [physician.GetHerHis]er medizinischen Studien veröffentlicht. Zwar rief das Werk kein sonderlich großes Echo in den Kreisen der Gelehrten hervor, aber wenigstens konnte [physician.GetFirstName] [physician.GetHerHis]e Fähigkeiten als Arzt verbessern.;;[physician.GetTitledFirstName] ha publicado su los resultados de sus investigaciones médicas. El libro no ha recibido ninguna atención notable, pero al menos [physician.GetFirstName] ha aumentado su habilidad como médico.;;;;;;;;;x
EVTDESC_RIP_4032_GREAT_1;[physician.GetTitledFirstName] has published [physician.GetHerHis] work on the four humors. [physician.GetHerHisCap] ideas about black bile, phlegm, blood and yellow bile and how they can be manipulated to treat different ailments have been received with much acclaim by scholars!;[physician.Get_Le_TitledFirstName] a publié son travail sur les quatre humeurs, à savoir la bile noire, le phlegme, le sang et la bile jaune et sur comment elles peuvent être influencées par le traitement de différentes affections. Il a été accueilli par des acclamations de la part des érudits.;[physician.GetTitledFirstName] hat ein Werk über die vier Säfte herausgegeben. Die Ideen über schwarze Galle, gelbe Galle, Blut und Phlegma und wie sie zur Heilung verschiedener Krankheiten zu nutzen sind, haben das Lob und Interesse vieler Gelehrter erhalten!;;[physician.GetTitledFirstName] ha publicado su trabajo sobre los cuatro humores. ¡Sus ideas acerca de la bilis negra, flema, sangre y bilis amarilla y cómo pueden ser manejados para tratar diferentes dolencias han sido recibidas con muchos elogios por los estudiosos!;;;;;;;;;x
EVTDESC_RIP_4032_GREAT_2;[physician.GetTitledFirstName] has published [physician.GetHerHis] work on herbalism and signatures. [physician.GetHerHisCap] ideas about how herbs can be used to treat different ailments, based on their resemblance to the parts of the body, have been received with much acclaim by scholars!;[physician.Get_Le_TitledFirstName] a publié son travail sur les traitements à base d'herbes et leurs signatures. Elles sont à choisir à partir de leur ressemblance de forme et de couleur avec des parties du corps. Il a été accueilli par des acclamations de la part des érudits !;[physician.GetTitledFirstName] hat ein Werk über Kräuter und deren Gebrauch veröffentlicht. Die Ideen zur Anwendung von Kräutern zur Heilung verschiedener Krankheiten, basierend auf den Ähnlichkeiten zu verschiedenen Körperteilen, haben das Lob und Interesse vieler Gelehrter erhalten!;;[physician.GetTitledFirstName] ha publicado su trabajo sobre hierbas y signaturas. ¡Su ideas sobre cómo se pueden usar hierbas para tratar diversas enfermedades, basándose en su parecido a las diferentes partes del cuerpo, han sido recibidas con muchos elogios por los estudiosos!;;;;;;;;;x
EVTDESC_RIP_4032_GREAT_3;[physician.GetTitledFirstName] has published [physician.GetHerHis] work on miasma. [physician.GetHerHisCap] ideas about how corrupted air emanates from rotting organic matter and causes different diseases have been received with much acclaim by scholars!;[physician.Get_Le_TitledFirstName] a publié son travail sur le miasme, à savoir comment se dégage un air contaminé des matières organiques en décomposition et comment celui-ci cause certaines maladies. Il a été accueilli par des acclamations de la part des érudits.;[physician.GetTitledFirstName] hat ein Werk über Miasmen veröffentlicht. Die Ideen zur Wirkweise krankheitserregender Dämpfe, die aus verfaulendem organischen Material entweichen, haben das Lob und Interesse vieler Gelehrter erhalten!;;[physician.GetTitledFirstName] ha publicado su trabajo sobre el miasma. ¡Su ideas de cómo el aire corrupto emana de la materia orgánica corrupta y provoca diferentes enfermedades han sido recibidas con muchos elogios por los estudiosos!;;;;;;;;;x
EVTDESC_RIP_4032_MEH;[physician.GetTitledFirstName] has published the results from [physician.GetHerHis] medical investigations. The book has not received any notable attention. It is just gathering dust in my library...;[physician.Get_Le_TitledFirstName] a publié les résultats de ses recherches médicales. Le livre n'a pas reçu d'attention notable, il prend simplement la poussière dans ma bibliothèque...;[physician.GetTitledFirstName] hat die Resultate [physician.GetHerHis]er medizinischen Studien veröffentlicht. Das Werk rief keinerlei Echo in Gelehrtenkreisen hervor. Es steht in meiner Bibliothek und setzt Staub an.;;[physician.GetTitledFirstName] ha publicado los resultados de sus investigaciones médicas. El libro no ha recibido ninguna atención notable. Solo reúne polvo en mi biblioteca…;;;;;;;;;x
EVTDESC_RIP_4033_BAD;Finally I had published the book on my new theories, my gift to the world of medicine, but the other scholars simply laughed in my face! They say people across the realm read my book as entertainment...;Finalement, j'ai publié le livre sur mes nouvelles théories, mon apport au monde de la médecine, mais les autres érudits m'ont simplement ri au nez ! Ils disent que les gens dans le pays lisent mon livre pour se divertir...;Endlich sammelte ich all mein Wissen in einem Buch über meine neuesten Theorien – mein großes Geschenk an die Wissenschaft! – doch die anderen Gelehrten bogen sich einfach vor Lachen! Wie es heißt, wird mein Werk im ganzen Land als köstliche Lektüre zur Unterhaltung geschätzt ...;;¡Finalmente he publicado el libro sobre mis nuevas teorías, mi regalo al mundo de la medicina, pero los otros estudiosos simplemente se me rieron en la cara! Dicen que la gente en todo el reino lee mi libro como entretenimiento ?;;;;;;;;;x
EVTDESC_RIP_4033_GOOD;I have published the results from my medical investigations. Unfortunately the book has not received any notable attention, but I know I am onto something. In any case this work has taught me some valuable new skills.;J'ai publié les résultats de mes recherches médicales. Malheureusement, le livre n'a pas reçu d'attention notable, mais je sais que je suis sur une piste. Quoi qu'il en soit, ce travail m'a permis d'améliorer mes aptitudes.;Ich habe die Ergebnisse meiner medizinischen Studien veröffentlicht. Leider erhielt das Buch in Fachkreisen keine Beachtung, aber ich bin mir sicher, dass ich die richtigen Ideen hatte. Wie dem auch sei, jedenfalls habe ich viele neue Kenntnisse erworben.;;He publicado los resultados de mis investigaciones médicas. Lamentablemente, el libro no ha recibido una atención considerable, pero sé que estoy en la pista de algo. En cualquier caso, este trabajo me ha enseñado algunas nuevas habilidades valiosas.;;;;;;;;;x
EVTDESC_RIP_4033_GREAT_1;I have published my work on the four humors. My ideas about black bile, phlegm, blood and yellow bile and how they can be manipulated to treat different ailments have been received with much acclaim by scholars!;J'ai publié mon travail sur les quatre humeurs, à savoir la bile noire, le phlegme, le sang et la bile jaune et sur comment elles peuvent être influencées par le traitement de différentes affections. Il a été accueilli par des acclamations de la part des érudits !;Ich habe mein Ergebnisse über die vier Säfte herausgegeben. Meine Ideen zu schwarzer Galle, gelber Galle, Blut und Phlegma und wie sie zur Heilung verschiedener Krankheiten zu nutzen sind, haben das Lob und Interesse vieler Gelehrter erhalten!;;He publicado mi trabajo de los cuatro humores. ¡Mis ideas acerca de la bilis negra, flema, sangre y bilis amarilla y cómo pueden ser manejados para tratar diferentes dolencias han sido recibidas con muchos elogios por los estudiosos!;;;;;;;;;x
EVTDESC_RIP_4033_GREAT_2;I have published my work on herbalism and signatures. My ideas about how herbs can be used to treat different ailments, based on their resemblance to the parts of the body, have been received with much acclaim by scholars!;J'ai publié mon travail sur les traitements à base d'herbes et leurs signatures. Elles sont à choisir à partir de leur ressemblance de forme et de couleur avec des parties du corps. Il a été accueilli par des acclamations de la part des érudits !;Ich habe meine Ergebnisse über Kräuter und deren Gebrauch veröffentlicht. Meine Ideen zur Anwendung von Kräutern zur Heilung verschiedener Krankheiten, basierend auf den Ähnlichkeiten zu verschiedenen Körperteilen, haben das Lob und Interesse vieler Gelehrter erhalten!;;He publicado mi trabajo sobre las hierbas y signaturas. ¡Mis ideas sobre cómo se pueden usar hierbas para tratar diversas enfermedades, basándose en su parecido a las diferentes partes del cuerpo, han sido recibidas con muchos elogios por los estudiosos!;;;;;;;;;x
EVTDESC_RIP_4033_GREAT_3;I have published my work on miasma. My ideas about how corrupted air emanates from rotting organic matter and causes different diseases have been received with much acclaim by scholars!;J'ai publié mon travail sur le miasme, à savoir comment se dégage un air contaminé des matières organiques en décomposition et comment celui-ci cause certaines maladies. Il a été accueilli par des acclamations de la part des érudits.;Ich habe meine Ergebnisse zur Wirkweise der Miasmen veröffentlicht. Meine Ideen zu den krankheitserregenden Dämpfen, wie sie aus verfaulendem organischen Material entweichen, haben das Lob und Interesse vieler Gelehrter erhalten!;;He publicado mi trabajo sobre el miasma. ¡Mis ideas de cómo el aire corrupto emana de la materia orgánica corrupta y provoca diferentes enfermedades han sido recibidas con muchos elogios por los estudiosos!;;;;;;;;;x
