#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

# Trigger scopes

ANY_PLOT_BACKER_STARTS;Any Plot Backer;N'importe quel partisan du complot;Beliebiger Verschwörungsunterstützer;;Algún partidario de complot;;;;;;;;;x
NOT_ANY_PLOT_BACKER_STARTS;No Plot Backer;Aucun partisan du complot;Keiner Verschwörungsunterstützer;;Ningún partidario de complot;;;;;;;;;x

ANY_PROVINCE_CHAR_STARTS;Any County Character;N'importe quel personnage du comté;Beliebiger Provinzcharakter;;Algún personaje de la provincia;;;;;;;;;x
NOT_ANY_PROVINCE_CHAR_STARTS;No County Character;Aucun personnage du comté;Kein Provinzcharakter;;Sin personaje de la provincia;;;;;;;;;x

ANY_PROVINCE_LORD_STARTS;Any County Lord;N'importe quel seigneur du comté;Beliebiger Provinzfürst;;Algún señor de la provincia;;;;;;;;;x
NOT_ANY_PROVINCE_LORD_STARTS;No County Lord;Aucun seigneur du comté;Keiner Provinzfürst;;Ningún señor de la provincia;;;;;;;;;x

ANY_PROVINCE_STARTS;Any County;N'importe quel comté;Beliebige Provinz;;Algunha provincia;;;;;;;;;x
NOT_ANY_PROVINCE_STARTS;No County;Aucun comté;Keine Provinz;;Ningunha provincia;;;;;;;;;x

ANY_REALM_CHAR_STARTS;Any realm character;N'importe quel personnage du pays;Beliebiger Reichscharakter;;Algún personaje del reino;;;;;;;;;x
NOT_ANY_REALM_CHAR_STARTS;No realm character;Pas de personnage du pays;Kein Reichscharakter;;Ningún personaje del reino;;;;;;;;;x

ANY_REALM_LORD_STARTS;Any realm lord;N'importe quel seigneur du pays;Beliebiger Reichsfürst;;Algún señor del reino;;;;;;;;;x
NOT_ANY_REALM_LORD_STARTS;No realm lord;Pas de seigneur du pays;Kein Reichsfürst;;Ningún señor del reinoo;;;;;x

ANY_RIVAL_STARTS;Any Rival;N'importe quel rival;Beliebiger Rivale;;Algún rival;;;;;;;;;x
NOT_ANY_RIVAL_STARTS;No Rival;Aucun rival;Keiner Rivale;;Ningún rival;;;;;;;;;x

ANY_SIBLING_STARTS;Any sibling;N'importe quels frères ou soeurs;Beliebiges Geschwister;;Algún hermano;;;;;;;;;x
NOT_ANY_SIBLING_STARTS;No sibling;Aucun frère ou soeur;Keines Geschwister;;Ningún hermano;;;;;;;;;x

ANY_CLOSE_RELATIVE_STARTS;Any close relative;N'importe quel relatif proche;Beliebiger nahe Verwandte;;Algún relativo cercano;;;;;;;;;x
NOT_ANY_CLOSE_RELATIVE_STARTS;No close relative;Acun relatif proche;Keiner nahe Verwandte;;Ningún relativo cercano;;;;;;;;;x

ANY_VASSAL_STARTS;Any vassal;N'importe quel vassal;Beliebiger Vasall;;Algún vasallo;;;;;;;;;x
NOT_ANY_VASSAL_STARTS;No Vassal;Pas de vassal;Kein Vasall;;Ningún vasallos;;;;;;;;;x

ANY_WAR_STARTS;Any war;N'importe quelle guerre;Beliebiger Krieg;;Algunha guerra;;;;;;;;;x
NOT_ANY_WAR_STARTS;No war;Aucun guerre;Kein Krieg;;Ningunha guerra;;;;;;;;;x

ANY_WARD_STARTS;Any ward;N'importe quel garde;Beliebiger Schützling;;Algún pupilo;;;;;;;;;x
NOT_ANY_WARD_STARTS;No ward;Aucun garde;Kein Schützling;;Ningún pupilo;;;;;;;;;x

DEMESNE_PROVINCE_STARTS;Any Demesne Province;N'importe quel province du domaine;Beliebiger Domänenprovinz;;Algún provincia de la heredad;;;;;;;;;x
NOT_DEMESNE_PROVINCE_STARTS;No Demesne Province;Aucun province du domaine;Keiner Domänenprovinz;;Ningún provincia de la heredad;;;;;;;;;x

REALM_TITLE_STARTS;Any Realm Title;N'importe quel titre du Royaume;Beliebiger Reichstitel;;Algún título del reino;;;;;;;;;x
NOT_REALM_TITLE_STARTS;No Realm Title;Aucun titre du Royaume;Keiner Reichstitel;;Ningún título del reino;;;;;;;;;x


