#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

EVTDESC5034;The largest, most prestigious tournament will take place in a county not far from here. The small victories I have won to make my special lady fall in love with me seem trivial now and I feel I have to win this so she will love me forever.;Le tournoi le plus important et le plus prestigieux aura lieu dans un comté voisin. Les petites victoires que j'ai remportées pour séduire l'élue de mon coeur me semblent désormais insignifiantes. Je sais que je dois impérativement remporter ce tournoi si je veux qu'elle m'aime éternellement.;Das größte, prestigeträchtigste Turnier wird in einer nicht weit entfernten Provinz stattfinden. Meine kleinen Siege, mit denen ich die Gunst der Dame meines Herzens für mich gewann, erscheinen nun trivial, und ich habe das Gefühl, dass ich dieses Turnier gewinnen muss, damit sie mich auf ewig liebt.;;El torneo más prestigioso se celebrará en una provincia próxima. Las victorias que he logrado para enamorar a mi dama parecen diminutas ahora y creo que debo ganar el torneo para que me ame para siempre.;;;;;;;;;x
EVTDESC5035;For every poem I write and she receives, a bigger piece of her heart belongs to me. I have selected a couple of my and apparently her favorites and given to the monks to have them illustrated and written down properly.;À chaque poème que j'écris et qu'elle reçoit, son coeur m'appartient un peu plus. J'ai choisi mes poèmes préférés (qui semblent être aussi les siens) et je les ai confiés aux moines pour qu'ils les relient et les illustrent.;Mit jedem Gedicht, das ich für sie komponiere, gehört mir ein größeres Stück ihres Herzens. Ich habe einige meiner und offensichtlich auch ihrer Lieblingsgedichte ausgesucht und den Mönchen gegeben, damit sie sie illustrieren und in schöner Form niederschreiben.;;Por cada poema que le escribo gano una parte mayor de su corazón. He seleccionado dos de sus favoritos para que los monjes los ilustren y redacten apropiadamente.;;;;;;;;;x
EVTDESC5036;The prestigious tournament just ended, with me as the sole winner. I could hardly believe it as the lady of my heart kissed me chastely on my cheek.;Le prestigieux tournoi vient de se terminer et j'en suis l'unique vainqueur. Je n'en croyais pas mes yeux lorsque l'élue de mon coeur m'a chastement embrassé sur la joue.;Das prestigeträchtige Turnier endete gerade, und ich war der herausragende Sieger. Ich konnte es kaum fassen, als die Dame meines Herzens mich keusch auf die Wange küsste.;;He ganado el prestigioso torneo. Apenas daba crédito cuando la dueña de mi corazón me besó castamente en la mejilla.;;;;;;;;;x
EVTDESC5037;I was mortified and then furious as the monk told me that they had liked my poetry so much they had produced several copies and sold them. The lady of my heart did not seem to care though, she just kissed me sweetly and thanked me but said she already got a copy.;J'ai été mortifié[Root.Get_E] puis en colère lorsque le moine m'a appris qu'ils ont tellement aimé ma poésie qu'ils en ont fait plusieurs exemplaires pour les vendre. Mais l'élue de mon coeur n'a pas semblé s'en formaliser, elle s'est contentée de m'embrasser tendrement en me remerciant et en ajoutant qu'elle en avait déjà un exemplaire.;Ich war peinlichst berührt und dann wütend, als der Mönch mir sagte, dass sie so von meiner Poesie angetan waren, dass sie mehrere Exemplare angefertigt und verkauft hatten. Der Dame meines Herzens schien es aber egal zu sein, sie küsste mich bloß sanft und dankte mir, sagte aber, sie habe schon ein Exemplar.;;Me sentí angustiado y luego furioso cuando el monje me dijo que les gustó tanto mi poesía que hicieron varias copias y las vendieron. Pero a la dueña de mi corazón no parece importarle, simplemente me besó dulcemente y me dio las gracias diciendo que ya tenía una copia.;;;;;;;;;x
EVTDESC5040;My work tasks bore me, conversations with my courtiers bore me, everything bores me! I need something new and exciting in my life.;Mon travail m'ennuie et les conversations avec mes courtisans m'assomment. Je n'ai plus de goût à rien ! J'ai besoin de nouveauté et de piment dans ma vie.;Meine Arbeit langweilt mich, Gespräche mit meinen Höflingen langweilen mich, einfach alles langweilt mich. Ich brauche etwas Neues und Aufregendes in meinem Leben.;;¡Mi trabajo me aburre, las charlas con mis cortesanos me aburren, todo me aburre! Necesito algo nuevo y excitante en mi vida.;;;;;;;;;x
EVTDESC5041;The hunt was a huge disappointment, no game in sight and my horse threw me off.;La chasse s'est révélée très décevante : pas de gibier en vue et mon cheval m'a désarçonné[Root.Get_E] !;Die Jagd war eine riesige Enttäuschung, es war kein Wild zu sehen, und mein Pferd warf mich ab.;;La caza fue una gran decepción, no vimos ciervos y mi caballo me tiró.;;;;;;;;;x
EVTDESC5042;We started early, the sun had barely risen above the horizon. There was plenty of prey, the dogs caught many rabbits and I slew one great boar before he killed my horse.;Nous avons commencé tôt, le soleil dépassant à peine de la ligne d'horizon. Les proies étaient nombreuses, les chiens attrapèrent de nombreux lapins, et j'ai tué un grand ours avant qu'il ne nous tue, mon cheval et moi.;Wir begannen früh am Morgen, die Sonne war gerade erst am Horizont. Beute gab es reichlich, die Hunde schnappten viele Hasen und ich erschlug ein großes Wildschwein, bevor es mein Pferd und mich töten konnte.;;Comenzamos temprano, apenas el sol comenzó a elevarse sobre el horizonte. Había presas en abundancia, los perros atraparon muchos conejos y yo cacé un gran jabalí antes de que nos matara a mi caballo y a mí.;;;;;;;;;x
EVTDESC5043;The new bird had not been properly trained, it attacked one of the dogs and had to be killed before it released its grip on the poor, wailing hound.;Le nouvel oiseau était mal dressé : il a attaqué un des chiens et il a fallu le tuer pour qu'il lâche la pauvre bête plaintive.;Der neue Vogel wurde nicht richtig trainiert: Er griff einen der Hunde an, und man musste ihn töten, bevor er seine Klauen aus dem heulenden Köter zog.;;La nueva rapaz no ha sido bien entrenada, atacó a un perro y hubo que sacrificarla para que soltase al pobre y angustiado sabueso.;;;;;;;;;x
EVTDESC5044;Rabbit after rabbit was caught, killed and brought to me by my new bird.;Mon nouvel oiseau a attrapé et tué des tas de lapins, puis me les a rapportés.;Mein neuer Vogel fing, tötete und brachte mir Kaninchen um Kaninchen.;;Mi nueva rapaz cazó y me trajo un conejo tras otro.;;;;;;;;;x
EVTDESC5045;I feel more relaxed now, I can do my tasks, talk to my courtiers and do other things without feeling too bored. Maybe I should hunt more often?;Je me sens mieux, je vais pouvoir me remettre au travail, parler avec mes courtisans et faire autre chose sans ressentir trop d'ennui. Je devrais peut-être aller chasser plus souvent.;Ich fühle mich jetzt etwas entspannter. Ich kann meine Arbeit vollbringen, mit meinen Höflingen reden und andere Sachen tun, ohne dass Langeweile aufkommt. Vielleicht sollte ich öfter jagen gehen?;;Ahora estoy más calmado, hago mis tareas, hablo con mis cortesanos y hago otras cosas sin aburrirme. Quizá debería cazar más a menudo.;;;;;;;;;x
EVTDESC5046;The new bird is almost too perfect. I enjoy every hunt with her, and the cook has trouble finding new recipes for rabbit.;Le nouvel oiseau est presque trop parfait. J'apprécie chacune des parties de chasse que je fais en sa compagnie et la cuisinière a du mal à trouver de nouvelles recettes de lapin.;Der neue Vogel ist fast zu perfekt. Ich genieße jeden Jagdausflug mit ihm, und dem Koch gehen schon die Kaninchenrezepte aus.;;La nueva rapaz es casi demasiado perfecta. Disfruto de cazar con ella, y la cocinera no da abasto con los conejos.;;;;;;;;;x
EVTDESC5047;We started early, when the sun had barely risen above the horizon. Game was plentiful, no hunter returned without a hare or fowl tied to their saddle.;Nous avons commencé tôt, les premiers rayons du soleil transperçaient l'horizon. La partie de chasse a connu un grand succès, tous les hommes sont rentrés avec au moins un lièvre ou un oiseau accroché leur selle.;Wir begannen früh, als die Sonne kaum aufgegangen war. Es gab reichlich Wild, kein Jäger kehrte ohne einen Hasen oder Federvieh am Sattel zurück. ;;Empezamos temprano, cuando el sol apenas estaba saliendo por el horizonte. La partida fue provechosa, pues ningún cazador ha regresado sin una liebre o un ave atadas a su silla.;;;;;;;;;x
EVTDESC5050;A new bird has arrived in the mews and a new book on the art of writing poetry is in the library.;Un nouvel oiseau est arrivé aux écuries et un nouveau livre consacré à l'art de la poésie m'attend à la bibliothèque.;Ein neuer Vogel ist eingetroffen, und ein neues Buch über die Kunst der Poesie ist in der Bibliothek.;;Tengo una nueva rapaz y un nuevo libro sobre el arte de escribir poesía.;;;;;;;;;x
EVTDESC5051;This book about poetry is really boring. It is filled with do's and do not's and I just want to throw it out the window.;Ce livre sur la poésie est très ennuyeux. Il est rempli de recommandations sur ce qu'il faut faire et ne pas faire. Je n'ai qu'une envie : le jeter par la fenêtre !;Dieses Buch über Poesie ist wirklich langweilig. Es ist voller Regeln und Vorschriften, und ich will es nur noch aus dem Fenster werfen.;;Este libro sobre poesía es muy aburrido. Está lleno de 'hacer' y 'no hacer' y me dan ganas de tirarlo por la ventana.;;;;;;;;;x
EVTDESC5052;The poetry book is really inspiring! I can feel creativity bursting through my body.;Le livre de poésie est très intéressant ! Je sens la créativité jaillir en moi.;Das Poesiebuch ist wirklich inspirierend! Ich fühle, wie die Kreativität durch meinen Körper strömt.;;¡El libro de poesía es muy inspirador! Siento la creatividad recorriendo mi cuerpo.;;;;;;;;;x
EVTDESC5053;The new bird was more aggressive than the ones I'm used to. It killed many rabbits but was unwilling to relinquish its catch - it even attacked me when I tried to pry one away!;Le nouvel oiseau s'est révélé plus agressif que ceux avec lesquels j'ai l'habitude de chasser. Il a tué beaucoup de lapins mais il refusait de lâcher ses proies. Il a même osé m'attaquer quand j'ai essayé de lui en enlever une.;Der neue Vogel ist aggressiver als der, an den ich mich gewöhnt habe. Er bringt viele Kaninchen zur Strecke, will sie aber nicht hergeben. Er griff mich sogar an, als ich ihm eines abnehmen wollte.;;La nueva rapaz era más agresiva que las que tenía. Mataba muchos conejos pero no soltaba sus presas, incluso me atacó cuando intenté quitarle una.;;;;;;;;;x
EVTDESC5055;My modest attempts to write poetry was never meant to be published in any way, but wherever I go, bards and minstrels are reciting or singing my poems.;Mes modestes poèmes n'ont jamais été destinés à être publiés, mais où que j'aille, les bardes et les ménestrels récitent ou chantent ma prose.;Meine bescheidenen Versuche, Gedichte zu schreiben, waren nie für die Öffentlichkeit gedacht, aber wohin ich auch gehe, singen Barden und Minnesänger meine Gedichte oder tragen sie vor.;;Nunca me propuse que mis modestos intentos de escribir poesía fuesen publicados, pero dondequiera que voy, bardos y juglares recitan mis poemas.;;;;;;;;;x
EVTDESC5060;The church preaches celibacy and my friends try to lure me into hedonism by showing me the pleasures of life. I can't really decide if I want to enjoy life or wait for heaven...;L'Église prêche la chasteté et mes amis essaient de me convertir à l'hédonisme en m'initiant aux plaisirs de la vie. Je n'arrive pas à me décider... Dois-je profiter de la vie ou attendre le paradis ?;Die Kirche predigt das Zölibat, jedoch versuchen mich meine Freunde in den Hedonismus zu ziehen, indem sie mir die Freuden des Lebens zeigen. Ich kann mich nicht entscheiden, ob ich das Leben genießen oder lieber auf das Himmelreich warten soll ...;;La iglesia aboga por el celibato y mis amigos tratan de atraerme al hedonismo mostrándome los placeres de la vida. No sé si disfrutar de la vida o esperar el cielo...;;;;;;;;;x
EVTDESC5061;A waste of money, a waste of time but oh so good it felt! The pleasures of life makes everything feel less tiresome and more... delightful!;C'est une perte de temps et d'argent, mais qu'est-ce que c'est bon ! Les plaisirs de la vie la rendent moins ennuyeuse et plus... savoureuse !;Reine Zeit- und Geldverschwendung, aber es macht so viel Spaß! Die Freuden des Lebens lassen alles andere weniger langweilig und viel angenehmer erscheinen!;;¡Tiempo y dinero dilapidados, pero qué bien me siento! ¡Los placeres de la vida lo hacen todo menos aburrido y más... Delicioso!;;;;;;;;;x
EVTDESC5062;The first few days felt manageable but then I started notice the other sex and felt envious of those who could indulge in sinful activities.;Les premiers jours, ça s'est bien passé, puis j'ai commencé à faire attention à l'autre sexe et à envier les pécheurs.;Die ersten paar Tage waren in Ordnung, aber dann begann ich, das andere Geschlecht intensiver zu bemerken, und beneidete die, denen es vergönnt war.;;Los primeros días fueron tolerables, pero luego empecé a mirar al otro sexo y sentí envidia de los que podían entregarse a actividades pecaminosas.;;;;;;;;;x
EVTDESC5063;Just thinking of celibacy makes me shiver but at the same time, something seem amiss in my life. What is this emptiness inside of me?;La simple idée de devenir chaste me fait froid dans le dos, mais en même temps, ma vie ne me satisfait pas. Quel est donc ce vide que je ressens ?;Allein der Gedanke an Zölibat lässt mich erschauern, aber gleichzeitig scheint etwas in meinem Leben zu fehlen. Was ist diese Leere in mir?;;Solo de pensar en el celibato me entran escalofríos, pero al mismo tiempo algo parece ir mal en mi vida. ¿Qué es este vacío en mi interior?;;;;;;;;;x
EVTDESC5064;The temptations are everywhere! The inviting glances, the luscious bodies and the alluring fragrances...;Les tentations sont omniprésentes ! Les regards engageants, les corps attirants et les parfums envoûtants...;Verlockungen sind überall! Die einladenden Blicke, die sinnlichen Körper, und die verführerischen Düfte ...;;¡Las tentaciones están por doquier! Las miradas seductoras, los cuerpos sensuales y las deliciosas fragancias...;;;;xx
EVTDESC5065;After a long, long, long time it feels as if I could bear to live in complete celibacy for the rest of my life.;Après tout ce temps, je me sens capable de rester chaste pour le restant de mes jours.;Nach einer sehr langen Zeit erscheint es endlich, als könne ich den Rest meines Lebens im Zölibat verbringen.;;Tras mucho, mucho tiempo parece que podría ser célibe el resto de mi vida. ;;;;;;;;;x
EVTDESC5066;This lifestyle of utmost pleasure and joyous life suits me perfectly. This can be nothing but heaven.;Ce mode de vie fait de grands plaisirs et de joies me convient parfaitement. C'est un vrai paradis.;Dieses ausschweifende Leben mit seinen herrlichen Freuden passt mir wunderbar. Dies muss der Himmel sein.;;Este estilo de vida placentero y alegre me encaja perfectamente. Esto solo puede ser el cielo.;;;;;;;;;x
EVTDESC5070;The pleasures of life, or the pleasures of the after-life? Everything one longs for in this world, will be there in the Garden, Jannah. But life shouldn't be dull, without flavour or pleasures! This is a true dilemma...;Les plaisirs de la vie, ou les joies de l'au-delà ? Tout ce que l'on désire dans ce monde sera présent au Paradis, à Jannah. Mais la vie ne doit pas être ennuyeuse, sans saveur ni plaisir ! Quel cruel dilemme...;Die Vergnügen des Lebens oder die Vergnügen des Nachlebens? Alles, nach dem man sich in dieser Welt sehnt, wird es im Paradies geben, Jannah. Doch das Leben sollte nicht eintönig sein, ohne Genuss oder Vergnügen! Dies ist ein wahres Dilemma...;;¿Los placeres de esta vida o de la otra vida? Todo lo que uno puede desear en este mundo se encontrará en el Paraíso o Yanna. Pero la vida no puede ser tan aburrida, desabrida y sin placeres. Esto es un verdadero dilema...;;;;;;;;;x
EVTDESC5071;An abundance of food, wine and good company, the hedonism lifestyle seems to make me forget the grey world outside and I indulge in everything...;Une abondance de nourriture et de vin, une compagnie agréable, le style de vie hédoniste semble m'avoir fait oublier le monde gris extérieur et je cède à toutes mes envies...;Ein Reichtum an Essen, Wein und guter Gesellschaft, der hedonistische Lebenswandel scheint mich die graue Welt da draußen vergessen zu machen und ich fröne allem...;;Con abundancia de comida, vino y buena compañía, parece que el estilo de vida hedonista me hace olvidar el grisáceo mundo exterior y me entrego a todo...;;;;;;;;;x
EVTDESC5072;There's inspiration to get from everything, from the breakfast I devour to the sight of sunlight illuminating the flowers in my garden, from the works of Imru' al-Qais or The Story of Bayad and Riyad.;Il faut savoir puiser l'inspiration dans toute chose, du petit-déjeuner que j'engloutis à la vue d'un rayon de soleil qui illumine les fleurs de mon jardin, dans l'oeuvre d'Imrou'l Qays ou dans l'Histoire de Bayad et Riyad.;Man kann durch alles inspiriert werden, vom Frühstück, das ich beim Anblick des Sonnenlichts verschlinge, das die Blumen im Garten erhellt, von den Arbeiten von Imru al-Qais oder den Geschichten von Bayad und Riyad. ;;La inspiración está en todos lados: desde el desayuno que devoro a la vista de la luz del sol iluminado las flores de mi jardín desde los trabajos de Imru' al-Qais hasta La Historia de Bayad y Riyad.;;;;;;;;;;x
EVTDESC5073;It is the most important decision in my life. I truly enjoy all the pleasure hedonism brings me and its rules, to only do what pleasures you the most, is one I gladly follow.;Il s'agit de la décision la plus importante de toute ma vie. J'apprécie vraiment les plaisirs que m'apportent l'hédonisme et ses règles, et ne faire que ce qu'il me plaît est l'une des règles que je suis volontiers !;Es ist die wichtigste Entscheidung meines Lebens. Ich genieße wirklich alle Vergnügungen, die der Hedonismus und seine Regeln mit sich bringt - dass man nur tun soll, was man am liebsten tut, folge ich gerne.;;Es la decisión más importante de mi vida. Realmente disfruto de los placeres que el hedonismo me proporciona y sus reglas, hacer solo lo que más os guste, las sigo con gran placer.;;;;;;;;;x
EVTDESC5074;The poetic lifestyle awaits me, if I truly believe it is the one lifestyle for me. I have learnt more about my people's traditions, life and culture by immersing myself in reading and writing poetry.;Le style de vie poétique m'attend, si je suis intimement persuadé que c'est là ce que je veux. L'écriture et la lecture de poèmes m'a permis d'en apprendre plus sur les traditions, la vie et la culture de mon peuple.;Der poetische Lebenswandel erwartet mich, wenn ich wirklich glaube, dass das der eine Lebenswandel für mich ist. Ich habe mehr über die Traditionen, das Leben und die Kultur meines Volkes erlebt, indem ich durch das Lesen und Schreiben von Gedichten darin eintauche.;;El estilo de vida poético me aguarda, si de verdad creo que ese es el estilo de vida para mí. He aprendido más sobre las tradiciones, la vida y la cultura de las personas imbuyéndome en la lectura y escritura de poesía.;;;;;;;;;x
EVTDESC5080;A faqih is an expert in 'fiqh' which is knowledge of legislative rulings, pertaining to the actions of man, as derived from their detailed evidences. I have been asked if I would like to study with some of the best fuqaha of [Root.Location.GetName] so that I may one day become one of the greatest jurists of the Islamic world.;Un faqîh est un expert du « fiqh », la connaissance des décisions législatives portant sur les actions de l'homme, telles qu'elles découlent de l'examen de preuves détaillées. Il m'a été proposé d'étudier auprès des meilleurs fuqaha' de [Root.Location.GetName] dans l'espoir de devenir, un jour, l'un des plus grand juriste du monde musulman.;Ein Faqih ist ein Rechtsgelehrter, der auf Basis des Qur'an Recht von Unrecht zu unterscheiden weiß. Ich wurde gefragt, ob ich von einigen der besten Faqihs aus [Root.Location.GetName] lernen möchte, um eines Tages vielleicht einer der größten Juristen der islamischen Welt zu werden.;;Un faquí es un experto en la 'fiqh' que es el conociemiento de los mandatos de la ley, relativos a las acciones de los hombres, provenientes de sus detalladas evidencias. Me han preguntado si querría estudiar con algunos de los mejores faquís de [Root.Location.GetName] para que algún día pueda convertirme en uno de los más importantes juristas del mundo Islámico.;;;;;;;;;x
