#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

EVTNAME60000;The Khan of Khans;Le khan des khans;Der Khan der Khans;;Kan de Kanes;;;;;;;;;x
EVTDESC60104;Like a swarm of locusts, the unstoppable Mongols have descended upon Paris and sacked the city. The still unfinished Notre Dame Cathedral is quickly set on fire and with the light provided by the rest of the burning city, the Mongol warriors can continue looting and murdering well into the night.;Telle une nuée de sauterelles, les irréductibles Mongols ont poursuivi leur route jusqu'à Paris et ont mis la ville à sac ! La cathédrale Notre-Dame, encore en construction, est incendiée et éclairés par les flammes des bâtiments ravagés, les Mongols poursuivent le pillage et le carnage toute la nuit.;Wie ein Schwarm Heuschrecken haben die unaufhaltsamen Mongolen Paris attackiert und die Stadt geplündert. Die noch unvollendete Kathedrale von Notre-Dame wird schnell in Brand gesetzt und mit dem Licht der brennenden Stadt können die mongolischen Krieger bis spät in die Nacht hinein mit ihrem Raubzug fortfahren.;;Como una plaga de langostas, los imparables mongoles han descendido sobre París y saqueado la ciudad. La todavía inconclusa catedral de Notre Dame ha sido incendiada rápidamente y, con la luz que proporcionan las llamas de la ciudad, los guerreros mongoles pueden saquear y asesinar hasta bien entrada la noche.;;;;;;;;;x
EVTDESC60105;Not even the sea has proved a formidable enough barrier to halt the Mongol advance. London has fallen to their vanguard and the city is now the scene of a slaughter on a scale unrivaled since the days of Queen Boudica and her rebellion. ;Même la mer ne suffit pas à stopper l'avancée mongole ! Londres est tombée sous le joug de leur avant-garde et la ville n'avait pas connu de massacre aussi sanglant depuis l'ère de la reine Boadicée et de la révolte qu'elle avait menée.;Nicht einmal das Meer kann das Eindringen der Mongolen aufhalten. London ist angegriffen worden und die Stadt ist jetzt der Schauplatz einer blutigen Schlacht, die man seit den Tagen der Königin Boudicca und ihrer Rebellion nicht gesehen hat.;;Ni siquiera el mar ha sido suficiente para detener el avance de los mongoles. Londres ha caído ante su vanguardia y la ciudad es ahora escenario de una carnicería sólo comparable a los tiempos de la reina Boudica y su rebelión. ;;;;;;;;;x
EVTDESC60106;Once more Rome suffers at the cruel hands of eastern barbarians. The Mongols have breached the Aurelian Walls, and their horses are now grazing on the field of the Circus Maximus while they raise their yurts on the Palatine Hill. As expected, no mercy is shown to those Romans who have not yet fled the city.;Une fois encore, Rome fait l'objet de la cruauté des barbares orientaux. Les Mongols ont ouvert une brèche dans le mur d'Aurélien et leurs chevaux broutent désormais au coeur du Grand cirque tandis que leurs maîtres établissent leur campement sur le Mont Palatin. Comme de coutume, aucune pitié n'est montré aux malheureux Romains qui n'ont pu fuir la ville ravagée.;Schon wieder leidet Rom unter den grausamen Händen der östlichen Barbaren. Die Mongolen haben die Aurelianische Mauer durchdrungen und ihre Pferde grasen nun auf dem Feld vom Circus Maximus, während sie ihre Jurten auf dem Palatinhügel aufgestellt haben. Wie erwartet, ist gegenüber jenen Römer, die noch nicht aus der Stadt geflohen sind, keinerlei Gnade gezeigt worden.;;Una vez más, Roma sufre a manos de bárbaros venidos del Este. Los mongoles han penetrado las murallas aurelianas y sus caballos pastan en los campos del circo Máximo, mientras plantan sus yurtas en el Palatino. Como se esperaba, no han mostrado piedad con los romanos que aún no habían abandonado la ciudad.;;;;;;;;;x
EVTDESC60107;The canals of Venice have been blocked by the bloated corpses of the dead as the city is sacked by frenzied Mongol warriors. Those few fortunate enough to have escaped the slaughter claim the bodies are packed tightly enough in the Venetian Lagoon for the Mongols to ride to and from the mainland as they please.;Les canaux de Venise sont obstrués par des milliers de corps suite au pillage de la ville par les guerriers mongols. Les moins malchanceux, ceux qui ont réussi à échapper au massacre, racontent que les corps sont tellement nombreux et entassés que les Mongols peuvent marcher dessus et rejoindre le continent à pied.;Die Kanäle von Venedig sind von den aufgedunsenen Leichen der Toten verstopft worden und die Stadt wird von den rasenden mongolischen Kriegern geplündert. Die Wenigen, die dem Gemetzel entkommen sind, behaupten, die Körper wären in der Lagune von Venedig dermaßen eng übereinander gestapelt, dass die Mongolen darauf aufs Festland und wieder zurück reiten können, wie es ihnen beliebt.;;Los canales de Venecia están bloqueados por los cadáveres hinchados mientras los frenéticos guerreros mongoles saquean la ciudad. Los pocos afortunados que han escapado de la carnicería cuentan que los cadáveres están tan densamente amontonados en la laguna veneciana que los mongoles pueden cabalgar ir y venir a la península por tierra cuando les apetece.;;;;;;;;;x
EVTDESC60108;The Theodosian Walls have not been enough to spare Constantinople from the vile touch of the Tartar scourge. The great imperial capital has been sacked, its citizens butchered or enslaved, the Hagia Sophia defiled and the Great Palace of the emperors put to the torch.;Le Mur de Théodose n'aura pas suffi pour épargner Constantinople de l'invasion tartare. La grande capitale impériale a été mise à sac, ses citoyens massacrés ou réduits en esclavage, l'église Sainte-Sophie profanée et le Grand palais est réduit en cendres par les flammes;Die Theodosius-Mauer waren nicht stark genug, um Konstantinopel von der widerwärtigen tatarischen Landplage zu verschonen. Die große kaiserliche Hauptstadt wurde geplündert, die Bürger geschlachtet oder versklavt, die Hagia Sofia wurde geschändet und der Große Palast der Kaiser in Brand gesteckt.;;Las murallas teodosianas no han sido suficientes para preservar a Constantinopla del vil tacto del azote tártaro. La gran capital imperial ha sido saqueada, sus ciudadanos degollados o esclavizados, Santa Sofía profanada y el Gran Palacio de los emperadores reducido a cenizas.;;;;;;;;;x
EVTDESC60109;The Mongols have now reached as far west as Lisbon in their conquests. While the city burns at their touch, the steppe warriors look out over the great blue expanse of the Atlantic. Who can tell where they will turn next?;Les Mongols ont atteint l'extrême ouest en s'attaquant à Lisbonne. Alors que la ville s'enflamme sur leur passage, les guerriers des steppes fixent l'horizon, au-delà de la vaste étendue l'Atlantique. Qui sait où leur route les mènera ?;Die Mongolen sind nun so weit westlich, dass sie Lissabon erreicht haben. Die Stadt brennt und die Steppenkrieger blicken über die große blaue Weite des Atlantiks. Wer kann sagen, wohin sie als Nächstes gehen?;;Los mongoles han llegado hasta el extremo oeste y han conquistado Lisboa. Mientras la ciudad arde a su paso, los guerreros esteparios miran más allá del extenso océano Atlántico. ¿Quién puede predecir adónde irán a continuación?;;;;;;;;;x
EVTDESC60110;Smolensk has been swallowed up by the Mongol hordes as they continue their relentless advance to the west. When the great host finally moves on, little remains of the city but ashes and charred rubble, and those lucky few inhabitants who somehow escaped the notice of the rampaging horsemen.;Smolensk a été engloutie par les hordes mongoles tandis que ces derniers poursuivent leur implacable avancée vers l'Occident. Après leur départ, il ne subsiste plus grand-chose de la ville, si ce n'est des cendres, des décombres carbonisés, ainsi que quelques rares habitants chanceux qui échappèrent au regard acéré des cavaliers déchaînés.;Smolensk ist von den mongolischen Horden verschluckt worden und ihr unerbittlicher Vormarsch nach Westen geht weiter. Als die Große Horde schließlich weiterzieht, bleibt, außer Asche, verkohlten Trümmern und den wenigen Einwohnern, die den tobenden Reitern irgendwie unbeachtet entrinnen konnten, nichts über.;;Smolensk  ha sido engullida por las hordas mongoles, que continúan su imparable avance hacia el oeste. Cuando la gran hueste se desplaza, quedan poco más que cenizas y escombros, junto con aquellos pocos afortunados que, de algún modo, no han sido descubiertos por las hordas arrasadoras.;;;;;;;;;x
EVTDESC60111;The city of Prague has become a beacon of light in an otherwise dark world, as the Mongol barbarians move from house to house and set fire to everything not yet looted. A flood of refugees spread horrific tales about the cruelty of the bloodthirsty Tartar horsemen to every corner of Europe.;La ville de Prague s'est transformée en phare incandescent au coeur d'un monde de ténèbres, alors que les barbares mongols vont de maison en maison pour mettre le feu à tout ce qui n'a pas de valeur à leurs yeux. Un flot de réfugiés relatent des récits horribles au sujet de la cruauté des cavaliers tartares assoiffés de sang à travers toute l'Europe apeurée.;Die Stadt Prag ist ein Leuchtturm in einer ansonsten dunklen Welt geworden. Die mongolischen Barbaren gehen von Haus zu Haus und stecken alles in Brand, was noch nicht geplündert ist. Eine Flut von Flüchtlingen verbreitet schreckliche Geschichten über die Grausamkeiten der blutrünstigen tartarischen Reiter in jede Ecke Europas.;;La ciudad de Praga se ha convertido en un foco de luz en un mundo oscuro, mientras los mongoles se mueven de casa a casa prendiendo fuego a lo poco que queda después los saqueos. Una marea de refugiados cuenta horribles historias acerca de la crueldad y sed de sangre de los jinetes tártaros en cada rincón de Europa.;;;;;;;;;x
EVTDESC60112;Vienna, a city of growing importance on the Danube river, has become the latest victim of the Mongol hordes as they continue to pillage and burn their way across Europe. The smoking ruins and arrow-riddled corpses they leave behind when they move on do not lend much faith in the city's future prospects.;Vienne, ville à l'influence croissante sur la rive du Danube, est la dernière victime en date des hordes mongoles qui continuent de piller et brûler tout ce qui se trouve sur leur passage. Les ruines fumantes et les corps criblés de flèches qu'ils laissent derrière eux après leur passage ne laisse que peu d'espoir dans la restauration de la ville.;Wien, eine Stadt mit wachsender Bedeutung an der Donau, ist das letzte Opfer der mongolischen Horden geworden, während sie weiter plündernd und brandschatzend durch Europa ziehen. Die rauchenden Trümmer und mit Pfeilen gespickten Leichen, die sie hinterlassen, als sie weiterziehen, verleihen nicht viel Vertrauen in die zukünftigen Perspektiven der Stadt.;;Viena, ciudad de importancia creciente junto al río Danubio, se ha convertido en la última víctima de las hordas mongoles, que continúan saqueando y quemando a su paso por Europa. Las humeantes ruinas y los cadáveres asaeteados que dejan a su paso no permiten ser optimistas acerca de las posibilidades futuras de la ciudad.;;;;;;;;;x
EVTDESC60113;The Mongols have reached beyond the Carpathians and fanned out across the Great Hungarian Plain. Now the city of Esztergom has fallen to the murderous host and is the scene of indiscriminate slaughter. Those that attempt to flee on foot are cut down without mercy by the fast horsemen as dark, billowing smoke rises towards the sky above the city.;Les Mongols ont dépassé les Carpates et se déploient sur la grande Plaine de Hongrie. La ville d'Esztergom est tombée aux mains de l'envahisseur et est devenu le théâtre d'un massacre sans pareil. Ceux qui tentent de fuir à pieds sont abattus sans pitié par les cavaliers rapides tandis que la fumée sombre qui s'échappe de la ville s'élève haut vers le ciel.;Die Mongolen sind jenseits der Karpaten und haben sich auf der großen ungarischen Tiefebene ausgebreitet. Nun ist die Stadt Esztergom in die Hände der mörderischen Angreifer gefallen und ein Schauplatz von grausamem Gemetzel. Diejenigen, die zu Fuß zu fliehen suchen, werden von den schnellen Reitern gnadenlos niedergestreckt, während dunkler, wogender Rauch am Himmel über der Stadt aufsteigt.;;Los mongoles han traspasado los Cárpatos y se han dispersado por la Gran Llanura húngara. Ahora la ciudad de Estrigonia ha caído ante la hueste asesina y es escenario de una carnicería indiscriminada. Aquellos que intentan huir a pie son ejecutados sin piedad por la veloz caballería, mientras un humo denso y oscuro se eleva sobre la ciudad.;;;;;;;;;x
EVTDESC60114;The ancient city of Athens has fallen to the Mongols, and they now rampage unchecked behind its walls. Great monuments and artifacts dating back to the dawn of Western Civilisation are lost forever in a cultural desecration that will surely be felt by future generations thousands of years from now.;La ville antique d'Athènes est tombée aux mains des Mongols et ces derniers saccagent tout sur leur passage. Des imposants monuments aux trésors antiques datant de l'aube de la civilisation occidentale, rien ne résiste à l'assaut de ces barbares et sont perdus à jamais dans une profanation qui marquera durant des générations.;Die Mongolen sind in die antike Stadt Athen eingefallen und toben nun ungehindert hinter den Mauern. Große Denkmäler und Artefakte aus der Zeit der Morgendämmerung der westlichen Zivilisation sind durch diese kulturelle Schändung für immer verloren gegangen, wahrscheinlich bedauern noch zukünftige Generationen in tausenden von Jahren diesen Verlust.;;La antigua ciudad de Atenas ha caído ante los mongoles, quienes ahora arrasan sin control tras sus murallas. Grandes monumentos y artefactos que databan de los tiempos del amanecer de la civilización occidental se han perdido para siempre en un acto de profanación cultural, que seguramente lamentarán las futuras generaciones durante miles de años.;;;;;;;;;x
EVTDESC60115;The "White City" has turned red as the Mongol invaders seize Belgrade and massacre the inhabitants without exception. After several days of slaughter and looting, the smell of death and rotting flesh proves too much even for the Mongols to bear and they move their camp upwind from the scorched ruins of the city.;La 'Ville Blanche' vire au rouge sang tandis que les envahisseurs mongols s'emparent de Belgrade et massacrent tous ses habitants. Après plusieurs jours de massacre et de pillage, l'odeur de la mort et de la chair carbonisée devient insoutenable même pour les Mongols. Ils déplacent leur camp face au vent dans les ruines calcinées et toujours fumantes de la ville.;Die "Weiße Stadt" ist rot geworden, da die mongolischen Invasoren Belgrad erobert und die Einwohner ausnahmslos massakriert haben. Nach einigen Tagen andauernder Schlacht und Plünderungen ist der Geruch des Todes und faulenden Fleisches auch für die Mongolen nicht mehr auszuhalten und sie verlegen ihr Lager gegen den Wind von den abbrennenden Ruinen der Stadt.;;La 'Ciudad Blanca' se tiñe de rojo cuando los invasores mongoles se apoderan de Belgrado y masacran a sus habitantes sin excepción. Tras varios días de carnicería y saqueo, el olor a muerte y putrefacción ha sido demasiado para los mongoles, que han decidido trasladar su campamento a barlovento de las ruinas de la ciudad.;;;;;;;;;x
