city_count_female_roman;Praefect;Praefect;Präfekt;;Prefecta;;;;;;;;;x
city_count_muslim;Wali;Wali;Wali;;Valí;;;;;;;;;x
city_count_roman;Praefect;Praefect;Präfekt;;Prefecto;;;;;;;;;x
city_county;Grand City;Grande cité;Prachtvolle Stadt;;Gran Ciudad;;;;;;;;;x
city_county_of;Grand City of;Grande Cité de;Großstadt;;Ciudad de;;;;;;;;;x
city_county_of_roman;Grand City of;Grande cité de;Großstadt von;;Gran ciudad de;;;;;;;;;x
city_county_roman;Grand City;Grande cité;Großstadt;;Gran Ciudad;;;;;;;;;x
city_duchy;Republic;République;Republik;;República;;;;;;;;;x
city_duchy_of;Republic of;République de;Republik;;República de;;;;;;;;;x
city_duchy_of_roman;League of;Ligue de;Liga von;;Liga de;;;;;;;;;x
city_duchy_roman;League;Ligue;Liga;;Liga;;;;;;;;;x
city_duke;Grand Mayor;Grand maire;Großregent;;Gran Alcalde;;;;;;;;;x
city_duke_byzantine;Doge;Doge;Doge;;Dux;;;;;;;;;x
city_duke_female_roman;Tribune;Tribun;Tribun;;Tribuna;;;;;;;;;x
city_duke_latin;Doge;Doge;Doge;;Dux;;;;;;;;;x
city_duke_muslim;Wali-Emir;Wali Émir;Wali-Emir;;Emir-Valí;;;;;;;;;x
city_duke_roman;Tribune;Tribun;Tribun;;Tribuno;;;;;;;;;x
city_emperor;Grand Prince;Grand Prince;Grand Prinz;;Gran Príncipe;;;;;;;;;x
city_emperor_female_roman;Princess;Princesse;Prinzessin;;Princesa;;;;;;;;;x
city_emperor_roman;Princeps;Princeps;Princeps;;Prínceps;;;;;;;;;x
city_empire;Principality;Principauté;Fürstentum;;Principado;;;;;;;;;x
city_empire_of;Principality of;Principauté de;Fürstentum;;Principado de;;;;;;;;;x
city_empire_of_roman;Grand Republic of;Grande République de;Großrepublik von;;Gran República de;;;;;;;;;x
city_empire_roman;Grand Republic;Grande République;Großrepublik;;Gran República;;;;;;;;;x
city_king;Prince Mayor;Prince maire;Prinzregent;;Príncipe Alcalde;;;;;;;;;x
city_king_byzantine;Serene Doge;Doge Sérénissime;Durchlauchter Doge;;Duque Sereno;;;;;;;;;x
city_king_female_roman;Consul;Consule;Konsulin;;Consulesa;;;;;;;;;x
city_king_latin;Serene Doge;Doge Sérénissime;Durchlauchter Doge;;Duque Sereno;;;;;;;;;x
city_king_muslim;Wali-Malik;Wali Malik;Wali-Malik;;Wali-Malik;;;;;;;;;x
city_king_roman;Consul;Consul;Konsul;;Cónsul;;;;;;;;;x
city_kingdom;Most Serene Republic;République Sérénissime;Die durchlauchtigste Republik;;Serenísima República;;;;;;;;;x
city_kingdom_german;Merchant League;Ligue marchande;Handelsbündnis;;Liga Mercantil;;;;;;;;;x
city_kingdom_of;Most Serene Republic of;République Sérénissime de;Höchst Durchlauchte Republik;;La Serenísima república de;;;;;;;;;x
city_kingdom_of_german;Merchant League of;Ligue marchande de;Handelsbündnis von;;Liga Mercantil de;;;;;;;;;x
city_kingdom_of_roman;Republic of;République de;Republik von;;República de;;;;;;;;;x
city_kingdom_roman;Republic;République;Republik;;República;;;;;;;;;x
count_arabic;Sheikh;Cheik;Scheich;;Jeque;;;;;;;;;x
count_arabic_female;Shaykhah;Cheika;Shaykhah;;Jequesa;;;;;;;;;x
count_bodpa;Ngapo;Ngapo;Ngapo;;Ngapo;;;;;;;;;x
count_dravidian_group;Thakur;Thâkur;Thakur;;Thakur;;;;;;;;;x
count_english;Earl;Earl;Earl;;Conde;;;;;;;;;x
count_female;Countess;Comtesse;Gräfin;;Condesa;;;;;;;;;x
count_female_arabic;Shaykhah;Cheika;Shaykhah;;Jequesa;;;;;;;;;x
count_female_bodpa;Ngamo;Ngamo;Ngamo;;Ngamo;;;;;;;;;x
count_female_dravidian_group;Thakurani;Thakurani;Thakurani;;Thakuraní;;;;;;;;;x
count_female_hellenic_pagan;Countess;Comtesse;Gräfin;;Condesa;;;;;;;;;x
count_female_hellenic_pagan_reformed;Countess;Comtesse;Gräfin;;Condesa;;;;;;;;;x
count_female_indo_aryan_group;Thakurani;Thakurani;Thakurani;;Thakuraní;;;;;;;;;x
count_female_iranian;Shaykhah;Cheika;Shaykhah;;Jequesa;;;;;;;;;x
count_female_nahua;Calpixqui;Calpixqui;Calpixqui;;Calpixqui;;;;;;;;;x
count_female_nepali;Pramukha;Pramukha;Pramukha;;Pramukha;;;;;;;;;x
count_female_pagan_group;Chieftess;Cheffesse;Häuptling;;Jefa;;;;;;;;;x
count_female_roman;Countess;Comtesse;Gräfin;;Condesa;;;;;;;;;x
count_female_sardinian;Giudessa;Giudessa;Richtin;;Juezesa;;;;;;;;;x
count_female_turkish;Bayan;Kontes;Bayan;;Beya;;;;;;;;;x
count_female_west_african;Farina;Farina;Farina;;Farina;;;;;;;;;x
count_hellenic_pagan;Comes;Comes;Comes;;Comes;;;;;;;;;x
count_hellenic_pagan_reformed;Comes;Comes;Comes;;Comes;;;;;;;;;x
count_indo_aryan_group;Thakur;Thâkur;Thakur;;Thakur;;;;;;;;;x
count_iranian;Marzoban;Marzoban;Marzoban;;Marzoban;;;;;;;;;x
count_irish;Earl;Earl;Earl;;Conde;;;;;;;;;x
count_mongol;Chief;Chef;Häuptling;;Mandatario;;;;;;;;;x
count_nahua;Calpixqui;Calpixqui;Calpixqui;;Calpixqui;;;;;;;;;x
count_nepali;Pramukha;Pramukha;Pramukha;;Pramukha;;;;;;;;;x
count_pagan_group;Chief;Chef;Häuptling;;Mandatario;;;;;;;;;x
count_pictish;Earl;Earl;Graf;;Conde;;;;;;;;;x
count_roman;Comes;Comes;Comes;;Comes;;;;;;;;;x
count_sardinian;Giudice;Giudice;Richter;;Juez;;;;;;;;;x
count_anglo-saxon;Earl;Earl;Earl;;Conde;;;;;;;;;x
count_scottish;Earl;Earl;Earl;;Conde;;;;;;;;;x
count_turkish;Bey;Bey;Bey;;Gobernador turco;;;;;;;;;x
count_west_african;Farin;Farin;Farin;;Farín;;;;;;;;;x
county_arabic;Sheikhdom;Cheikat;Scheichtum;;Dominio del Jeque;;;;;;;;;x
county_dravidian_group;Thikana;Thikana;Thikana;;Thikana;;;;;;;;;x
county_indo_aryan_group;Thikana;Thikana;Thikana;;Thikana;;;;;;;;;x
county_iranian;Marzpanate;Marzpanat;Marzpanat;;Marzpanate;;;;;;;;;x
county_mongol;Chiefdom;Chefferie;Häuptlingstum;;Cacicazgo;;;;;;;;;x
county_of_arabic;Sheikhdom of;Cheikat de;Scheichtum von;;Dominio del Jeque;;;;;;;;;x
county_of_dravidian_group;Thikana of;Thikana de;Thikana von;;Thikana de;;;;;;;;;x
county_of_indo_aryan_group;Thikana of;Thikana de;Thikana von;;Thikana de;;;;;;;;;x
county_of_iranian;Marzpanate of;Marzpanat de;Marzpanat von;;Marzpanate de;;;;;;;;;x
county_of_mongol;Chiefdom of;Chefferie de;Häuptlingtum von;;Cacicazgo de;;;;;;;;;x
county_of_roman;County of;Comté de;Grafschaft von;;Condado de;;;;;;;;;x
county_of_sardinian;Giudicato of;Giudicato de;Beurteilt von;;Juzgado de;;;;;;;;;x
county_of_turkish;Beylik of;Beylicat de;Beylik von;;Beylicato de;;;;;;;;;x
county_turkish;Beylik;Beylicat;Beylik;;Beylik;;;;;;;;;x
duchy_arabic;Emirate;Émirat;Emirat;;Emirato;;;;;;;;;x
duchy_dravidian_group;Raj;Raj;Radsch;;Raj;;;;;;;;;x
duchy_indo_aryan_group;Raj;Raj;Radsch;;Raj;;;;;;;;;x
duchy_iranian;Satrapy;Satrapie;Satrapie;;Satrapía;;;;;;;;;x
duchy_mongol;High Chiefdom;Grande chefferie;Oberhäuptlingstum;;Alto Cacicazgo;;;;;;;;;x
duchy_norse;Jarldom;Jarldómr;Jarltum;;Jarldom;;;;;;;;;x
duchy_of_arabic;Emirate of;Émirat de;Emirat von;;Emirato de;;;;;;;;;x
duchy_of_baltic_pagan;High Chiefdom of;Grande chefferie de;Hochhäuptlingstum von;;Alto Cacicazgo de;;;;;;;;;x
duchy_of_baltic_pagan_reformed;High Chiefdom of;Grande chefferie de;Hochhäuptlingstum von;;Alto Cacicazgo de;;;;;;;;;x
duchy_of_dravidian_group;Raj of;Raj de;Radsch von;;Raj de;;;;;;;;;x
duchy_of_finnish_pagan;High Chiefdom of;Grande chefferie de;Hochhäuptlingstum von;;Alto Cacicazgo de;;;;;;;;;x
duchy_of_finnish_pagan_reformed;High Chiefdom of;Grande chefferie de;Hochhäuptlingstum von;;Alto Cacicazgo de;;;;;;;;;x
duchy_of_indo_aryan_group;Raj of;Raj de;Radsch von;;Raj de;;;;;;;;;x
duchy_of_iranian;Satrapy of;Satrapie de;Satrap von;;Satrapía de;;;;;;;;;x
duchy_of_mongol;High Chiefdom of;Grande chefferie de;Großhäuptlingstum von;;Alto Cacicazgo de;;;;;;;;;x
duchy_of_norse;Jarldom of;Jarldómr de;Jarltum von;;Jarldom de;;;;;;;;;x
duchy_of_roman;Duchy of;Duché de;Herzogtum von;;Ducado de;;;;;;;;;x
duchy_of_russian;Grand Principality of;Grande-principauté de;Großfürstentum von;;Gran Principado de;;;;;;;;;x
duchy_of_slavic_pagan;High Chiefdom of;Grande chefferie de;Hochhäuptlingstum von;;Alto Cacicazgo de;;;;;;;;;x
duchy_of_slavic_pagan_reformed;High Chiefdom of;Grande chefferie de;Hochhäuptlingstum von;;Alto Cacicazgo de;;;;;;;;;x
duchy_of_turkish;Beylerbeylik of;Beylerbeylicat de;Beylerbeyli von;;Beylicato de Beylicatos de;;;;;;;;;x
duchy_russian;Grand Principality;Grande-principauté;Großfürstentum;;Gran principado;;;;;;;;;x
duchy_turkish;Beylerbeylik;Beylerbeylicat;Beylerbeylik;;Beylerbeylik;;;;;;;;;x
duke_arabic;Emir;Émir;Emir;;Emir;;;;;;;;;x
duke_baltic_pagan;High Chief;Grand chef;Hoher Häuptling;;Alto mandatario;;;;;;;;;x
duke_baltic_pagan_reformed;High Chief;Grand chef;Hoher Häuptling;;Alto mandatario;;;;;;;;;x
duke_bodpa;Thupo;Thupo;Thupo;;Thupo;;;;;;;;;x
duke_dravidian_group;Raja;Raja;Radscha;;Rajá;;;;;;;;;x
duke_female;Duchess;Duchesse;Herzogin;;Duquesa;;;;;;;;;x
duke_female_arabic;Emira;Émira;Emirin;;Emira;;;;;;;;;x
duke_female_baltic_pagan;High Chieftess;Grande cheffesse;Hohe Herrscherin;;Alto mandataria;;;;;;;;;x
duke_female_baltic_pagan_reformed;High Chieftess;Grande cheffesse;Hohe Herrscherin;;Alto mandataria;;;;;;;;;x
duke_female_bodpa;Thumo;Thumo;Thumo;;Thumo;;;;;;;;;x
duke_female_dravidian_group;Rani;Rani;Rani;;Raní;;;;;;;;;x
duke_female_finnish_pagan;High Chieftess;Grande cheffesse;Hohe Herrscherin;;Alto mandataria;;;;;;;;;x
duke_female_finnish_pagan_reformed;High Chieftess;Grande cheffesse;Hohe Herrscherin;;Alto mandataria;;;;;;;;;x
duke_female_indo_aryan_group;Rani;Rani;Rani;;Raní;;;;;;;;;x
duke_female_iranian;Emira;Émira;Emira;;Emira;;;;;;;;;x
duke_female_mongol;High Chieftess;Grande cheffesse;Großhäuptling;;Alto mandataria;;;;;;;;;x
duke_female_nahua;Huecalpixqui;Huecalpixqui;Huecalpixqui;;Huecalpixqui;;;;;;;;;x
duke_female_nepali;Mahila;Mahila;Mahila;;Mahila;;;;;;;;;x
duke_female_roman;Duchess;Duchesse;Herzogin;;Duquesa;;;;;;;;;x
duke_female_russian;Grand Princess;Grande-princesse;Großfürstin;;Gran Princesa;;;;;;;;;x
duke_female_slavic_pagan;High Chieftess;Grande cheffesse;Hohe Herrscherin;;Alto mandataria;;;;;;;;;x
duke_female_slavic_pagan_reformed;High Chieftess;Grande cheffesse;Hohe Herrscherin;;Alto mandataria;;;;;;;;;x
duke_female_tengri_pagan;High Chieftess;Grande cheffesse;Hohe Herrscherin;;Alto mandataria;;;;;;;;;x
duke_female_tengri_pagan_reformed;High Chieftess;Grande cheffesse;Hohe Herrscherin;;Alto mandataria;;;;;;;;;x
duke_female_turkish;Beylerbayan;Beylerbégum;Begum;;Beylerbeya;;;;;;;;;x
duke_female_west_african;Farba;Farba;Farba;;Farba;;;;;;;;;x
duke_finnish_pagan;High Chief;Grand chef;Hoher Häuptling;;Alto mandatario;;;;;;;;;x
duke_finnish_pagan_reformed;High Chief;Grand chef;Hoher Häuptling;;Alto mandatario;;;;;;;;;x
duke_greek;Doux;Doux;Doux;;Duque;;;;;;;;;x
duke_indo_aryan_group;Raja;Raja;Radscha;;Rajá;;;;;;;;;x
duke_iranian;Satrap;Satrape;Satrap;;Sátrapa;;;;;;;;;x
duke_mongol;High Chief;Grand chef;Großhäuptling;;Alto mandatario;;;;;;;;;x
duke_nahua;Huecalpixqui;Huecalpixqui;Huecalpixqui;;Huecalpixqui;;;;;;;;;x
duke_nepali;Prabhu;Prabhu;Prabhu;;Prabhu;;;;;;;;;x
duke_norse;Jarl;Jarl;Jarl;;Jarl;;;;;;;;;x
duke_roman;Doux;Doux;Herzog;;Dux;;;;;;;;;x
duke_russian;Grand Prince;Grand-prince;Großfürst;;Gran Príncipe;;;;;;;;;x
duke_slavic_pagan;High Chief;Grand chef;Hoher Häuptling;;Alto mandatario;;;;;;;;;x
duke_slavic_pagan_reformed;High Chief;Grand chef;Hoher Häuptling;;Alto mandatario;;;;;;;;;x
duke_sogdian;Ikhshid;Ikhshide;Ikhshid;;;;;;;x
duke_tengri_pagan;High Chief;Grand chef;Hoher Häuptling;;Alto mandatario;;;;;;;;;x
duke_tengri_pagan_reformed;High Chief;Grand chef;Hoher Häuptling;;Alto mandatario;;;;;;;;;x
duke_turkish;Beylerbey;Beylerbey;Beylerbey;;Gobernador de gobernadores;;;;;;;;;x
duke_west_african;Farbas;Farbas;Farbas;;Farbas;;;;;;;;;x
emperor_altaic;Khagan;Khagan;Khagan;;Khagan;;;;;;;;;x
emperor_arabic;Badshah;Badshah;Badshah;;Badshah;;;;;;;;;x
emperor_bodpa;Tsenpo;Tsenpo;Tsenpo;;Tsenpo;;;;;;;;;x
emperor_bulgarian;Tsar;Tsar;Zar;;Zar;;;;;x
emperor_dravidian_group;Samrat;Samrat;Samrat;;Samrat;;;;;;;;;x
emperor_female;Empress;Impératrice;Kaiserin;;Emperatriz;;;;;;;;;x
emperor_female_altaic;Khatun;Khatoun;Khatun;;Khatun;;;;;;;;;x
emperor_female_bodpa;Tsenmo;Tsenmo;Tsenmo;;Tsenmo;;;;;;;;;x
emperor_female_bulgarian;Tsarina;Tsarine;Zarin;;Zarina;;;;;x
emperor_female_dravidian_group;Samrajni;Samrajni;Samrajni;;Samrajní;;;;;;;;;x
emperor_female_german;Kaiserin;Kaiserin;Kaiserin;;Emperatriz;;;;;;;;;x
emperor_female_greek;Basilissa;Basilissa;Basilissa;;Basilissa;;;;;;;;;x
emperor_female_indo_aryan_group;Samrajni;Samrajni;Samrajni;;Samrajní;;;;;;;;;x
emperor_female_nahua;Huetlatoani;Huetlatoani;Huetlatoani;;Huetlatoani;;;;;;;;;x
emperor_female_nepali;Maharani;Maharani;Maharani;;Maharaní;;;;;;;;;x
emperor_female_roman;Augusta;Augusta;Augusta;;Augusta;;;;;;;;;x
emperor_female_russian;Tsaritsa;Tsarine;Zarin;;Zarina;;;;;;;;;x
emperor_female_tangut;Thu Ghu;Thu Ghu;Thu Ghu;;Thu Ghu;;;;;;;;;x
emperor_german;Kaiser;Kaiser;Kaiser;;Káiser;;;;;;;;;x
emperor_greek;Basileus;Basileus;Basileus;;Basileus;;;;;;;;;x
emperor_indo_aryan_group;Samrat;Samrat;Samrat;;Samrat;;;;;;;;;x
emperor_iranian;Shahanshah;Shahanshah;Shahanshah;;Rey de reyes;;;;;;;;;x
emperor_king_christian;Emperor-Bishop;Empereur-évêque;Priesterkaiser;;Emperador-obispo;;;;;;;;;x
emperor_nahua;Huetlatoani;Huetlatoani;Huetlatoani;;Huetlatoani;;;;;;;;;x
emperor_nepali;Samrata;Samrata;Samrata;;Samrata;;;;;;;;;x
emperor_roman;Augustus;Augustus;Augustus;;Augusto;;;;;;;;;x
emperor_russian;Tsar;Tsar;Zar;;Zar;;;;;;;;;x
emperor_tangut;Thu Ghu;Thu Ghu;Thu Ghu;;Thu Ghu;;;;;;;;;x
emperor_turkish;Padishah;Padishah;Padishah;;Emperador Padishah;;;;;;;;;x
empire_altaic;Khaganate;Khaganat;Khaganat;;Khaganato;;;;;;;;;x
empire_of_altaic;Empire of;Empire de;Reich von;;Imperio de;;;;;;;;;x
empire_of_roman;Empire of;Empire de;Reich von;;Imperio de;;;;;;;;;x
empire_russian;Tsardom;Tsarat;Zarenreich;;Zarato;;;;;;;;;x
family_palace;Palace;Palais familial;Palast;;Palacio;;;;;;;;;x
family_palace_baron;Patrician;Patricien;Patrizier;;Patricio;;;;;;;;;x
family_palace_baron_female;Lady;Dame;Lady;;Señora;;;;;;;;;x
family_palace_barony_of;Palace of;Palais de;Palast von;;Palacio de;;;;;;;;;x
king_altaic;Khan;Khan;Khan;;Kan;;;;;;;;;x
king_arabic;Sultan;Sultan;Sultan;;Sultán;;;;;;;;;x
king_bodpa;Gyalpo;Gyalpo;Gyalpo;;Gyalpo;;;;;;;;;x
king_central_african;Mai;Mai;Mai;;Mai;;;;;;;;;x
king_dravidian_group;Maharaja;Maharaja;Maharadscha;;Maharaja;;;;;;;;;x
king_female;Queen;Reine;Königin;;Reina;;;;;;;;;x
king_female_altaic;Khanum;Khanoum;Khanum;;Khanum;;;;;;;;;x
king_female_arabic;Sultana;Sultane;Sultana;;Sultana;;;;;;;;;x
king_female_bodpa;Gyelmo;Gyelmo;Gyelmo;;Gyelmo;;;;;;;;;x
king_female_dravidian_group;Maharani;Maharani;Maharani;;Maharaní;;;;;;;;;x
king_female_indo_aryan_group;Maharani;Maharani;Maharani;;Maharaní;;;;;;;;;x
king_female_iranian;Banebshen;Banebshen;Banebshen;;Banebshen;;;;;;;;;x
king_female_nahua;Tlatoani;Tlatoani;Tlatoani;;Tlatoani;;;;;;;;;x
king_female_nepali;Rani;Rani;Rani;;Raní;;;;;;;;;x
king_female_roman;Regina;Regina;Regina;;Regina;;;;;;;;;x
king_female_tangut;Ne;Ne;Ne;;Ne;;;;;;;;;x
king_female_turkish;Sultana;Sultane;Sultana;;Sultana;;;;;;;;;x
king_greek;Despot;Despote;Despot;;Déspota;;;;;;;;;x
king_indo_aryan_group;Maharaja;Maharaja;Maharadscha;;Maharaja;;;;;;;;;x
king_iranian;Shah;Shah;Schah;;Shah;;;;;;;;;x
king_nahua;Tlatoani;Tlatoani;Tlatoani;;Tlatoani;;;;;;;;;x
king_nepali;Raja;Raja;Raja;;Rajá;;;;;;;;;x
king_roman;Rex;Rex;Rex;;Rex;;;;;;;;;x
king_tangut;Ne;Ne;Ne;;Ne;;;;;;;;;x
king_turkish;Sultan;Sultan;Sultan;;Sultán;;;;;;;;;x
king_west_african;Mansa;Mansa;Mansa;;Mansa;;;;;;;;;x
kingdom_altaic;Khanate;Khanat;Khanat;;Kanato;;;;;;;;;x
kingdom_arabic;Sultanate;Sultanat;Sultanat;;Sultanato;;;;;;;;;x
kingdom_iranian;Shahdom;Royaume;Shahtum;;Shahdom;;;;;;;;;x
kingdom_of;Kingdom of;Royaume de;Königreich;;Reino de;;;;;;;;;x
kingdom_of_altaic;Khanate of;Khanat de;Khanat von;;Kanato de;;;;;;;;;x
kingdom_of_arabic;Sultanate of;Sultanat de;Sultanat von;;Sultanato de;;;;;;;;;x
kingdom_of_bavaria_name;Bavaria;Bavière;Bayern;;Baviera;;;;;x
kingdom_of_carinthia_name;Carinthia;Carinthie;Kärnten;;Carintia;;;;;x
kingdom_of_iranian;Shahdom of;Royaume de;Schahtum von;;Shahdom de;;;;;;;;;x
kingdom_of_roman;Regnum of;Regnum de;Regna von;;Reino de;;;;;;;;;x
kingdom_of_styria_name;Styria;Styrie;Steiermark;;Estiria;;;;;x
kingdom_of_turkish;Sultanate of;Sultanat de;Sultanat von;;Sultanato de;;;;;;;;;x
kingdom_turkish;Sultanate;Sultanat;Sultanat;;Sultanato;;;;;;;;;x
nomadic_emperor;Khagan;Khagan;Khagan;;Khagan;;;;;;;;;x
nomadic_emperor_female;Khatun;Khatoun;Khatun;;Khatun;;;;;;;;;x
nomadic_empire;Khaganate;Khaganat;Khaganat;;Khaganato;;;;;;;;;x
nomadic_empire_of;Khaganate of;Khaganat de;Großkhanat von;;Kaganato de;;;;;;;;;x
nomadic_king;Khan;Khan;Khan;;Kan;;;;;;;;;x
nomadic_king_female;Khanum;Khanoum;Khanum;;Khanum;;;;;;;;;x
nomadic_kingdom;Khanate;Khanat;Khanat;;Kanato;;;;;;;;;x
nomadic_kingdom_of;Khanate of;Khanat de;Khanat von;;Kanato de;;;;;;;;;x
order_baron;Knight;Sieur;Ritter;;Caballero;;;;;x
order_baron_female;Dame;Dame;Ritterin;;Dama;;;;;x
order_barony_of;Garrison Town of;Ville de garnison de;Garnisonsstadt von;;Pueblo guarnicionado de;;;;;x
order_count;Commander;Commandant;Kommandant;;Comandante;;;;;x
order_count_female;Commander;Commandante;Kommandantin;;Comandante;;;;;x
order_county_of;Fortress of;Forteresse de;Festung von;;Fortaleza de;;;;;x
order_duchy_of;Order of;Ordre de;Orden von;;Orden de;;;;;x
order_duke;Master;Maître;Meister;;Maestro;;;;;x
order_duke_female;Mistress;Maîtresse;Meisterin;;Maestra;;;;;x
order_emperor;Prince;Prince;Fürst;;Príncipe;;;;;x
order_emperor_female;Princess;Princesse;Fürstin;;Princesa;;;;;x
order_empire_of;Monastic State of;État monastique de;Mönchsstaat von;;Estado monástico de;;;;;x
order_king;Grandmaster;Grand maître;Großmeister;;Gran Maestro;;;;;x
order_king_female;Grandmistress;Grande maîtresse;Großmeisterin;;Gran Maestra;;;;;x
order_kingdom_of;Grand Order of;Grand ordre de;Großorden von;;Gran Orden de;;;;;x
temple_baron_aztec;Shaman;Chamane;Schamane;;Chamán;;;;;;;;;x
temple_baron_aztec_reformed;Shaman;Chamane;Schamane;;Chamán;;;;;;;;;x
temple_baron_baltic_pagan;Shaman;Chamane;Schamane;;Chamán;;;;;;;;;x
temple_baron_baltic_pagan_reformed;Shaman;Chamane;Schamane;;Chamán;;;;;;;;;x
temple_baron_bon_pagan;Lama;Lama;Lama;;Lama;;;;;;;;;x
temple_baron_bon_pagan_reformed;Lama;Lama;Lama;;Lama;;;;;;;;;x
temple_baron_buddhist;Bhikkhu;Bhikkhu;Bhikkhu;;Bhikkhu;;;;;;;;;x
temple_baron_christian;Bishop;Évêque;Abt;;Obispo;;;;;;;;;x
temple_baron_female_buddhist;Bhikshuni;Bhikshuni;Bhikshuni;;Bhikshuni;;;;;;;;;x
temple_baron_female_christian;Bishop;Évêque;Bischof;;Obispo;;;;;;;;;x
temple_baron_female_hellenic_pagan;Vestal;Vestale;Vestal;;Vestal;;;;;;;;;x
temple_baron_female_hellenic_pagan_reformed;Vestal;Vestale;Vestal;;Vestal;;;;;;;;;x
temple_baron_female_norse_pagan;Gydja;Gydja;Gydja;;Gydja;;;;;;;;;x
temple_baron_female_norse_pagan_reformed;Gydja;Gydja;Gydja;;Gydja;;;;;;;;;x
temple_baron_female_pagan_group;Priestess;Prêtresse;Priesterin;;Sacerdotisa;;;;;;;;;x
temple_baron_female_west_african_pagan;Priestess;Prêtresse;Priesterin;;Sacerdotisa;;;;;;;;;x
temple_baron_female_west_african_pagan_reformed;Priestess;Prêtresse;Priesterin;;Sacerdotisa;;;;;;;;;x
temple_baron_finnish_pagan;Shaman;Chamane;Schamane;;Chamán;;;;;;;;;x
temple_baron_finnish_pagan_reformed;Shaman;Chamane;Schamane;;Chamán;;;;;;;;;x
