#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

EVTNAME107000;Learning Scenario;Scénario d'apprentissage;Übungsszenario;;Escenario de Aprendizaje;;;;;;;;;x
EVTDESC107001;You will play as a succession of characters from the same Dynasty, down the ages. In this Learning Scenario, you will be safe from attack and internal strife until your ruler turns 40 years old. When this happens, [Root.GetFirstName] will die (normally though, characters die of old age, disease or violence) and the Learning Scenario will end. When [Root.GetSubjectPronoun] dies, you can keep playing a normal game as [Root.GetPossPronoun] Heir. Feel free to navigate through the game as you wish, but note that if you do not follow the Learning Scenario instructions you might miss out on further help.;Vous jouerez des personnages de la même dynastie au cours des siècles. Dans ce scénario d'apprentissage, les attaques et les conflits internes n'existent pas tant que votre personnage n'a pas 40 ans. Dès lors, [Root.GetFirstName] mourra (en temps normal cependant, les personnages meurent de vieillesse, de maladie ou d'une mort violente) et le scénario d'apprentissage prendra fin. À la mort de votre personnage, vous pourrez continuer à jouer normalement en incarnant son héritier. Vous pouvez naviguer dans le jeu comme vous l'entendez, mais souvenez-vous que si vous ne suivez pas les instructions, vous risquez de passer à côté de précieux conseils.;Ihr spielt als eine Folge von Personen aus derselben Dynastie und durchlebt als diese die Zeitalter. Im Übungsszenario seid Ihr vor Angriffen und inneren Zwistigkeiten geschützt, bis Euer Herrscher 40 Jahre alt ist. Im Anschluss daran stirbt [Root.GetFirstName] (normalerweise sterben Personen jedoch altersbedingt, gewaltsam oder an Krankheiten) und das Übungsszenario endet. Wenn [Root.GetSubjectPronoun] stirbt, könnt Ihr das Spiel als [Root.GetPossPronoun] Erbe wie ein normales Spiel fortsetzen. Ihr könnt im Spiel frei agieren, solltet jedoch wissen, dass Euch möglicherweise zusätzliche Unterstützung entgeht, wenn Ihr den Instruktionen des Übungsszenarios nicht folgt.;;Jugarás como una sucesión de personajes de la misma Dinastía a través de los años.  En este Escenario de Aprendizaje estarás a salvo de ataques y luchas internas hasta que tu gobernante alcance la edad de 40 años. Llegado ese momento, [Root.GetFirstName] morirá (a pesar de que lo habitual es que los personajes mueran de vejez, enfermedades o violencia) y el Escenario de Aprendizaje finalizará. Cuando [Root.GetSubjectPronoun] muera, puedes continuar jugando como [Root.GetPossPronoun] Heredero en lo que será ya, un juego normal. Eres libre de navegar por el juego como desees, pero debes saber que si no sigues las instrucciones del Escenario de Aprendizaje te perderás próximas ayudas.;;;;;;;;;x
EVTDESC107002;The main currencies in this game are your Wealth, Prestige and Piety. Wealth is of course the monetary currency (you can call it 'gold' if you like), and increases primarily through taxation. Prestige is a measure of your success and prestige as a ruler, and your Piety shows how respected you are by the clergy. The Prestige and Piety of all your characters will be added to your score, determining your final rank when the game ends.;Les principales valeurs de ce jeu sont votre Richesse, votre Prestige et votre Piété. Votre Richesse englobe vos gains monétaires (que vous pouvez appeler votre 'or' si vous le désirez) et augmente grâce à la taxation. Votre Prestige est une évaluation de votre succès et votre prestige en tant que souverain. Votre Piété démontre à quel point le clergé vous respecte. Le Prestige et la Piété de tous vos personnages seront additionnés à votre score ce qui déterminera votre rang global à la fin de votre partie. ;Die wichtigsten Zahlungsmittel im Spiel sind Gold, Prestige und Pietät. Gold steht für die Geldmittel und entsteht hauptsächlich aus Steuereinnahmen. Prestige ist ein Gradmesser für den Erfolg und das Ansehen als Herrscher, während Pietät Aufschluss darüber gibt, wie viel Respekt der Klerus Euch entgegenbringt. Die Summe aus Prestige und Pietät all Eurer Charaktere wird zu Euren Punkten hinzuaddiert, aus der sich bei Spielende Euer abschließender Rang ergibt.;;Los principales valores en este juego son tu Riqueza, tu Prestigio y tu Devoción. La Riqueza es, obviamente, un valor monetario (si quieres puedes nombrarla "oro"), y se incrementa, fundamentalmente, con los impuestos. El Prestigio es el grado de éxito y de prestigio que tienes como gobernante, y tu Devoción indica el respeto que te tiene el clero. El Prestigio y la Devoción de todos tus personajes se añadirán a tu puntuación, lo que determinará tu clasificación final cuando termine el juego.;;;;;;;;;x
EVTDESC107003;During the Learning Scenario, you will get messages like this to help you to figure out what you can do next. You are, however, free to click around and do things on your own. Whenever you run out of things to do, it might be helpful to check out the Alerts that appear at the top of the screen.;Des messages comme celui-ci apparaitront tout au long du Scénario d'apprentissage afin de vous aider à entrevoir vos possibilités futures. Vous êtes tout de même libre de faire ce que bon vous semble. Lorsque vous semblez à court d'options, prenez le temps de vérifier les Alertes qui apparaissent dans le haut de votre écran. ;Im Übungsszenario erhaltet Ihr Nachrichten wie diese hier, damit Ihr erfahrt, worin Eure nächsten Schritte bestehen könnten. Allerdings ist dabei nicht jeder Mausklick vorgeschrieben, d. h. es steht Euch frei, in Eigenregie zu handeln. Falls Ihr Tipps oder Inspiration braucht, beachtet einfach die Hinweise, die am oberen Bildschirmrand erscheinen.;;Mientras juegues en el Escenario de Aprendizaje recibirás mensajes como éste que te ayudarán a averiguar qué hacer a continuación. De todos modos, siempre puedes hacer clic sobre lo que tú consideres. Cuando ya no sepas que más hacer, puede serte útil ir a las Alertas, que aparecen en la parte superior de la pantalla.;;;;;;;;;x
EVTDESC107004;Depending on what you are currently doing, there are several Map Modes to suit your needs. The default Map Mode is the Terrain Map Mode. Another helpful map mode is the Independent Realms Map Mode, showing the borders of the different Realms in the world. Feel free to check out the different Map Modes in the lower right corner to see what they show.;Il existe plusieurs modes de cartes différents afin de convenir à toutes les actions que vous désirez entreprendre. Le mode de carte par défaut est celui des terrains. Un autre mode de carte utile est celui des Royaumes indépendants. Prenez le temps de parcourir les différents modes de cartes disponibles dans la partie inférieure droite de votre écran.;Es gibt verschiedene Kartenmodi, die Euch bei Eurem gegenwärtigen Vorhaben unterstützen können. Standardmäßig aktiv ist der Kartenmodus "Gelände". Ebenfalls hilfreich ist der Modus "Unabhängige Reiche", in dem die Grenzen der verschiedenen Reiche angezeigt werden. Schaut Euch die verschiedenen Modi einmal an. Ihr findet sie in der rechten unteren Ecke des Bildschirms.;;Según lo que estés haciendo, te convendrá utilizar un modo de mapa u otro. El modo de mapa por defecto es el Modo de Mapa del Terreno. Otro modo de mapa que te puede ser útil es el de los Reinos Independientes, que muestra los límites de los distintos Reinos que hay en el mundo. Puedes consultar libremente los diferentes modos de mapa en la esquina inferior derecha y ver lo que muestran.;;;;;;;;;x
EVTDESC107005;This is you, up in the left corner. Clicking the Portrait will give you more information about [Root.GetTitledFirstName] and his family. You can also click on the Crest next to the portrait to get information about your Country.\n\nClick the Portrait to find out more about your Ruler and his family. Note that you are currently unmarried and your Heir is your brother, the King of Castille. Should you die at this point, you can keep playing as him since he is of your Dynasty. Yes, that means he would inherit León and be king of two Kingdoms...;C'est vous dans le coin supérieur gauche. Cliquer sur le portrait vous donne plus d'informations sur [Root.Get_le_TitledFirstName] et sa famille. Les armoiries sous le portrait vous renseignent sur votre pays.\n\nCliquez sur le portrait pour en apprendre plus. Notez que puisque vous n'êtes pas encore marié, votre héritier est votre frère, le Roi de Castille. Si votre personnage mourrait maintenant, vous pourriez continuer votre progression en incarnant son frère, puisqu'il est de la même dynastie. Cela signifie qu'il hériterait de León et que vous deviendriez le roi de deux royaumes...;Dies seid Ihr, in der Ecke oben links. Wenn Ihr das Porträt anklickt, erhaltet Ihr weitere Informationen zu [Root.GetTitledFirstName] und seiner Familie. Außerdem könnt Ihr auf das benachbarte Wappen klicken, um Informationen über Euer Land zu erhalten.\n\nKlickt das Porträt an, um mehr über Euren Herrscher und seine Familie zu erfahren. Wie Ihr seht, seid Ihr unverheiratet und bei Eurem Erben handelt es sich um Euren Bruder, den König von Kastilien. Würdet Ihr jetzt sterben, könntet Ihr als jener weiterspielen, denn er ist ein Angehöriger Eurer Dynastie. Übrigens würde dabei - das ist tatsächlich so - León an Euren Bruder fallen, d. h. Ihr würdet zum König zweier Königreiche...;;Éste eres tú, arriba en la esquina izquierda. Al hacer clic sobre el retrato obtendrás más información sobre [Root.GetTitledFirstName] y su familia. También puedes hacer clic sobre el emblema junto al retrato para obtener información sobre tu país.\n\nHaz clic sobre el retrato para averiguar más sobre tu gobernante y su familia. Fíjate que actualmente estás soltero y que tu heredero es tu hermano, el Rey de Castilla. Si murieras en este momento, podrías seguir jugando siendo él, dado que pertenece a tu Dinastía. Sí, esto significa que él heredaría León, de manera que serías rey de dos reinos... ;;;;;;;;;x
EVTDESC107006;In the same screen, you can also see your Attributes and Traits, which represent your skills and personality.\n\nCharacters can also have an Ambition, which represents their current short term goal. Whenever an Ambition is fulfilled the character will get a reward, such as a Prestige or Piety bonus. Click on the 'Choose an Ambition'-button, look at your Ambitions and choose one.;Dans la même fenêtre, vous pouvez aussi voir vos compétences et vos traits.\n\nLes personnages peuvent aussi avoir une ambition, qui représente leur objectif à court terme. Chaque fois que vous compléterez une ambition, le personnage obtiendra une récompense telle qu'un bonus de prestige ou de piété. Cliquez sur le bouton 'Choisir une ambition' et sélectionnez une des options.;Im gleichen Fenster findet Ihr außerdem Eure Fähigkeiten und Eigenschaften, welche Auskunft über Eure Fähigkeit und Persönlichkeit gibt.\n\nDaneben können alle Spielfiguren eine Ambition hegen, d. h. ein persönliches Ziel für die nähere Zukunft. Jedes Mal, wenn eine Ambition verwirklicht wird, erhält der Charakter eine Belohnung, z. B. Prestige oder Pietät. Klickt auf die Schaltfläche "Ambition auswählen" und wählt eine der verfügbaren Ambitionen aus.;;En la misma pantalla también puedes ver tus Rasgos y Atributos, que representan tus habilidades y personalidad.\n\nLos personajes también pueden tener una Ambición, que representa su meta actual a corto plazo. Cuando una ambición se cumple, el personaje recibe una recompensa, como bonificaciones de prestigio o piedad. Pincha en el botón 'Elegir una ambición', mira las tuyas y elige una.;;;;;x
EVTDESC107007;Although you do have a valid Heir of your Dynasty (your brother), having children of your own will ensure that there is a next generation of successors. Besides, your brother might die before you do. As soon as you have a son, he will be your new Heir. To produce legitimate children you need to get married! The Arrange Marriage view, found by clicking on your portrait, is a good tool for finding suitable spouses (it's the button with the two golden rings). You can also use the Character Browser in the bottom right corner of the screen to find more characters.;Bien que vous ayez un héritier valable pour votre dynastie (votre frère), avoir des enfants vous assurerait qu'il y ait une nouvelle génération de successeurs. De plus, votre frère pourrait bien mourir avant vous. Dès que vous aurez un fils, il deviendra votre nouvel héritier. Pour avoir des enfants légitimes, vous devez d'abord vous marier ! L'option 'Organiser un mariage' (le bouton avec deux anneaux dorés sous votre portrait), vous aide à trouver la bonne épouse. Vous pouvez également utiliser le Navigateur de personnage dans le coin inférieur droit afin de trouver d'autres personnages.;Auch wenn es bereits einen Erben gibt, würden eigene Kinder das Fortbestehen Eurer Dynastie zusätzlich absichern. Davon abgesehen könnte es sein, dass Euer Bruder vor Euch stirbt. Sobald Ihr einen Sohn bekommt, wird dieser zu Eurem Erben. Um legitime Nachkommen zu zeugen, müsst Ihr zuerst heiraten! Wenn Ihr auf Euer Porträt klickt, könnt Ihr dort die Übersicht "Heirat arrangieren" öffnen (klickt auf die Schaltfläche mit den goldenen Ringen). Die Liste hilft Euch bei der Suche nach Heiratskandidaten. Alternativ könnt Ihr die Charaktersuchfunktion (Schaltfläche unten rechts) verwenden.;;A pesar de que tienes un legítimo heredero de tu Dinastía (tu hermano), tener tus propios hijos aseguraría una nueva generación de sucesores. Además, podría ser que tu hermano muriera antes que tú. Tan pronto como tengas un hijo, éste será tu nuevo heredero. ¡Pero para tener hijos legítimos tienes que casarte! Haciendo clic sobre tu retrato encontrarás la opción Concertar Matrimonio, es una buena herramienta para encontrar esposas apropiadas (es el botón con las alianzas doradas). También puedes usar el Buscador de Personajes en la esquina inferior derecha de la pantalla para encontrar más personajes.;;;;;;;;;x
EVTDESC107008;When looking at potential spouses, there are a few things you should keep in mind: First, your spouse's Attributes will boost your own, so a skilled spouse is preferable. Secondly, marriages are the only way to secure Alliances in the game, so try to marry into the close family of rulers you want to ally. Third, you cannot marry children, but you can betroth them (though that will not yield any Attribute boost.) Right now it would be wise to marry a healthy adult woman of childbearing age.;Lorsque vous cherchez les conjoints idéaux, il y a trois variables à toujours garder en tête. La première : les compétences de votre conjoint renforcent les vôtres, il est donc préférable d'opter pour un candidat plus expérimenté. La deuxième : le mariage est la seule façon de garantir une alliance, essayez donc de marier un candidat qui compte dans sa famille proche les dirigeants avec lesquels vous désirez vous allier. La troisième : vous ne pouvez pas épouser un enfant, mais vous pouvez les promettre en mariage, vous ne recevrez cependant aucun bénéfice de compétences. Pour le moment votre meilleure option serait d'épouser une femme en âge de procréer.;Hinsichtlich der potenziellen Ehegatten solltet Ihr Folgendes beachten: Da die Fähigkeiten des Ehepartners teilweise zu Euren Fähigkeiten addiert werden, lohnt es sich, eine Person mit guten Fähigkeiten zu heiraten. Des Weiteren ist die Ehe die einzige Form des Bündnisses im Spiel. Wenn Ihr ein Bündnis anstrebt, so müsst Ihr in die engere Familie des jeweiligen Herrschers einheiraten. Kinder können verlobt werden (allerdings kein Fähigkeitszuwachs). Zum jetzigen Zeitpunkt wäre es klug, eine gesunde, erwachsene Frau im gebärfähigen Alter zu heiraten.;;Cuando busques esposas potenciales, deberás tener en mente unas cuantas cosas: Primero, los Atributos de tu esposa deberán incrementar los tuyos, así que elije preferiblemente a una esposa habilidosa. En segundo lugar, la unión matrimonial es la única manera de asegurar alianzas en el juego, por lo cual deberás intentar emparentarte con la familia de gobernantes que quieras tener como aliados. Tercero, no puedes casarte con niñas, pero sí puedes comprometerte con ellas (aunque esto no hará incrementar tus Atributos). En estos momentos lo inteligente sería casarte con una mujer adulta y sana en edad fértil.;;;;;;;;;x
EVTDESC107009;When you have found a good character to marry, right-click on their portrait to open the Diplomacy Menu. Here you may ask the Liege of your intended about the possibility of arranging a marriage. The Diplomacy Menu is the main way to interact with other characters. Go ahead and arrange the marriage!;Lorsque vous dénichez la candidate idéale au mariage, cliquez sur son portrait pour ouvrir le menu diplomatique. Là, vous pourrez demander la main de la jeune femme à son seigneur lige. Le menu diplomatique est l'outil principal permettant d'interagir avec d'autres personnages. Lancez-vous et organisez un mariage !;Durch einen Rechtsklick auf das Porträt der Person, die Ihr zu ehelichen gedenkt, öffnet Ihr das Diplomatiemenü, wo Ihr den Lehnsherrn Eurer Zukünftigen darum bitten könnt, eine Heirat zu arrangieren. Das Diplomatiemenü ist das meistgenutzte Hilfsmittel zur Interaktion mit anderen Spielfiguren. Fahrt fort und arrangiert die Heirat!;;Cuando encuentres un buen personaje para casarte, haz clic en su retrato para abrir el menú de diplomacia. Aquí puede preguntar al señor de tu futura esposa sobre la posibilidad de organizar un matrimonio. El menú de diplomacia es la manera principal de relacionarse con otros personajes. ¡Sigue adelante y concierta el matrimonio!;;;;;;;;;x
EVTDESC107100;Congratulations on your marriage! While Alfonso is busy trying to get [Root.Spouse.GetFirstName] with child, you might want to select a new, family oriented Ambition.;Félicitations aux nouveaux mariés ! Pendant qu'Alphonse et [Root.Spouse.GetFirstName] sont occupés à assurer leur descendance dans la chambre à coucher, vous pourriez avoir une nouvelle ambition orientée sur la famille.;Herzlichen Glückwunsch zu Eurer Hochzeit! Während Alfonso damit zu tun hat, mit [Root.Spouse.GetFirstName] einen Erben zu zeugen, könntet Ihr für ihn eine neue Ambition auswählen, zum Beispiel "Einen Sohn haben" oder "Eine Tochter haben".;;¡Felicidades por vuestra unión! Mientras Alfonso está ocupado intentando tener descendencia con [Root.Spouse.GetFirstName], quizá te gustaría elegir una ambición nueva y familiar.;;;;;x
EVTDESC107101;Your Realm consists of a number of Counties (the provinces on the map). Each County contains at least one Holding (Castle, City or Temple). By clicking on a County you can see - among other things - its Holdings. The Holdings held by you personally are collectively called your Demesne. Unfortunately, there is a limit to how many Holdings you can control directly. This value is shown in the top bar. If you have more Holdings than your limit, you will start to suffer serious penalties...;Votre royaume est constitué de plusieurs comtés (les provinces sur la carte). Chaque comté possède au moins une Propriété. En cliquant sur un comté vous pouvez voir, entre autres, ses Propriétés. L'ensemble des Propriétés que vous possédez personnellement sont appelées votre domaine. Il y a cependant une limite au nombre de Propriétés que vous pouvez contrôler directement. Cette quantité est indiquée dans la barre supérieure. Si vous possédez plus de Propriétés que la limite indiquée, vous subirez de lourdes pénalités...;Euer Reich besteht aus einer bestimmten Zahl von Grafschaften (den Provinzen auf der Karte). In jeder Grafschaft befindet sich mindestens ein Besitztum (Burg, Stadt oder Tempel). Wenn Ihr eine Grafschaft anklickt, werden u. a. die hiesigen Besitztümer angezeigt. Als Eure Domäne werden all jene Besitztümer bezeichnet, deren persönlicher Halter Ihr seid. Leider ist die Anzahl der Besitztümer, über die Ihr direkt herrschen könnt, begrenzt. Das geltende Limit wird in der oberen Leiste angezeigt. Wenn die Zahl Eurer Besitztümer dieses Limit überschreitet, wird dies ernste Konsequenzen haben ...;;Tu reino consiste en una serie de Condados (las provincias en el mapa). Cada Condado contiene al menos una Propiedad (castillo, ciudad o templo). Al hacer clic sobre un Condado verás, entre otras cosas, sus Propiedades. Las Propiedades que tú posees directamente se llaman, en conjunto, Terratenencia. Por desgracia, hay un límite en el número de Propiedades que puedes controlar directamente. Este valor se muestra en la barra de arriba. Si sobrepasas el límite de Propiedades permitido, empezarás a sufrir serias sanciones...;;;;;;;;;x
EVTDESC107102;The Demesne Limit is the reason you need Vassals! You can control more Holdings than your Demesne Limit allows indirectly through your Vassals. Your Vassals will give a part of their troop Levies and Taxes to you. There is a limit to how many Vassals you can have as well, which is why you might want to have fewer - but more powerful - Vassals. Vassals can also have Vassals, and so on. Vassals of the lowest rank (below Count, with a copper portrait frame) are not counted towards the Vassal Limit.;Votre taille limite de domaine est la raison pour laquelle vous avez besoin de vassaux. Vous pouvez posséder indirectement plus de Propriétés que la limite vous impose grâce à vos vassaux. Ils vous donneront alors un pourcentage de leurs troupes et leur revenu d'impôt. Il y a également une limite au nombre de vassaux que vous pouvez avoir, c'est pourquoi il peut être plus judicieux de limiter leur nombre et de prioriser les plus puissants. Les vassaux peuvent aussi posséder des vassaux et ainsi de suite. Les vassaux de rang moins élevé (sous celui de Comte, dont le cadre du portrait est cuivré) ne sont pas comptabilisés dans votre limite de vassaux.;Das Domänenlimit ist der Grund dafür, dass Ihr Vasallen benötigt! Denn indirekt, d. h. über Eure Vasallen, könnt Ihr mehr Besitztümer kontrollieren, als Euer Domänenlimit erlaubt. Die Vasallen liefern Euch einen Teil ihrer Truppen und Steuereinnahmen. Auch für die Anzahl der Vasallen gibt es ein Limit. Es ist also ratsam, weniger, dafür aber mächtigere Vasallen zu haben. Die Vasallen ihrerseits können ebenfalls eigene Vasallen haben usw. Vasallen des niedrigsten Ranges (unterhalb eines Grafen, d. h. mit einem Kupferrand-Porträt) werden hinsichtlich des Vasallenlimits nicht mitgezählt.;;¡El Límite de Terratenencia es la razón por la que necesitas vasallos! A través de ellos podrás, indirectamente, controlar más Propiedades de los que te permite tu Límite de Terratenencia. Tus vasallos te darán parte de la recaudación de sus impuestos y de sus tropas, pero también existe una cantidad máxima de vasallos, así que te conviene tener pocos vasallos pero más poderosos. Los vasallos, a su vez, pueden tener también otros vasallos, y así sucesivamente. Los vasallos de menor rango (por debajo de Conde, con el retrato enmarcado en color cobre) no cuentan para el Límite de Vasallos.;;;;;;;;;x
