china_physician_cd;§YSent a Physician§!;§YA envoyé un physicien§!;§YArzt entsenden§!;;§Yenviaste un médico§!;;;;;;;;;x
china_famine_effect_desc;§Y*§! The value of the Silk Road is reduced by §R75%§!\n§Y*§! Imperial Tributaries can §RNOT§! raise Chinese Regiments;§Y*§! La valeur de la Route de la Soie est réduite de §R75%§!\n§Y*§! Les tributaires impériaux ne peuvent pas lever des régiments chinois pour les aider dans les guerres;§Y*§! Der Wert der Seidenstraße ist um §R75%§! reduziert\n§Y*§! Kaiserliche Tributstaaten können §RKEINE§! chinesische Regimenter ausheben;;§Y*§! El valor de la Ruta de la Seda se reduce en un §R75%§!\n§Y*§! Los tributarios imperiales NO pueden reclutar regimientos chinos para sus guerras.;;;;;;;;;x
china_force_to_open;Force Open the [offmap_china.GetFullName];Imposer l'[offmap_china.GetFullName] ouvert;[offmap_china.GetShortName] zwangsöffnen;;Obligar a la apertura del [offmap_china.GetFullName];;;;;;;;;x
china_force_to_open_desc;The §Y[offmap_china.GetFullName]§! has isolated itself from the rest of the world. They have closed down trade across the Silk Road and refuse to deal with any outsiders. §Y[offmap_china.Ruler.GetMediumChineseEmperorName]§! must be forced to reopen their land, by negotiation or if necessary by force.;L'§Y[offmap_china.GetFullName]§! s'est isolé du reste du monde. Ils ont stoppé le commerce de la route de la soie et refusent les étrangers. L'§Y[offmap_china.Ruler.GetMediumChineseEmperorName]§! doit être contraint[offmap_china.Ruler.Get_E] de rouvrir ses frontières, par voie de négociation ou, le cas échéant, par la force.;Das §Y[offmap_china.GetFullName]§! hat sich vom Rest der Welt isoliert. Sie haben den Handel auf der Seidenstraße eingestellt und weigern sich, Außenstehende zu empfangen. §Y[offmap_china.Ruler.GetMediumChineseEmperorName]§! muss dazu gezwungen werden, das Land wieder zu öffnen. Wenn es sein muss mit Gewalt.;;El §Y[offmap_china.GetFullName]§! se ha aislado del resto del mundo. Han cerrado el comercio por la Ruta de la Seda y se niegan a tratar con extranjeros. Hay que obligar a que §Y[offmap_china.Ruler.GetMediumChineseEmperorName]§! reabra sus tierras, negociando o a la fuerza, si es preciso.;;;;;;;;;x
china_forced_open_tt;Will NOT be able to change to the Isolationist Policy for §Y50§! years;Ne sera pas en mesure de passer à la politique isolationniste pendant §Y50§! années;Wird für §Y50§! Jahre NICHT in der Lage sein, zum Isolationismus zurückzukehren;;NO será capaz de cambiar la política aislacionista durante §Y50§! años;;;;;;;;;x
china_gift_cd;§YRecently Sent Gift§!;§YA récemment envoyé un cadeau§!;§YAbklingzeit - Geschenk senden§!;;§YRecuperando enviar regalo§!;;;;;x;;;;
china_gift_cd_desc;You have recently sent a Gift to China, you will be able to send another one on: §Y[Root.chinese_grace_send_gift_timer.GetExpiryDate]§!;Vous avez récemment envoyé un cadeau à la Chine, vous pourrez en envoyer un autre le §Y[Root.chinese_grace_send_gift_timer.GetExpiryDate]§!;Ihr habt erst vor kurzem ein Geschenk nach China entsendet und könnt bis §Y[Root.chinese_grace_send_gift_timer.GetExpiryDate]§! kein weiteres schicken.;;Enviaste un regalo a China hace poco. Podrás enviar otro en §Y[Root.chinese_grace_send_gift_timer.GetExpiryDate]§!;;;;;x;;;;
china_invade_dragon_throne_eastern_edge_tt;Borders the Eastern Edge of the map;Jouxte la bordure orientale de la carte;Grenzt an den östlichen Rand der Karte an;;Limita con el borde oriental del mapa;;;;;;;;;x
china_invade_dragon_throne_failed_tt;Has NOT failed an invasion of China;N'a pas échoué dans une invasion de la Chine;Hat KEINE Invasion auf China verloren;;NO fracasó al invadir China;;;;;;;;;x
china_invade_dragon_throne_levies_tt;Has NOT raised any vassal levies;N'a pas mobilisé de levées vassales;Hat KEIN Aufgebot der Vasallen ausgehoben;;NO ha reclutado levas de vasallos;;;;;;;;;x
china_invade_dragon_throne_modifiers_tt;All of your current §Y[offmap_china.GetCurrency]§! and §Ymodifiers§! from §Y[offmap_china.GetShortName]§! will be §Rremoved§!.;Vous §Rperdrez§! votre §Y[offmap_china.GetCurrency]§! en entier et les §Ymodificateurs§! de la §Y[offmap_china.GetShortName]§!;Alle Eurer momentanen §Y[offmap_china.GetCurrency]§! und §YModifikatoren§! von §Y[offmap_china.GetShortName]§! werden §Rentfernt§!.;;Se te retiran todos tus §Y[offmap_china.GetCurrency]§! y §Ymodificadores§! de §Y[offmap_china.GetShortName]§!.;;;;;;;;;x
china_invade_dragon_throne_war_tt;Is NOT currently being invaded;N'est pas actuellement envahi;Steht momentan KEINER Invasion gegenüber;;NO está siendo invadido;;;;;;;;;x
china_offmap_boon_decisions_enabled_trigger_cd_tt;Has NOT requested a boon from §Y[Root.Offmap.Ruler.GetShortChineseEmperorName]§! within the last year\n;N'a pas demandé de faveur à l'§Y[Root.Offmap.Ruler.GetShortChineseEmperorName]§! au cours de la dernière année\n;Hat im letzten Jahr keinen Gefallen vom §Y[Root.Offmap.Ruler.GetShortChineseEmperorName]§! eingefordert\n;;NO solicitó un regalo al §Y[Root.Offmap.Ruler.GetShortChineseEmperorName]§! el año pasado\n;;;;;;;;;x
china_offmap_boon_decisions_enabled_trigger_raiding_tt;Has NOT raided the §Y[Root.Offmap.GetFullName]§! in the last 5 years[From.GetRaidCD];N'a pas pillé l'§Y[Root.Offmap.GetFullName]§! ces 5 dernières années[From.GetRaidCD];Hat in den letzten 5 Jahren[From.GetRaidCD] KEINEN Überfall auf das §Y[Root.Offmap.GetFullName]§! durchgeführt.;;NO ha asaltado el §Y[Root.Offmap.GetFullName]§! en los últimos cinco años [From.GetRaidCD];;;;;;;;;x
china_offmap_decisions_enabled_trigger_war_tt;Is at peace with §Y[From.GetTitledFirstName]§!;Est en paix avec [From.Get_le_TitledFirstNameJ];Befindet sich mit §Y[From.GetTitledFirstName]§! im Frieden;;Está en paz con §Y[From.GetTitledFirstName]§!;;;;;;;;;x
china_offmap_decisions_failed_invasion_tt;Has NOT failed an invasion of the §Y[offmap_china.GetFullName]§!;N'a pas échoué dans une invasion de l'§Y[offmap_china.GetFullName]§!;Hat KEINE Invasion auf §Y[offmap_china.GetFullName]§! verloren;;Su invasión de §Y[offmap_china.GetFullName]§! NO ha fracasado;;;;;;;;;x
china_offmap_decisions_pretender_emperor_tt;Is §RNOT§! the ruler of a pretender Chinese Empire;N'est pas le dirigeant d'un prétendu Empire chinois;Ist §YNICHT§! Herrscher eines angefochtenen chinesischen Reiches;;§RNO§! es gobernante de un pretendiente al Imperio chino;;;;;;;;x;
china_offmap_tribute_decisions_enabled_trigger_cd_tt;Has NOT sent tribute to §Y[Root.Offmap.Ruler.GetShortChineseEmperorName]§! within the last year\n;N'a pas envoyé de tribut à l'§Y[Root.Offmap.Ruler.GetShortChineseEmperorName]§! au cours de la dernière année\n;Hat im vergangenen Jahr KEINEN Tribut an §Y[Root.Offmap.Ruler.GetShortChineseEmperorName]§! gesendet\n;;NO envió tributo a §Y[Root.Offmap.Ruler.GetShortChineseEmperorName]§! el año pasado\n;;;;;;;;;x
china_raid_cd;§YRecently Raided China!§!;§YA récemment pillé la Chine !§!;§YHat kürzlich China überfallen!§!;;§Y¡Asaltó China recientemente!§!;;;;;;;;;x
china_raid_cd_desc;You have recently stopped Raiding China, you will be able to resume raiding on: §Y[Root.china_raid_grace_cd.GetExpiryDate]§!;Vous avez récemment arrêté de piller la Chine et serez capable de la piller de nouveau le §Y[Root.china_raid_grace_cd.GetExpiryDate]§!;Ihr habt kürzlich erst damit aufgehört, China zu überfallen, und könnt es erneut tun am: §Y[Root.china_raid_grace_cd.GetExpiryDate]§!;;Dejaste de asaltar China hace poco. Podrás volver a iniciar los asaltos en: §Y[Root.china_raid_grace_cd.GetExpiryDate]§!;;;;;;;;;x
china_tributary_cd;§YRecently Broke Free§!;§YS'est récemment libéré§!;§YErlangte kürzlich seine Freiheit§!;;§YLiberado recientemente§!;;;;;;;;;x
