#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

evt_OPTA_MNM_4304;I will tell [From.GetHerHim] how I have followed the ways of [From.GetMOSaint].;Je vais lui dire comment j'ai suivi les traces de [From.GetMOSaint].;Ich werde [From.Getihmihr] erzählen, wie ich dem Weg von [From.GetMOSaint] gefolgt bin.;;Le diré cómo seguí el camino de [From.GetMOSaint].;;;;;;;;;x
evt_OPTA_MNM_4305;I knew [From.GetSheHe] could do it!;Je savais qu'[From.GetIlElle] pouvait y arriver !;Ich wusste, [From.GetSheHe] schafft es!;;¡Sabía que podía hacerlo!;;;;;;;;;x
evt_OPTA_MNM_4306;I expected better of [From.GetHerHim];Je m'attendais à mieux venant de sa part.;Ich habe mehr von [From.Getihmihr] erwartet.;;Esperaba algo mejor de su parte;;;;;;;;;x
evt_OPTB_MNM_4304;Ha! I found better things to do!;Ha ! J'ai des choses plus intéressantes à faire !;Ha! Ich hatte bessere Dinge zu tun!;;¡Ja! Tengo mejores cosas que hacer.;;;;;;;;;x

EVTDESC_MNM_3262;I have received a letter from my fellow member of [This.Society.GetName], [monastic_poet.GetTitledFirstName]: "Dear [Root.GetSisterBrother] [Root.GetFirstName]. Will you, as the [Root.Religion.GetGroupName] scholar you are, please offer me some advice on my poetry? Or, the attempt of it?" Reading through the attached documents, there are multiple verses, all in honor of [monastic_poet.Religion.GetHighGodName].;J'ai reçu une lettre d'un[monastic_poet.Get_E] membre [This.Get_du_Society], [monastic_poet.Get_le_TitledFirstName]: « Ch[Root.GetErEre] [Root.GetSisterBrother] [Root.GetFirstName]. Accepteriez-vous, en tant qu'érudit[Root.Get_E] [Root.GetReligiousGroupMascFem], de me donner quelques conseils sur ma poésie ? ». En lisant les documents joints, il y a plusieurs versets, tous en l'honneur [monastic_poet.Get_du_HighGod].;Ich habe einen Brief von [monastic_poet.GetTitledFirstName], einem anderen Mitglied des "[This.Society.GetName]"-Zirkels, erhalten: "[Root.GetSisterBrother] [Root.GetFirstName]. Könnt Ihr mir bitte als Gelehrte[Root.GetrMale] [Root.Religion.GetGroupName] Dinge Rat zu meiner Dichtkunst geben? Oder besser gesagt: Zu meinem Versuch an der Dichtkunst?" Ich lese die beigefügten Manuskripte durch, bei denen es sich um mehrere Verse zum Lob von [monastic_poet.Religion.GetHighGodName] handelt.;;"He recibido una carta de un miembro de [This.Society.GetName], mi camarada [monastic_poet.GetTitledFirstName]: "[Root.GetSisterBrother] [Root.GetFirstName], ¿podrías, como erudito del credo [Root.Religion.GetGroupName], ofrecerme consejo sobre mi poesía? O mi intento de poesía". En los documentos adjuntos, se leen múltiples versos, todos dedicados a [monastic_poet.Religion.GetHighGodName].";;;;;;;;;x
EVTDESC_MNM_3264;I was beginning to think that [monastic_poet.GetTitledFirstName] took offense to my comments, but today I have received a new draft of [monastic_poet.GetHerHis] work – I am surprised to find that [monastic_poet.GetHerHis] words really speak to me. Scribbled in the margin I can just make out: "I implore you, [Root.GetSisterBrother], bear with me. It is not finished".;Je commençais à penser que [monastic_poet.Get_le_TitledFirstName] s'était offusqué[monastic_poet.Get_E] de mes commentaires, mais aujourd'hui, j'ai reçu un nouveau brouillon de son travail – je suis surpris[Root.Get_E] de constater que ses mots me parlent vraiment. Gribouillés dans la marge j'arrive juste à lire : « Je vous implore, [Root.GetSisterBrother], soyez indulgent[Root.Get_E] avec moi. Ce n'est pas terminé. »;Ich begann zu denken, dass [monastic_poet.GetTitledFirstName] Anstoß an meinen Kommentaren genommen hat, doch heute habe ich einen neuen Entwurf [monastic_poet.GetHerHis]er Arbeit erhalten, und zu meiner Überraschung machen die Worte einen starken Eindruck auf mich. Am Rand hingekritzelt steht: "Ich flehe Euch an, [Root.GetSisterBrother], habt Geduld mit mir. Es ist noch nicht fertig.";;"Empezaba a pensar que [monastic_poet.GetTitledFirstName] se había ofendido por mis comentarios, pero hoy he recibido un nuevo borrador de su obra: me sorprende ver que sus palabras me llegan. Garabateado en los márgenes, me parece leer: "Te lo ruego, [Root.GetSisterBrother], ten paciencia. No está terminado".";;;;;;;;;x
EVTDESC_MNM_3266_A;"I cannot believe that you went against my wishes", [monastic_poet.GetTitledName] writes to me. "The poems were far from finished, and now I receive word that my metaphors could use work? I have been humiliated!" I put the letter away, frowning.;« Je ne peux pas croire que vous êtes allé[Root.Get_E] à l'encontre de mes souhaits », vous écrit [monastic_poet.Get_le_TitledName]. « Les poèmes étaient loin d'être terminés, et maintenant je reçois un mot me disant que mes métaphores pourraient être mieux travaillées ? J'ai été humilié[monastic_poet.Get_E] ! » Vous rangez la lettre, en fronçant les sourcils.;"Ich kann es einfach nicht glauben, dass Ihr gegen meine Wünsche gehandelt habt", schreibt [monastic_poet.GetTitledName]. "Die Gedichte waren noch lange nicht vollendet, und jetzt erfahre ich, dass meine Metaphern noch viel zu wünschen übrig lassen? Ich fühle mich gedemütigt!" Ich lege den Brief stirnrunzelnd beiseite.;;"No puedo creer que no respetaras mis deseos", me escribe [monastic_poet.GetTitledName]. "Los poemas no estaban acabados en absoluto, y ahora ha llegado a mis oídos que mis metáforas podrían estar más trabajadas. ¡Me has humillado!". Dejo la carta a un lado, con el ceño fruncido. ";;;;;;;;;x
EVTDESC_MNM_3266_B;"I cannot believe that you went against my wishes", [monastic_poet.GetTitledName] writes to me. "The poems were far from finished, and now people are saying that perhaps I do not understand the comforting aspects of [monastic_poet.Religion.GetHighGodName]? I have been humiliated!" I put the letter away, frowning.;« Je ne peux pas croire que vous êtes allé[Root.Get_E] à l'encontre de mes souhaits », vous écrit [monastic_poet.Get_le_TitledName]. « Les poèmes étaient loin d'être terminés, et maintenant les gens disent que je ne comprends sans doute pas les aspects réconfortants [monastic_poet.Get_du_HighGod]. J'ai été humilié[monastic_poet.Get_E] ! » Vous rangez la lettre, en fronçant les sourcils.;"Ich kann es einfach nicht glauben, dass Ihr gegen meine Wünsche gehandelt habt", schreibt [monastic_poet.GetTitledName]. "Die Gedichte waren noch lange nicht vollendet, und jetzt sagen die Leute, ich verstünde nichts von den tröstlichen Aspekten von [monastic_poet.Religion.GetHighGodName]? Ich fühle mich gedemütigt!" Ich lege den Brief stirnrunzelnd beiseite.;;"No puedo creer que no respetaras mis deseos", me escribe [monastic_poet.GetTitledName]. "Los poemas no estaban acabados en absoluto, y ahora la gente dice que no entiendo el consuelo que proporciona [monastic_poet.Religion.GetHighGodName]. ¡Me has humillado!". Dejo la carta a un lado, con el ceño fruncido.";;;;;;;;;x
EVTDESC_MNM_3267;"I am flattered that you think [This.Society.GetName] could benefit from my work", [monastic_poet.GetTitledName] writes in [monastic_poet.GetHerHis] letter. "Thank you for your support, [Root.GetSisterBrother]" [monastic_poet.GetSheHe] continues, before assuring me of the finishing touches [monastic_poet.GetSheHe] intends to see to before the final version of the manuscript will enter the library.;« Je suis flatté[monastic_poet.Get_E] que vous pensiez que mon travail pourrait intéresser [This.Get_le_Society] », vous écrit [monastic_poet.Get_le_TitledName] dans sa lettre. « Merci de votre soutien, [Root.GetSisterBrother] » continue-t-[monastic_poet.GetIlElle], avant de vous assurer des corrections qu'[monastic_poet.GetIlElle] a l'intention d'apporter avant que la version définitive du manuscrit n'entre dans la bibliothèque.;"Ich fühle mich geschmeichelt, dass Ihr glaubt, der "[This.Society.GetName]"-Zirkel könne von meiner Arbeit profitieren", schreibt [monastic_poet.GetTitledName] in einem Brief. "Habt Dank für Eure Unterstützung, [Root.GetSisterBrother]", fährt [monastic_poet.GetSheHe] fort und versichert mir danach, dass [monastic_poet.GetSheHe] die Texte noch gründlich überarbeiten will, bevor die endgültige Version des Manuskripts in die Bibliothek aufgenommen wird.;;"Me halaga que pienses que mi obra podría beneficiar a [This.Society.GetName]", me escribe [monastic_poet.GetTitledName] en su carta. "Gracias por tu apoyo, [Root.GetSisterBrother]", continúa, y me garantiza que realizará unos retoques finales antes de que la versión final del manuscrito llegue a la biblioteca.";;;;;;;;;x
EVTDESC_MNM_3268;"I cannot believe that my words could have such an impact on someone, honored [Root.GetSocietyRank] [Root.GetFirstName]." I place the letter on the mantelpiece, the sigil of [monastic_poet.GetOnlyDynastyName] a friendly reminder of the comfort I feel.;« Je n'aurais jamais cru que mes mots puissent avoir autant d'effet sur quelqu'un, [Root.GetSocietyRank] [Root.GetFirstName] ». Vous placez la lettre sur la cheminée, le symbole des [monastic_poet.GetOnlyDynastyName], pour vous rappeler le bien que cela vous fait.;Ich kann es kaum glauben, dass meine Worte einen derartigen Eindruck auf jemanden machen könnten, [Root.GetSocietyRank] [Root.GetFirstName]. Ich lege den Brief auf den Kaminsims, und das Siegel der Dynastie [monastic_poet.GetOnlyDynastyName] erinnert mich angenehm an den Trost, den ich empfinde.;;"No puedo creer que mis palabras tuvieran semejante impacto en alguien, honorable [Root.GetSocietyRank] [Root.GetFirstName]". Dejo la carta sobre la repisa de la chimenea el sigilo de los [monastic_poet.GetOnlyDynastyName] es un recordatorio amistoso del consuelo que siento.";;;;;;;;;x
EVTDESC_MNM_3269_A;"I suppose that I should be flattered that you felt the need to stoop this low, you [GetFromRootInsult]", I read. My [monastic_poet.GetSisterBrother] [monastic_poet.GetFirstName] seems to have gotten wind of "my" poetry – it's currently the talk of the town and people seem to really appreciate how I focused on the comforting aspects of faith.;« Je suppose que je devrais être flatté[monastic_poet.Get_E] que vous ayez ressenti le besoin de vous abaisser si bas, vous [GetFromRootInsultNounAdj] », lis-je. M[monastic_poet.GetOnA] [monastic_poet.GetSisterBrother] [monastic_poet.GetFirstName] semble avoir eu vent de 'ma' poésie – tout le monde en parle actuellement, et les gens semblent vraiment apprécier comment j'ai parlé des aspects réconfortants de la foi.;"Ich nehme an, dass ich mich geschmeichelt fühlen sollte, dass Ihr es für notwendig erachtet habt, Euch so tief herabzulassen, [GetFromRootInsult]", lese ich. M[monastic_poet.Geteineine] [monastic_poet.GetSisterBrother] [monastic_poet.GetFirstName] scheint Wind von "meiner" Dichtkunst bekommen zu haben, über die momentan die ganze Stadt redet, und die Leute scheinen es sehr zu schätzen zu wissen, dass ich mich auf die tröstlichen Aspekte des Glaubens konzentriert habe.;;"Supongo que debería halagarme que sintieras la necesidad de caer tan bajo", leo. "Mi [monastic_poet.GetSisterBrother] [monastic_poet.GetFirstName] sí ha captado la esencia de mi poesía: es el tema de actualidad en la ciudad, y la gente parece apreciar de verdad cómo he enfocado el consuelo que infunde la fe".";;;;;;;;;x
EVTDESC_MNM_3269_B;"I suppose that I should be flattered that you felt the need to stoop this low, you [GetFromRootInsult]", I read. My [monastic_poet.GetSisterBrother] [monastic_poet.GetFirstName] seems to have gotten wind of "my" poetry – it's currently the talk of the town and people seem to really appreciate how effortless my metaphors seem.;« Je suppose que je devrais être flatté[monastic_poet.Get_E] que vous ayez ressenti le besoin de vous abaisser si bas, vous [GetFromRootInsultNounAdj] », lis-je. M[monastic_poet.GetOnA] [monastic_poet.GetSisterBrother] [monastic_poet.GetFirstName] semble avoir eu vent de 'ma' poésie – tout le monde en parle actuellement, et les gens semblent vraiment apprécier mes métaphores.;"Ich nehme an, dass ich mich geschmeichelt fühlen sollte, dass Ihr es für notwendig erachtet habt, Euch so tief herabzulassen, [GetFromRootInsult]", lese ich. M[monastic_poet.Geteineine] [monastic_poet.GetSisterBrother] [monastic_poet.GetFirstName] scheint Wind von "meiner" Dichtkunst bekommen zu haben, über die momentan die ganze Stadt redet, und die Leute scheinen es sehr zu schätzen zu wissen, wie mühelos meine Metaphern wirken.;;"Supongo que debería halagarme que sintieras la necesidad de caer tan bajo", leo. "Mi [monastic_poet.GetSisterBrother] [monastic_poet.GetFirstName] sí ha captado la esencia de mi poesía: es el tema de actualidad en la ciudad, y la gente parece apreciar de verdad lo naturales que suenan mis metáforas".";;;;;;;;;x
EVTDESC_MNM.4619;I have done it! I have the relic and there is not a scratch on me! I have covered my tracks as best I can. Nobody seems to suspect it was I who killed [monastic_artifact_witness.GetSocietyRank] [monastic_artifact_witness.GetFirstName] and took the artifact.;J'y suis parvenu ! J'ai la relique et je n'ai pas une égratignure ! J'ai effacé mes traces autant que j'ai pu. Personne ne semble soupçonner que c'est moi qui ai tué [monastic_artifact_witness.Get_le_SocietyRank] [monastic_artifact_witness.GetFirstName] et qui ai pris l'artefact.;Ich habe es geschafft! Ich habe das Relikt und selbst nicht einmal einen Kratzer abbekommen! Meine Spuren habe ich so gut wie möglich verwischt. Niemand wird mich als den Mörder von [monastic_artifact_witness.GetSocietyRank] [monastic_artifact_witness.GetFirstName] oder als den Dieb verdächtigen.;;¡Lo he logrado! ¡Tengo la reliquia y he salido indemne! He eliminado mis pistas lo mejor que he podido. Nadie parece sospechar que fui yo quien mató a [monastic_artifact_witness.GetSocietyRank] [monastic_artifact_witness.GetFirstName] y se llevó el artefacto.;;;;;;;;;x
EVTDESC_MNM.4620;I have done it! I have the relic and only suffered a minor scratch in the scuffle. It will heal in time, and I even managed to hide it from my Brothers and Sisters.;J'y suis parvenu ! J'ai la relique et je m'en sors avec une égratignure qui guérira avec le temps. J'ai même réussi à cacher mon acte à mes frères et soeurs.;Ich habe es geschafft! Ich habe das Relikt und selbst auch nur einen kleinen Kratzer abbekommen. Dieser wird bald verheilt sein und es ist mir sogar gelungen, ihn vor meinen Brüdern und Schwestern zu verbergen.;;¡Lo he logrado! Tengo la reliquia y solo he salido con un rasguño de la refriega. Con el tiempo se curará, e incluso he logrado ocultárselo a mis hermanos y hermanas.;;;;;;;;;x
EVTDESC_MNM.4621;I have the relic, but it almost literally cost me an arm and a leg... I was lucky to only have lost what I did, and even more so that everyone seemed to believe the tale I spun of bravely fighting off the 'unknown thief'.;J'ai la relique, mais cela m'a presque littéralement coûté un bras et une jambe... J'ai eu de la chance, surtout que tout le monde a semblé croire le récit que j'ai donné, à savoir que j'ai bravement lutté contre le « voleur inconnu ».;Ich habe das Relikt, aber beinahe hätte es mich buchstäblich einen Arm und ein Bein gekostet. Zum Glück ist mir nicht noch mehr passiert und ein noch größeres Glück ist, dass man mir mein Märchen darüber, wie ich mich tapfer dem "unbekannten Dieb" entgegenwarf, abzukaufen scheint.;;"Tengo la reliquia, pero podría haberme salido caro... He tenido suerte de perder lo que perdí, sobre todo porque todos se han creído el cuento que solté sobre mi enfrentamiento contra ese "ladrón desconocido".";;;;;;;;;x
EVTDESC_MNM.4622;As I dash towards [monastic_artifact_witness.GetHerHim], [monastic_artifact_witness.GetSocietyRank] [monastic_artifact_witness.GetFirstName] does not seem to be as surprised as I took [monastic_artifact_witness.GetHerHim] for! Swiftly [monastic_artifact_witness.GetSheHe] draws a blade, and as I wrestle [monastic_artifact_witness.GetHerHim] to the ground I feel the cold metal sink in my chest...;Alors que je me précipite vers [monastic_artifact_witness.GetLuiElle], [monastic_artifact_witness.Get_le_SocietyRank] [monastic_artifact_witness.GetFirstName] ne semble pas être aussi surpris[monastic_artifact_witness.Get_E] que je le pensais ! [monastic_artifact_witness.GetIlElleCap] sort rapidement une lame, et alors que je [monastic_artifact_witness.GetLeLa] terrasse, je sens le métal froid s'enfoncer dans ma poitrine...;Als ich auf [monastic_artifact_witness.GetHerHim] zustürme, wirkt [monastic_artifact_witness.GetSocietyRank] [monastic_artifact_witness.GetFirstName] weniger überrascht, als ich angenommen hatte! Im Nu zieht er einen Dolch und als ich [monastic_artifact_witness.GetHerHim] zu Boden ringe, fühle ich kalten Stahl, erst auf und dann auch in meiner Brust ...;;¡Cuando me lanzo hacia [monastic_artifact_witness.GetHerHim], [monastic_artifact_witness.GetSocietyRank] [monastic_artifact_witness.GetFirstName] no parece sorprenderse tanto como yo creía que lo haría! Rápidamente, saca una hoja, y cuando [monastic_artifact_witness.GetLoLa] tiro contra el suelo, siento el frío metal hundirse en mi pecho.;;;;;;;;;x
EVTDESC_MNM_4011;[Root.GetMOGreeting], [Root.GetSocietyRank] [Root.GetFirstName]\n\n[Root.Society.GetNameCap] is in need of more funds to maintain charitable functions. We hope you are able to spare some of your worldly wealth to help us on this holy mission.\n\n[Root.GetMOFarewell],\nSigned, [monastic_leader.GetSocietyRank] [monastic_leader.GetFirstName];[Root.GetMOGreeting], [Root.GetSocietyRank] [Root.GetFirstName]\n\n[Root.Get_Le_Society] a besoin de plus de fonds pour maintenir ses activités de bienfaisance. Nous espérons que vous soyez capable de vous passer d'une partie de vos richesses afin de nous aider dans cette sainte mission.\n\n[Root.GetMOFarewell],\nSigné, [monastic_leader.GetSocietyRank] [monastic_leader.GetFirstName];[Root.GetMOGreeting], [Root.GetSocietyRank] [Root.GetFirstName],\nder "[Root.Society.GetNameCap]"-Zirkel benötigt mehr Geld, um seine wohltätigen Funktionen aufrechtzuerhalten. Wir hoffen, Ihr könnt einen Teil Eurer weltlichen Reichtümer erübrigen, um uns bei dieser heiligen Mission zu unterstützen.\n\n[Root.GetMOFarewell]\n[monastic_leader.GetSocietyRank] [monastic_leader.GetFirstName];;[Root.GetMOGreeting], [Root.GetSocietyRank] [Root.GetFirstName]:\n\n[Root.Society.GetNameCap] necesita más fondos para seguir desempeñando funciones caritativas. Esperamos que puedas invertir parte de tus bienes terrenales para contribuir a nuestra sagrada misión.\n\n[Root.GetMOFarewell],\nFirmado: [monastic_leader.GetSocietyRank] [monastic_leader.GetFirstName];;;;;;;;;x
