EVTOPTA_HF_46011;Let us be careful, and grab what we can.;Restons prudents et emparons-nous de ce que nous pouvons.;Seien wir besser vorsichtig und nehmen was wir können.;;Tengamos cuidado y tomemos lo que podamos.;;;;;x
EVTOPTA_HF_46011_TT;You find a couple of trinkets.;Vous trouvez quelques babioles.;Ihr findet ein paar Schmuckstücke.;;Encuentras un par de baratijas.;;;;;x
EVTOPTA_HF_46012;Oh my, how preposterous! Put [From.GetHerHim] away!;Comme c'est risible ! Enfermez-[From.GetLeLa] !;Welch Frevel! Bringt [From.Getihnsie] weg!;;¡Qué ridículo! ¡Acabad con [From.GetElElla]!;;;;;x
EVTOPTA_HF_46020;Take everything of value, and leave nothing behind.;Prendre tout ce qui a de la valeur et ne rien laisser.;Nehmt alles von Wert. Lasst nichts zurück!;;Llevaos todo lo de valor y no dejéis nada.;;;;;x

EVTOPTB_HF_46000;Refurbishing the tomb and granting the church a large public donation.;Rénover le tombeau et faire un don conséquent à l'Église.;Das Grab zu renovieren und der Kirche eine große Spende zu machen.;;Restaurar la tumba y conceder una gran donación pública a la iglesia.;;;;;x
EVTOPTB_HF_46001;I can only wish to be like [saintly_burial_site.province_saint.GetHerHim]...;J'aimerais être comme [saintly_burial_site.province_saint.GetLuiElle]...;Ich kann nur wünschen so wie [saintly_burial_site.province_saint.GetSheHe] zu sein.;;Solo puedo desear ser como [saintly_burial_site.province_saint.GetElElla]…;;;;;x
EVTOPTB_HF_46010;Why yes, that sounds like a good idea.;Cela semble être une bonne idée.;Warum nicht!? Das klingt nach einer guten Idee.;;Claro que sí, parece una buena idea.;;;;;x
EVTOPTB_HF_46010_TT;Preparations to pillage the burial site begins.;Les préparations au pillage du lieu de sépulture commencent.;Vorbereitungen zur Plünderung der Grabstätte beginnen.;;Comienzan los preparativos para saquear el enterramiento.;;;;;x
EVTOPTB_HF_46011;Silly man, we are here to get as much as possible.;Idiot ! Nous sommes ici pour en prendre autant que possible.;Dummkopf, wir sind hier, um so viel wie möglich mitzunehmen.;;Estúpido, estamos aquí para tomar todo lo que podamos.;;;;;x
EVTOPTB_HF_46011_TT;You find some valuable items.;Vous trouvez des objets précieux.;Ihr findet einige wertvolle Gegenstände.;;Encuentras objetos valiosos.;;;;;x
EVTOPTB_HF_46020;We are not barbarians like them, we will leave it alone.;Nous ne sommes pas des barbares contrairement à eux. Nous ne ferons rien.;Wir sind keine Barbaren wie sie.;;No somos bárbaros como ellos, lo dejaremos en paz.;;;;;x

EVTOPTC_HF_46000;To make a large public donation to the church.;Faire un don conséquent à l'Église.;Der Kirche eine große öffentliche Spende zukommen zu lassen.;;Hacer una gran donación pública a la iglesia.;;;;;x

EVTOPTD_HF_46000;Making some money off of them.;Se faire de l'argent à leurs dépens.;Geld mit ihnen zu machen.;;Ganar algo de dinero de ellos.;;;;;x

EVTOPTE_HF_46000;I will converse with the pilgrims.;Je vais converser avec les pèlerins.;Mich mit den Pilgern zu unterhalten.;;Conversar con los peregrinos.;;;;;x

EVTOPTF_HF_46000;Talk to them about my own pilgrimage.;Leur parler de mon propre pèlerinage.;Mit ihnen über meine eigene Pilgerreise zu reden.;;Hablar con ellos sobre mi propia peregrinación.;;;;;x
