gov_hereditary_aristocratic_monarchy_tengri;Hereditary Aristocratic [PrimaryTitle.GetTier];[PrimaryTitle.GetTier] (régime héréditaire et aristocratique);[PrimaryTitle.GetTier] (Aristokratisch und mit Erbfolge);;[PrimaryTitle.GetTier] aristocrático hereditario ;;;;;;;;;x
gov_hereditary_danelaw;Hereditary Danelaw;Danelagh (régime héréditaire);Danelag (Erbfolge);;Danelaw hereditario;;;;;;;;;x
gov_hereditary_despotic_autocracy;Hereditary Despotic Imperial Autocracy;Autocratie impériale (régime héréditaire et despotique);Despotische Kaiserliche Autokratie mit Erbfolge;;Autocracia imperial despótica hereditaria;;;;;;;;;x
gov_hereditary_despotic_autocracy_indian;Despotic Imperial Autocracy;Autocratie impériale (régime despotique);Despotische Kaiserliche Autokratie;;Autocracia imperial despótica;;;;;;;;;x
gov_hereditary_despotic_autocracy_norse;Hereditary Despotic Imperial Autocracy;Autocratie impériale (régime héréditaire et despotique);Despotische Kaiserliche Autokratie mit Erbfolge;;Autocracia imperial despótica hereditaria;;;;;;;;;x
gov_hereditary_despotic_autocracy_tengri;Hereditary Despotic Imperial Autocracy;Autocratie impériale (régime héréditaire et despotique);Despotische Kaiserliche Autokratie mit Erbfolge;;Autocracia imperial despótica hereditaria;;;;;;;;;x
gov_hereditary_despotic_hre;Hereditary Despotic [PrimaryTitle.GetTier];[PrimaryTitle.GetTier] (régime héréditaire et despotique);[PrimaryTitle.GetTier] (Despotisch und mit Erbfolge);;[PrimaryTitle.GetTier] despótico hereditario;;;;;;;;;x
gov_hereditary_despotic_monarchy;Hereditary Despotic [PrimaryTitle.GetTier];[PrimaryTitle.GetTier] (régime héréditaire et despotique);[PrimaryTitle.GetTier] (Despotisch und mit Erbfolge);;[PrimaryTitle.GetTier] despótico hereditario ;;;;;;;;;x
gov_hereditary_despotic_monarchy_indian;Despotic [PrimaryTitle.GetTier];[PrimaryTitle.GetTier] (régime despotique);[PrimaryTitle.GetTier] (Despotisch);;[PrimaryTitle.GetTier] despótico;;;;;;;;;x
gov_hereditary_despotic_monarchy_norse;Hereditary Despotic [PrimaryTitle.GetTier];[PrimaryTitle.GetTier] (régime héréditaire et despotique);[PrimaryTitle.GetTier] (Despotisch und mit Erbfolge);;[PrimaryTitle.GetTier] despótico hereditario ;;;;;;;;;x
gov_hereditary_despotic_monarchy_tengri;Hereditary Despotic [PrimaryTitle.GetTier];[PrimaryTitle.GetTier] (régime héréditaire et despotique);[PrimaryTitle.GetTier] (Despotisch und mit Erbfolge);;[PrimaryTitle.GetTier] despótico hereditario ;;;;;;;;;x
gov_hereditary_despotic_monarchy_zoro;Hereditary Despotic [PrimaryTitle.GetTier];[PrimaryTitle.GetTier] (régime héréditaire et despotique);[PrimaryTitle.GetTier] (Despotisch und mit Erbfolge);;[PrimaryTitle.GetTier] despótico hereditario ;;;;;;;;;x
gov_hereditary_zun;Hereditary [PrimaryTitle.GetTier] of the Sun;[PrimaryTitle.GetTier] du Soleil (régime héréditaire);Erbfolge-[PrimaryTitle.GetTier] der Sonne;;[PrimaryTitle.GetTier] hereditario del Sol;;;;;;;;;x
gov_imperial_carolingian_hegemony;Imperial Carolingian Hegemony;Hégémonie carolingienne impériale;Kaiserliche Karolingische Hegemonie;;Hegemonía imperial carolingia;;;;;;;;;x
gov_khaganate;[Culture.GetName] [PrimaryTitle.GetTier];[PrimaryTitle.GetTier] ([Culture.GetName]);[Culture.GetName]es [PrimaryTitle.GetTier];;[PrimaryTitle.GetTier] [Culture.GetName];;;;;;;;;x
gov_king_electorate;King Electorate;Royauté électorale;Königselektorat;;Electorado real;;;;;;;;;x
gov_king_viceroy;[Liege.PrimaryTitle.GetAdjective] Viceroyalty;Vice-royauté [Liege.PrimaryTitle.GetAdjective];[Liege.PrimaryTitle.GetAdjective] – Vizekönigreich;;Virreinato  [Liege.PrimaryTitle.GetAdjective];;;;;;;;;x
gov_king_viceroy_byz;[Liege.PrimaryTitle.GetAdjective] Exarchate;Exarchat [Liege.PrimaryTitle.GetAdjective];[Liege.PrimaryTitle.GetAdjective] – Exarchat;;Exarcado [Liege.PrimaryTitle.GetAdjective];;;;;;;;;x
gov_muslim_absolute_autocracy;Absolute Imperial Autocracy;Autocratie impériale (régime absolu);Absolute Kaiserliche Autokratie;;Autocracia imperial absoluta;;;;;;;;;x
gov_muslim_absolute_monarchy;Absolute [PrimaryTitle.GetTier];[PrimaryTitle.GetTier] (régime absolu);[PrimaryTitle.GetTier] (Absolut);;[PrimaryTitle.GetTier] absoluto;;;;;;;;;x
gov_muslim_aristocratic_autocracy;Aristocratic Imperial Autocracy;Autocratie impériale (régime aristocratique);Aristokratische Kaiserliche Autokratie;;Autocracia imperial aristocrática;;;;;;;;;x
gov_muslim_aristocratic_monarchy;Aristocratic [PrimaryTitle.GetTier];[PrimaryTitle.GetTier] (régime aristocratique);[PrimaryTitle.GetTier] (Aristokratisch);;[PrimaryTitle.GetTier] aristocrático;;;;;;;;;x
gov_muslim_chiefdom;[Religion.GetGroupName] [PrimaryTitle.GetTier];[PrimaryTitle.GetTier] ([Religion.GetGroupName]);[Religion.GetGroupName]es [PrimaryTitle.GetTier];;[PrimaryTitle.GetTier] [Religion.GetName];;;;;;;;;x
gov_muslim_despotic_autocracy;Despotic Imperial Autocracy;Autocratie impériale (régime despotique);Despotische Kaiserliche Autokratie;;Autocracia imperial despótica;;;;;;;;;x
gov_muslim_despotic_monarchy;Despotic [PrimaryTitle.GetTier];[PrimaryTitle.GetTier] (régime despotique);[PrimaryTitle.GetTier] (Despotisch);;[PrimaryTitle.GetTier] despótico;;;;;;;;;x
gov_noble_african_chiefdom;Noble [Religion.GetGroupName] [PrimaryTitle.GetTier];[PrimaryTitle.GetTier] noble ([Religion.GetGroupName]);[Religion.GetGroupName]es [PrimaryTitle.GetTier] (Adlige);;Noble [PrimaryTitle.GetTier] [Religion.GetName];;;;;;;;;x
gov_noble_chiefdom;Noble [Religion.GetGroupName] [PrimaryTitle.GetTier];[PrimaryTitle.GetTier] ([Religion.GetGroupName]) noble;Adliges [Religion.GetGroupName]es [PrimaryTitle.GetTier];;Noble [PrimaryTitle.GetTier] [Religion.GetGroupName];;;;;;;;;x
gov_noble_muslim_chiefdom;Noble [Religion.GetGroupName] [PrimaryTitle.GetTier];[PrimaryTitle.GetTier] noble ([Religion.GetGroupName]);[Religion.GetGroupName]es [PrimaryTitle.GetTier] (Adlige);;Noble [PrimaryTitle.GetTier] [Religion.GetName];;;;;;;;;x
gov_noble_norse_chiefdom;Noble [Religion.GetName] [PrimaryTitle.GetTier];[PrimaryTitle.GetTier] noble ([Religion.GetName]);Adliges [Religion.GetName]es [PrimaryTitle.GetTier];;Noble [PrimaryTitle.GetTier] [Religion.GetName];;;;;;;;;x
gov_nomadic_mongol_empire;Ikh Mongol Uls;Empire mongol;Ikh Mongol Uls;;Ikh Mongol Uls;;;;;;;;;x
gov_norse_chiefdom;[Religion.GetName] [PrimaryTitle.GetTier];[PrimaryTitle.GetTier] ([Religion.GetName]);[Religion.GetName]es [PrimaryTitle.GetTier];;[PrimaryTitle.GetTier] [Religion.GetName];;;;;;;;;x
gov_oligarchic_republic;Oligarchic [PrimaryTitle.GetTier];[PrimaryTitle.GetTier] (régime oligarchique);[PrimaryTitle.GetTier] (Oligarchisch);;[PrimaryTitle.GetTier] oligárquico;;;;;;;;;x
gov_patrician;[GetOnlyDynastyName] Patriciate;[GetOnlyDynastyName] (régime patricien);Patrizierregierung der [GetOnlyDynastyName];;Patriciado de [GetOnlyDynastyName];;;;;;;;;x
gov_plutocratic_republic;Plutocratic [PrimaryTitle.GetTier];[PrimaryTitle.GetTier] (régime ploutocratique);[PrimaryTitle.GetTier] (Plutokratisch);;[PrimaryTitle.GetTier] plutocrático;;;;;;;;;x
gov_prince_electorate;Prince Electorate;Principauté électorale;Prinzenelektorat;;Electorado principesco;;;;;;;;;x
gov_revolt;[PrimaryTitle.GetAdjective] Revolt;Révolte [PrimaryTitle.GetAdjective];[PrimaryTitle.GetAdjective]e Revolte;;[PrimaryTitle.GetAdjective] Revuelta;;;;;;;;;x
gov_romuva_eldership;[Religion.GetName] Eldership;Conseil des Anciens ([Religion.GetName]);[Religion.GetName]e-Ältestenherrschaft;;Anciano [Religion.GetName];;;;;;;;;x
gov_terror;[PrimaryTitle.GetTier] of Terror;[PrimaryTitle.GetTier] de terreur;[PrimaryTitle.GetTier] des Schreckens;;[PrimaryTitle.GetTier] del Terror;;;;;;;;;x
gov_bad_pope;Papacy;Papauté;Pontifikat;;Papado;;;;;;;;;x
gov_elective_muslim_absolute_autocracy;Elective Absolute Imperial Autocracy;Autocratie impériale (régime électoral et absolu);Absolute kaiserliche Autokratie mit Elektorat;;Autocracia imperial absoluta electiva;;;;;;;;;x
gov_elective_muslim_absolute_monarchy;Elective Absolute [PrimaryTitle.GetTier];[PrimaryTitle.GetTier] (régime électoral et absolu);Absolut mit Elektorat [PrimaryTitle.GetTier];;Absoluto electivo [PrimaryTitle.GetTier];;;;;;;;;x
gov_elective_muslim_aristocratic_autocracy;Elective Aristocratic Imperial Autocracy;Autocratie impériale (régime électoral et aristocratique);Aristokratische kaiserliche Autokratie mit Elektorat;;Autocracia imperial aristocrática electiva;;;;;;;;;x
gov_elective_muslim_aristocratic_monarchy;Elective Aristocratic [PrimaryTitle.GetTier];[PrimaryTitle.GetTier] (régime électoral et aristocratique);Aristokratie mit Elektorat [PrimaryTitle.GetTier];;Aristocrático electivo [PrimaryTitle.GetTier];;;;;;;;;x
gov_elective_muslim_despotic_autocracy;Elective Despotic Imperial Autocracy;Autocratie impériale (régime électoral et despotique);Despotische kaiserliche Autokratie mit Elektorat;;Autocracia imperial despótica electiva;;;;;;;;;x
gov_elective_muslim_despotic_monarchy;Elective Despotic [PrimaryTitle.GetTier];[PrimaryTitle.GetTier] (régime électoral et despotique);Despotie mit Elektorat [PrimaryTitle.GetTier];;Despótico electivo [PrimaryTitle.GetTier];;;;;;;;;x
gov_patriarchate;[Religion.GetName] Patriarchate;Patriarcat [GetReligionMasc];[Religion.GetName]es Patriarchat;;[Religion.GetName] Patriarcado;;;;;;;;;x
gov_pope;[Religion.GetName] Papacy;Papauté [Religion.GetName];[Religion.GetName]es Pontifikat;;[Religion.GetName] Papado;;;;;;;;;x
gov_republic;Republic;République;Republik;;República;;;;;;;;;x
gov_theocracy;[Religion.GetName] Theocracy;Théocratie [Religion.GetName];[Religion.GetName]e Theokratie;;[Religion.GetName] Teocracia;;;;;;;;;x
gov_mercenary;Mercenary Band;Bande mercenaire;Söldnertrupp;;Banda de mercenarios;;;;;;;;;x
gov_african_eldership;African Eldership;Conseil africain des Anciens;Afrikanisches Ältestenrecht;;Antigüedad africana;;;;;;;;;;x
gov_duchy_viceroy_roman;[Liege.PrimaryTitle.GetAdjective] Proconsulate;Proconsulat [Liege.PrimaryTitle.GetAdjective];[Liege.PrimaryTitle.GetAdjective]es Prokonsulat;;Proconsulado [Liege.PrimaryTitle.GetAdjective];;;;;;x
gov_king_viceroy_roman;[Liege.PrimaryTitle.GetAdjective] Province;Province [Liege.PrimaryTitle.GetAdjective];[Liege.PrimaryTitle.GetAdjective]e Provinz;;Provincia [Liege.PrimaryTitle.GetAdjective];;;;;;x
gov_noble_romuva_eldership;Noble [Religion.GetName] Tribe;Noble tribu [Religion.GetName];Adliger [Religion.GetName]er Stamm;;Noble tribu [Religion.GetName] ;;;;;;x
gov_order;Religious Order;Ordre religieux;Religiöser Orden;;Orden religiosa;;;;;x
gov_order_shia;Assassin Order;Ordre assassin;Assassinenorden;;Orden de asesinos;;;;;x
gov_roman_imperial_government;Imperial Militaristic Autocracy;Autocratie impériale militariste;Kaiserliche Militärautokratie;;Autocracia imperial militarista;;;;;;x
gov_roman_imperial_government_decayed;Vestigial Empire;Vestige d'empire;Rudimentäres Reich;;Imperial vestigial;;;;;;x
gov_romuva_tribe;[Religion.GetName] Tribe;Tribu [Religion.GetName];[Religion.GetName]er Stamm;;Tribu [Religion.GetName] ;;;;;;x
gov_confucian;Chinese Protectorate;Protectorat chinois;Chinesisches Protektorat;;Protectorado chino;;;;;;;;;x
gov_pretender_chinese_empire;Chinese Empire;Empire chinois;Chinesisches Reich;;Imperio chino;;;;;;;;x;
gov_aztec_empire;Aztec Hegemony;Hégémonie aztèque;Aztekische Hegemonie;;Hegemonía azteca;;;;;;;;;x
