#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

EVTDESC65010;The more stressed [From.GetTitledFirstName] gets, the more blunt and outspoken [From.GetSheHe] becomes. There have been rumors about what happened the last time the [From.Religion.GetName] [From.Religion.GetPriestTitle]s visited us, and none of us who experienced the awkwardness and rage of [From.GetTitledFirstName] are keen to watch that happen again.;Plus [From.Get_le_TitledFirstName] souffre d'anxiété, plus ses paroles sont sans détour. Des rumeurs ont circulé sur ce qu'il s'est passé la dernière fois que les [From.Religion.GetPriestTitle]s [From.Religion.GetName] nous ont rendu visite, et aucun de ceux qui ont fait l'expérience de la maladresse et de la rage [From.Get_du_TitledFirstName] n'ont envie que cela se reproduise.;Je gestresster [From.GetTitledFirstName] wird, desto ungehobelter und unverblümter drückt [From.GetSheHe] sich aus. Darüber, was beim letzten Besuch der [From.Religion.GetName] [From.Religion.GetPriestTitle] passiert ist, kursieren Gerüchte. Keiner von uns, der die Unbeholfenheit und Raserei von [From.GetTitledFirstName] miterlebt hat, möchte diese Erfahrung gerne wiederholen.;;Cuanto más nervioso está [From.GetTitledFirstName], más brusco y directo se muestra. Hubo rumores de lo que pasó la última vez que nos visitaron los [From.Religion.GetPriestTitle]s de [From.Religion.GetName], y a nadie de los que presenció la ira e incomodidad de [From.GetTitledFirstName] le apetece verlo de nuevo.;;;;;;;;;x
EVTDESC65011;The stress and the frustration inside of me reached boiling point today when something important went fatally wrong. I lashed out in anger to hide my frustration and the anger went straight for the closest person,;Une affaire importante a mal tourné aujourd'hui et mon anxiété a pris le dessus. Je me suis mis[Root.Get_E] en colère contre la personne la plus proche de moi,;Heute haben mein Stress und meine Frustration den Siedepunkt erreicht, als etwas Wichtiges völlig misslang. Zum Verbergen meiner Frustration keilte ich aus und ging direkt auf die nächstbeste Person los,;;Mi nerviosismo y frustración llegaron hoy al límite cuando algo importante salió mal. Tuve un arranque de ira y lo pagó la persona que estaba más cerca, ;;;;;;;;;x
EVTDESC65012;The anger in [From.GetFirstName]'s eyes frightened me and as [From.GetSheHe] poured [From.GetHerHis] anger and frustration on me, instead of addressing what really troubled [From.GetHerHim], I stood quietly and let [From.GetFirstName] get it out of [From.GetHerHis] system.;La colère qui se lisait dans les yeux de [From.GetFirstName] m'a fait peur et tandis qu'[From.GetIlElle] déversait sa rage et sa frustration sur moi, au lieu d'affronter le problème qui [From.GetLeLa] préoccupait, j'ai patiemment attendu qu'[From.GetIlElle] se calme.;Der Zorn in [From.GetFirstName]s Augen jagte mir Angst ein, und als [From.GetSheHe] all den aufgestauten Zorn und Frust an mir ausließ, anstatt das Problem anzugehen, das [From.GetHerHim] wirklich bedrückte, stand ich ruhig dort und ließ [From.GetFirstName] all diese Gefühle abreagieren.;;La ira en los ojos de [From.GetFirstName] me asustó y cuando la dirigió contra mí en lugar de contra quien le enfadaba, guardé silencio y dejé que [From.GetFirstName] se desahogara.;;;;;;;;;x
EVTDESC65020;My fosterling is a weakling without any backbone! I would truly feel ashamed of myself if I couldn't do something to make the child less of a coward.;L'enfant qu'on m'a confié est une mauviette sans aucun caractère ! J'aurais vraiment honte de moi si je ne parvenais pas à l'en guérir.;Mein Pflegekind ist ein Schwächling ohne Rückgrat! Ich würde mich selbst schämen, wenn ich dem Kind seine Feigheit nicht ein wenig abgewöhnen könnte.;;¡Mi hijo adoptivo es un enclenque! Sentiría vergüenza de mí mismo si no evito que se convierta en un cobarde.;;;;;;;;;x
EVTDESC65021;I was bored until I remembered the prisoner in my dungeons. I had so many deliciously cruel ideas as what to do to the prisoner, but I finally narrowed the ideas down to two: slowly reduce the food rationings or release rats in the prisoner's cell.;Je m'ennuyais lorsqu'il m'est venu à l'esprit qu'une personne croupissait dans mes cachots. Beaucoup d'idées délicieusement cruelles m'ont traversé l'esprit, mais je n'en ai conservé que deux : réduire progressivement ses rations de nourriture ou lâcher des rats dans sa cellule.;Ich langweilte mich, bis ich mich an den Gefangenen in meinen Kerkern erinnerte. Ich hatte so viele wunderbar grausame Ideen, was ich mit ihm anstellen könnte, aber schließlich schränkte ich die Auswahl auf zwei Möglichkeiten ein: Langsam seine Essensrationen reduzieren oder Ratten in seiner Zelle freilassen.;;Me aburría hasta que recordé al prisionero de mi mazmorra. Se me ocurrían muchas cosas deliciosas que hacerle, pero al final elegí dos: reducirle la comida o introducir ratas en su celda.;;;;;;;;;x
EVTDESC65022;We were high above the courtyard with courtiers scurrying around looking like ants. I ordered my bow and bow to be brought to me and started shooting at them, laughing at the panic and the looks they threw up at me.;Nous dominions la Cour, les courtisans allant et venant en contrebas, comme des fourmis. J'ai ordonné qu'on m'apporte mon arc et j'ai commencé à tirer sur eux, en riant à la vue de leur panique et des regards qu'ils me lançaient.;Wir waren so hoch über dem Innenhof, dass die herumwuselnden Höflinge wie Ameisen aussahen. Ich ließ mir Pfeil und Bogen geben und fing an, auf sie zu schießen. Ich lachte über ihre Panik und die Blicke, die sie mir zuwarfen.;;Estábamos sobre el patio viendo a los cortesanos correteando como hormigas. Pedí mi arco y empecé a dispararles, riéndome de su miedo y su sorpresa.;;;;;;;;;x
EVTDESC65023;I do not tolerate any cravenness in my court, I despise the scared eyes of one of the courtiers and the way the courtier shy away from me and everything scary. There must be a way to cure the courtier of this cowardness, but how?;La lâcheté n'a pas sa place au sein de ma Cour. Je méprise les regards apeurés d'un de mes courtisans et la façon dont il s'effarouche quand il me voit ou lorsqu'il est confronté à une chose qui lui fait peur. Il doit y avoir un moyen de le guérir de cette lâcheté, mais lequel ?;An meinem Hof toleriere ich keinerlei Zaghaftigkeit. Ich verachte die ängstlichen Augen eines der Höflinge und die Art, wie er vor mir und allem Erschreckenden zurückweicht. Es muss doch einen Weg geben, dem Höfling seine Feigheit auszutreiben. Aber wie?;;No toleraré la cobardía en mi corte, desprecio la mirada asustada de un cortesano y su modo de rehuirme a mí y a todo lo que da miedo. Debe haber un modo de curar su cobardía, ¿pero cuál?;;;;;;;;;x
EVTDESC65030;Nothing feels good, nothing feels fun nor interesting. I am in the deepest, blackest pit of sorrow and worthlessness, feeling as I will never be able to escape from it and wondering why God makes us feel like this...;Rien n'a de saveur, rien de m'amuse et rien ne m'intéresse. J'éprouve une profonde tristesse et je me sens inutile. J'ai l'impression que je ne m'en sortirai jamais et je me demande pourquoi Dieu m'impose une telle épreuve...;Nichts fühlt sich gut an, nichts macht mir Spaß oder interessiert mich. Ich sitze im tiefsten, schwärzesten Loch der Traurigkeit und Wertlosigkeit. Ich fühle mich, als ob ich ihm nie entrinnen werde. Warum lässt uns Gott derart fühlen?;;Nada me divierte ni me interesa. Estoy en un profundo foso de tristeza y vacío, sintiendo que nunca podré salir, y me pregunto por qué Dios hace que me sienta así...;;;;;;;;;x
EVTDESC65031;The sickness is slowly eating away at me, making me look like a shadow of my former self. No matter what I do, no matter how many physicians I pay to cure me, nothing seems to help.;La maladie me ronge progressivement. Je ne suis plus que l'ombre de moi-même. Quoi que je fasse et malgré tous les médecins que je paie pour me soigner, rien n'y fait.;Die Krankheit nagt langsam an mir und lässt mich wie einen Schatten meiner selbst erscheinen. Egal was ich mache, ganz gleich, wie viele Ärzte ich bezahle - nichts scheint zu helfen.;;La enfermedad me consume poco a poco convirtiéndome en una sombra de lo que fui. No importa lo que haga ni cuántos médicos contrate, nada me ayuda.;;;;;;;;;x
EVTDESC65032;My God, why have you forsaken me? I have been cursed with a fever, a headache from Hell and now I am coughing blood. I think [Root.Religion.GetRandomGodName] must have decided to punish me for my sins!;Mon Dieu, pourquoi m'avez-vous abandonné[Root.Get_E] ? J'ai eu de la fièvre, un mal de tête infernal et maintenant je crache du sang. Je crois que [Root.Religion.GetRandomGodName] a décidé de me punir pour mes péchés !;Mein Gott, warum hast du mich verlassen? Erst war ich mit einem Fieber und höllischen Kopfschmerzen verflucht, jetzt huste ich Blut. [Root.Religion.GetRandomGodName] muss wohl entschieden haben, mich für meine Sünden zu bestrafen!;;Dios mío, ¿por qué me has abandonado? He sido maldecido por una fiebre, un infernal dolor de cabeza y ahora toso sangre. ¡Creo que [Root.Religion.GetRandomGodName] me está castigando por mis pecados!;;;;;;;;;x
EVTDESC65033;Jesus healed people like me, if I just was more devout and truly repented my sins He might heal me too.;Jésus a guéri des gens comme moi. Si je deviens plus fervent[Root.Get_E] et que je me repens vraiment de mes péchés, Il me guérira peut-être moi aussi.;Jesus hat Leute wie mich geheilt. Wäre ich frommer und würde meine Sünden wahrhaft bereuen, dann könnte Er auch mich heilen.;;Jesús curó a gente como yo, si fuera más devoto y me arrepintiese de mis pecados también me curaría.;;;;;;;;;x
EVTDESC65034;The guilt is burning through me, every second is pure agony mixed with shame. I have never felt so guilty, so sinful...;La culpabilité me ronge. Chaque seconde qui passe est une pure agonie mêlée à de la honte. Je ne me suis jamais senti[Root.Get_E] si coupable...;Die Schuld brennt in mir, jede Sekunde ist purer Schmerz und Scham. Noch nie habe ich mich so schuldig, so sündig gefühlt ...;;La culpa me abrasa, cada segundo es una mezcla de agonía y vergüenza. Nunca me he sentido tan culpable, tan pecador...;;;;;;;;;x
EVTDESC65035;I have written a religious tract which I named Tractatus de Purgatorio Sancti [Root.GetFirstName], about a knight and how he journeyed through Purgatory and the Earthly Paradise. It is a masterpiece and I must share the tract with the world!;J'ai rédigé un tract religieux que j'ai nommé Tractatus de Purgatorio Sancti [Root.GetFirstName] sur un chevalier et son arrivée au purgatoire et au paradis terrestre. C'est un chef-d'oeuvre dont je dois faire profiter le monde !;Ich habe ein religiöses Traktat namens Tractatus de Purgatorio Sancti [Root.GetFirstName] geschrieben. Es dreht sich um einen Ritter und seine Reise durch das Fegefeuer und das irdische Paradies. Dieses Traktat ist ein Meisterwerk, und ich muss es mit dem Rest der Welt teilen!;;He escrito un tratado religioso llamado Tractatus de Purgatorio Sancti [Root.GetFirstName], sobre un caballero y su viaje por el purgatorio y el paraíso terrenal. ¡Es una obra maestra que debo compartir con el mundo!;;;;;;;;;x
EVTDESC65036;I am not lustful, gluttonous, slothful, greedy, envious, proud or wroth. I am and will always be free from sin.;Je ne connais ni la luxure, ni la gourmandise, ni la paresse, ni l'avarice, ni l'envie, ni l'orgueil, ni la colère. Le péché ne m'atteindra jamais.;Ich bin weder lüstern, gefräßig, faul, gierig, neidisch, stolz, noch zornig. Ich bin frei von Sünden und werde es immer sein!;;No soy lujurioso, ni glotón, ni vago, ni avaricioso, ni envidioso, ni soberbio, ni colérico. Siempre he estado y estaré libre de pecados.;;;;;;;;;x
EVTDESC65037;I secretly admire a person who has been celibate for many years now. I am a faithful [Root.Religion.GetName] and I have contemplated becoming celibate, but there has always been something that has hindered me from following that path.;J'admire en secret une personne qui pratique le célibat depuis des années. Je suis fidèle à la religion [Root.Religion.GetName] et j'envisage d'en faire de même, mais il y a toujours quelque chose qui m'empêche de franchir le pas.;Ich bewundere im Geheimen eine Person, die jetzt schon seit vielen Jahren im Zölibat lebt. Ich bin ein [Root.Religion.GetName], und fromm noch dazu! Ich habe sogar schon das Zölibat in Betracht gezogen, aber es gibt immer etwas, das mich an der Beschreitung dieses Weges gehindert hat.;;Admiro en secreto a una persona que lleva años de celibato. Soy un fiel [Root.Religion.GetName] y he considerado el celibato, pero siempre ha habido algo que me ha impedido seguir ese camino.;;;;;;;;;x
EVTDESC65040;My servants have provided such a fine meal today. There is an enormous amount of fine wine, and the cooking is absolutely great. I will enjoy this feast!;Mes serviteurs ont préparé un excellent repas aujourd'hui. Le bon vin coule à flot et les plats sont succulents. Je profite de ce festin !;Meine Diener haben mir heute ein feines Mahl zubereitet. Dazu gibt es noch Unmengen köstlichen Weines. Dieses Gelage werde ich in vollen Zügen genießen!;;Hoy mis criados me han servido una espléndida comida. Hay gran cantidad de buen vino y la preparación es estupenda. ¡Disfrutaré el festín!;;;;;;;;;x
EVTDESC65041;Commanding troops is a demanding task, especially for someone as stressed as I am. There are ways though to relieve this stress, but how will I find solace?;Commander des troupes est une tâche exigeante, surtout pour quelqu'un d'aussi anxieux que moi. Où puis-je trouver un peu de réconfort ?;Das Befehligen von Truppen ist eine anspruchsvolle Aufgabe. Noch mehr so für jemand, der so gestresst ist wie ich. Zwar gibt es Möglichkeiten, diesen Stress zu lindern, doch wie soll ich Trost finden?;;Mandar tropas es una tarea difícil, en especial para alguien tan nervioso como yo. Hay modos de calmarse, ¿pero cómo hallaré paz?;;;;;;;;;x
EVTDESC65042;I attended a great party down at the village last night. I do not remember all the details, but I surely must have had a great time at it.;C'était la fête au village hier soir. Je ne me souviens pas de tout, mais je crois que je me suis beaucoup amusé[Root.Get_E].;Gestern Nacht war ich im Dorf auf einer tollen Feier. Ich erinnere mich zwar nicht mehr an alle Einzelheiten, aber ich muss dort sicherlich sehr viel Spaß gehabt haben.;;Anoche fui a una gran fiesta en el pueblo. No recuerdo los detalles, pero sin duda lo pasé bien.;;;;;;;;;x
EVTDESC65043;I woke up with a terrible hangover this morning. Now the priest is talking with his boring voice again, and I keep falling asleep here in Church.;Je me suis réveillé[Root.Get_E] ce matin avec une terrible gueule de bois. Et me voilà à l'église, luttant pour ne pas m'endormir au son de la voix monocorde du prêtre.;Heute morgen wachte ich mit einem fürchterlichen Kater auf. Jetzt spricht der Priester in der Kirche wieder mit dieser langweiligen, sonoren Stimme und ich schlafe dauernd ein.;;Esta mañana he despertado con una terrible resaca. Ahora el cura habla de nuevo con su monótona voz y sigo durmiéndome en la iglesia. ;;;;;;;;;x
EVTDESC65044;It seems that I have embarrassed myself severely in front of my children. This is entirely due to by habit of drinking until I pass out, but I simply can not stop it.;Il semble que je me sois mis[Root.Get_E] dans une situation très gênante devant mes enfants. C'est à cause de cette fâcheuse habitude de boire jusqu'à ce que je tombe ivre mort[Root.Get_E], mais je ne peux pas m'en empêcher.;Anscheinend habe ich mich vor meinen Kinder schwer blamiert. Das lag nur daran, dass ich trinke, bis ich ohnmächtig werde ... aber ich kann einfach nicht damit aufhören.;;He quedado en evidencia delante de mis hijos. Se debe a mi hábito de beber hasta desmayarme, pero no puedo dejarlo.;;;;;;;;;x
EVTDESC65045;My beloved spouse [Root.Spouse.GetFirstName] has noticed my constant drinking and is deeply concerned. [Root.Spouse.GetSheHeCap] is asking me to stop drinking and become responsible again.;M[From.GetOnA] [Root.Spouse.GetHusbandWife], [Root.Spouse.GetFirstName], a remarqué que je buvais trop et s'en inquiète. [Root.Spouse.GetIlElleCap] me demande d'arrêter de boire et de redevenir responsable.;Meine Liebe, [Root.Spouse.GetFirstName], hat mein ständiges Trinken bemerkt und macht sich große Sorgen. [Root.Spouse.GetSheHeCap] bittet mich, damit aufzuhören und wieder vernünftig zu werden.;;Mi amada esposa [Root.Spouse.GetFirstName] se preocupa por el hecho de que beba constantemente. [Root.Spouse.GetSheHeCap] me pide que deje de beber y vuelva a ser responsable.;;;;;;;;;x
EVTDESC65046;My beloved spouse has saved me from the fate of drunkards. [Root.Religion.GetRandomGodNameCap] bless [Root.Spouse.GetHerHim]!;Ma moitié m'a permis de ne pas sombrer dans l'alcoolisme. Que [Root.Religion.GetRandomGodName] [Root.Spouse.GetLeLa] bénisse !;Meine geliebte bessere Hälfte hat mich davor bewahrt, das Schicksal eines Trunkenbolds zu erleiden. Möge [Root.Religion.GetRandomGodNameCap] [Root.Spouse.GetHerHim] segnen!;;Mi amado/a cónyuge me ha salvado de la suerte de los borrachos. [Root.Religion.GetRandomGodNameCap] bendiga a [Root.Spouse.GetHerHim];;;;;;;;;x
EVTDESC65047;My husband has dragged me down to his levels, and got me addicted to wine. I wish I had never married him.;Mon mari m'a entraînée avec lui dans l'alcoolisme. Si seulement je ne l'avais pas épousé !;Mein Ehemann hat mich in seine Sucht hineingezogen und mich vom Wein abhängig gemacht. Ich wünschte, ich hätte ihn nie geheiratet!;;Mi esposo me ha atraído a su vicio y me ha convertido en una alcohólica. Ojalá no me hubiese casado con él.;;;;;;;;;x
EVTDESC65048;The wine makes me such a good speaker. I can truly motivate people, and they become inspired from hearing me talk.;Le vin fait ressortir mon talent oratoire. Je sais motiver les gens et mes discours les inspirent.;Der Wein macht mich zu einem guten Redner. Ich kann die Leute wahrlich motivieren - sie lassen sich von meinen Reden inspirieren.;;El vino me vuelve muy locuaz. Motivo a la gente, que se siente inspirada al oírme hablar.;;;;;;;;;x
EVTDESC65049;I have wasted enough days in my life as a drunkard. I need to get my life in to better shape.;J'ai suffisamment perdu de temps à boire. Je dois remettre de l'ordre dans ma vie.;Genug Tage meines Lebens habe ich als Säufer verschwendet. Ich muss mein Leben besser in den Griff bekommen.;;Ya he sido un borracho demasiado tiempo. Debo mejorar mi vida.;;;;;;;;;x
EVTDESC65050;I seem to drink myself into an early grave. There must be some way to stop drinking.;À cause de la boisson, j'ai déjà un pied dans la tombe. Il doit y avoir un moyen d'arrêter de boire.;Ich scheine mich selbst in ein frühes Grab zu trinken. Es muss doch einen Weg geben, das Trinken aufzuhören.;;Beber me llevará pronto a la tumba. Debe haber algún modo de dejarlo.;;;;;;;;;x
EVTDESC65051;There is nothing but whine, or wine.. I've lost my mine, my mined mind..;Il n'y a rien de plus vain que le vin. J'ai perdu la fête, la tête.;Der Wein, der Wein ist rein ... kann das denn ne Sünde sein?;;No hay nada más que quejas o vino... he perdido el juicio...;;;;;;;;;x
EVTDESC65052;The troops I am commanding thinks I am craven, I haven't shown myself to them for several days because of my illness.;Les troupes que je commande pensent que je suis lâche. Je ne me suis pas présenté[Root.Get_E] devant eux depuis plusieurs jours à cause de ma maladie.;Meine Truppen halten mich für einen Feigling, denn aufgrund meiner Krankheit habe ich mich ihnen mehrere Tage lang nicht mehr gezeigt.;;Las tropas que dirijo me creen un cobarde, llevo días sin mostrarme a ellas debido a mi enfermedad.;;;;;;;;;x
EVTDESC65053;I am soon dead, if not of old age then of this illness. I worry about my sins, will God truly forgive me?;Je vais bientôt mourir, et si ce n'est de vieillesse, ce sera de cette maladie. Je m'inquiète pour mes péchés, Dieu me pardonnera-t-il ?;Schon bald werde ich sterben: Wenn nicht an Altersschwäche, dann an dieser Krankheit. Meine Sünden sorgen mich - ob Gott mir wirklich vergeben wird?;;Pronto moriré, o de esta enfermedad o de viejo. Me preocupan mis pecados. ¿Me perdonará Dios?;;;;;;;;;x
EVTDESC65054;God answered my prayers! I am cured of my illness and can atone for my sins before it is too late.;Dieu a exaucé mes prières ! Je suis guéri[Root.Get_E] et je peux expier mes péchés avant qu'il ne soit trop tard.;Gott hat meine Gebete beantwortet! Ich bin von meiner Krankheit geheilt und kann für meine Sünden büßen, bevor es zu spät ist.;;¡Dios ha respondido mis oraciones! Me he curado y puedo expiar mis pecados antes de que sea tarde.;;;;;;;;;x
EVTDESC65055;Why am I sick, [GetFromRelation], is [Root.Religion.GetRandomGodName] punishing me? I haven't done anything wrong, have I?;Pourquoi suis-je malade, [GetFromRelation] ? Est-ce [Root.Religion.GetRandomGodName] qui me punit ? Pourtant, je n'ai rien fait de mal, n'est-ce pas ?;Warum bin ich krank, [GetFromRelation], bestraft [Root.Religion.GetRandomGodName] mich? Ich habe doch nichts falsch gemacht, oder? ;;¿Por qué estoy enfermo, [GetFromRelation], está [Root.Religion.GetRandomGodName] castigándome? Creo que no he hecho nada malo, ¿o me equivoco?;;;;;;;;;x
