POPE_AIREASON_MODIFIER_CLAIM_SAME_CULTURE_AS_TARGET;[Root.GetTitledFirstName] is of the same §YCulture§! as [FromFrom.GetTitledFirstName];[Root.Get_Le_TitledFirstName] est de la même §Yculture§! que [FromFrom.Get_le_TitledFirstName];[Root.GetTitledFirstName] ist von der gleichen §YKultur§! wie [FromFrom.GetTitledFirstName];;[Root.GetTitledFirstName] tiene la misma §Ycultura§! que [FromFrom.GetTitledFirstName];;;;;;;;x
POPE_AIREASON_MODIFIER_CLAIM_SAME_DYNASTY_AS_TARGET;[Root.GetTitledFirstName] belongs to the [FromFrom.GetOnlyDynastyName] dynasty;[Root.Get_Le_TitledFirstName] appartient à la §Ydynastie§! [FromFrom.GetOnlyDynastyName];[Root.GetTitledFirstName] gehört zur [FromFrom.GetOnlyDynastyName]-Dynastie;;[Root.GetTitledFirstName] pertenece a la dinastía [FromFrom.GetOnlyDynastyName] ;;;;;;;;x
POPE_AIREASON_MODIFIER_CLAIM_SAME_LOWER_TIER_THAN_TARGET;[FromFrom.GetTitledFirstName] is merely a §Y[FromFrom.PrimaryTitle.GetRulerTitle]§!;[FromFrom.Get_Le_TitledFirstName] est seulement §Y[FromFrom.PrimaryTitle.GetRulerTitle]§!;[FromFrom.GetTitledFirstName] ist nur [FromFrom.Geteineine] §Y[FromFrom.PrimaryTitle.GetRulerTitle]§!;;[FromFrom.GetTitledFirstName] es solo §Y[FromFrom.PrimaryTitle.GetRulerTitle]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_CLAIM_TITLE_HELD_BY_DYNASTY;[FromFromFrom.GetName] was historically held by the [Root.GetOnlyDynastyName] dynasty;Le '[FromFromFrom.GetName]' était historiquement détenu par la dynastie [Root.GetOnlyDynastyName];[FromFromFrom.GetName] wurde historisch von der [Root.GetOnlyDynastyName]-Dynastie gehalten;;[FromFrom.GetName] perteneció históricamente a la dinastía [Root.GetOnlyDynastyName];;;;;;;;x
POPE_AIREASON_MODIFIER_CLOSE_RELATIVE;[From.GetTitledFirstName] is a close relative of [Root.GetTitledFirstName];[From.Get_Le_TitledFirstName] est un[From.Get_E] proche parent[From.Get_E] [Root.Get_du_TitledFirstName];[From.GetTitledFirstName] ist ein naher Verwandter von [Root.GetTitledFirstName];;[From.GetTitledFirstName] es pariente cercano de [Root.GetTitledFirstName];;;;;;;;x
POPE_AIREASON_MODIFIER_CLOSE_RELATIVE_TARGET;[From.GetTitledFirstName] is a close relative of [FromFrom.GetTitledFirstName];[From.Get_Le_TitledFirstName] est un[From.Get_E] proche parent[From.Get_E] [FromFrom.Get_du_TitledFirstName];[From.GetTitledFirstName] ist ein naher Verwandter von [FromFrom.GetTitledFirstName];;[From.GetTitledFirstName] es pariente cercano de [FromFrom.GetTitledFirstName];;;;;;;;x
POPE_AIREASON_MODIFIER_CONTROLLED_CARDINALS;[Root.GetTitledFirstName] has influence over the §YCollege of Cardinals§!;[Root.Get_Le_TitledFirstName] a de l'influence sur le §YCollège des Cardinaux§!;[Root.GetTitledFirstName] hat Einfluss über das §YKardinalskollegium§!;;[Root.GetTitledFirstName] tiene influencia sobre el §Ycolegio cardenalicio§!;;;;;;;;x
POPE_AIREASON_MODIFIER_CONTROLLED_CARDINALS_TARGET;[FromFrom.GetTitledFirstName] has influence over the §YCollege of Cardinals§!;[FromFrom.Get_Le_TitledFirstName] a de l'influence sur le §YCollège des Cardinaux§!;[FromFrom.GetTitledFirstName] hat Einfluss über das §YKardinalskollegium§!;;[FromFrom.GetTitledFirstName] tiene influencia sobre el §Ycolegio cardenalicio§!;;;;;;;;x
POPE_AIREASON_MODIFIER_CROWNED_BY_ME;[From.GetTitledFirstName] crowned [Root.GetTitledFirstName];[From.Get_Le_TitledFirstName] a §Ycouronné§! [Root.Get_le_TitledFirstName];[From.GetTitledFirstName] krönte [Root.GetTitledFirstName];;[From.GetTitledFirstName] coronó a [Root.GetTitledFirstName];;;;;;;;x
POPE_AIREASON_MODIFIER_CROWNED_BY_ME_TARGET;[From.GetTitledFirstName] crowned [FromFrom.GetTitledFirstName];[From.Get_Le_TitledFirstName] a couronné [FromFrom.GetTitledFirstName];[From.GetTitledFirstName] krönte [FromFrom.GetTitledFirstName];;[From.GetTitledFirstName] §Ycoronó§! a [FromFrom.GetTitledFirstName];;;;;;;;x
POPE_AIREASON_MODIFIER_CROWNED_BY_POPE;[Root.GetTitledFirstName] was §YCrowned by the Pope§!;[Root.Get_Le_TitledFirstName] a été §Ycouronné[Root.Get_E]§! par le pape;[Root.GetTitledFirstName] wurde vom Papst §Ygekrönt§!;;[Root.GetTitledFirstName] fue §Ycoronad[Root.GetOA] por el Papa§!;;;;;;;;x
POPE_AIREASON_MODIFIER_CROWNED_BY_POPE_TARGET;[FromFrom.GetTitledFirstName] was §YCrowned by the Pope§!;[FromFrom.Get_Le_TitledFirstName] a été §Ycouronné[FromFrom.Get_E]§! par le pape;[FromFrom.GetTitledFirstName] wurde vom Papst §Ygekrönt§!;;[FromFrom.GetTitledFirstName] fue §Ycoronad[FromFrom.GetOA]§! por el papa;;;;;;;;x
POPE_AIREASON_MODIFIER_CRUSADE_HOLY_LAND;[FromFrom.GetTitledFirstName] is occupying the §YHoly Land§!;[FromFrom.Get_Le_TitledFirstName] occupe la §YTerre Sainte§!;[FromFrom.GetTitledFirstName] hat §YHeiliges Land§! besetzt;;[FromFrom.GetTitledFirstName] ocupa §YTierra Santa§!;;;;;;;;x
POPE_AIREASON_MODIFIER_CRUSADE_POPE_SYMPATHETIC;[From.GetTitledFirstName] is §YSympathetic§! towards [FromFrom.GetTitledFirstName]'s faith;[From.Get_Le_TitledFirstName] est §Ysympathie§! envers [FromFrom.Get_le_TitledFirstName];[From.GetTitledFirstName] hegt eine §YSympathie§! gegenüber dem Glauben von [FromFrom.GetTitledFirstName];;[From.GetTitledFirstName] siente §Ysimpatías§! hacia la fe de [FromFrom.GetTitledFirstName];;;;;;;;x
POPE_AIREASON_MODIFIER_CRUSADE_REALM_SIZE_TARGET;[FromFrom.GetTitledFirstName]'s realm is a threat to all of the [From.Religion.GetName] world;Le pays [FromFrom.Get_du_TitledFirstName] est une menace pour tout le monde [From.GetReligionMasc];Das Reich von [FromFrom.GetTitledFirstName] ist eine Bedrohung für die gesamte [From.Religion.GetName]e Welt;;El reino de [FromFrom.GetTitledFirstName] es una amenaza para todo el mundo [From.Religion.GetName];;;;;;;;x
POPE_AIREASON_MODIFIER_CRUSADE_REALM_SIZE_TARGET_TINY;[FromFrom.GetTitledFirstName]'s realm is inconsequential;Le pays [FromFrom.Get_du_TitledFirstName] est sans importance;Das Reich von [FromFrom.GetTitledFirstName] ist belanglos;;El reino de [FromFrom.GetTitledFirstName] carece de importancia;;;;;;;;x
POPE_AIREASON_MODIFIER_CRUSADE_ROME;[FromFrom.GetTitledFirstName] is occupying the §YHoly See§!;[FromFrom.Get_Le_TitledFirstName] occupe le §YSaint-Siège§!;[FromFrom.GetTitledFirstName] hat den §YHeiligen Stuhl§! besetzt;;[FromFrom.GetTitledFirstName] ocupa la §YSanta Sede§!;;;;;;;;x
POPE_AIREASON_MODIFIER_CRUSADE_ZEALOUS_POPE;[From.GetTitledFirstName] is §YZealous§!;[From.Get_Le_TitledFirstName] a du §Yzèle§!;[From.GetTitledFirstName] ist ein §YReligiöser Eiferer§!;;[From.GetTitledFirstName] es §Yfanátic[From.GetOA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_FAITH_THREATENED;The [From.Religion.GetName] faith is under siege;La foi [From.Religion.GetName] est en état de siège;Der [From.Religion.GetName]e Glaube wird belagert;;La fe [From.Religion.GetName] está asediada;;;;;;;;x
POPE_AIREASON_MODIFIER_FAITH_THREATENED_FORREALS;The [From.Religion.GetName] faith is on the verge of destruction;La foi [From.Religion.GetName] est au bord de la destruction;Der [From.Religion.GetName]e Glaube ist am Rande der Vernichtung;;El [From.Religion.GetName] está al borde de la destrucción;;;;;;;;x
POPE_AIREASON_MODIFIER_FREE_INVESTITURE;[Root.GetTitledFirstName] enforces the §YFree Investiture§! law;[Root.Get_Le_TitledFirstName] a mis en application la loi de §Ylibre investiture§!;[Root.GetTitledFirstName] hat das Gesetzt §YFreie Investitur§! erzwungen;;[Root.GetTitledFirstName] impone la ley de §Yinvestidura libre§!;;;;;;;;x
POPE_AIREASON_MODIFIER_FREE_INVESTITURE_TARGET;[FromFrom.GetTitledFirstName] enforces the §YFree Investiture§! law;[FromFrom.Get_Le_TitledFirstName] a mis en application la loi de §Ylibre investiture§!;[FromFrom.GetTitledFirstName] hat das Gesetzt §YFreie Investitur§! erzwungen;;[FromFrom.GetTitledFirstName] impone la ley de §Yinvestidura libre§!;;;;;;;;x
POPE_AIREASON_MODIFIER_HEIRLESSNESS;[FromFrom.GetTitledFirstName] is §YOld§! and §YHeirless§!;[FromFrom.Get_Le_TitledFirstName] est §Yâgé[FromFrom.Get_E]§! et sans §Yhéritier§!;[FromFrom.GetTitledFirstName] ist §Yalt§! und §Yohne Erbe§!;;[FromFrom.GetTitledFirstName] es §Yviej[FromFrom.GetOA]§! y §Ysin herederos§!;;;;;;;;x
POPE_AIREASON_MODIFIER_HIGH_TIER_EMPEROR;[Root.GetFirstName] is already an §Y[Root.GetTitle]§!;[Root.GetFirstName] est déjà §Y[Root.GetTitle]§!;[Root.GetFirstName] ist bereits  §Y[Root.GetTitle]§!;;[Root.GetTitledFirstName] ya es §Y[Root.GetTitle]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_HIGH_TIER_KING;[Root.GetFirstName] is already a §Y[Root.GetTitle]§!;[Root.GetFirstName] est déjà §Y[Root.GetTitle]§!;[Root.GetFirstName] ist bereits  §Y[Root.GetTitle]§!;;[Root.GetTitledFirstName] ya es §Y[Root.GetTitle]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_IS_EXCOMMUNICATED;[Root.GetTitledFirstName] has been §YExcommunicated§!;[Root.Get_Le_TitledFirstName] a été §Yexcommunié[Root.Get_E]§!;[Root.GetTitledFirstName] wurde §Yexkommuniziert§!;;[Root.GetTitledFirstName] ha sido §Yexcomulgad[Root.GetOA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_IS_EXCOMMUNICATED_TARGET;[FromFrom.GetTitledFirstName] has been §YExcommunicated§!;[FromFrom.Get_Le_TitledFirstName] a été §Yexcommunié[FromFrom.Get_E]§!;[FromFrom.GetTitledFirstName] wurde §Yexkommuniziert§!;;[FromFrom.GetTitledFirstName] ha sido §Yexcomulgad[FromFrom.GetOA]§!;;;;;;;;x
POPE_AIREASON_MODIFIER_LIFT_EX_ON_YOURSELF;[FromFrom.GetTitledFirstName] must repent of [FromFrom.GetHerHis] sins;[FromFrom.Get_Le_TitledFirstName] doit se repentir pour ses péchés;[FromFrom.GetTitledFirstName] muss [FromFrom.GetHerHis]e Sünden bereuen ;;[FromFrom.GetTitledFirstName] ;;;;;;;;x
POPE_AIREASON_MODIFIER_LIFT_EX_WHILE_WARRING;[FromFrom.GetTitledFirstName] is waging war against the Holy See;[FromFrom.Get_Le_TitledFirstName] mène une guerre contre le Saint-Siège;[FromFrom.GetTitledFirstName] führt Krieg gegen den Heiligen Stuhl;;[FromFrom.GetTitledFirstName] ;;;;;;;;x
POPE_AIREASON_MODIFIER_LOAN_CHURCH_IS_BANKRUPT_REALLY;The Church is bankrupt;L'Église est ruinée;Die Kirche ist bankrott;;La Iglesia está en bancarrota;;;;;;;;x
POPE_AIREASON_MODIFIER_LOAN_CHURH_IS_BANKRUPT;The Church does not have the funds to finance [Root.GetTitledFirstName];L'Église n'a pas les fonds pour financer [Root.Get_le_TitledFirstName];Die Kirche hat nicht die finanziellen Mittel, um [Root.GetTitledFirstName] zu unterstützen;;La Iglesia no tiene fondos para financiar a [Root.GetTitledFirstName];;;;;;;;x
POPE_AIREASON_MODIFIER_LOAN_POPE_GREEDY;The Church's money is sacred;L'argent de l'Église est sacré;Das Geld der Kirche ist heilig;;El dinero de la Iglesia es sagrado;;;;;;;;x
POPE_AIREASON_MODIFIER_LOAN_POPE_NO_REFUNDS;[Root.GetTitledFirstName]'s donation will not be refunded;Le don [Root.Get_du_TitledFirstName] ne sera pas rendu;Die Spende von [Root.GetTitledFirstName] wird nicht zurückerstattet;;La donación de [Root.GetTitledFirstName] no se puede devolver;;;;;;;;x
POPE_AIREASON_MODIFIER_LOAN_RULER_IS_RICH;[Root.GetTitledFirstName] is already wealthy;[Root.Get_Le_TitledFirstName] est déjà riche;[Root.GetTitledFirstName] ist bereits wohlhabend;;[Root.GetTitledFirstName] ya tiene riquezas;;;;;;;;x
POPE_AIREASON_MODIFIER_MADE_ME_CARDINAL;[Root.GetTitledFirstName] helped [From.GetTitledFirstName] become a §YCardinal§!;[Root.Get_Le_TitledFirstName] a aidé [From.Get_le_TitledFirstName] à devenir §Ycardinal§!;[Root.GetTitledFirstName] hat [From.GetTitledFirstName] geholfen §YKardinal§! zu werden;;[Root.GetTitledFirstName] ayudó a [From.GetTitledFirstName] a ser §Ycardenal§!;;;;;;;;x
POPE_AIREASON_MODIFIER_MADE_ME_CARDINAL_TARGET;[FromFrom.GetTitledFirstName] helped [From.GetTitledFirstName] become a §YCardinal§!;[FromFrom.Get_Le_TitledFirstName] a aidé [From.Get_le_TitledFirstName] à devenir §Ycardinal§!;[FromFrom.GetTitledFirstName] hat [From.GetTitledFirstName] geholfen §YKardinal§! zu werden;;[FromFrom.GetTitledFirstName] ayudó a [From.GetTitledFirstName] a ser §Ycardenal§!;;;;;;;;x
POPE_AIREASON_MODIFIER_MADE_ME_POPE;[Root.GetTitledFirstName] helped [From.GetTitledFirstName] become §YPope§!;[Root.Get_Le_TitledFirstName] a aidé [From.Get_le_TitledFirstName] à devenir §Ypape§!;[Root.GetTitledFirstName] hat [From.GetTitledFirstName] geholfen §YPapst§! zu werden;;[Root.GetTitledFirstName] ayudó a [From.GetTitledFirstName] a ser §Ypapa§!;;;;;;;;x
POPE_AIREASON_MODIFIER_MADE_ME_POPE_TARGET;[FromFrom.GetTitledFirstName] helped [From.GetTitledFirstName] become §YPope§!;[FromFrom.Get_Le_TitledFirstName] a aidé [From.Get_le_TitledFirstName] à devenir §Ypape§!;[FromFrom.GetTitledFirstName] hat [From.GetTitledFirstName] geholfen §YPapst§! zu werden;;[FromFrom.GetTitledFirstName] ayudó a [From.GetTitledFirstName] a ser §Ypapa§!;;;;;;;;x
POPE_AIREASON_MODIFIER_MARRIAGE_BARE_WOMB;[FromFrom.GetTitledFirstName]'s womb is barren;[FromFrom.Get_Le_TitledFirstName] est stérile;Der Mutterleib von [FromFrom.GetTitledFirstName] ist unfruchtbar;;El útero de [FromFrom.GetTitledFirstName] es yermo;;;;;;;;x
POPE_AIREASON_MODIFIER_MARRIAGE_EUNUCH;[FromFrom.GetTitledFirstName] is no longer a man;[FromFrom.Get_Le_TitledFirstName] n'est plus un homme;[FromFrom.GetTitledFirstName] ist nicht länger ein Mann;;[FromFrom.GetTitledFirstName] ya no es un hombre;;;;;;;;x
POPE_AIREASON_MODIFIER_MARRIAGE_INCESTUOUS;[Root.GetTitledFirstName]'s marriage is incestuous;Le mariage [Root.Get_du_TitledFirstName] est incestueux;Die Ehe von [Root.GetTitledFirstName] ist inzestuös;;El matrimonio de [Root.GetTitledFirstName] es incestuoso;;;;;;;;x
POPE_AIREASON_MODIFIER_MY_FRIEND;[Root.GetTitledFirstName] is [From.GetTitledFirstName]'s §YFriend§!;[Root.Get_Le_TitledFirstName] est l'§Yami[Root.Get_E]§! [From.Get_du_TitledFirstName];[Root.GetTitledFirstName] ist der §YFreund§! von [From.GetTitledFirstName];;[Root.GetTitledFirstName] es §Yamigo§! de [From.GetTitledFirstName];;;;;;;;x
POPE_AIREASON_MODIFIER_MY_FRIEND_TARGET;[FromFrom.GetTitledFirstName] is [From.GetTitledFirstName]'s §YFriend§!;[FromFrom.Get_Le_TitledFirstName] est l'§Yami[FromFrom.Get_E]§! [From.Get_du_TitledFirstName];[FromFrom.GetTitledFirstName] ist [FromFrom.Getderdie] §YFreund[FromFrom.GetinFemale]§! von [From.GetTitledFirstName];;[FromFrom.GetTitledFirstName] es §Yamig[FromFrom.GetOA]§! de [From.GetTitledFirstName];;;;;;;;x
POPE_AIREASON_MODIFIER_MY_LOVER;[Root.GetTitledFirstName] is [From.GetTitledFirstName]'s §YLover§!;[Root.Get_Le_TitledFirstName] est l'§Yamant[Root.Get_E]§! [From.Get_du_TitledFirstName];[Root.GetTitledFirstName] ist [Root.Getderdie] §YLiebhaber[Root.GetinFemale]§! von [From.GetTitledFirstName];;[Root.GetTitledFirstName] es §Yamante§! de [From.GetTitledFirstName];;;;;;;;x
POPE_AIREASON_MODIFIER_MY_LOVER_TARGET;[FromFrom.GetTitledFirstName] is [From.GetTitledFirstName]'s §YLover§!;[FromFrom.Get_Le_TitledFirstName] est l'§Yamant[FromFrom.Get_E]§! [From.Get_du_TitledFirstName];[FromFrom.GetTitledFirstName] ist [FromFrom.Getderdie] §YLiebhaber[FromFrom.GetinFemale]§! von [From.GetTitledFirstName];;[FromFrom.GetTitledFirstName] es §Yamante§! de [From.GetTitledFirstName];;;;;;;;x
POPE_AIREASON_MODIFIER_MY_PARENT;[From.GetTitledFirstName] is the child of [Root.GetTitledFirstName];[From.Get_Le_TitledFirstName] est l'enfant [Root.Get_du_TitledFirstName];[From.GetTitledFirstName] ist das Kind von [Root.GetTitledFirstName];;[From.GetTitledFirstName] es hijo de [Root.GetTitledFirstName];;;;;;;;x
POPE_AIREASON_MODIFIER_MY_PARENT_TARGET;[From.GetTitledFirstName] is the child of [FromFrom.GetTitledFirstName];[From.Get_Le_TitledFirstName] est l'enfant [FromFrom.Get_du_TitledFirstName];[From.GetTitledFirstName] ist das Kind von [FromFrom.GetTitledFirstName];;[From.GetTitledFirstName] es hijo de [FromFrom.GetTitledFirstName];;;;;;;;x
POPE_AIREASON_MODIFIER_MY_RIVAL;[Root.GetTitledFirstName] is [From.GetTitledFirstName]'s §YRival§!;[Root.Get_Le_TitledFirstName] est [Root.GetLeLa] §Yrival[Root.Get_E]§! [From.Get_du_TitledFirstName];[Root.GetTitledFirstName] ist der Rivale von [From.GetTitledFirstName];;[Root.GetTitledFirstName] es §Yrival§! de [From.GetTitledFirstName];;;;;;;;x
POPE_AIREASON_MODIFIER_MY_RIVAL_TARGET;[FromFrom.GetTitledFirstName] is [From.GetTitledFirstName]'s §YRival§!;[FromFrom.Get_Le_TitledFirstName] est [FromFrom.GetLeLa] §Yrival[FromFrom.Get_E]§! [From.Get_du_TitledFirstName];[FromFrom.GetTitledFirstName] ist der §YRivale§! von [From.GetTitledFirstName];;[FromFrom.GetTitledFirstName] es §Yrival§! de [From.GetTitledFirstName];;;;;;;;x
POPE_AIREASON_MODIFIER_NAPOLEON_RULER;[Root.GetTitledFirstName] denied the Church's authority;[Root.Get_Le_TitledFirstName] a renié l'autorité de l'Église;[Root.GetTitledFirstName] lehnte die Autorität der Kirche ab;;[Root.GetTitledFirstName] negó la autoridad de la Iglesia;;;;;;;;x
POPE_AIREASON_MODIFIER_NAPOLEON_RULER_TARGET;[FromFrom.GetTitledFirstName] denied the Church's authority;[FromFrom.Get_Le_TitledFirstName] a renié l'autorité de l'Église;[FromFrom.GetTitledFirstName] lehnte die Autorität der Kirche ab;;[FromFrom.GetTitledFirstName] negó la autoridad de la Iglesia;;;;;;;;x
POPE_AIREASON_MODIFIER_OPINION_RULER;[From.GetTitledFirstName]'s §YOpinion§! of [Root.GetTitledFirstName];L'§Yopinion§! [From.Get_du_TitledFirstName] envers [Root.Get_le_TitledFirstName];§YMeinung§! von [From.GetTitledFirstName] über [Root.GetTitledFirstName];;Opinión de [From.GetTitledFirstName] sobre [Root.GetTitledFirstName];;;;;;;;x
POPE_AIREASON_MODIFIER_OPINION_RULER_TARGET;[From.GetTitledFirstName]'s §YOpinion§! of [FromFrom.GetTitledFirstName];L'§Yopinion§! [From.Get_du_TitledFirstName] envers [FromFrom.Get_le_TitledFirstName];§YMeinung§! von [From.GetTitledFirstName] über [FromFrom.GetTitledFirstName];;Opinión de [From.GetTitledFirstName] de [FromFrom.GetTitledFirstName];;;;;;;;x
POPE_AIREASON_MODIFIER_PET_POPE;[Root.GetTitledFirstName] is my liege;[Root.Get_Le_TitledFirstName] est m[Root.GetOnA] [Root.GetLordLady] lige;[Root.GetTitledFirstName] ist mein Lehnsherr;;[Root.GetTitledFirstName] es mi [Root.GetLordLady];;;;;;;;x
POPE_AIREASON_MODIFIER_PET_POPE_TARGET;[FromFrom.GetTitledFirstName] is [From.GetTitledFirstName]'s liege;[FromFrom.Get_Le_TitledFirstName] est [FromFrom.GetLeLa] [FromFrom.GetLordLady] lige [From.Get_du_TitledFirstName];[FromFrom.GetTitledFirstName] ist der Lehnsherr von [From.GetTitledFirstName];;[FromFrom.GetTitledFirstName] es el señor de [From.GetTitledFirstName];;;;;;;;x
POPE_AIREASON_MODIFIER_PLEDGED_TO_CRUSADE;[Root.GetTitledFirstName] has pledged [Root.GetHerHis] help on the coming §YCrusade§!;[Root.Get_Le_TitledFirstName] a promis son aide dans la §Ycroisade§! à venir;[Root.GetTitledFirstName] hat [Root.GetHerHis]e Hilfe für den kommenden §YKreuzzug§! versprochen;;[Root.GetTitledFirstName] ha prometido ayudar en la próxima §Ycruzada§!;;;;;;;;x
POPE_AIREASON_MODIFIER_PLEDGED_TO_CRUSADE_TARGET;[FromFrom.GetTitledFirstName] has pledged [FromFrom.GetHerHis] help on the coming §YCrusade§!;[FromFrom.Get_Le_TitledFirstName] a promis son aide dans la §Ycroisade§! à venir;[FromFrom.GetTitledFirstName] hat [FromFrom.GetHerHis]e Hilfe für den kommenden §YKreuzzug§! versprochen;;[FromFrom.GetTitledFirstName] ha prometido ayudar en la próxima §Ycruzada§!;;;;;;;;x
POPE_AIREASON_MODIFIER_REALM_SIZE;[Root.GetTitledFirstName] controls a large §YRealm§!;[Root.Get_Le_TitledFirstName] contrôle un grand §Ypays§!;[Root.GetTitledFirstName] kontrolliert ein großes §YReich§!;;[Root.GetTitledFirstName] controla un gran §Yreino§!;;;;;;;;x
POPE_AIREASON_MODIFIER_REALM_SIZE_IMPERIAL;[Root.GetTitledFirstName] controls a vast §YRealm§!;[Root.Get_Le_TitledFirstName] contrôle un immense §Ypays§!;[Root.GetTitledFirstName] kontrolliert ein gewaltiges §YReich§!;;[Root.GetTitledFirstName] controla un §Yreino§! extenso;;;;;;;;x
POPE_AIREASON_MODIFIER_REALM_SIZE_TARGET;[FromFrom.GetTitledFirstName]'s §YRealm Size§!;La §Ytaille du pays§! [FromFrom.Get_du_TitledFirstName];§YReichsgröße§! von [FromFrom.GetTitledFirstName];;§Ytamaño del reino§! de [FromFrom.GetTitledFirstName];;;;;;;;x
POPE_AIREASON_MODIFIER_REALM_SIZE_TARGET_TINY;[FromFrom.GetTitledFirstName]'s §YRealm Size§!;La §Ytaille du pays§! [FromFrom.Get_du_TitledFirstName];§YReichsgröße§! von [FromFrom.GetTitledFirstName];;§Ytamaño del reino§! de [FromFrom.GetTitledFirstName];;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_CHARITABLE;[Root.GetTitledFirstName] is §YCharitable§!;[Root.Get_Le_TitledFirstName] est §Ycharitable§!;[Root.GetTitledFirstName] ist §Ywohltätig§!;;[Root.GetTitledFirstName] es §Ycaritativo§!;;;;;;;;x
POPE_AIREASON_MODIFIER_RULER_CHARITABLE_NEGATIVE;[Root.GetTitledFirstName] is §YCharitable§!;[Root.Get_Le_TitledFirstName] est §Ycharitable§!;[Root.GetTitledFirstName] ist §Ywohltätig§!;;[Root.GetTitledFirstName] es §Ycaritativ[Root.GetOA]§!;;;;;;;;x
